Order_ID,Customer_ID,Order_Date,Order_Status,Payment_Method,Shipping_Type,Delivery_Date,Total_Amount,Discount_Amount,Final_Amount
ORD04672,CUST02155,2021-08-19,Completed,Card,Express,2021-08-22,2278,0,2278
ORD04673,CUST02368,2023-06-13,Completed,Wallet,Express,2023-06-15,4489,0,4489
ORD04674,CUST03583,2025-09-06,Completed,UPI,Standard,2025-09-09,4994,871,4123
ORD04675,CUST02111,2021-09-08,Completed,Card,Express,2021-09-09,3541,0,3541
ORD04676,CUST03292,2025-08-17,Cancelled,Card,Express,,2616,0,2616
ORD04677,CUST03771,2022-09-05,Completed,COD,Standard,2022-09-12,1609,0,1609
ORD04678,CUST04501,2022-05-10,Completed,COD,Standard,2022-05-13,4673,483,4190
ORD04679,CUST01087,2022-07-30,Completed,UPI,Express,2022-08-02,1568,207,1361
ORD04680,CUST02971,2024-01-24,Completed,UPI,Express,2024-01-27,611,83,528
ORD04681,CUST00362,2021-01-21,Cancelled,Card,Express,,3957,0,3957
ORD04682,CUST00751,2021-06-25,Completed,UPI,Standard,2021-06-30,550,0,550
ORD04683,CUST02394,2021-11-16,Completed,UPI,Express,2021-11-19,4343,0,4343
ORD04684,CUST00478,2024-06-06,Cancelled,UPI,Express,,574,75,499
ORD04685,CUST02239,2022-01-25,Completed,Wallet,Standard,2022-01-30,1733,0,1733
ORD04686,CUST02926,2025-12-15,Returned,UPI,Standard,2025-12-22,3704,0,3704
ORD04687,CUST01933,2024-12-20,Completed,UPI,Standard,2024-12-24,1831,0,1831
ORD04688,CUST03224,2024-08-26,Completed,UPI,Express,2024-08-27,2454,0,2454
ORD04689,CUST04444,2023-11-10,Returned,UPI,Standard,2023-11-15,3845,0,3845
ORD04690,CUST00490,2022-09-23,Completed,UPI,Express,2022-09-24,4669,0,4669
ORD04691,CUST01310,2021-08-30,Completed,Card,Standard,2021-09-03,3500,1030,2470
ORD04692,CUST04844,2023-05-09,Completed,Wallet,Standard,2023-05-16,3540,0,3540
ORD04693,CUST02440,2022-10-09,Completed,COD,Express,2022-10-11,4043,1208,2835
ORD04694,CUST00355,2025-07-29,Completed,Wallet,Standard,2025-08-01,4520,1293,3227
ORD04695,CUST02201,2023-07-02,Completed,Card,Standard,2023-07-07,2536,0,2536
ORD04696,CUST02252,2022-10-25,Completed,Wallet,Standard,2022-10-31,1806,0,1806
ORD04697,CUST00964,2023-11-24,Completed,Wallet,Standard,2023-11-27,3592,0,3592
ORD04698,CUST03085,2022-08-05,Completed,Wallet,Express,2022-08-06,3711,0,3711
ORD04699,CUST03716,2021-02-11,Completed,UPI,Standard,2021-02-17,4761,0,4761
ORD04700,CUST04581,2024-10-07,Cancelled,COD,Standard,,3634,1022,2612
ORD04701,CUST00248,2022-03-27,Completed,Card,Express,2022-03-29,4060,0,4060
ORD04702,CUST03580,2025-09-30,Returned,UPI,Standard,2025-10-06,4262,0,4262
ORD04703,CUST02678,2024-10-03,Completed,Card,Standard,2024-10-08,4315,0,4315
ORD04704,CUST00184,2024-02-12,Completed,UPI,Standard,2024-02-18,4274,1272,3002
ORD04705,CUST02194,2025-05-06,Completed,UPI,Express,2025-05-08,1072,208,864
ORD04706,CUST02897,2021-05-21,Completed,COD,Standard,2021-05-24,1079,0,1079
ORD04707,CUST03626,2023-03-27,Completed,UPI,Standard,2023-03-31,4885,1408,3477
ORD04708,CUST02411,2022-08-06,Completed,UPI,Standard,2022-08-11,4892,0,4892
ORD04709,CUST00782,2022-03-12,Completed,UPI,Express,2022-03-15,3025,677,2348
ORD04710,CUST02848,2023-03-02,Cancelled,UPI,Standard,,3990,0,3990
ORD04711,CUST01674,2023-04-14,Completed,COD,Express,2023-04-16,3778,376,3402
ORD04712,CUST00270,2023-05-24,Completed,COD,Express,2023-05-27,1269,170,1099
ORD04713,CUST02704,2022-05-18,Completed,Card,Standard,2022-05-21,2387,0,2387
ORD04714,CUST00639,2023-08-16,Completed,Wallet,Express,2023-08-17,1580,0,1580
ORD04715,CUST01148,2025-01-05,Completed,Card,Express,2025-01-08,761,83,678
ORD04716,CUST03529,2024-07-04,Completed,UPI,Standard,2024-07-09,1484,0,1484
ORD04717,CUST00206,2022-01-26,Returned,Card,Express,2022-01-29,2107,140,1967
ORD04718,CUST02400,2025-02-20,Completed,Card,Standard,2025-02-24,4246,599,3647
ORD04719,CUST02284,2021-03-24,Returned,Card,Express,2021-03-26,2701,0,2701
ORD04720,CUST02054,2022-05-01,Completed,Card,Standard,2022-05-06,4802,0,4802
ORD04721,CUST00305,2023-04-07,Completed,UPI,Express,2023-04-10,2053,125,1928
ORD04722,CUST02672,2025-12-07,Cancelled,COD,Express,,2586,0,2586
ORD04723,CUST00160,2023-07-09,Completed,UPI,Standard,2023-07-12,939,248,691
ORD04724,CUST02499,2025-11-08,Completed,UPI,Express,2025-11-09,3935,0,3935
ORD04725,CUST03345,2022-02-22,Completed,Card,Standard,2022-02-26,4664,540,4124
ORD04726,CUST02182,2021-12-05,Completed,UPI,Standard,2021-12-12,2247,0,2247
ORD04727,CUST01375,2025-01-15,Completed,Card,Standard,2025-01-20,1096,0,1096
ORD04728,CUST03520,2025-11-27,Completed,UPI,Standard,2025-12-04,3817,356,3461
ORD04729,CUST00583,2022-01-03,Completed,Card,Express,2022-01-04,3412,686,2726
ORD04730,CUST03516,2022-09-12,Completed,Card,Express,2022-09-13,2456,0,2456
ORD04731,CUST01358,2025-01-10,Cancelled,UPI,Express,,4532,0,4532
ORD04732,CUST02245,2025-05-05,Completed,Card,Express,2025-05-06,1254,156,1098
ORD04733,CUST01991,2021-06-20,Completed,COD,Standard,2021-06-27,4159,380,3779
ORD04734,CUST02421,2025-09-25,Completed,COD,Standard,2025-09-28,791,79,712
ORD04735,CUST03976,2023-02-03,Completed,UPI,Express,2023-02-04,1751,0,1751
ORD04736,CUST04859,2025-09-03,Completed,UPI,Standard,2025-09-06,2599,588,2011
ORD04737,CUST01142,2023-11-08,Completed,COD,Standard,2023-11-12,1870,168,1702
ORD04738,CUST02745,2024-03-13,Completed,Wallet,Express,2024-03-15,4841,0,4841
ORD04739,CUST04328,2021-10-17,Completed,Wallet,Express,2021-10-19,2244,296,1948
ORD04740,CUST01272,2024-12-05,Returned,UPI,Standard,2024-12-12,2242,498,1744
ORD04741,CUST04219,2022-07-16,Completed,UPI,Express,2022-07-18,4040,864,3176
ORD04742,CUST02943,2022-06-28,Completed,COD,Express,2022-06-30,3093,574,2519
ORD04743,CUST04787,2022-11-27,Completed,UPI,Standard,2022-11-30,2632,0,2632
ORD04744,CUST02168,2021-02-06,Cancelled,Card,Standard,,1403,0,1403
ORD04745,CUST03315,2024-05-10,Returned,COD,Standard,2024-05-17,1174,278,896
ORD04746,CUST02782,2025-06-02,Completed,COD,Express,2025-06-03,879,0,879
ORD04747,CUST04918,2024-04-09,Completed,UPI,Express,2024-04-11,3262,194,3068
ORD04748,CUST03105,2023-12-25,Completed,COD,Standard,2024-01-01,1202,0,1202
ORD04749,CUST03766,2022-11-10,Returned,UPI,Standard,2022-11-16,1627,114,1513
ORD04750,CUST00065,2021-02-02,Completed,Card,Express,2021-02-05,788,170,618
ORD04751,CUST04782,2024-12-05,Completed,Wallet,Standard,2024-12-11,2795,341,2454
ORD04752,CUST01491,2023-03-17,Completed,COD,Express,2023-03-18,4677,1176,3501
ORD04753,CUST00200,2024-04-10,Returned,UPI,Express,2024-04-11,2354,395,1959
ORD04754,CUST04813,2025-07-12,Completed,Card,Express,2025-07-15,3585,0,3585
ORD04755,CUST01652,2021-10-14,Completed,COD,Standard,2021-10-19,1325,341,984
ORD04756,CUST01476,2024-09-19,Completed,Card,Standard,2024-09-23,2360,0,2360
ORD04757,CUST01096,2022-09-22,Completed,COD,Express,2022-09-25,4365,1111,3254
ORD04758,CUST03187,2024-12-28,Completed,UPI,Standard,2025-01-02,655,100,555
ORD04759,CUST04942,2022-01-05,Cancelled,Card,Express,,4417,0,4417
ORD04760,CUST01384,2021-06-25,Returned,COD,Standard,2021-06-30,2497,0,2497
ORD04761,CUST00900,2025-08-14,Completed,UPI,Standard,2025-08-17,2441,0,2441
ORD04762,CUST02828,2022-07-27,Cancelled,Card,Standard,,4115,346,3769
ORD04763,CUST01876,2022-12-09,Completed,UPI,Standard,2022-12-14,4892,0,4892
ORD04764,CUST02779,2022-11-11,Returned,UPI,Standard,2022-11-14,3828,0,3828
ORD04765,CUST03327,2023-02-07,Completed,COD,Express,2023-02-09,2582,378,2204
ORD04766,CUST03860,2024-08-26,Cancelled,UPI,Express,,4053,0,4053
ORD04767,CUST02893,2022-08-02,Completed,Card,Express,2022-08-05,1480,0,1480
ORD04768,CUST04781,2021-03-18,Completed,Card,Standard,2021-03-21,3406,992,2414
ORD04769,CUST04864,2025-10-26,Completed,Card,Express,2025-10-28,3473,0,3473
ORD04770,CUST00023,2024-09-03,Completed,UPI,Standard,2024-09-10,1666,0,1666
ORD04771,CUST01443,2021-09-13,Completed,UPI,Standard,2021-09-20,3130,0,3130
ORD04772,CUST02762,2023-10-11,Completed,Wallet,Standard,2023-10-14,2301,245,2056
ORD04773,CUST03141,2025-02-12,Returned,Card,Express,2025-02-15,2611,0,2611
ORD04774,CUST00947,2023-03-18,Returned,UPI,Express,2023-03-19,4989,0,4989
ORD04775,CUST00289,2025-11-30,Completed,Card,Standard,2025-12-04,3411,0,3411
ORD04776,CUST03323,2021-07-12,Completed,UPI,Express,2021-07-14,572,119,453
ORD04777,CUST02944,2023-03-07,Completed,Card,Standard,2023-03-12,3322,0,3322
ORD04778,CUST00366,2022-06-02,Completed,UPI,Express,2022-06-05,2587,320,2267
ORD04779,CUST04282,2022-03-20,Completed,Wallet,Express,2022-03-23,2363,0,2363
ORD04780,CUST01341,2024-12-23,Completed,COD,Standard,2024-12-29,3926,560,3366
ORD04781,CUST01157,2022-05-03,Returned,COD,Standard,2022-05-09,3446,662,2784
ORD04782,CUST03931,2021-03-08,Completed,COD,Standard,2021-03-15,1005,63,942
ORD04783,CUST01828,2025-08-28,Completed,UPI,Standard,2025-09-04,4322,719,3603
ORD04784,CUST00295,2022-04-27,Returned,Card,Standard,2022-05-02,2658,0,2658
ORD04785,CUST04834,2024-12-03,Returned,COD,Express,2024-12-06,649,0,649
ORD04786,CUST04757,2021-06-17,Cancelled,UPI,Express,,3810,1119,2691
ORD04787,CUST02864,2024-09-04,Completed,UPI,Standard,2024-09-10,900,74,826
ORD04788,CUST00152,2024-12-11,Completed,UPI,Express,2024-12-13,4614,505,4109
ORD04789,CUST03037,2021-10-23,Cancelled,UPI,Standard,,3080,0,3080
ORD04790,CUST01821,2025-07-13,Completed,UPI,Express,2025-07-15,4726,0,4726
ORD04791,CUST04439,2022-10-17,Completed,UPI,Standard,2022-10-24,2943,0,2943
ORD04792,CUST01820,2021-06-06,Completed,Card,Express,2021-06-07,4828,0,4828
ORD04793,CUST00054,2024-07-20,Completed,COD,Express,2024-07-22,2821,840,1981
ORD04794,CUST01435,2023-03-16,Completed,UPI,Standard,2023-03-19,3713,845,2868
ORD04795,CUST02602,2021-10-19,Completed,UPI,Express,2021-10-21,1270,0,1270
ORD04796,CUST04076,2021-02-16,Cancelled,UPI,Express,,4783,0,4783
ORD04797,CUST02321,2023-01-04,Completed,Card,Express,2023-01-06,4436,0,4436
ORD04798,CUST04768,2022-07-14,Completed,COD,Express,2022-07-17,4967,1464,3503
ORD04799,CUST03729,2022-02-28,Cancelled,Card,Standard,,511,73,438
ORD04800,CUST00150,2021-01-01,Completed,Card,Standard,2021-01-05,4486,785,3701
ORD04801,CUST02594,2021-01-01,Completed,Card,Express,2021-01-02,1131,228,903
ORD04802,CUST02215,2021-01-16,Completed,Card,Express,2021-01-18,4470,0,4470
ORD04803,CUST02138,2024-08-10,Completed,Wallet,Standard,2024-08-15,3779,563,3216
ORD04804,CUST00323,2022-11-21,Cancelled,COD,Standard,,2345,677,1668
ORD04805,CUST01128,2025-12-30,Completed,UPI,Express,2025-12-31,3423,365,3058
ORD04806,CUST04107,2021-11-20,Completed,UPI,Standard,2021-11-26,4668,0,4668
ORD04807,CUST00059,2023-03-06,Completed,Card,Standard,2023-03-12,2197,0,2197
ORD04808,CUST04831,2023-08-13,Completed,Card,Express,2023-08-15,3759,0,3759
ORD04809,CUST03336,2025-12-12,Completed,Card,Standard,2025-12-15,2324,407,1917
ORD04810,CUST04583,2025-06-15,Cancelled,UPI,Express,,2636,0,2636
ORD04811,CUST01638,2023-04-20,Completed,UPI,Standard,2023-04-25,2069,0,2069
ORD04812,CUST04176,2025-04-17,Cancelled,UPI,Express,,4404,727,3677
ORD04813,CUST03134,2023-10-22,Completed,UPI,Standard,2023-10-28,3444,0,3444
ORD04814,CUST03820,2023-06-14,Completed,UPI,Standard,2023-06-20,3431,0,3431
ORD04815,CUST01607,2025-08-22,Completed,COD,Standard,2025-08-26,3740,737,3003
ORD04816,CUST04331,2023-12-03,Returned,Card,Standard,2023-12-06,2334,0,2334
ORD04817,CUST04082,2023-05-30,Completed,UPI,Express,2023-05-31,4928,0,4928
ORD04818,CUST03457,2023-08-25,Completed,Card,Standard,2023-08-30,4082,0,4082
ORD04819,CUST02428,2021-12-21,Completed,UPI,Express,2021-12-23,997,233,764
ORD04820,CUST04985,2025-10-09,Completed,Card,Express,2025-10-12,2576,328,2248
ORD04821,CUST01937,2024-12-24,Completed,Card,Standard,2024-12-30,2115,0,2115
ORD04822,CUST03372,2025-09-18,Completed,Card,Express,2025-09-21,2647,0,2647
ORD04823,CUST02040,2024-08-01,Completed,UPI,Express,2024-08-03,4545,0,4545
ORD04824,CUST02106,2025-09-24,Completed,UPI,Express,2025-09-25,599,0,599
ORD04825,CUST03393,2022-07-20,Completed,Card,Standard,2022-07-25,1667,90,1577
ORD04826,CUST04389,2024-11-20,Cancelled,Card,Standard,,4463,0,4463
ORD04827,CUST01899,2023-06-12,Returned,Card,Express,2023-06-14,1373,75,1298
ORD04828,CUST02027,2021-03-27,Completed,COD,Standard,2021-03-30,4024,867,3157
ORD04829,CUST04198,2022-02-15,Completed,UPI,Standard,2022-02-19,2639,459,2180
ORD04830,CUST00661,2023-10-03,Completed,COD,Standard,2023-10-09,4364,246,4118
ORD04831,CUST00760,2022-07-06,Completed,UPI,Standard,2022-07-10,3891,0,3891
ORD04832,CUST03951,2025-09-14,Cancelled,UPI,Express,,822,45,777
ORD04833,CUST00510,2025-04-03,Completed,Card,Standard,2025-04-06,3407,0,3407
ORD04834,CUST01639,2025-03-29,Completed,UPI,Express,2025-03-31,3491,700,2791
ORD04835,CUST00923,2025-05-27,Completed,Card,Standard,2025-05-31,2322,0,2322
ORD04836,CUST01599,2025-05-05,Returned,UPI,Standard,2025-05-09,3386,0,3386
ORD04837,CUST02530,2021-02-26,Cancelled,Card,Standard,,1042,65,977
ORD04838,CUST01400,2023-12-27,Cancelled,Card,Express,,2224,0,2224
ORD04839,CUST04519,2023-02-22,Completed,UPI,Express,2023-02-23,4418,0,4418
ORD04840,CUST00580,2024-02-26,Completed,Card,Standard,2024-03-01,3259,0,3259
ORD04841,CUST02447,2024-02-24,Completed,Card,Standard,2024-03-01,4868,311,4557
ORD04842,CUST01501,2024-06-12,Returned,COD,Standard,2024-06-15,1995,0,1995
ORD04843,CUST01893,2024-06-02,Cancelled,UPI,Express,,3069,0,3069
ORD04844,CUST02890,2022-03-11,Completed,Wallet,Standard,2022-03-15,676,166,510
ORD04845,CUST04648,2021-07-12,Cancelled,Wallet,Standard,,3713,404,3309
ORD04846,CUST02563,2023-09-03,Completed,UPI,Standard,2023-09-07,4594,478,4116
ORD04847,CUST04752,2025-01-01,Completed,UPI,Standard,2025-01-06,2609,0,2609
ORD04848,CUST04466,2021-02-07,Completed,COD,Express,2021-02-09,1988,0,1988
ORD04849,CUST01320,2023-05-08,Completed,UPI,Standard,2023-05-12,4395,0,4395
ORD04850,CUST01208,2022-10-12,Completed,Wallet,Express,2022-10-15,2082,0,2082
ORD04851,CUST01286,2023-09-04,Completed,COD,Standard,2023-09-07,1412,410,1002
ORD04852,CUST03908,2022-07-10,Cancelled,Wallet,Express,,2334,132,2202
ORD04853,CUST03861,2024-11-02,Cancelled,UPI,Standard,,3600,524,3076
ORD04854,CUST01520,2022-04-22,Completed,Card,Express,2022-04-25,1975,427,1548
ORD04855,CUST02039,2024-09-03,Returned,UPI,Express,2024-09-05,1051,175,876
ORD04856,CUST03441,2025-01-16,Completed,UPI,Standard,2025-01-22,2048,0,2048
ORD04857,CUST00536,2021-05-27,Completed,COD,Standard,2021-06-03,1511,0,1511
ORD04858,CUST01374,2025-03-15,Completed,UPI,Standard,2025-03-18,2968,0,2968
ORD04859,CUST03838,2021-10-10,Completed,COD,Express,2021-10-13,3366,0,3366
ORD04860,CUST00496,2022-01-12,Completed,COD,Express,2022-01-14,4627,0,4627
ORD04861,CUST04668,2023-05-09,Cancelled,Card,Express,,3900,332,3568
ORD04862,CUST03675,2025-08-05,Completed,Wallet,Standard,2025-08-08,2008,0,2008
ORD04863,CUST02477,2024-11-16,Returned,UPI,Express,2024-11-17,2697,0,2697
ORD04864,CUST02904,2025-10-04,Completed,UPI,Express,2025-10-05,3631,309,3322
ORD04865,CUST03809,2023-06-17,Completed,COD,Express,2023-06-20,2761,0,2761
ORD04866,CUST01034,2025-11-29,Completed,COD,Standard,2025-12-04,4250,542,3708
ORD04867,CUST03902,2024-11-03,Completed,COD,Express,2024-11-04,2181,565,1616
ORD04868,CUST01699,2022-11-09,Completed,Card,Express,2022-11-11,2483,233,2250
ORD04869,CUST02683,2022-01-14,Completed,Wallet,Standard,2022-01-17,3521,0,3521
ORD04870,CUST04214,2023-05-04,Completed,Card,Express,2023-05-05,2217,243,1974
ORD04871,CUST01365,2024-10-12,Completed,Card,Express,2024-10-15,1803,0,1803
ORD04872,CUST01413,2023-12-26,Completed,UPI,Express,2023-12-29,4901,0,4901
ORD04873,CUST03608,2022-07-27,Completed,UPI,Express,2022-07-28,2562,0,2562
ORD04874,CUST00410,2021-10-20,Cancelled,Card,Standard,,2765,696,2069
ORD04875,CUST03236,2024-10-22,Completed,Card,Express,2024-10-25,3002,790,2212
ORD04876,CUST02716,2025-10-14,Completed,COD,Express,2025-10-15,4629,0,4629
ORD04877,CUST00627,2021-02-26,Returned,COD,Express,2021-02-28,917,0,917
ORD04878,CUST02759,2021-03-26,Cancelled,Card,Standard,,4548,0,4548
ORD04879,CUST00422,2022-08-13,Completed,COD,Standard,2022-08-20,2966,395,2571
ORD04880,CUST03714,2022-03-13,Completed,UPI,Express,2022-03-16,537,0,537
ORD04881,CUST01348,2021-09-22,Completed,Card,Express,2021-09-23,4693,279,4414
ORD04882,CUST04304,2024-11-11,Completed,UPI,Standard,2024-11-17,1167,0,1167
ORD04883,CUST00145,2022-03-06,Completed,Wallet,Express,2022-03-07,2951,737,2214
ORD04884,CUST00093,2025-07-12,Returned,UPI,Standard,2025-07-19,3638,527,3111
ORD04885,CUST03919,2021-03-20,Completed,Card,Express,2021-03-22,578,164,414
ORD04886,CUST04788,2024-01-01,Cancelled,Wallet,Express,,3557,328,3229
ORD04887,CUST03245,2025-08-04,Completed,Card,Express,2025-08-07,942,263,679
ORD04888,CUST03524,2021-01-08,Completed,Card,Standard,2021-01-15,4641,701,3940
ORD04889,CUST00910,2021-11-27,Returned,Card,Standard,2021-11-30,1919,532,1387
ORD04890,CUST02754,2025-01-05,Completed,UPI,Standard,2025-01-11,2874,0,2874
ORD04891,CUST01330,2023-07-23,Completed,UPI,Standard,2023-07-28,3870,216,3654
ORD04892,CUST02248,2023-07-06,Completed,COD,Express,2023-07-07,3372,261,3111
ORD04893,CUST00867,2024-10-15,Returned,Card,Standard,2024-10-22,2119,0,2119
ORD04894,CUST03395,2021-06-21,Completed,Wallet,Express,2021-06-22,4098,268,3830
ORD04895,CUST01714,2021-01-04,Completed,UPI,Express,2021-01-07,648,0,648
ORD04896,CUST04709,2024-01-26,Completed,Card,Standard,2024-02-02,4535,0,4535
ORD04897,CUST00645,2022-04-08,Completed,Card,Standard,2022-04-15,2066,0,2066
ORD04898,CUST01167,2025-06-25,Completed,COD,Express,2025-06-28,4292,0,4292
ORD04899,CUST02460,2025-11-02,Cancelled,COD,Express,,2537,455,2082
ORD04900,CUST00864,2022-03-09,Completed,UPI,Standard,2022-03-13,4676,0,4676
ORD04901,CUST00087,2025-02-27,Completed,Card,Standard,2025-03-06,3515,0,3515
ORD04902,CUST00814,2025-12-24,Returned,UPI,Express,2025-12-25,3943,748,3195
ORD04903,CUST00975,2021-05-24,Completed,UPI,Express,2021-05-26,3861,650,3211
ORD04904,CUST01543,2023-01-06,Completed,Card,Express,2023-01-07,1310,86,1224
ORD04905,CUST04318,2023-12-04,Completed,UPI,Express,2023-12-07,2199,549,1650
ORD04906,CUST01406,2023-11-12,Completed,COD,Standard,2023-11-17,1689,0,1689
ORD04907,CUST00432,2025-02-22,Completed,UPI,Standard,2025-03-01,1426,90,1336
ORD04908,CUST00339,2023-08-13,Returned,Card,Standard,2023-08-20,1596,110,1486
ORD04909,CUST01685,2023-06-05,Completed,COD,Standard,2023-06-12,4549,0,4549
ORD04910,CUST02599,2022-03-23,Completed,Card,Express,2022-03-24,4330,0,4330
ORD04911,CUST01747,2021-06-08,Completed,UPI,Standard,2021-06-13,3963,0,3963
ORD04912,CUST02511,2022-11-20,Completed,UPI,Standard,2022-11-25,2391,0,2391
ORD04913,CUST03101,2024-03-08,Returned,Card,Standard,2024-03-14,1000,217,783
ORD04914,CUST03721,2023-01-10,Returned,UPI,Express,2023-01-12,3928,0,3928
ORD04915,CUST00740,2025-01-14,Completed,UPI,Standard,2025-01-17,1031,59,972
ORD04916,CUST02063,2024-02-26,Completed,COD,Express,2024-02-28,4500,942,3558
ORD04917,CUST02776,2021-03-30,Completed,UPI,Express,2021-04-02,3128,252,2876
ORD04918,CUST04825,2021-06-26,Completed,Card,Standard,2021-07-03,1056,0,1056
ORD04919,CUST01703,2023-12-08,Completed,UPI,Express,2023-12-11,2669,0,2669
ORD04920,CUST03205,2021-05-25,Completed,UPI,Express,2021-05-26,1646,209,1437
ORD04921,CUST00196,2023-03-23,Completed,Card,Express,2023-03-26,2949,170,2779
ORD04922,CUST03467,2025-04-10,Completed,UPI,Express,2025-04-13,4554,0,4554
ORD04923,CUST04098,2021-08-31,Completed,UPI,Express,2021-09-01,898,187,711
ORD04924,CUST00435,2024-04-24,Cancelled,Card,Standard,,3446,0,3446
ORD04925,CUST04802,2022-04-24,Completed,UPI,Express,2022-04-27,4232,0,4232
ORD04926,CUST01106,2022-08-01,Completed,COD,Standard,2022-08-08,3503,0,3503
ORD04927,CUST00972,2021-11-19,Completed,Card,Standard,2021-11-24,950,64,886
ORD04928,CUST03910,2021-04-13,Completed,UPI,Standard,2021-04-19,3299,0,3299
ORD04929,CUST03157,2025-04-30,Returned,Card,Express,2025-05-01,4410,1254,3156
ORD04930,CUST04215,2021-12-15,Returned,Card,Standard,2021-12-19,1110,154,956
ORD04931,CUST02594,2024-01-19,Completed,Card,Standard,2024-01-23,1091,0,1091
ORD04932,CUST01714,2023-10-24,Completed,UPI,Standard,2023-10-29,1767,0,1767
ORD04933,CUST01919,2022-10-14,Completed,COD,Standard,2022-10-17,2028,0,2028
ORD04934,CUST03145,2022-11-13,Completed,Card,Standard,2022-11-17,3909,0,3909
ORD04935,CUST00312,2025-11-03,Completed,UPI,Standard,2025-11-10,2802,424,2378
ORD04936,CUST04406,2025-07-24,Completed,UPI,Standard,2025-07-30,2676,0,2676
ORD04937,CUST00760,2025-10-02,Completed,UPI,Express,2025-10-05,1485,147,1338
ORD04938,CUST00825,2021-03-27,Completed,COD,Standard,2021-03-31,4605,756,3849
ORD04939,CUST00553,2025-07-18,Cancelled,Card,Express,,2050,0,2050
ORD04940,CUST01666,2021-05-01,Completed,Card,Standard,2021-05-06,1494,157,1337
ORD04941,CUST00905,2025-04-19,Completed,Card,Standard,2025-04-25,1251,0,1251
ORD04942,CUST04368,2023-08-07,Completed,COD,Standard,2023-08-10,1331,0,1331
ORD04943,CUST02079,2025-10-09,Completed,COD,Standard,2025-10-15,4706,753,3953
ORD04944,CUST03357,2024-12-11,Completed,Wallet,Standard,2024-12-14,1546,259,1287
ORD04945,CUST04280,2023-04-20,Completed,UPI,Express,2023-04-23,2552,0,2552
ORD04946,CUST01215,2025-07-19,Completed,Card,Express,2025-07-21,1138,0,1138
ORD04947,CUST04257,2023-10-27,Completed,Card,Standard,2023-11-01,3998,0,3998
ORD04948,CUST02319,2023-08-25,Completed,COD,Express,2023-08-27,2412,129,2283
ORD04949,CUST00381,2021-08-09,Completed,COD,Standard,2021-08-12,4259,505,3754
ORD04950,CUST03957,2022-12-11,Completed,COD,Standard,2022-12-18,2278,0,2278
ORD04951,CUST02526,2021-07-14,Completed,Card,Express,2021-07-15,2853,786,2067
ORD04952,CUST01932,2021-12-23,Returned,COD,Express,2021-12-24,2082,571,1511
ORD04953,CUST03835,2021-12-16,Completed,COD,Standard,2021-12-21,666,0,666
ORD04954,CUST01306,2024-07-18,Completed,Card,Express,2024-07-19,806,0,806
ORD04955,CUST02335,2021-02-17,Cancelled,COD,Standard,,4666,0,4666
ORD04956,CUST00224,2025-05-25,Completed,Card,Standard,2025-05-30,3960,0,3960
ORD04957,CUST02538,2023-01-11,Completed,UPI,Standard,2023-01-15,2479,348,2131
ORD04958,CUST00500,2025-06-29,Completed,Card,Standard,2025-07-04,3300,0,3300
ORD04959,CUST02403,2024-02-13,Completed,Card,Standard,2024-02-18,4754,0,4754
ORD04960,CUST03830,2025-03-16,Completed,UPI,Standard,2025-03-19,2711,0,2711
ORD04961,CUST00490,2021-01-21,Completed,Card,Express,2021-01-22,1912,179,1733
ORD04962,CUST03942,2021-06-03,Completed,UPI,Standard,2021-06-08,1504,299,1205
ORD04963,CUST02633,2022-09-10,Cancelled,Card,Express,,863,0,863
ORD04964,CUST01989,2024-10-29,Completed,UPI,Standard,2024-11-01,3527,0,3527
ORD04965,CUST03619,2021-10-15,Returned,Card,Express,2021-10-16,1861,105,1756
ORD04966,CUST01935,2024-08-17,Completed,UPI,Standard,2024-08-22,2719,0,2719
ORD04967,CUST00253,2022-03-02,Completed,Card,Express,2022-03-05,2916,631,2285
ORD04968,CUST03531,2025-12-23,Completed,Card,Standard,2025-12-30,2276,0,2276
ORD04969,CUST00610,2025-10-27,Completed,UPI,Express,2025-10-29,3839,935,2904
ORD04970,CUST04326,2024-10-12,Cancelled,COD,Standard,,1312,131,1181
ORD04971,CUST02433,2022-12-14,Completed,Card,Express,2022-12-16,4154,304,3850
ORD04972,CUST03337,2023-03-05,Completed,UPI,Express,2023-03-07,2385,0,2385
ORD04973,CUST03378,2021-11-24,Completed,UPI,Standard,2021-11-27,4433,969,3464
ORD04974,CUST01089,2023-03-16,Returned,Card,Standard,2023-03-20,2027,273,1754
ORD04975,CUST00960,2023-05-22,Completed,Card,Standard,2023-05-25,4588,688,3900
ORD04976,CUST00124,2024-05-24,Completed,UPI,Express,2024-05-25,3660,560,3100
ORD04977,CUST01301,2023-10-02,Completed,UPI,Standard,2023-10-07,2344,354,1990
ORD04978,CUST03055,2022-10-08,Completed,UPI,Standard,2022-10-13,2023,194,1829
ORD04979,CUST02400,2022-04-29,Completed,Wallet,Express,2022-05-01,850,0,850
ORD04980,CUST00023,2024-07-22,Completed,Card,Express,2024-07-25,718,0,718
ORD04981,CUST04145,2021-04-12,Completed,UPI,Express,2021-04-13,4230,748,3482
ORD04982,CUST04517,2023-03-21,Cancelled,Card,Standard,,1127,66,1061
ORD04983,CUST02705,2025-02-05,Completed,COD,Express,2025-02-06,4842,360,4482
ORD04984,CUST00919,2022-04-27,Completed,COD,Express,2022-04-30,2683,0,2683
