Order_Detail_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Percentage,Total_Price
OD08351,ORD01339,PROD01922,4,3869,20,12380
OD08352,ORD02942,PROD01343,1,4534,0,4534
OD08353,ORD04734,PROD00728,1,2480,0,2480
OD08354,ORD06626,PROD00224,2,2910,0,5820
OD08355,ORD05387,PROD01173,2,3839,0,7678
OD08356,ORD02137,PROD01772,4,645,5,2451
OD08357,ORD02102,PROD01877,3,2525,0,7575
OD08358,ORD00251,PROD00329,2,3880,0,7760
OD08359,ORD03645,PROD01518,1,3481,0,3481
OD08360,ORD07107,PROD01971,1,3024,0,3024
OD08361,ORD03700,PROD01003,1,4476,0,4476
OD08362,ORD06583,PROD01183,2,3995,0,7990
OD08363,ORD06935,PROD00568,3,4304,0,12912
OD08364,ORD05243,PROD01664,3,1407,0,4221
OD08365,ORD04208,PROD01877,1,2657,0,2657
OD08366,ORD01068,PROD01616,1,2265,0,2265
OD08367,ORD04567,PROD01966,1,4826,0,4826
OD08368,ORD02242,PROD01077,1,3629,0,3629
OD08369,ORD02799,PROD00430,1,4196,10,3776
OD08370,ORD06948,PROD01298,1,327,20,261
OD08371,ORD02132,PROD00015,1,3998,0,3998
OD08372,ORD04818,PROD00333,1,1981,10,1782
OD08373,ORD03848,PROD00519,1,4484,5,4259
OD08374,ORD02049,PROD00480,1,2641,0,2641
OD08375,ORD01637,PROD00052,1,4202,10,3781
OD08376,ORD01434,PROD00730,1,4573,0,4573
OD08377,ORD00281,PROD01521,2,2147,5,4079
OD08378,ORD04817,PROD00177,2,4774,0,9548
OD08379,ORD03335,PROD01158,2,4396,20,7033
OD08380,ORD03385,PROD00003,2,2303,20,3684
OD08381,ORD00863,PROD01434,1,3388,0,3388
OD08382,ORD02009,PROD01930,4,2740,5,10412
OD08383,ORD04411,PROD00896,1,4564,0,4564
OD08384,ORD01606,PROD00945,1,436,10,392
OD08385,ORD02046,PROD00989,1,4164,0,4164
OD08386,ORD06789,PROD00202,1,4750,0,4750
OD08387,ORD03025,PROD01458,2,1783,0,3566
OD08388,ORD04530,PROD00879,2,956,0,1912
OD08389,ORD04418,PROD01270,2,2354,0,4708
OD08390,ORD07730,PROD01091,1,4983,0,4983
OD08391,ORD05327,PROD00974,2,4852,15,8248
OD08392,ORD07596,PROD00179,2,3937,0,7874
OD08393,ORD00340,PROD01464,4,1993,0,7972
OD08394,ORD03827,PROD00053,1,404,0,404
OD08395,ORD04326,PROD01671,1,2711,0,2711
OD08396,ORD02159,PROD00380,1,2326,0,2326
OD08397,ORD00177,PROD00266,1,2700,15,2295
OD08398,ORD01677,PROD00218,3,3613,0,10839
OD08399,ORD05983,PROD01858,1,4014,20,3211
OD08400,ORD04205,PROD01435,1,2064,0,2064
OD08401,ORD06565,PROD00258,1,4593,5,4363
OD08402,ORD00695,PROD00145,4,2363,25,7089
OD08403,ORD04667,PROD00332,2,310,0,620
OD08404,ORD04980,PROD00584,1,906,0,906
OD08405,ORD03198,PROD00538,1,3794,25,2845
OD08406,ORD06782,PROD00314,1,4300,25,3225
OD08407,ORD04102,PROD00060,3,4278,5,12192
OD08408,ORD00604,PROD01092,1,4378,0,4378
OD08409,ORD00470,PROD01371,3,2484,0,7452
OD08410,ORD02488,PROD00891,1,2947,0,2947
OD08411,ORD07824,PROD00748,1,3704,0,3704
OD08412,ORD02980,PROD00324,1,1398,0,1398
OD08413,ORD03720,PROD01019,2,1854,0,3708
OD08414,ORD00445,PROD01429,3,2306,0,6918
OD08415,ORD07717,PROD01703,1,1059,15,900
OD08416,ORD07055,PROD00786,4,322,25,966
OD08417,ORD01893,PROD01325,2,4344,0,8688
OD08418,ORD03107,PROD01636,3,3924,5,11183
OD08419,ORD05963,PROD00238,1,4934,0,4934
OD08420,ORD03267,PROD01788,2,4466,0,8932
OD08421,ORD05490,PROD01121,1,771,0,771
OD08422,ORD07280,PROD01990,1,4421,25,3315
OD08423,ORD01486,PROD01549,1,4140,0,4140
OD08424,ORD02390,PROD01704,1,662,0,662
OD08425,ORD06682,PROD01301,1,401,25,300
OD08426,ORD06878,PROD00587,3,625,0,1875
OD08427,ORD07277,PROD00665,1,4891,5,4646
OD08428,ORD04914,PROD00052,3,779,0,2337
OD08429,ORD07405,PROD01546,3,2741,0,8223
OD08430,ORD04238,PROD00618,1,3939,0,3939
OD08431,ORD03338,PROD01011,1,1240,0,1240
OD08432,ORD03816,PROD00987,2,1162,0,2324
OD08433,ORD07162,PROD00944,1,1034,5,982
OD08434,ORD02571,PROD01458,1,1682,0,1682
OD08435,ORD03791,PROD01022,1,1172,0,1172
OD08436,ORD02116,PROD01585,2,3049,0,6098
OD08437,ORD07796,PROD00283,2,4405,0,8810
OD08438,ORD06404,PROD00636,1,1532,20,1225
OD08439,ORD07224,PROD01018,2,1567,25,2350
OD08440,ORD06161,PROD00745,1,1123,0,1123
OD08441,ORD01099,PROD00040,1,413,0,413
OD08442,ORD04585,PROD01914,1,3205,0,3205
OD08443,ORD02779,PROD01871,4,3721,20,11907
OD08444,ORD04470,PROD01083,1,2421,0,2421
OD08445,ORD02882,PROD00228,2,2755,0,5510
OD08446,ORD04140,PROD01267,2,334,0,668
OD08447,ORD00090,PROD00277,4,4934,0,19736
OD08448,ORD04520,PROD01491,1,3541,5,3363
OD08449,ORD06295,PROD00961,1,2046,0,2046
OD08450,ORD06303,PROD01578,2,1392,0,2784
OD08451,ORD03373,PROD00828,1,4653,25,3489
OD08452,ORD03416,PROD01709,1,398,0,398
OD08453,ORD07662,PROD01004,1,379,0,379
OD08454,ORD05720,PROD01561,1,675,0,675
OD08455,ORD00503,PROD00009,1,533,0,533
OD08456,ORD02034,PROD01985,1,708,0,708
OD08457,ORD00364,PROD00241,1,4081,0,4081
OD08458,ORD02618,PROD01378,1,3029,0,3029
OD08459,ORD00704,PROD01163,1,2500,0,2500
OD08460,ORD03792,PROD00302,2,3603,0,7206
OD08461,ORD07691,PROD00326,2,1922,0,3844
OD08462,ORD01436,PROD01721,1,4909,5,4663
OD08463,ORD04229,PROD00608,1,1339,20,1071
OD08464,ORD01644,PROD01521,1,2076,0,2076
OD08465,ORD04984,PROD00736,1,760,20,608
OD08466,ORD05703,PROD01099,1,4443,0,4443
OD08467,ORD02091,PROD00335,1,3202,20,2561
OD08468,ORD03478,PROD01200,1,2031,0,2031
OD08469,ORD05920,PROD00469,3,4142,5,11804
OD08470,ORD01629,PROD00376,1,2323,10,2090
OD08471,ORD00788,PROD00186,1,659,0,659
OD08472,ORD06525,PROD01638,2,2574,20,4118
OD08473,ORD04270,PROD01410,1,2359,0,2359
OD08474,ORD02060,PROD00472,2,3646,20,5833
OD08475,ORD05206,PROD00132,1,3542,0,3542
OD08476,ORD01964,PROD01967,2,3982,0,7964
OD08477,ORD02115,PROD00639,2,1504,10,2707
OD08478,ORD04653,PROD01723,1,3509,0,3509
OD08479,ORD03175,PROD01922,2,1181,10,2125
OD08480,ORD06894,PROD00766,2,1714,10,3085
OD08481,ORD02359,PROD00463,3,2837,0,8511
OD08482,ORD06300,PROD01322,2,4451,0,8902
OD08483,ORD04213,PROD01568,1,446,0,446
OD08484,ORD02061,PROD00711,1,415,25,311
OD08485,ORD07870,PROD01405,1,1014,0,1014
OD08486,ORD06974,PROD01584,4,1329,15,4518
OD08487,ORD01034,PROD01619,1,3170,0,3170
OD08488,ORD01462,PROD00707,3,445,15,1134
OD08489,ORD01533,PROD01874,1,3354,25,2515
OD08490,ORD06474,PROD01661,1,2929,15,2489
OD08491,ORD00048,PROD01362,1,2005,25,1503
OD08492,ORD05887,PROD01650,2,460,25,690
OD08493,ORD02884,PROD00889,3,4153,25,9344
OD08494,ORD03789,PROD00918,2,2632,0,5264
OD08495,ORD00796,PROD00191,1,2116,0,2116
OD08496,ORD00679,PROD00271,1,3805,20,3044
OD08497,ORD05746,PROD01295,1,4352,25,3264
OD08498,ORD05731,PROD01898,3,4205,0,12615
OD08499,ORD00230,PROD00486,2,4788,20,7660
OD08500,ORD04204,PROD01012,1,3581,0,3581
OD08501,ORD04673,PROD01031,4,4128,0,16512
OD08502,ORD04252,PROD00188,3,2236,0,6708
OD08503,ORD03799,PROD00805,1,4082,0,4082
OD08504,ORD03738,PROD01397,3,2638,0,7914
OD08505,ORD01239,PROD00223,3,375,0,1125
OD08506,ORD07058,PROD01999,2,3864,0,7728
OD08507,ORD03820,PROD00739,1,4255,5,4042
OD08508,ORD06109,PROD01001,2,2276,20,3641
OD08509,ORD02780,PROD00802,1,997,0,997
OD08510,ORD01786,PROD00231,1,4979,0,4979
OD08511,ORD03198,PROD00855,2,3130,0,6260
OD08512,ORD05415,PROD01389,1,1928,0,1928
OD08513,ORD00916,PROD00083,1,483,20,386
OD08514,ORD00708,PROD00949,3,4772,25,10737
OD08515,ORD01176,PROD00949,4,2199,0,8796
OD08516,ORD06342,PROD00424,2,1971,0,3942
OD08517,ORD02250,PROD00010,1,3897,0,3897
OD08518,ORD00594,PROD01334,1,4738,0,4738
OD08519,ORD06911,PROD00821,2,3773,0,7546
OD08520,ORD05072,PROD00636,1,350,20,280
OD08521,ORD01265,PROD00333,3,1321,5,3764
OD08522,ORD02084,PROD01976,1,3808,0,3808
OD08523,ORD03346,PROD00031,3,4638,0,13914
OD08524,ORD00826,PROD01210,2,4623,20,7396
OD08525,ORD02823,PROD00895,1,1212,0,1212
OD08526,ORD02845,PROD01005,1,3466,15,2946
OD08527,ORD03177,PROD01714,4,3512,0,14048
OD08528,ORD07434,PROD01930,1,4124,0,4124
OD08529,ORD03562,PROD00927,2,1222,0,2444
OD08530,ORD05953,PROD01306,1,1006,0,1006
OD08531,ORD01609,PROD01655,1,4458,0,4458
OD08532,ORD07666,PROD00353,1,2125,0,2125
OD08533,ORD02906,PROD00693,1,3111,0,3111
OD08534,ORD07300,PROD00480,2,3095,15,5261
OD08535,ORD07711,PROD00126,1,4332,0,4332
OD08536,ORD02417,PROD01218,1,2644,25,1983
OD08537,ORD00862,PROD01844,1,352,20,281
OD08538,ORD00357,PROD00288,1,2640,0,2640
OD08539,ORD01201,PROD00985,1,554,0,554
OD08540,ORD06455,PROD00055,2,3787,0,7574
OD08541,ORD02257,PROD00347,1,2292,0,2292
OD08542,ORD02672,PROD01035,1,4163,15,3538
OD08543,ORD00447,PROD01926,1,2031,0,2031
OD08544,ORD06736,PROD00115,1,559,5,531
OD08545,ORD02421,PROD01603,2,4469,0,8938
OD08546,ORD00197,PROD01045,1,608,0,608
OD08547,ORD03266,PROD00814,2,2078,10,3740
OD08548,ORD02322,PROD00240,2,3177,0,6354
OD08549,ORD07265,PROD01079,3,3041,0,9123
OD08550,ORD05445,PROD00059,2,1861,0,3722
OD08551,ORD02367,PROD01644,1,4612,20,3689
OD08552,ORD02349,PROD00914,2,2975,15,5057
OD08553,ORD00849,PROD00188,1,1075,0,1075
OD08554,ORD03515,PROD00736,1,2283,0,2283
OD08555,ORD01698,PROD01573,1,3225,0,3225
OD08556,ORD03634,PROD01624,1,896,0,896
OD08557,ORD07245,PROD00517,2,3923,5,7453
OD08558,ORD07590,PROD01127,1,2616,0,2616
OD08559,ORD00122,PROD00763,2,3726,0,7452
OD08560,ORD04816,PROD01633,2,4867,0,9734
OD08561,ORD01600,PROD00555,1,3605,15,3064
OD08562,ORD06769,PROD00941,4,659,20,2108
OD08563,ORD07923,PROD00373,4,3435,0,13740
OD08564,ORD03685,PROD01983,2,851,0,1702
OD08565,ORD02569,PROD00877,1,2295,0,2295
OD08566,ORD06449,PROD01955,1,3112,15,2645
OD08567,ORD03112,PROD01931,1,544,0,544
OD08568,ORD06871,PROD01871,3,3319,0,9957
OD08569,ORD07458,PROD00607,1,786,15,668
OD08570,ORD07670,PROD00140,2,1226,0,2452
OD08571,ORD02783,PROD00968,2,1011,10,1819
OD08572,ORD01846,PROD00188,4,3136,0,12544
OD08573,ORD03796,PROD01655,3,828,20,1987
OD08574,ORD06592,PROD01119,1,2367,0,2367
OD08575,ORD07850,PROD01036,1,3693,20,2954
OD08576,ORD03718,PROD01844,2,1001,25,1501
OD08577,ORD01115,PROD01774,4,3316,5,12600
OD08578,ORD00163,PROD00204,3,4549,5,12964
OD08579,ORD07747,PROD00992,1,1025,0,1025
OD08580,ORD07967,PROD01094,1,2039,0,2039
OD08581,ORD01967,PROD01872,1,1121,0,1121
OD08582,ORD07397,PROD01417,3,2481,10,6698
OD08583,ORD06271,PROD01431,1,3947,15,3354
OD08584,ORD04640,PROD01951,1,4567,0,4567
OD08585,ORD00039,PROD00432,2,3884,20,6214
OD08586,ORD04890,PROD01496,1,1552,0,1552
OD08587,ORD07246,PROD01392,2,4003,5,7605
OD08588,ORD05043,PROD01201,1,3322,15,2823
OD08589,ORD00966,PROD01363,3,979,20,2349
OD08590,ORD01993,PROD00456,3,4394,0,13182
OD08591,ORD05201,PROD01335,4,3416,5,12980
OD08592,ORD04797,PROD00893,2,2451,20,3921
OD08593,ORD04561,PROD01506,1,3465,10,3118
OD08594,ORD00969,PROD01254,1,2254,0,2254
OD08595,ORD05137,PROD01740,3,1736,0,5208
OD08596,ORD01337,PROD00978,2,503,0,1006
OD08597,ORD00432,PROD01849,1,499,25,374
OD08598,ORD00445,PROD00900,2,2368,0,4736
OD08599,ORD01164,PROD01733,1,4214,0,4214
OD08600,ORD05051,PROD01753,1,3185,0,3185
OD08601,ORD03813,PROD00263,1,3885,0,3885
OD08602,ORD00554,PROD00303,1,1411,0,1411
OD08603,ORD03284,PROD01363,1,618,0,618
OD08604,ORD01014,PROD01019,1,3051,0,3051
OD08605,ORD05361,PROD01443,1,2936,0,2936
OD08606,ORD06466,PROD00777,4,2507,0,10028
OD08607,ORD01347,PROD00425,2,973,0,1946
OD08608,ORD05718,PROD00632,2,1980,0,3960
OD08609,ORD01263,PROD00680,1,785,0,785
OD08610,ORD02538,PROD01653,1,4341,20,3472
OD08611,ORD07149,PROD01629,2,1310,5,2489
OD08612,ORD00245,PROD01690,1,4276,0,4276
OD08613,ORD01945,PROD00963,1,2266,25,1699
OD08614,ORD03523,PROD01457,1,4836,0,4836
OD08615,ORD03916,PROD01453,2,2755,0,5510
OD08616,ORD01143,PROD01043,1,3469,20,2775
OD08617,ORD07307,PROD01416,1,4785,0,4785
OD08618,ORD06797,PROD00255,2,1048,0,2096
OD08619,ORD04497,PROD00709,1,4746,5,4508
OD08620,ORD01631,PROD00951,1,1651,15,1403
OD08621,ORD07820,PROD00635,1,4201,0,4201
OD08622,ORD01271,PROD00297,1,3396,0,3396
OD08623,ORD04630,PROD00815,2,1653,0,3306
OD08624,ORD04608,PROD00530,3,2036,0,6108
OD08625,ORD05119,PROD00549,3,4228,0,12684
OD08626,ORD02031,PROD00965,1,4185,15,3557
OD08627,ORD05075,PROD01847,1,4760,0,4760
OD08628,ORD04481,PROD00123,1,4558,25,3418
OD08629,ORD05299,PROD00841,1,4724,15,4015
OD08630,ORD02679,PROD01974,1,411,0,411
OD08631,ORD05313,PROD01838,1,549,0,549
OD08632,ORD06880,PROD00907,1,2053,0,2053
OD08633,ORD02230,PROD00675,1,2691,0,2691
OD08634,ORD02987,PROD01384,2,2153,0,4306
OD08635,ORD07318,PROD01072,2,3542,0,7084
OD08636,ORD01577,PROD00453,1,1813,25,1359
OD08637,ORD07695,PROD01594,1,2210,20,1768
OD08638,ORD05960,PROD01987,1,3435,0,3435
OD08639,ORD00293,PROD00732,1,2564,20,2051
OD08640,ORD07149,PROD00079,1,3811,15,3239
OD08641,ORD00659,PROD00546,1,1872,20,1497
OD08642,ORD05759,PROD01711,1,724,5,687
OD08643,ORD04675,PROD00195,1,4049,10,3644
OD08644,ORD00868,PROD00535,2,1416,0,2832
OD08645,ORD02793,PROD00405,1,479,0,479
OD08646,ORD03252,PROD00512,2,3945,0,7890
OD08647,ORD02184,PROD01480,1,2826,0,2826
OD08648,ORD07155,PROD01201,1,1101,0,1101
OD08649,ORD06870,PROD01951,2,1943,0,3886
OD08650,ORD06944,PROD01233,2,4883,0,9766
OD08651,ORD07675,PROD00025,1,734,0,734
OD08652,ORD01919,PROD01524,3,3311,25,7449
OD08653,ORD04590,PROD00695,1,3219,10,2897
OD08654,ORD00031,PROD01544,1,3154,20,2523
OD08655,ORD05387,PROD01990,3,4946,20,11870
OD08656,ORD03248,PROD00368,2,4063,0,8126
OD08657,ORD04717,PROD00563,1,1088,0,1088
OD08658,ORD06722,PROD01317,1,1195,0,1195
OD08659,ORD05502,PROD01844,2,489,0,978
OD08660,ORD02315,PROD01019,1,4822,10,4339
OD08661,ORD05681,PROD01964,1,3142,0,3142
OD08662,ORD06437,PROD01454,3,719,0,2157
OD08663,ORD03014,PROD00363,1,1478,15,1256
OD08664,ORD03393,PROD00379,3,3488,20,8371
OD08665,ORD07946,PROD01836,1,4977,0,4977
OD08666,ORD04286,PROD01718,2,2944,20,4710
OD08667,ORD00716,PROD01698,2,3698,25,5547
OD08668,ORD04011,PROD00379,1,4084,20,3267
OD08669,ORD03822,PROD00628,2,1719,0,3438
OD08670,ORD04597,PROD00446,3,900,0,2700
OD08671,ORD06921,PROD01309,1,3334,0,3334
OD08672,ORD00677,PROD00663,1,414,20,331
OD08673,ORD00953,PROD01427,1,3416,15,2903
OD08674,ORD00465,PROD01523,1,3573,0,3573
OD08675,ORD07916,PROD00791,2,3728,20,5964
OD08676,ORD02935,PROD00891,1,386,0,386
OD08677,ORD05046,PROD00669,2,3079,0,6158
OD08678,ORD05944,PROD00477,2,1542,0,3084
OD08679,ORD04653,PROD01719,2,3122,0,6244
OD08680,ORD01140,PROD00531,1,1855,0,1855
OD08681,ORD01939,PROD01205,1,4843,25,3632
OD08682,ORD01717,PROD01583,3,837,10,2259
OD08683,ORD03698,PROD01886,2,1464,5,2781
OD08684,ORD04431,PROD01743,3,1286,0,3858
OD08685,ORD01458,PROD00452,1,1622,0,1622
OD08686,ORD02065,PROD00707,1,3804,0,3804
OD08687,ORD04101,PROD00968,1,323,20,258
OD08688,ORD05098,PROD00474,2,561,0,1122
OD08689,ORD04394,PROD01011,2,3931,0,7862
OD08690,ORD04230,PROD01227,1,1422,10,1279
OD08691,ORD07451,PROD01079,1,4317,0,4317
OD08692,ORD05887,PROD00016,1,1560,0,1560
OD08693,ORD05875,PROD00788,1,4890,0,4890
OD08694,ORD07005,PROD01910,1,653,20,522
OD08695,ORD06243,PROD00062,1,2653,25,1989
OD08696,ORD02839,PROD01211,3,3778,0,11334
OD08697,ORD02873,PROD00299,1,1045,10,940
OD08698,ORD01955,PROD00999,1,1266,15,1076
OD08699,ORD01055,PROD01664,1,4244,25,3183
OD08700,ORD01535,PROD00386,1,368,0,368
OD08701,ORD07131,PROD00323,1,2457,15,2088
OD08702,ORD06892,PROD01787,1,2384,10,2145
OD08703,ORD03224,PROD00243,2,2881,0,5762
OD08704,ORD00291,PROD00799,1,4613,0,4613
OD08705,ORD04393,PROD01488,1,2369,20,1895
OD08706,ORD01576,PROD01314,1,1994,0,1994
OD08707,ORD00174,PROD00781,1,3070,0,3070
OD08708,ORD03699,PROD01040,1,4965,0,4965
OD08709,ORD06187,PROD01620,1,2446,20,1956
OD08710,ORD04240,PROD00635,1,2115,0,2115
OD08711,ORD05848,PROD01822,3,3874,0,11622
OD08712,ORD02328,PROD00134,1,2098,20,1678
OD08713,ORD07898,PROD00756,1,1904,5,1808
OD08714,ORD05416,PROD00666,1,4047,0,4047
OD08715,ORD05514,PROD01681,1,1556,10,1400
OD08716,ORD04196,PROD00118,1,1791,0,1791
OD08717,ORD01786,PROD01425,3,2934,0,8802
OD08718,ORD07750,PROD01010,1,959,15,815
OD08719,ORD01820,PROD01953,2,1348,0,2696
OD08720,ORD02545,PROD01952,1,502,5,476
OD08721,ORD03923,PROD00687,1,2936,15,2495
OD08722,ORD03967,PROD00945,2,2819,0,5638
OD08723,ORD06011,PROD01252,1,1508,0,1508
OD08724,ORD01025,PROD01960,1,2874,20,2299
OD08725,ORD07076,PROD01117,1,721,25,540
OD08726,ORD00993,PROD00730,3,4170,0,12510
OD08727,ORD07797,PROD01224,1,3421,0,3421
OD08728,ORD07430,PROD00776,1,2365,0,2365
OD08729,ORD05517,PROD01433,1,4475,15,3803
OD08730,ORD00785,PROD00868,1,4883,5,4638
OD08731,ORD07565,PROD01437,3,1196,25,2691
OD08732,ORD02952,PROD00091,1,4600,0,4600
OD08733,ORD05841,PROD00596,1,400,0,400
OD08734,ORD03744,PROD00033,2,4222,15,7177
OD08735,ORD04025,PROD00800,1,4053,15,3445
OD08736,ORD03098,PROD00116,2,1035,10,1863
OD08737,ORD05403,PROD01588,1,2736,0,2736
OD08738,ORD01437,PROD01678,1,3933,0,3933
OD08739,ORD01313,PROD01750,2,2028,25,3042
OD08740,ORD05653,PROD00413,1,4683,10,4214
OD08741,ORD05090,PROD01853,1,4010,0,4010
OD08742,ORD03124,PROD00785,2,3197,0,6394
OD08743,ORD05782,PROD01677,3,3809,25,8570
OD08744,ORD07752,PROD01010,1,798,0,798
OD08745,ORD03329,PROD00138,1,1221,10,1098
OD08746,ORD03256,PROD00634,1,2023,0,2023
OD08747,ORD03731,PROD00438,1,4432,0,4432
OD08748,ORD05589,PROD00876,1,2422,10,2179
OD08749,ORD01075,PROD01935,1,3876,0,3876
OD08750,ORD06918,PROD01688,2,3496,0,6992
OD08751,ORD02907,PROD00764,2,1961,25,2941
OD08752,ORD00820,PROD01469,1,3623,15,3079
OD08753,ORD00698,PROD01817,1,4996,20,3996
OD08754,ORD04123,PROD00888,1,3507,0,3507
OD08755,ORD01188,PROD00345,3,2172,0,6516
OD08756,ORD03541,PROD01585,1,666,5,632
OD08757,ORD02479,PROD01105,2,4013,0,8026
OD08758,ORD06319,PROD00696,1,4288,15,3644
OD08759,ORD03593,PROD01425,2,1603,10,2885
OD08760,ORD01056,PROD01415,1,2911,0,2911
OD08761,ORD01812,PROD01501,2,962,0,1924
OD08762,ORD01479,PROD00125,1,2119,0,2119
OD08763,ORD01749,PROD01773,1,2624,0,2624
OD08764,ORD01641,PROD01422,3,883,20,2119
OD08765,ORD01584,PROD01432,1,511,0,511
OD08766,ORD04047,PROD00916,1,4432,0,4432
OD08767,ORD04098,PROD01220,1,4823,0,4823
OD08768,ORD02490,PROD01137,1,3386,15,2878
OD08769,ORD06306,PROD01584,4,2858,0,11432
OD08770,ORD02418,PROD01493,1,2217,0,2217
OD08771,ORD03257,PROD00781,1,3558,25,2668
OD08772,ORD00718,PROD01993,2,439,0,878
OD08773,ORD06049,PROD00876,1,763,10,686
OD08774,ORD02790,PROD01809,1,2955,15,2511
OD08775,ORD05336,PROD01287,1,4399,0,4399
OD08776,ORD00636,PROD01877,1,630,0,630
OD08777,ORD02419,PROD01235,1,2957,20,2365
OD08778,ORD07523,PROD00579,2,2463,20,3940
OD08779,ORD00728,PROD00273,2,4754,5,9032
OD08780,ORD03617,PROD00582,1,2618,0,2618
OD08781,ORD01182,PROD01130,1,1204,25,903
OD08782,ORD01364,PROD00119,1,660,0,660
OD08783,ORD00435,PROD00727,2,4583,0,9166
OD08784,ORD02264,PROD00427,1,2748,0,2748
OD08785,ORD07236,PROD00867,3,3210,15,8185
OD08786,ORD07029,PROD01479,1,981,0,981
OD08787,ORD03774,PROD00951,1,2673,0,2673
OD08788,ORD05804,PROD00338,4,4008,15,13627
OD08789,ORD04074,PROD00801,1,3051,0,3051
OD08790,ORD06364,PROD00107,2,405,0,810
OD08791,ORD01480,PROD00445,1,4162,0,4162
OD08792,ORD01802,PROD00557,1,883,0,883
OD08793,ORD02495,PROD01626,1,2158,20,1726
OD08794,ORD01146,PROD01859,1,1695,15,1440
OD08795,ORD06151,PROD01356,3,2682,0,8046
OD08796,ORD06182,PROD00139,2,4529,20,7246
OD08797,ORD05824,PROD00816,2,1759,20,2814
OD08798,ORD07312,PROD00061,1,3177,0,3177
OD08799,ORD07584,PROD01623,1,1036,20,828
OD08800,ORD04909,PROD01049,1,2560,0,2560
OD08801,ORD01766,PROD01052,1,4300,0,4300
OD08802,ORD05311,PROD00272,1,4618,20,3694
OD08803,ORD02061,PROD00411,1,1227,0,1227
OD08804,ORD00891,PROD00660,1,1515,0,1515
OD08805,ORD01548,PROD01821,1,1346,25,1009
OD08806,ORD06081,PROD01310,1,3985,10,3586
OD08807,ORD02466,PROD00981,1,2281,5,2166
OD08808,ORD02497,PROD01240,3,2362,0,7086
OD08809,ORD00158,PROD01748,2,1022,0,2044
OD08810,ORD05213,PROD01356,1,1816,0,1816
OD08811,ORD06530,PROD00887,1,4329,20,3463
OD08812,ORD01786,PROD00551,1,1059,5,1006
OD08813,ORD01576,PROD01195,1,3599,0,3599
OD08814,ORD05640,PROD00155,1,2092,15,1778
OD08815,ORD06746,PROD00364,2,1182,10,2127
OD08816,ORD05825,PROD01710,2,562,10,1011
OD08817,ORD04265,PROD01477,1,2672,0,2672
OD08818,ORD01148,PROD01519,3,1654,20,3969
OD08819,ORD01152,PROD01854,1,4173,0,4173
OD08820,ORD07079,PROD00334,1,3980,0,3980
OD08821,ORD04039,PROD01915,1,3574,0,3574
OD08822,ORD00034,PROD00439,2,875,0,1750
OD08823,ORD01601,PROD01323,1,1324,0,1324
OD08824,ORD05162,PROD01801,1,3120,20,2496
OD08825,ORD02129,PROD01509,1,2509,0,2509
OD08826,ORD03837,PROD01983,1,2470,20,1976
OD08827,ORD04405,PROD00097,1,1177,25,882
OD08828,ORD00264,PROD00319,1,1575,15,1338
OD08829,ORD06905,PROD00291,1,4900,10,4410
OD08830,ORD05976,PROD01489,1,1876,10,1688
OD08831,ORD03150,PROD01260,1,3540,0,3540
OD08832,ORD03706,PROD00249,1,3289,0,3289
OD08833,ORD07920,PROD00652,2,570,25,855
OD08834,ORD00076,PROD00677,3,3717,0,11151
OD08835,ORD06167,PROD00838,2,2402,0,4804
OD08836,ORD04938,PROD01959,1,1701,15,1445
OD08837,ORD05428,PROD00790,1,2131,0,2131
OD08838,ORD04979,PROD00295,1,4854,10,4368
OD08839,ORD01424,PROD00246,1,2231,15,1896
OD08840,ORD00742,PROD00086,1,405,10,364
OD08841,ORD01238,PROD00109,2,4355,0,8710
OD08842,ORD02717,PROD01978,1,564,0,564
OD08843,ORD02389,PROD00323,1,1403,0,1403
OD08844,ORD01187,PROD00138,4,3034,0,12136
OD08845,ORD00663,PROD01777,1,2806,10,2525
OD08846,ORD07921,PROD01206,1,1199,20,959
OD08847,ORD02755,PROD00896,1,2742,15,2330
OD08848,ORD06080,PROD01352,1,2949,0,2949
OD08849,ORD00697,PROD01246,1,3997,0,3997
OD08850,ORD05784,PROD00557,2,4365,0,8730
OD08851,ORD05622,PROD01907,2,3559,0,7118
OD08852,ORD04613,PROD00495,1,3324,0,3324
OD08853,ORD07399,PROD00357,3,3486,25,7843
OD08854,ORD02526,PROD01986,1,4746,20,3796
OD08855,ORD07434,PROD01896,4,1868,0,7472
OD08856,ORD05447,PROD01177,1,3311,0,3311
OD08857,ORD03069,PROD01396,2,2529,25,3793
OD08858,ORD03668,PROD00863,1,2449,0,2449
OD08859,ORD05288,PROD01303,2,3143,20,5028
OD08860,ORD00997,PROD00224,1,2116,0,2116
OD08861,ORD02364,PROD00901,1,4260,0,4260
OD08862,ORD00862,PROD00338,1,2411,0,2411
OD08863,ORD04597,PROD00417,1,768,10,691
OD08864,ORD01279,PROD01205,2,3253,0,6506
OD08865,ORD04998,PROD00473,1,1256,10,1130
OD08866,ORD00935,PROD01607,3,2261,0,6783
OD08867,ORD01930,PROD01492,1,3382,5,3212
OD08868,ORD06857,PROD00894,1,3864,0,3864
OD08869,ORD07823,PROD00480,2,1835,0,3670
OD08870,ORD00457,PROD00818,1,2142,15,1820
OD08871,ORD05587,PROD01140,1,3691,15,3137
OD08872,ORD04442,PROD01128,2,2083,5,3957
