bid_id,auction_id,user_id,bid_amount,bid_time,bid_status,is_auto_bid
BID032731,AUC01341,USER02966,3832,2023-05-23 10:20:50,outbid,No
BID032732,AUC01341,USER00272,4290,2023-05-24 01:07:41,outbid,Yes
BID032733,AUC01341,USER02144,4952,2023-05-27 18:31:55,outbid,No
BID032734,AUC01341,USER00886,5234,2023-05-29 22:57:09,outbid,Yes
BID032735,AUC01341,USER01415,5432,2023-05-28 02:37:02,outbid,No
BID032736,AUC01341,USER01388,5906,2023-05-24 21:31:21,outbid,No
BID032737,AUC01341,USER01028,6848,2023-05-26 23:14:22,outbid,Yes
BID032738,AUC01341,USER02081,8034,2023-05-24 08:32:59,outbid,No
BID032739,AUC01341,USER01784,8440,2023-05-28 11:27:56,outbid,Yes
BID032740,AUC01341,USER01382,8892,2023-05-25 20:53:04,outbid,Yes
BID032741,AUC01341,USER00446,9526,2023-05-28 16:30:36,outbid,Yes
BID032742,AUC01341,USER00242,10338,2023-05-27 06:03:53,outbid,Yes
BID032743,AUC01341,USER02655,10707,2023-05-23 05:05:42,outbid,Yes
BID032744,AUC01341,USER00380,10987,2023-05-24 02:04:26,outbid,Yes
BID032745,AUC01341,USER01880,12352,2023-05-28 16:54:20,outbid,No
BID032746,AUC01341,USER02334,12539,2023-05-28 09:11:13,outbid,Yes
BID032747,AUC01341,USER01938,13438,2023-05-29 12:05:23,outbid,Yes
BID032748,AUC01341,USER01798,15013,2023-05-24 23:45:44,outbid,No
BID032749,AUC01341,USER01779,16138,2023-05-23 21:09:14,outbid,No
BID032750,AUC01341,USER00069,16402,2023-05-26 05:37:08,outbid,No
BID032751,AUC01341,USER00537,17248,2023-05-29 18:38:25,outbid,No
BID032752,AUC01341,USER02257,18998,2023-05-24 01:58:16,valid,No
BID032753,AUC01341,USER01121,19124,2023-05-23 20:20:05,winning,Yes
BID032754,AUC01342,USER01655,2046,2023-12-09 07:59:43,outbid,Yes
BID032755,AUC01342,USER01448,3063,2023-12-09 01:41:16,outbid,Yes
BID032756,AUC01342,USER01824,3327,2023-12-07 01:40:27,outbid,Yes
BID032757,AUC01342,USER01969,4748,2023-12-04 18:55:37,outbid,No
BID032758,AUC01342,USER02382,4854,2023-12-06 14:31:58,outbid,No
BID032759,AUC01342,USER01355,6030,2023-12-07 08:06:15,outbid,Yes
BID032760,AUC01342,USER00860,7377,2023-12-04 04:33:29,outbid,No
BID032761,AUC01342,USER02006,8563,2023-12-08 00:12:25,outbid,No
BID032762,AUC01342,USER02946,9247,2023-12-06 14:00:02,outbid,Yes
BID032763,AUC01342,USER00740,9521,2023-12-09 11:42:31,outbid,No
BID032764,AUC01342,USER02422,10738,2023-12-08 09:35:15,outbid,Yes
BID032765,AUC01342,USER01487,11800,2023-12-04 06:28:27,outbid,Yes
BID032766,AUC01342,USER00429,13011,2023-12-09 13:14:55,outbid,No
BID032767,AUC01342,USER01080,14083,2023-12-04 23:10:57,outbid,Yes
BID032768,AUC01342,USER00625,16003,2023-12-08 05:02:12,outbid,Yes
BID032769,AUC01342,USER00397,17007,2023-12-07 10:15:00,outbid,Yes
BID032770,AUC01342,USER02917,18208,2023-12-05 08:19:20,outbid,Yes
BID032771,AUC01342,USER01368,18755,2023-12-05 15:18:20,outbid,No
BID032772,AUC01342,USER01177,20391,2023-12-05 07:12:07,valid,No
BID032773,AUC01342,USER01607,21199,2023-12-08 13:02:29,winning,Yes
BID032774,AUC01343,USER02541,2523,2022-12-05 22:20:31,outbid,No
BID032775,AUC01343,USER02063,2677,2022-12-04 07:48:25,outbid,No
BID032776,AUC01343,USER02647,4451,2022-12-03 01:01:14,outbid,No
BID032777,AUC01343,USER02808,5726,2022-12-03 16:34:01,outbid,No
BID032778,AUC01343,USER00950,7466,2022-12-03 16:40:02,outbid,Yes
BID032779,AUC01343,USER01049,9440,2022-11-30 22:25:11,outbid,No
BID032780,AUC01343,USER02005,10789,2022-12-01 16:38:02,outbid,Yes
BID032781,AUC01343,USER02606,12191,2022-12-02 02:36:30,outbid,Yes
BID032782,AUC01343,USER00873,12776,2022-12-06 06:02:36,outbid,Yes
BID032783,AUC01343,USER01428,13279,2022-12-05 03:32:30,outbid,No
BID032784,AUC01343,USER02046,15257,2022-12-07 22:30:15,outbid,No
BID032785,AUC01343,USER01321,16014,2022-12-06 14:41:23,outbid,No
BID032786,AUC01343,USER00410,17387,2022-11-30 16:03:56,outbid,No
BID032787,AUC01343,USER00679,18298,2022-12-06 13:11:42,outbid,Yes
BID032788,AUC01343,USER02972,18807,2022-12-01 11:09:23,outbid,Yes
BID032789,AUC01343,USER00889,19201,2022-12-06 16:54:31,outbid,Yes
BID032790,AUC01343,USER00645,20759,2022-12-03 11:39:27,outbid,No
BID032791,AUC01343,USER02028,22366,2022-11-30 20:54:22,outbid,No
BID032792,AUC01343,USER02938,23195,2022-12-01 21:39:37,outbid,Yes
BID032793,AUC01343,USER00631,23624,2022-12-05 20:53:53,outbid,No
BID032794,AUC01343,USER00022,24823,2022-12-03 06:41:16,outbid,Yes
BID032795,AUC01343,USER01133,26344,2022-12-07 14:26:56,outbid,Yes
BID032796,AUC01343,USER02993,27397,2022-12-03 21:48:29,outbid,No
BID032797,AUC01343,USER01359,28551,2022-12-02 16:17:09,outbid,No
BID032798,AUC01343,USER02530,29119,2022-12-02 04:25:42,outbid,Yes
BID032799,AUC01343,USER01823,30652,2022-12-07 05:17:13,outbid,No
BID032800,AUC01343,USER02543,31164,2022-12-07 22:44:56,outbid,No
BID032801,AUC01343,USER01523,32015,2022-12-05 18:14:38,outbid,No
BID032802,AUC01343,USER02736,32710,2022-11-30 12:34:14,outbid,No
BID032803,AUC01343,USER02963,33062,2022-12-05 15:06:10,outbid,Yes
BID032804,AUC01343,USER02642,34198,2022-11-30 20:02:11,outbid,No
BID032805,AUC01343,USER00328,34662,2022-12-04 14:07:25,outbid,Yes
BID032806,AUC01343,USER00496,35665,2022-12-04 21:23:39,outbid,No
BID032807,AUC01343,USER01343,36910,2022-12-07 07:16:35,valid,Yes
BID032808,AUC01343,USER01079,37147,2022-12-07 17:23:25,winning,No
BID032809,AUC01344,USER02898,2203,2023-07-17 13:44:06,outbid,No
BID032810,AUC01344,USER00186,2580,2023-07-15 05:30:23,outbid,No
BID032811,AUC01344,USER00976,4412,2023-07-17 18:40:05,outbid,No
BID032812,AUC01344,USER01738,6241,2023-07-17 22:09:35,outbid,Yes
BID032813,AUC01344,USER02901,7322,2023-07-16 07:55:02,outbid,Yes
BID032814,AUC01344,USER01315,7984,2023-07-16 02:45:18,outbid,Yes
BID032815,AUC01344,USER00907,8871,2023-07-11 11:47:22,outbid,Yes
BID032816,AUC01344,USER01026,10334,2023-07-17 16:35:02,outbid,No
BID032817,AUC01344,USER00487,11367,2023-07-15 13:37:32,outbid,No
BID032818,AUC01344,USER01989,12156,2023-07-12 08:30:44,outbid,Yes
BID032819,AUC01344,USER01807,13017,2023-07-17 07:41:53,outbid,Yes
BID032820,AUC01344,USER01528,14422,2023-07-17 11:40:40,outbid,No
BID032821,AUC01344,USER00639,14618,2023-07-13 13:53:37,outbid,No
BID032822,AUC01344,USER01047,15853,2023-07-16 23:02:34,outbid,No
BID032823,AUC01344,USER01104,16558,2023-07-13 12:39:04,outbid,No
BID032824,AUC01344,USER01035,17487,2023-07-15 15:41:42,outbid,No
BID032825,AUC01344,USER01352,19001,2023-07-13 08:39:29,outbid,Yes
BID032826,AUC01344,USER01313,20010,2023-07-16 08:12:54,outbid,Yes
BID032827,AUC01344,USER00994,21789,2023-07-12 07:38:36,outbid,Yes
BID032828,AUC01344,USER01797,23527,2023-07-11 20:48:23,valid,Yes
BID032829,AUC01344,USER02782,23769,2023-07-13 03:59:28,winning,No
BID032830,AUC01345,USER00308,2116,2024-11-20 01:51:58,outbid,Yes
BID032831,AUC01345,USER01843,2376,2024-11-20 01:49:19,outbid,No
BID032832,AUC01345,USER02087,3828,2024-11-20 08:33:51,outbid,Yes
BID032833,AUC01345,USER02805,5709,2024-11-20 08:37:18,outbid,No
BID032834,AUC01345,USER00990,6042,2024-11-19 14:35:00,outbid,Yes
BID032835,AUC01345,USER02252,6312,2024-11-19 22:50:16,outbid,Yes
BID032836,AUC01345,USER01953,7410,2024-11-22 02:50:08,outbid,Yes
BID032837,AUC01345,USER01314,8150,2024-11-19 12:12:36,outbid,No
BID032838,AUC01345,USER00489,9591,2024-11-19 21:48:18,outbid,No
BID032839,AUC01345,USER00612,10475,2024-11-19 13:03:50,outbid,Yes
BID032840,AUC01345,USER00592,11249,2024-11-19 14:35:44,outbid,No
BID032841,AUC01345,USER01948,13156,2024-11-20 16:18:28,outbid,Yes
BID032842,AUC01345,USER02248,14115,2024-11-21 21:49:51,outbid,No
BID032843,AUC01345,USER01515,15468,2024-11-21 05:50:56,outbid,No
BID032844,AUC01345,USER01091,17254,2024-11-22 06:04:47,outbid,No
BID032845,AUC01345,USER02638,18885,2024-11-21 06:12:59,outbid,No
BID032846,AUC01345,USER02832,19664,2024-11-20 10:58:29,outbid,Yes
BID032847,AUC01345,USER01666,20318,2024-11-21 02:14:54,outbid,No
BID032848,AUC01345,USER01409,21249,2024-11-21 10:18:34,outbid,No
BID032849,AUC01345,USER02068,21868,2024-11-21 19:52:13,outbid,No
BID032850,AUC01345,USER02998,23779,2024-11-21 18:31:24,outbid,No
BID032851,AUC01345,USER02482,25097,2024-11-20 12:58:26,outbid,Yes
BID032852,AUC01345,USER02213,26185,2024-11-20 12:04:02,outbid,Yes
BID032853,AUC01345,USER01235,27858,2024-11-21 10:24:53,outbid,Yes
BID032854,AUC01345,USER02953,29844,2024-11-22 02:35:08,outbid,No
BID032855,AUC01345,USER01317,30473,2024-11-19 11:41:47,outbid,No
BID032856,AUC01345,USER00277,31110,2024-11-20 16:14:35,outbid,No
BID032857,AUC01345,USER02689,32552,2024-11-21 09:25:52,outbid,Yes
BID032858,AUC01345,USER01440,34248,2024-11-20 23:16:00,outbid,No
BID032859,AUC01345,USER02799,34475,2024-11-22 07:54:35,outbid,Yes
BID032860,AUC01345,USER02383,36337,2024-11-20 21:35:22,outbid,Yes
BID032861,AUC01345,USER00436,36626,2024-11-20 06:34:16,valid,Yes
BID032862,AUC01345,USER01798,37395,2024-11-21 00:07:35,winning,No
BID032863,AUC01346,USER02535,2974,2023-10-16 01:16:51,outbid,No
BID032864,AUC01346,USER02203,3698,2023-10-12 04:01:50,outbid,No
BID032865,AUC01346,USER00982,4340,2023-10-11 16:54:12,outbid,Yes
BID032866,AUC01346,USER01865,5017,2023-10-12 11:55:56,outbid,No
BID032867,AUC01346,USER02040,5278,2023-10-13 22:05:27,outbid,No
BID032868,AUC01346,USER02305,5486,2023-10-12 23:15:53,outbid,No
BID032869,AUC01346,USER00792,6026,2023-10-13 13:48:41,outbid,No
BID032870,AUC01346,USER00142,6927,2023-10-13 14:13:53,outbid,No
BID032871,AUC01346,USER01545,7793,2023-10-18 09:20:19,outbid,No
BID032872,AUC01346,USER01044,7904,2023-10-13 09:38:44,outbid,No
BID032873,AUC01346,USER00569,8419,2023-10-13 05:52:06,outbid,No
BID032874,AUC01346,USER00001,8963,2023-10-10 22:02:19,outbid,Yes
BID032875,AUC01346,USER02863,9504,2023-10-16 08:49:26,outbid,No
BID032876,AUC01346,USER01897,10870,2023-10-16 06:45:28,outbid,Yes
BID032877,AUC01346,USER00953,12421,2023-10-15 19:57:06,valid,No
BID032878,AUC01346,USER00997,13319,2023-10-12 01:16:23,winning,No
BID032879,AUC01347,USER01229,2199,2022-01-09 04:35:48,outbid,No
BID032880,AUC01347,USER00338,2470,2022-01-09 10:41:32,outbid,Yes
BID032881,AUC01347,USER01778,3174,2022-01-05 08:15:34,outbid,Yes
BID032882,AUC01347,USER00967,5112,2022-01-05 12:56:55,outbid,No
BID032883,AUC01347,USER01855,7038,2022-01-10 09:38:18,outbid,No
BID032884,AUC01347,USER01617,7916,2022-01-08 00:41:55,outbid,No
BID032885,AUC01347,USER00924,9551,2022-01-08 10:00:06,outbid,Yes
BID032886,AUC01347,USER00589,11107,2022-01-10 02:43:36,outbid,Yes
BID032887,AUC01347,USER00395,12015,2022-01-06 14:19:16,outbid,No
BID032888,AUC01347,USER02523,12683,2022-01-04 21:21:33,outbid,No
BID032889,AUC01347,USER01623,13571,2022-01-10 00:47:24,outbid,No
BID032890,AUC01347,USER02347,13975,2022-01-08 08:12:06,outbid,No
BID032891,AUC01347,USER02243,14202,2022-01-05 07:00:38,outbid,Yes
BID032892,AUC01347,USER02535,16130,2022-01-10 05:51:58,outbid,No
BID032893,AUC01347,USER01890,17779,2022-01-06 05:49:41,outbid,No
BID032894,AUC01347,USER01714,19549,2022-01-05 10:58:27,outbid,Yes
BID032895,AUC01347,USER01711,20101,2022-01-06 05:51:01,outbid,Yes
BID032896,AUC01347,USER02488,21427,2022-01-05 02:08:48,outbid,No
BID032897,AUC01347,USER00383,22749,2022-01-06 17:55:35,outbid,Yes
BID032898,AUC01347,USER02743,23541,2022-01-10 06:56:55,outbid,No
BID032899,AUC01347,USER00606,24481,2022-01-09 10:05:10,outbid,No
BID032900,AUC01347,USER01218,26261,2022-01-07 07:22:55,outbid,No
BID032901,AUC01347,USER01838,27720,2022-01-08 12:37:23,outbid,No
BID032902,AUC01347,USER02249,27893,2022-01-08 04:28:57,outbid,No
BID032903,AUC01347,USER02251,29842,2022-01-08 04:53:40,outbid,No
BID032904,AUC01347,USER01247,30099,2022-01-06 13:33:00,outbid,No
BID032905,AUC01347,USER01377,30854,2022-01-04 23:10:48,outbid,No
BID032906,AUC01347,USER00625,32801,2022-01-05 23:19:10,outbid,Yes
BID032907,AUC01347,USER02254,34115,2022-01-08 05:39:29,outbid,No
BID032908,AUC01347,USER00053,34728,2022-01-06 18:51:36,outbid,Yes
BID032909,AUC01347,USER02050,34911,2022-01-08 22:08:45,outbid,No
BID032910,AUC01347,USER00865,36638,2022-01-09 10:24:36,outbid,No
BID032911,AUC01347,USER01021,38438,2022-01-05 22:06:58,valid,No
BID032912,AUC01347,USER01344,39276,2022-01-06 11:35:38,winning,No
BID032913,AUC01348,USER00033,1668,2025-07-23 06:30:41,outbid,Yes
BID032914,AUC01348,USER01091,3131,2025-07-24 14:00:17,outbid,Yes
BID032915,AUC01348,USER02340,3881,2025-07-21 18:40:17,outbid,No
BID032916,AUC01348,USER00225,5398,2025-07-25 04:38:01,outbid,Yes
BID032917,AUC01348,USER01824,6223,2025-07-24 15:31:41,outbid,Yes
BID032918,AUC01348,USER00592,6929,2025-07-25 17:25:19,outbid,No
BID032919,AUC01348,USER02046,7434,2025-07-23 06:14:11,outbid,No
BID032920,AUC01348,USER02921,9162,2025-07-25 07:03:59,outbid,Yes
BID032921,AUC01348,USER00972,10167,2025-07-22 12:35:40,outbid,Yes
BID032922,AUC01348,USER01889,10992,2025-07-23 11:46:30,outbid,Yes
BID032923,AUC01348,USER01607,12836,2025-07-23 19:08:05,outbid,Yes
BID032924,AUC01348,USER02186,14652,2025-07-24 05:22:03,outbid,No
BID032925,AUC01348,USER00506,16196,2025-07-23 04:09:19,outbid,No
BID032926,AUC01348,USER00086,17648,2025-07-21 22:45:14,outbid,No
BID032927,AUC01348,USER01183,19214,2025-07-22 02:48:52,outbid,Yes
BID032928,AUC01348,USER02467,20165,2025-07-22 11:28:09,outbid,Yes
BID032929,AUC01348,USER00786,21359,2025-07-24 01:30:51,outbid,Yes
BID032930,AUC01348,USER02460,21915,2025-07-23 11:59:21,outbid,No
BID032931,AUC01348,USER00544,23344,2025-07-24 14:56:09,outbid,No
BID032932,AUC01348,USER01282,23586,2025-07-25 06:13:57,outbid,No
BID032933,AUC01348,USER01288,24976,2025-07-24 02:44:57,outbid,Yes
BID032934,AUC01348,USER00299,26220,2025-07-22 21:57:53,outbid,Yes
BID032935,AUC01348,USER01445,26711,2025-07-25 07:50:05,outbid,No
BID032936,AUC01348,USER00132,27001,2025-07-23 00:00:40,outbid,No
BID032937,AUC01348,USER00916,27805,2025-07-25 16:59:07,outbid,Yes
BID032938,AUC01348,USER01925,28433,2025-07-21 15:19:02,outbid,Yes
BID032939,AUC01348,USER00636,28863,2025-07-21 20:19:36,outbid,Yes
BID032940,AUC01348,USER01855,29030,2025-07-22 08:56:45,outbid,Yes
BID032941,AUC01348,USER00149,30118,2025-07-25 07:24:31,outbid,No
BID032942,AUC01348,USER02816,31551,2025-07-25 06:52:59,valid,No
BID032943,AUC01348,USER00527,32534,2025-07-22 16:49:11,winning,No
BID032944,AUC01349,USER02426,2350,2024-09-14 09:25:28,outbid,Yes
BID032945,AUC01349,USER00291,3931,2024-09-13 09:12:48,outbid,No
BID032946,AUC01349,USER02989,5413,2024-09-14 09:47:06,outbid,Yes
BID032947,AUC01349,USER02852,6149,2024-09-12 09:27:53,outbid,No
BID032948,AUC01349,USER01569,6487,2024-09-12 18:54:03,outbid,Yes
BID032949,AUC01349,USER01755,6627,2024-09-13 22:13:35,outbid,No
BID032950,AUC01349,USER02660,7537,2024-09-14 11:45:04,outbid,Yes
BID032951,AUC01349,USER01623,8006,2024-09-12 07:24:07,outbid,Yes
BID032952,AUC01349,USER00207,9318,2024-09-15 17:50:27,outbid,No
BID032953,AUC01349,USER01639,10848,2024-09-14 20:14:28,outbid,No
BID032954,AUC01349,USER00638,11942,2024-09-13 15:08:43,outbid,Yes
BID032955,AUC01349,USER00934,12048,2024-09-15 10:08:16,outbid,Yes
BID032956,AUC01349,USER01914,13834,2024-09-14 11:45:51,outbid,Yes
BID032957,AUC01349,USER00720,15185,2024-09-13 02:47:22,outbid,No
BID032958,AUC01349,USER00345,16158,2024-09-14 00:15:42,outbid,No
BID032959,AUC01349,USER01489,17797,2024-09-14 20:12:57,outbid,No
BID032960,AUC01349,USER01597,19388,2024-09-15 01:13:55,outbid,No
BID032961,AUC01349,USER02630,20079,2024-09-13 20:48:12,outbid,No
BID032962,AUC01349,USER01853,20726,2024-09-15 01:18:06,outbid,Yes
BID032963,AUC01349,USER00497,22656,2024-09-14 17:02:00,outbid,No
BID032964,AUC01349,USER00993,24604,2024-09-15 13:04:41,outbid,Yes
BID032965,AUC01349,USER02826,25292,2024-09-14 21:52:34,outbid,Yes
BID032966,AUC01349,USER00166,25466,2024-09-12 11:49:23,outbid,Yes
BID032967,AUC01349,USER02881,27372,2024-09-17 02:09:20,outbid,No
BID032968,AUC01349,USER01842,28607,2024-09-13 17:13:20,outbid,No
BID032969,AUC01349,USER02212,30256,2024-09-12 23:29:34,outbid,Yes
BID032970,AUC01349,USER00154,31440,2024-09-15 15:51:04,outbid,Yes
BID032971,AUC01349,USER02420,31877,2024-09-14 15:49:35,outbid,Yes
BID032972,AUC01349,USER00343,32952,2024-09-13 22:06:34,outbid,No
BID032973,AUC01349,USER01989,33235,2024-09-15 06:33:01,outbid,No
BID032974,AUC01349,USER02385,33834,2024-09-14 16:26:55,outbid,No
BID032975,AUC01349,USER01994,35172,2024-09-14 05:08:35,outbid,Yes
BID032976,AUC01349,USER00427,36988,2024-09-15 17:01:08,outbid,Yes
BID032977,AUC01349,USER01001,38912,2024-09-14 16:49:05,outbid,Yes
BID032978,AUC01349,USER01289,40038,2024-09-14 09:25:43,outbid,Yes
BID032979,AUC01349,USER00282,41763,2024-09-13 00:26:09,outbid,Yes
BID032980,AUC01349,USER00245,42602,2024-09-12 22:45:56,outbid,Yes
BID032981,AUC01349,USER00635,43222,2024-09-12 17:03:27,outbid,No
BID032982,AUC01349,USER00297,43344,2024-09-16 19:51:55,outbid,Yes
BID032983,AUC01349,USER00777,44754,2024-09-15 02:40:26,outbid,Yes
BID032984,AUC01349,USER02459,46097,2024-09-12 03:30:51,outbid,No
BID032985,AUC01349,USER02163,46215,2024-09-14 11:55:31,valid,Yes
BID032986,AUC01349,USER02166,47138,2024-09-16 20:51:08,winning,Yes
BID032987,AUC01350,USER01498,1929,2024-10-26 02:16:23,outbid,Yes
BID032988,AUC01350,USER02422,2825,2024-10-26 12:55:38,outbid,Yes
BID032989,AUC01350,USER02993,4041,2024-10-26 18:42:09,outbid,No
BID032990,AUC01350,USER01482,5798,2024-10-26 02:51:38,outbid,Yes
BID032991,AUC01350,USER02287,6868,2024-10-26 14:10:23,outbid,Yes
BID032992,AUC01350,USER00448,8554,2024-10-26 18:30:38,outbid,Yes
BID032993,AUC01350,USER00466,8685,2024-10-26 07:55:19,outbid,No
BID032994,AUC01350,USER01812,9241,2024-10-26 15:20:21,outbid,No
BID032995,AUC01350,USER00498,9415,2024-10-26 14:10:09,outbid,Yes
BID032996,AUC01350,USER02947,10953,2024-10-26 13:26:08,outbid,Yes
BID032997,AUC01350,USER00873,12863,2024-10-26 05:50:11,outbid,Yes
BID032998,AUC01350,USER01001,13029,2024-10-26 11:12:48,outbid,Yes
BID032999,AUC01350,USER02135,14366,2024-10-26 16:03:38,outbid,Yes
BID033000,AUC01350,USER00775,15252,2024-10-26 03:04:47,outbid,No
BID033001,AUC01350,USER02893,16640,2024-10-26 03:29:04,outbid,No
BID033002,AUC01350,USER01606,18301,2024-10-26 16:04:02,outbid,Yes
BID033003,AUC01350,USER00249,19693,2024-10-26 05:50:33,outbid,Yes
BID033004,AUC01350,USER00516,20943,2024-10-26 01:49:53,outbid,No
BID033005,AUC01350,USER01796,21378,2024-10-26 05:29:30,outbid,No
BID033006,AUC01350,USER02246,21993,2024-10-26 16:28:59,outbid,Yes
BID033007,AUC01350,USER02810,22799,2024-10-26 22:14:07,outbid,Yes
BID033008,AUC01350,USER01395,23448,2024-10-26 08:17:25,outbid,No
BID033009,AUC01350,USER01558,23862,2024-10-26 02:36:27,outbid,Yes
BID033010,AUC01350,USER00726,24282,2024-10-26 06:03:08,outbid,No
BID033011,AUC01350,USER00900,25617,2024-10-26 15:57:47,outbid,Yes
BID033012,AUC01350,USER01646,27397,2024-10-26 19:12:41,outbid,No
BID033013,AUC01350,USER01618,28563,2024-10-26 22:35:37,outbid,No
BID033014,AUC01350,USER02741,30230,2024-10-26 08:43:24,outbid,Yes
BID033015,AUC01350,USER02695,30400,2024-10-26 01:18:06,outbid,Yes
BID033016,AUC01350,USER02455,31485,2024-10-26 14:33:48,outbid,No
BID033017,AUC01350,USER01626,32717,2024-10-26 00:52:08,outbid,Yes
BID033018,AUC01350,USER01095,33292,2024-10-26 03:40:59,outbid,Yes
BID033019,AUC01350,USER02408,34253,2024-10-26 17:25:36,outbid,Yes
BID033020,AUC01350,USER01100,34521,2024-10-26 19:09:30,outbid,No
BID033021,AUC01350,USER00777,36008,2024-10-26 22:56:22,outbid,Yes
BID033022,AUC01350,USER00016,36808,2024-10-26 01:03:25,outbid,Yes
BID033023,AUC01350,USER01427,37912,2024-10-26 08:18:51,outbid,No
BID033024,AUC01350,USER02035,38208,2024-10-26 18:14:19,outbid,No
BID033025,AUC01350,USER00144,38421,2024-10-26 19:38:25,valid,No
BID033026,AUC01350,USER00788,38653,2024-10-26 04:30:33,winning,No
BID033027,AUC01351,USER01476,2208,2024-04-17 15:10:06,outbid,Yes
BID033028,AUC01351,USER02507,2725,2024-04-18 06:24:28,outbid,No
BID033029,AUC01351,USER01781,3045,2024-04-15 15:00:05,outbid,Yes
BID033030,AUC01351,USER00290,3861,2024-04-15 23:29:06,outbid,No
BID033031,AUC01351,USER00933,5832,2024-04-17 02:13:27,outbid,Yes
BID033032,AUC01351,USER00707,6421,2024-04-16 07:52:42,valid,Yes
BID033033,AUC01351,USER02056,7794,2024-04-17 12:32:50,winning,No
BID033034,AUC01352,USER02323,1261,2023-10-17 10:02:54,outbid,No
BID033035,AUC01352,USER01467,1749,2023-10-17 17:23:56,outbid,No
BID033036,AUC01352,USER00075,2586,2023-10-17 04:05:40,outbid,Yes
BID033037,AUC01352,USER01032,3393,2023-10-17 23:08:10,outbid,Yes
BID033038,AUC01352,USER00998,4922,2023-10-16 07:52:43,outbid,Yes
BID033039,AUC01352,USER00424,5329,2023-10-17 10:16:39,outbid,Yes
BID033040,AUC01352,USER02384,5539,2023-10-16 07:47:35,outbid,No
BID033041,AUC01352,USER00636,6993,2023-10-16 04:18:19,outbid,No
BID033042,AUC01352,USER01298,8745,2023-10-16 14:00:22,outbid,No
BID033043,AUC01352,USER02842,10005,2023-10-17 19:14:59,outbid,Yes
BID033044,AUC01352,USER00832,10645,2023-10-16 15:59:48,outbid,No
BID033045,AUC01352,USER01699,12337,2023-10-16 23:02:34,outbid,No
BID033046,AUC01352,USER00841,13161,2023-10-16 14:49:04,outbid,Yes
BID033047,AUC01352,USER01983,13631,2023-10-17 14:25:37,outbid,Yes
BID033048,AUC01352,USER00852,14685,2023-10-17 15:36:19,outbid,Yes
BID033049,AUC01352,USER01110,16588,2023-10-17 23:46:12,outbid,Yes
BID033050,AUC01352,USER00376,18186,2023-10-17 14:56:59,outbid,Yes
BID033051,AUC01352,USER01321,18300,2023-10-17 02:33:34,outbid,No
BID033052,AUC01352,USER01049,18720,2023-10-17 10:33:18,outbid,No
BID033053,AUC01352,USER01898,18991,2023-10-16 15:15:22,outbid,No
BID033054,AUC01352,USER01487,19452,2023-10-17 14:51:49,outbid,Yes
BID033055,AUC01352,USER01967,21248,2023-10-16 09:47:18,outbid,No
BID033056,AUC01352,USER01465,22533,2023-10-16 05:54:05,outbid,Yes
BID033057,AUC01352,USER01120,23192,2023-10-16 11:54:32,outbid,No
BID033058,AUC01352,USER01877,24073,2023-10-17 16:43:31,outbid,Yes
BID033059,AUC01352,USER02203,24472,2023-10-17 12:51:01,outbid,Yes
BID033060,AUC01352,USER00536,26173,2023-10-16 09:00:46,outbid,No
BID033061,AUC01352,USER00522,26530,2023-10-16 11:45:16,outbid,No
BID033062,AUC01352,USER01235,27805,2023-10-17 13:30:15,outbid,Yes
BID033063,AUC01352,USER02704,28960,2023-10-17 17:41:45,outbid,No
BID033064,AUC01352,USER01115,30133,2023-10-16 00:41:18,outbid,No
BID033065,AUC01352,USER01451,30632,2023-10-16 08:51:37,outbid,Yes
BID033066,AUC01352,USER01736,31051,2023-10-17 20:48:15,outbid,Yes
BID033067,AUC01352,USER02152,31493,2023-10-17 01:17:10,valid,Yes
BID033068,AUC01352,USER01539,32511,2023-10-16 17:02:55,winning,No
BID033069,AUC01353,USER00791,2063,2024-03-15 01:46:13,valid,Yes
BID033070,AUC01353,USER01548,2629,2024-03-10 21:55:43,winning,No
BID033071,AUC01354,USER02308,2856,2023-11-25 17:31:42,outbid,Yes
BID033072,AUC01354,USER02827,4088,2023-12-01 00:54:32,outbid,Yes
BID033073,AUC01354,USER01652,5753,2023-12-01 03:11:36,outbid,Yes
BID033074,AUC01354,USER02179,6448,2023-11-26 06:04:48,outbid,No
BID033075,AUC01354,USER02058,6997,2023-12-03 23:15:44,outbid,Yes
BID033076,AUC01354,USER00752,7802,2023-11-25 23:14:32,outbid,Yes
BID033077,AUC01354,USER02876,8468,2023-12-01 02:54:53,outbid,Yes
BID033078,AUC01354,USER00721,9090,2023-11-26 03:59:52,outbid,No
BID033079,AUC01354,USER01907,10331,2023-11-29 03:04:06,outbid,No
BID033080,AUC01354,USER02865,11541,2023-11-28 19:36:29,outbid,No
BID033081,AUC01354,USER02483,12018,2023-12-02 14:31:04,outbid,No
BID033082,AUC01354,USER00084,13944,2023-12-02 05:11:02,outbid,Yes
BID033083,AUC01354,USER00495,14584,2023-11-28 14:04:28,outbid,Yes
BID033084,AUC01354,USER00061,15907,2023-11-28 17:50:47,outbid,Yes
BID033085,AUC01354,USER02134,17885,2023-12-01 19:06:32,outbid,Yes
BID033086,AUC01354,USER01894,18521,2023-12-02 05:32:04,outbid,No
BID033087,AUC01354,USER00327,19400,2023-11-29 11:14:51,outbid,No
BID033088,AUC01354,USER01053,21337,2023-11-28 05:57:54,outbid,Yes
