item_id,seller_id,item_name,category,sub_category,starting_price,reserve_price,buy_now_price,item_condition,created_date
ITEM00553,USER00842,Leather Jacket,Fashion,Men Clothing,26700,30050,48259,used,2023-11-23
ITEM00554,USER02458,Gaming Keyboard,Electronics,Headphones,45840,47525,50684,new,2024-03-23
ITEM00555,USER00733,Antique Wall Clock,Home,Kitchen,32861,40084,41640,new,2023-09-18
ITEM00556,USER02367,Dell XPS 13 Laptop,Vehicles,Car,2498,6574,21690,new,2022-11-24
ITEM00557,USER00395,Canon DSLR Camera,Home,Furniture,29795,30399,41611,used,2025-05-11
ITEM00558,USER01519,Canon DSLR Camera,Home,Furniture,44536,50266,53535,new,2024-08-25
ITEM00559,USER02223,Gaming Keyboard,Collectibles,Coins,30926,40458,49091,used,2022-05-01
ITEM00560,USER00249,Used Honda City Car,Collectibles,Coins,9709,15005,34548,used,2023-05-25
ITEM00561,USER02714,Office Chair,Fashion,Women Clothing,39698,42549,51209,used,2024-07-04
ITEM00562,USER00945,Vintage Coin Collection,Collectibles,Art,13594,14656,17474,used,2025-02-19
ITEM00563,USER01865,Kitchen Mixer Grinder,Fashion,Women Clothing,30287,34228,39567,new,2025-05-21
ITEM00564,USER02773,Used Honda City Car,Fashion,Watches,20593,21983,28286,new,2022-02-12
ITEM00565,USER00902,Wooden Dining Table,Home,Decor,44479,51634,65165,used,2025-10-04
ITEM00566,USER02765,Nike Running Shoes,Electronics,Laptop,46454,53797,60301,new,2025-02-10
ITEM00567,USER00886,Kitchen Mixer Grinder,Home,Furniture,20214,23606,31956,new,2025-10-30
ITEM00568,USER01800,Used Honda City Car,Fashion,Watches,3367,6882,17467,new,2023-02-26
ITEM00569,USER02246,Rolex Style Watch,Home,Decor,12545,14796,25098,new,2023-09-29
ITEM00570,USER00884,Yamaha Bike,Electronics,Headphones,33382,40810,48695,used,2025-07-27
ITEM00571,USER02264,Vintage Coin Collection,Vehicles,Bike,28137,28921,32488,used,2023-03-24
ITEM00572,USER01275,iPhone 13 Pro,Home,Decor,11521,15464,33556,new,2023-09-05
ITEM00573,USER02721,Gaming Keyboard,Home,Decor,29353,31206,44512,used,2023-07-06
ITEM00574,USER00074,Dell XPS 13 Laptop,Vehicles,Bike,3905,13005,24957,used,2022-01-16
ITEM00575,USER00970,Gaming Keyboard,Collectibles,Art,8994,11517,24718,used,2025-08-21
ITEM00576,USER02697,iPhone 13 Pro,Home,Furniture,17613,26182,41012,new,2024-02-26
ITEM00577,USER02458,Kitchen Mixer Grinder,Home,Decor,35405,39506,44596,used,2024-11-19
ITEM00578,USER02825,Wooden Dining Table,Collectibles,Antiques,46487,55567,74073,new,2023-11-30
ITEM00579,USER00260,Sony WH-1000XM4 Headphones,Collectibles,Antiques,43758,48642,53787,used,2023-09-15
ITEM00580,USER00215,Sony WH-1000XM4 Headphones,Collectibles,Coins,35885,44166,53084,new,2023-01-29
ITEM00581,USER00123,Dell XPS 13 Laptop,Vehicles,Car,8107,13015,18670,new,2024-08-17
ITEM00582,USER00052,Office Chair,Fashion,Watches,33490,38273,41800,used,2025-02-16
ITEM00583,USER00895,Gaming Keyboard,Collectibles,Coins,42781,49468,54619,new,2022-04-13
ITEM00584,USER01970,Kitchen Mixer Grinder,Home,Kitchen,4664,12303,21022,used,2023-01-14
ITEM00585,USER02399,Office Chair,Home,Decor,46014,52597,70403,used,2025-06-10
ITEM00586,USER00339,Office Chair,Fashion,Shoes,19768,28847,35693,new,2024-08-02
ITEM00587,USER00563,Yamaha Bike,Vehicles,Bike,28715,31050,43099,new,2022-08-12
ITEM00588,USER01087,Yamaha Bike,Vehicles,Car,16708,25207,40483,new,2024-10-15
ITEM00589,USER01057,Kitchen Mixer Grinder,Fashion,Women Clothing,27227,35159,40303,used,2025-02-11
ITEM00590,USER00561,iPhone 13 Pro,Electronics,Headphones,18916,25682,27166,new,2023-10-02
ITEM00591,USER02962,Office Chair,Collectibles,Coins,46526,48228,52473,used,2024-09-25
ITEM00592,USER02656,Kitchen Mixer Grinder,Home,Decor,7730,10139,14726,new,2025-03-29
ITEM00593,USER02429,Canon DSLR Camera,Fashion,Shoes,8790,17011,36529,new,2025-08-16
ITEM00594,USER02234,Wooden Dining Table,Collectibles,Art,36474,38769,57446,used,2025-08-21
ITEM00595,USER02803,Samsung Galaxy S22,Collectibles,Coins,40609,41451,43557,new,2024-02-16
ITEM00596,USER01589,Rolex Style Watch,Electronics,Laptop,6597,15313,33516,new,2022-03-29
ITEM00597,USER00541,Rolex Style Watch,Fashion,Men Clothing,18794,21164,39951,used,2023-05-02
ITEM00598,USER02654,Antique Wall Clock,Collectibles,Coins,41037,47799,50098,used,2024-09-12
ITEM00599,USER02138,iPhone 13 Pro,Fashion,Women Clothing,27834,29914,39436,new,2023-06-23
ITEM00600,USER02397,Wooden Dining Table,Fashion,Watches,14634,16013,24204,new,2023-08-07
ITEM00601,USER00315,iPhone 13 Pro,Home,Furniture,35385,39461,55545,used,2024-03-31
ITEM00602,USER01520,Vintage Coin Collection,Collectibles,Art,35204,42914,53516,new,2022-06-16
ITEM00603,USER00551,Kitchen Mixer Grinder,Electronics,Laptop,8150,15955,24344,used,2024-02-16
ITEM00604,USER02414,Kitchen Mixer Grinder,Collectibles,Coins,33073,40419,56112,used,2025-11-12
ITEM00605,USER02507,Kitchen Mixer Grinder,Home,Decor,37062,43225,55759,new,2023-10-25
ITEM00606,USER02106,Canon DSLR Camera,Electronics,Headphones,14977,16298,21360,new,2024-07-28
ITEM00607,USER00818,Gaming Keyboard,Fashion,Men Clothing,26358,34292,39777,new,2024-03-29
ITEM00608,USER00591,Vintage Coin Collection,Home,Kitchen,2945,11552,29028,new,2022-07-01
ITEM00609,USER02955,Antique Wall Clock,Electronics,Camera,27362,36591,39453,new,2024-03-24
ITEM00610,USER02087,Wooden Dining Table,Vehicles,Bike,39617,48181,54571,used,2024-03-06
ITEM00611,USER01241,Gaming Keyboard,Fashion,Men Clothing,39814,40816,47287,used,2025-04-06
ITEM00612,USER00929,Canon DSLR Camera,Vehicles,Bike,29700,34642,44384,new,2023-05-24
ITEM00613,USER01703,Dell XPS 13 Laptop,Home,Decor,48661,55053,58123,new,2022-08-28
ITEM00614,USER01142,Kitchen Mixer Grinder,Collectibles,Antiques,37602,42040,53173,new,2022-02-22
ITEM00615,USER01200,Rolex Style Watch,Collectibles,Art,2058,3901,23118,used,2025-01-04
ITEM00616,USER00695,Kitchen Mixer Grinder,Vehicles,Car,44689,53084,71405,used,2025-12-19
ITEM00617,USER01675,Rolex Style Watch,Electronics,Headphones,46232,52539,72293,new,2023-10-05
ITEM00618,USER01869,Rolex Style Watch,Electronics,Camera,41567,45047,47614,new,2022-08-13
ITEM00619,USER01168,Yamaha Bike,Collectibles,Antiques,40859,44703,46854,new,2024-04-06
ITEM00620,USER02807,Leather Jacket,Collectibles,Art,49111,57065,59850,new,2024-10-29
ITEM00621,USER02916,Office Chair,Home,Kitchen,35568,39386,58330,new,2022-06-19
ITEM00622,USER02451,iPhone 13 Pro,Fashion,Women Clothing,19944,21471,28880,new,2025-08-09
ITEM00623,USER00699,Leather Jacket,Home,Furniture,6845,10415,20867,used,2025-01-01
ITEM00624,USER01634,Kitchen Mixer Grinder,Vehicles,Bike,30660,37524,44304,new,2023-08-17
ITEM00625,USER01754,Sony WH-1000XM4 Headphones,Electronics,Mobile,25097,26800,35845,new,2023-01-09
ITEM00626,USER02608,Rolex Style Watch,Fashion,Watches,27450,29038,37756,new,2022-12-06
ITEM00627,USER00758,Wooden Dining Table,Fashion,Men Clothing,14211,17038,37009,new,2023-03-03
ITEM00628,USER00672,Wooden Dining Table,Electronics,Laptop,2050,8792,14404,used,2022-08-01
ITEM00629,USER02727,Nike Running Shoes,Electronics,Mobile,34604,38721,44768,used,2022-06-04
ITEM00630,USER01003,Yamaha Bike,Home,Furniture,842,3343,7842,new,2025-09-03
ITEM00631,USER01992,Gaming Keyboard,Electronics,Mobile,609,1562,10224,new,2025-11-08
ITEM00632,USER02727,Dell XPS 13 Laptop,Collectibles,Antiques,31716,32319,43682,used,2025-05-20
ITEM00633,USER01572,Canon DSLR Camera,Fashion,Watches,39147,44622,45637,new,2024-07-29
ITEM00634,USER00874,Dell XPS 13 Laptop,Collectibles,Coins,40421,49819,57725,new,2023-10-30
ITEM00635,USER02374,Wooden Dining Table,Electronics,Headphones,32648,34373,51474,used,2022-07-31
ITEM00636,USER00456,Leather Jacket,Collectibles,Antiques,31181,32460,35773,used,2025-04-21
ITEM00637,USER00450,Office Chair,Fashion,Women Clothing,49778,51872,63501,new,2025-04-30
ITEM00638,USER00672,Yamaha Bike,Home,Decor,25462,26435,34172,used,2025-04-22
ITEM00639,USER02960,Kitchen Mixer Grinder,Electronics,Headphones,39085,41590,45777,new,2022-07-06
ITEM00640,USER02812,iPhone 13 Pro,Electronics,Laptop,29638,34497,45343,new,2025-08-14
ITEM00641,USER02110,Samsung Galaxy S22,Vehicles,Bike,26251,34980,43897,new,2024-07-20
ITEM00642,USER01761,Kitchen Mixer Grinder,Fashion,Watches,45737,53797,62062,new,2022-07-10
ITEM00643,USER01649,iPhone 13 Pro,Home,Furniture,12437,16164,30538,used,2024-06-22
ITEM00644,USER02179,Wooden Dining Table,Collectibles,Art,6716,12893,14262,used,2023-11-21
ITEM00645,USER00161,Antique Wall Clock,Electronics,Camera,36441,38962,51244,new,2023-07-07
ITEM00646,USER00914,Office Chair,Vehicles,Bike,48695,51194,59608,new,2024-11-09
ITEM00647,USER02721,Used Honda City Car,Vehicles,Car,7970,12193,22382,new,2022-07-15
ITEM00648,USER01735,Yamaha Bike,Fashion,Watches,1206,9809,24609,used,2023-07-22
ITEM00649,USER00667,Leather Jacket,Home,Furniture,2886,6189,16434,used,2022-10-22
ITEM00650,USER01909,Wooden Dining Table,Collectibles,Coins,9542,16786,22469,new,2024-03-02
ITEM00651,USER02691,Dell XPS 13 Laptop,Home,Kitchen,44460,47391,65331,used,2022-06-09
ITEM00652,USER00563,Wooden Dining Table,Electronics,Headphones,14424,15481,17089,new,2024-09-05
ITEM00653,USER00125,Wooden Dining Table,Home,Kitchen,43894,45108,55762,new,2023-04-19
ITEM00654,USER01995,Canon DSLR Camera,Fashion,Women Clothing,19954,29692,49331,new,2022-12-28
ITEM00655,USER01590,Used Honda City Car,Collectibles,Art,526,3883,22217,new,2024-11-14
ITEM00656,USER01670,Canon DSLR Camera,Vehicles,Bike,29704,30323,41109,used,2023-10-27
ITEM00657,USER01198,Nike Running Shoes,Fashion,Men Clothing,46717,53959,67941,used,2023-07-15
ITEM00658,USER00915,iPhone 13 Pro,Vehicles,Bike,16736,26405,38815,used,2022-09-16
ITEM00659,USER01964,Samsung Galaxy S22,Vehicles,Car,18213,27879,45607,new,2025-12-03
ITEM00660,USER01105,Antique Wall Clock,Vehicles,Bike,40255,49408,62345,new,2025-07-22
ITEM00661,USER01050,Used Honda City Car,Fashion,Women Clothing,36253,45106,57227,new,2023-08-20
ITEM00662,USER01824,Sony WH-1000XM4 Headphones,Vehicles,Car,23000,31389,37352,new,2025-11-20
ITEM00663,USER01116,Rolex Style Watch,Fashion,Women Clothing,24454,33326,39906,new,2023-06-18
ITEM00664,USER00740,Sony WH-1000XM4 Headphones,Home,Furniture,8660,10020,20744,used,2025-02-04
ITEM00665,USER01698,Gaming Keyboard,Fashion,Watches,14144,23744,28913,new,2022-09-24
ITEM00666,USER01965,Dell XPS 13 Laptop,Collectibles,Coins,25278,29336,44934,new,2022-07-07
ITEM00667,USER00407,Office Chair,Fashion,Watches,49292,54071,56505,used,2025-08-12
ITEM00668,USER02937,Antique Wall Clock,Home,Furniture,38905,46307,54926,new,2024-06-29
ITEM00669,USER00957,Dell XPS 13 Laptop,Fashion,Men Clothing,25224,28847,42934,new,2025-08-13
ITEM00670,USER02375,Canon DSLR Camera,Collectibles,Coins,30345,34726,45468,used,2025-09-29
ITEM00671,USER02508,iPhone 13 Pro,Collectibles,Coins,4276,5154,12642,new,2025-01-16
ITEM00672,USER02995,Samsung Galaxy S22,Electronics,Headphones,32972,42965,52801,used,2023-04-14
ITEM00673,USER02702,Used Honda City Car,Fashion,Shoes,10466,18660,20006,used,2023-04-18
ITEM00674,USER02596,Used Honda City Car,Collectibles,Coins,40472,48483,65377,new,2022-06-04
ITEM00675,USER02184,Dell XPS 13 Laptop,Electronics,Camera,11685,19956,24412,used,2025-05-22
ITEM00676,USER00722,Sony WH-1000XM4 Headphones,Collectibles,Art,1873,3508,12575,used,2022-06-06
ITEM00677,USER00531,Vintage Coin Collection,Home,Decor,49471,52817,58812,used,2024-07-15
ITEM00678,USER00105,Gaming Keyboard,Collectibles,Art,15679,24156,33782,used,2024-11-13
ITEM00679,USER00068,Antique Wall Clock,Electronics,Laptop,8171,16818,22969,used,2025-02-25
ITEM00680,USER02032,Gaming Keyboard,Collectibles,Art,42973,50637,58248,used,2024-03-07
ITEM00681,USER00819,Samsung Galaxy S22,Electronics,Mobile,26953,34817,43557,new,2025-10-18
ITEM00682,USER00760,Gaming Keyboard,Fashion,Women Clothing,27500,35554,45679,new,2024-09-28
ITEM00683,USER00009,iPhone 13 Pro,Fashion,Men Clothing,8120,17039,35948,new,2025-05-23
ITEM00684,USER01812,Sony WH-1000XM4 Headphones,Electronics,Mobile,1235,6657,24421,new,2025-10-22
ITEM00685,USER02369,Kitchen Mixer Grinder,Vehicles,Bike,31967,38424,43373,used,2022-09-26
ITEM00686,USER00128,Vintage Coin Collection,Home,Furniture,28697,34790,49235,used,2025-02-28
ITEM00687,USER00902,iPhone 13 Pro,Fashion,Men Clothing,11273,15835,35418,used,2024-07-21
ITEM00688,USER00411,Used Honda City Car,Vehicles,Bike,49972,57058,60693,new,2025-10-08
ITEM00689,USER02026,Dell XPS 13 Laptop,Vehicles,Bike,7295,16188,34088,used,2023-08-23
ITEM00690,USER02955,Gaming Keyboard,Fashion,Women Clothing,25962,29597,36358,new,2024-03-27
ITEM00691,USER02845,Canon DSLR Camera,Home,Decor,48777,52673,58764,new,2025-08-11
ITEM00692,USER01120,Rolex Style Watch,Fashion,Watches,8931,9799,16657,used,2022-05-23
ITEM00693,USER00279,Kitchen Mixer Grinder,Home,Decor,29607,36689,44292,used,2023-11-18
ITEM00694,USER02327,Nike Running Shoes,Collectibles,Art,5057,10212,21103,used,2024-10-13
ITEM00695,USER00806,Kitchen Mixer Grinder,Home,Kitchen,49808,56841,76466,new,2024-07-14
ITEM00696,USER00531,Dell XPS 13 Laptop,Electronics,Camera,46488,48421,67881,used,2024-01-08
ITEM00697,USER00371,Sony WH-1000XM4 Headphones,Fashion,Men Clothing,36689,41062,52585,used,2022-04-01
ITEM00698,USER02267,Antique Wall Clock,Vehicles,Car,41459,49838,59883,used,2022-12-27
ITEM00699,USER01227,Canon DSLR Camera,Vehicles,Car,24782,27495,39227,new,2022-12-16
ITEM00700,USER01295,Yamaha Bike,Electronics,Headphones,39309,44902,52763,used,2024-06-12
ITEM00701,USER00338,Dell XPS 13 Laptop,Electronics,Laptop,34623,38665,47772,new,2022-04-09
ITEM00702,USER01784,Samsung Galaxy S22,Fashion,Women Clothing,18028,23116,42908,new,2023-08-11
ITEM00703,USER00401,Antique Wall Clock,Collectibles,Coins,19431,26594,30773,new,2024-10-09
ITEM00704,USER02551,Dell XPS 13 Laptop,Vehicles,Bike,25997,35592,46929,used,2023-07-12
ITEM00705,USER01037,Leather Jacket,Fashion,Shoes,29562,32430,43366,new,2023-09-20
ITEM00706,USER01855,Office Chair,Collectibles,Art,1765,7313,13046,new,2025-05-12
ITEM00707,USER02855,Kitchen Mixer Grinder,Electronics,Laptop,37782,39088,40609,new,2025-06-18
ITEM00708,USER02269,Leather Jacket,Collectibles,Coins,34441,39021,56957,used,2025-02-21
ITEM00709,USER02671,Samsung Galaxy S22,Collectibles,Antiques,47762,50898,59528,new,2025-04-15
ITEM00710,USER01490,Samsung Galaxy S22,Electronics,Mobile,27096,33488,52236,new,2023-09-17
ITEM00711,USER02746,Yamaha Bike,Vehicles,Bike,41994,50471,53135,new,2024-04-30
ITEM00712,USER02687,Rolex Style Watch,Collectibles,Antiques,8883,10968,28142,new,2022-08-08
ITEM00713,USER00271,Rolex Style Watch,Electronics,Headphones,1791,5336,22074,new,2025-09-03
ITEM00714,USER02000,Office Chair,Fashion,Men Clothing,46336,48118,65579,new,2024-10-20
ITEM00715,USER00463,Yamaha Bike,Home,Kitchen,31436,35995,54182,new,2022-04-10
ITEM00716,USER00488,Samsung Galaxy S22,Fashion,Women Clothing,44819,50691,56787,used,2024-01-28
ITEM00717,USER02920,Sony WH-1000XM4 Headphones,Electronics,Headphones,34761,42982,55632,used,2024-01-05
ITEM00718,USER01402,Canon DSLR Camera,Vehicles,Bike,8125,11697,16480,used,2023-10-10
ITEM00719,USER00977,Rolex Style Watch,Electronics,Camera,3277,3870,10138,new,2023-09-23
ITEM00720,USER01705,Samsung Galaxy S22,Collectibles,Antiques,49152,57065,73691,used,2024-05-05
ITEM00721,USER01596,Kitchen Mixer Grinder,Home,Decor,43013,47135,65137,new,2024-11-15
ITEM00722,USER02687,Yamaha Bike,Fashion,Watches,41064,46474,55230,new,2022-05-17
ITEM00723,USER00217,Vintage Coin Collection,Home,Decor,23031,27473,46038,used,2025-10-07
ITEM00724,USER02770,Nike Running Shoes,Collectibles,Antiques,21165,22825,31341,new,2023-10-16
ITEM00725,USER01256,Dell XPS 13 Laptop,Home,Kitchen,27147,34057,46770,new,2024-10-20
ITEM00726,USER02059,Rolex Style Watch,Home,Decor,8376,14646,25377,used,2022-03-03
ITEM00727,USER00188,Antique Wall Clock,Home,Furniture,39039,44172,45449,new,2024-10-17
ITEM00728,USER01978,Kitchen Mixer Grinder,Home,Kitchen,7902,13257,28189,used,2024-08-12
ITEM00729,USER01530,Leather Jacket,Vehicles,Car,44665,54141,68001,new,2022-06-26
ITEM00730,USER02254,Sony WH-1000XM4 Headphones,Home,Kitchen,11481,17831,27658,new,2023-12-13
ITEM00731,USER01424,Canon DSLR Camera,Fashion,Shoes,7036,16431,34907,used,2022-01-24
ITEM00732,USER01473,Wooden Dining Table,Fashion,Watches,27070,29363,31192,used,2025-11-06
ITEM00733,USER01682,Yamaha Bike,Collectibles,Art,2605,6263,11641,new,2022-07-09
ITEM00734,USER01788,Yamaha Bike,Home,Furniture,38668,47733,64567,new,2023-11-09
ITEM00735,USER00891,Rolex Style Watch,Home,Furniture,48581,51723,55769,used,2024-08-29
ITEM00736,USER02497,Gaming Keyboard,Vehicles,Bike,45863,50455,70422,used,2024-04-13
ITEM00737,USER01152,Samsung Galaxy S22,Home,Decor,37260,46803,49583,used,2022-07-28
ITEM00738,USER00749,Sony WH-1000XM4 Headphones,Electronics,Laptop,31729,37702,47219,new,2022-08-31
ITEM00739,USER00450,Office Chair,Vehicles,Bike,20744,27470,34110,new,2022-02-03
ITEM00740,USER02733,Kitchen Mixer Grinder,Electronics,Mobile,12662,19561,29866,used,2024-01-30
ITEM00741,USER00196,Vintage Coin Collection,Home,Decor,20865,21623,31054,used,2025-11-29
ITEM00742,USER02920,Dell XPS 13 Laptop,Collectibles,Antiques,7098,16075,24594,new,2022-01-16
ITEM00743,USER01376,Antique Wall Clock,Electronics,Headphones,11070,16503,21256,new,2025-08-14
ITEM00744,USER01917,Yamaha Bike,Fashion,Men Clothing,38371,43496,45950,used,2023-11-29
ITEM00745,USER02388,Samsung Galaxy S22,Vehicles,Car,40346,49198,65539,new,2024-03-03
ITEM00746,USER01276,Gaming Keyboard,Collectibles,Art,31889,36409,45382,new,2023-02-08
ITEM00747,USER02299,Vintage Coin Collection,Home,Decor,12340,17371,18760,used,2022-03-09
ITEM00748,USER00247,Wooden Dining Table,Home,Decor,33823,34724,50316,used,2023-12-05
ITEM00749,USER01438,Sony WH-1000XM4 Headphones,Home,Kitchen,36512,45560,53718,used,2022-01-21
ITEM00750,USER00700,Rolex Style Watch,Collectibles,Art,30612,40318,50622,used,2024-11-08
ITEM00751,USER00371,Used Honda City Car,Fashion,Men Clothing,32281,41663,50217,new,2022-11-20
ITEM00752,USER02915,Canon DSLR Camera,Fashion,Men Clothing,41422,44813,46268,new,2023-08-27
ITEM00753,USER01709,Wooden Dining Table,Electronics,Camera,20324,29497,40563,new,2023-06-13
ITEM00754,USER02379,Used Honda City Car,Home,Decor,20088,26810,45612,used,2025-01-14
ITEM00755,USER00126,Leather Jacket,Vehicles,Bike,28866,30729,42331,new,2022-03-12
ITEM00756,USER02427,Gaming Keyboard,Home,Furniture,12404,15443,23109,used,2024-02-15
ITEM00757,USER01573,Leather Jacket,Vehicles,Bike,15856,22576,32826,new,2025-08-05
ITEM00758,USER00635,Samsung Galaxy S22,Home,Furniture,4308,10857,19571,used,2022-06-24
ITEM00759,USER00541,Gaming Keyboard,Electronics,Laptop,9151,18145,19663,new,2025-09-20
ITEM00760,USER00191,Used Honda City Car,Home,Furniture,18694,20172,28911,new,2023-06-01
ITEM00761,USER02837,Sony WH-1000XM4 Headphones,Vehicles,Car,11919,20074,36998,new,2024-12-05
ITEM00762,USER02085,Leather Jacket,Home,Furniture,1162,4834,22604,used,2023-11-17
ITEM00763,USER00916,Leather Jacket,Home,Decor,42411,49181,51095,used,2022-09-09
ITEM00764,USER02110,Sony WH-1000XM4 Headphones,Fashion,Women Clothing,24759,32742,39685,used,2022-11-03
ITEM00765,USER00149,Kitchen Mixer Grinder,Vehicles,Car,23597,29050,41274,used,2025-04-12
ITEM00766,USER02858,Antique Wall Clock,Home,Furniture,39620,46322,57835,new,2024-01-18
ITEM00767,USER02334,Sony WH-1000XM4 Headphones,Home,Furniture,45328,50979,56604,new,2024-10-20
ITEM00768,USER02625,iPhone 13 Pro,Home,Decor,47322,51018,56430,used,2023-07-06
ITEM00769,USER00030,Canon DSLR Camera,Home,Furniture,21237,25061,41782,new,2022-07-29
ITEM00770,USER02831,Antique Wall Clock,Vehicles,Car,11298,13716,21027,new,2022-04-05
ITEM00771,USER00594,Vintage Coin Collection,Vehicles,Bike,11244,16096,26808,new,2025-03-01
ITEM00772,USER00417,Leather Jacket,Home,Furniture,43459,53263,70205,new,2025-10-17
ITEM00773,USER00017,Used Honda City Car,Fashion,Shoes,43505,45883,55604,used,2023-01-14
ITEM00774,USER00208,Leather Jacket,Vehicles,Bike,7883,14822,28039,new,2023-09-02
ITEM00775,USER02196,Nike Running Shoes,Collectibles,Coins,35222,37075,51644,new,2022-06-07
ITEM00776,USER02523,Samsung Galaxy S22,Fashion,Women Clothing,26168,33993,41222,used,2023-05-01
ITEM00777,USER00798,Sony WH-1000XM4 Headphones,Vehicles,Bike,13211,20553,28283,used,2024-03-18
ITEM00778,USER00258,Yamaha Bike,Electronics,Camera,10490,17752,28644,used,2023-03-02
ITEM00779,USER00884,Office Chair,Collectibles,Coins,6841,14297,18774,new,2022-10-26
ITEM00780,USER00317,Used Honda City Car,Fashion,Shoes,48277,55455,70821,used,2025-12-17
ITEM00781,USER01990,Yamaha Bike,Electronics,Headphones,18764,21931,26546,used,2025-10-20
ITEM00782,USER01009,Leather Jacket,Vehicles,Car,48259,50522,64765,new,2025-06-28
ITEM00783,USER00304,iPhone 13 Pro,Fashion,Watches,8080,11064,28111,new,2025-05-07
ITEM00784,USER03000,Office Chair,Collectibles,Antiques,7602,12238,25047,new,2024-12-23
ITEM00785,USER01977,Nike Running Shoes,Home,Decor,37467,43346,51709,used,2022-08-15
ITEM00786,USER01339,Nike Running Shoes,Fashion,Watches,12496,21509,38710,new,2022-03-02
ITEM00787,USER01435,Leather Jacket,Vehicles,Bike,12634,18353,32680,used,2024-07-24
ITEM00788,USER02491,Dell XPS 13 Laptop,Electronics,Laptop,23945,25901,33507,used,2025-04-01
ITEM00789,USER00760,Dell XPS 13 Laptop,Vehicles,Car,25481,28713,32250,new,2024-06-14
ITEM00790,USER00686,Kitchen Mixer Grinder,Home,Furniture,18264,23143,26839,new,2022-03-27
ITEM00791,USER01741,Dell XPS 13 Laptop,Electronics,Mobile,44867,53003,67253,new,2025-06-30
ITEM00792,USER00231,Kitchen Mixer Grinder,Fashion,Shoes,893,7542,9691,new,2025-11-04
ITEM00793,USER01549,Leather Jacket,Collectibles,Antiques,28800,38603,48639,new,2024-08-09
ITEM00794,USER02370,Gaming Keyboard,Collectibles,Art,44177,45858,52229,used,2025-01-24
ITEM00795,USER01993,Dell XPS 13 Laptop,Vehicles,Bike,17762,25683,45308,used,2023-08-30
ITEM00796,USER01020,Rolex Style Watch,Fashion,Shoes,26138,33353,40132,used,2023-02-19
ITEM00797,USER00685,Used Honda City Car,Electronics,Camera,5231,8011,12705,used,2023-01-21
ITEM00798,USER00267,Wooden Dining Table,Vehicles,Car,48829,53067,60320,new,2024-11-30
ITEM00799,USER01642,iPhone 13 Pro,Fashion,Men Clothing,39783,41529,56865,new,2024-07-25
ITEM00800,USER00208,Yamaha Bike,Home,Decor,33566,39785,54242,used,2025-12-13
ITEM00801,USER01983,Rolex Style Watch,Fashion,Shoes,31461,37209,54058,used,2023-11-17
ITEM00802,USER00929,iPhone 13 Pro,Vehicles,Car,14852,16990,22403,used,2022-06-28
ITEM00803,USER01822,Office Chair,Home,Decor,22042,26032,33123,new,2023-08-03
ITEM00804,USER01505,Gaming Keyboard,Vehicles,Bike,29353,35628,38110,used,2025-09-22
ITEM00805,USER02250,Antique Wall Clock,Collectibles,Antiques,4279,12849,20189,new,2024-03-20
ITEM00806,USER01977,Leather Jacket,Fashion,Shoes,23060,32652,48688,new,2023-04-06
ITEM00807,USER00498,Vintage Coin Collection,Vehicles,Bike,43914,51285,55578,new,2025-11-18
ITEM00808,USER02019,iPhone 13 Pro,Vehicles,Car,44539,48079,65692,new,2022-05-09
ITEM00809,USER02203,Antique Wall Clock,Electronics,Laptop,16825,18778,20787,used,2025-05-16
ITEM00810,USER00449,Rolex Style Watch,Home,Furniture,6059,13949,32743,used,2022-02-13
ITEM00811,USER02257,Used Honda City Car,Electronics,Laptop,32114,36547,40299,new,2024-07-30
ITEM00812,USER02290,Rolex Style Watch,Vehicles,Car,12589,13689,26806,used,2022-08-30
ITEM00813,USER01592,Kitchen Mixer Grinder,Fashion,Watches,14734,16581,30988,new,2022-04-16
ITEM00814,USER01326,Office Chair,Home,Kitchen,34654,41329,48907,used,2024-06-29
ITEM00815,USER01565,Sony WH-1000XM4 Headphones,Vehicles,Bike,16228,22190,28663,used,2022-10-14
ITEM00816,USER00787,Nike Running Shoes,Vehicles,Bike,2215,7665,24326,new,2024-03-21
ITEM00817,USER01578,Sony WH-1000XM4 Headphones,Fashion,Men Clothing,34129,41140,49785,new,2022-01-09
ITEM00818,USER00806,Used Honda City Car,Home,Decor,17839,25890,37850,new,2023-06-26
ITEM00819,USER02000,Office Chair,Vehicles,Bike,13464,17278,33349,used,2022-08-07
ITEM00820,USER01821,Dell XPS 13 Laptop,Home,Furniture,4303,6564,21218,used,2025-10-28
ITEM00821,USER01528,Nike Running Shoes,Home,Decor,8608,15624,22965,new,2022-02-20
ITEM00822,USER02243,Samsung Galaxy S22,Fashion,Men Clothing,2703,10332,26419,used,2024-12-26
ITEM00823,USER00303,iPhone 13 Pro,Electronics,Camera,1661,2958,12564,new,2025-09-19
ITEM00824,USER01772,Nike Running Shoes,Fashion,Watches,45634,46984,66451,new,2023-06-28
ITEM00825,USER00944,Vintage Coin Collection,Vehicles,Bike,49214,55851,67229,used,2022-07-01
ITEM00826,USER00028,Rolex Style Watch,Vehicles,Car,43990,48247,65817,used,2024-12-23
ITEM00827,USER01416,Kitchen Mixer Grinder,Vehicles,Bike,23488,32206,47199,new,2022-08-29
ITEM00828,USER01976,Used Honda City Car,Home,Kitchen,36127,43156,57637,used,2023-11-12
