auction_id,item_id,start_time,end_time,auction_status,winner_user_id,final_price,total_bids,auction_type
AUC00521,ITEM01767,2025-08-23 03:42:00,2025-08-30 03:42:00,closed,USER00448,43294,22,standard
AUC00522,ITEM01828,2024-04-23 17:42:00,2024-04-25 17:42:00,closed,USER02729,24127,30,reverse
AUC00523,ITEM00598,2023-07-26 17:08:00,2023-07-27 17:08:00,active,,0,49,sealed
AUC00524,ITEM00400,2023-05-11 11:02:00,2023-05-18 11:02:00,closed,USER01472,22915,41,sealed
AUC00525,ITEM01423,2024-12-31 00:51:00,2025-01-07 00:51:00,active,,0,29,standard
AUC00526,ITEM01081,2024-08-13 22:46:00,2024-08-16 22:46:00,active,,0,30,sealed
AUC00527,ITEM01398,2025-12-01 05:40:00,2025-12-09 05:40:00,closed,USER01051,79900,9,reverse
AUC00528,ITEM01052,2025-05-23 02:42:00,2025-05-28 02:42:00,closed,USER02496,49984,10,standard
AUC00529,ITEM01240,2025-05-20 13:30:00,2025-05-29 13:30:00,active,,0,34,reverse
AUC00530,ITEM01296,2024-06-22 11:28:00,2024-06-25 11:28:00,closed,USER00590,19515,23,sealed
AUC00531,ITEM01073,2023-08-23 23:09:00,2023-09-02 23:09:00,active,,0,14,sealed
AUC00532,ITEM00493,2024-04-28 01:50:00,2024-05-01 01:50:00,closed,USER00644,8733,48,standard
AUC00533,ITEM00502,2023-05-24 13:20:00,2023-06-03 13:20:00,closed,USER01514,63445,47,reverse
AUC00534,ITEM01782,2023-04-24 07:28:00,2023-05-03 07:28:00,closed,USER01354,52455,7,standard
AUC00535,ITEM01047,2025-07-03 01:42:00,2025-07-10 01:42:00,closed,USER02898,35956,45,standard
AUC00536,ITEM00621,2023-08-14 14:06:00,2023-08-16 14:06:00,closed,USER01466,39609,39,reverse
AUC00537,ITEM00751,2024-02-16 14:35:00,2024-02-24 14:35:00,closed,USER01296,80475,44,sealed
AUC00538,ITEM01002,2024-03-24 03:13:00,2024-03-28 03:13:00,active,,0,49,sealed
AUC00539,ITEM00626,2024-05-24 00:56:00,2024-06-02 00:56:00,closed,USER00926,35087,20,sealed
AUC00540,ITEM00217,2025-02-02 17:03:00,2025-02-11 17:03:00,closed,,0,0,standard
AUC00541,ITEM01963,2024-07-12 22:04:00,2024-07-14 22:04:00,active,,0,37,sealed
AUC00542,ITEM00991,2025-08-04 02:24:00,2025-08-07 02:24:00,active,,0,12,reverse
AUC00543,ITEM00648,2022-01-04 13:31:00,2022-01-11 13:31:00,active,,0,10,sealed
AUC00544,ITEM00735,2024-07-03 05:54:00,2024-07-13 05:54:00,closed,USER02974,34154,21,sealed
AUC00545,ITEM00416,2023-03-25 09:20:00,2023-03-27 09:20:00,closed,USER00684,39825,2,sealed
AUC00546,ITEM01920,2025-03-21 12:46:00,2025-03-22 12:46:00,closed,USER01279,63238,6,reverse
AUC00547,ITEM01915,2022-01-27 03:21:00,2022-02-06 03:21:00,closed,USER02345,63425,28,reverse
AUC00548,ITEM01277,2024-04-29 06:29:00,2024-05-02 06:29:00,active,,0,40,standard
AUC00549,ITEM00090,2024-05-01 22:53:00,2024-05-03 22:53:00,cancelled,,0,8,reverse
AUC00550,ITEM01417,2022-01-24 17:25:00,2022-01-30 17:25:00,closed,USER02976,37163,46,standard
AUC00551,ITEM00763,2023-11-13 07:30:00,2023-11-16 07:30:00,cancelled,,0,31,reverse
AUC00552,ITEM00439,2024-09-27 10:57:00,2024-09-28 10:57:00,active,,0,1,standard
AUC00553,ITEM00201,2024-08-10 21:41:00,2024-08-19 21:41:00,closed,USER01119,89075,49,sealed
AUC00554,ITEM00718,2022-05-28 21:51:00,2022-06-01 21:51:00,closed,USER01283,87158,22,sealed
AUC00555,ITEM00558,2023-03-06 09:54:00,2023-03-12 09:54:00,active,,0,28,sealed
AUC00556,ITEM00350,2024-11-14 11:13:00,2024-11-15 11:13:00,closed,USER01661,42183,20,sealed
AUC00557,ITEM01467,2025-08-19 15:39:00,2025-08-25 15:39:00,closed,USER00494,92409,45,reverse
AUC00558,ITEM00846,2024-10-29 04:07:00,2024-10-30 04:07:00,active,,0,31,standard
AUC00559,ITEM00047,2022-06-06 05:59:00,2022-06-09 05:59:00,closed,USER02830,67462,23,reverse
AUC00560,ITEM01025,2025-05-03 09:09:00,2025-05-04 09:09:00,active,,0,0,standard
AUC00561,ITEM01453,2025-06-01 04:30:00,2025-06-10 04:30:00,active,,0,34,sealed
AUC00562,ITEM00260,2025-03-25 11:30:00,2025-04-03 11:30:00,closed,USER02964,35406,26,reverse
AUC00563,ITEM00312,2024-07-24 04:26:00,2024-08-02 04:26:00,cancelled,,0,6,sealed
AUC00564,ITEM00292,2025-07-27 18:06:00,2025-08-05 18:06:00,active,,0,31,reverse
AUC00565,ITEM01753,2023-02-10 05:30:00,2023-02-18 05:30:00,closed,USER02130,52861,47,standard
AUC00566,ITEM01306,2023-04-20 13:36:00,2023-04-22 13:36:00,active,,0,3,sealed
AUC00567,ITEM00683,2024-07-22 23:30:00,2024-07-30 23:30:00,active,,0,15,sealed
AUC00568,ITEM00610,2023-06-12 02:14:00,2023-06-15 02:14:00,closed,USER02970,37746,35,standard
AUC00569,ITEM00556,2024-08-29 10:19:00,2024-08-31 10:19:00,closed,USER02194,21104,46,reverse
AUC00570,ITEM00618,2024-02-24 18:30:00,2024-02-27 18:30:00,closed,USER01447,29206,7,reverse
AUC00571,ITEM01591,2022-06-30 06:23:00,2022-07-09 06:23:00,active,,0,24,sealed
AUC00572,ITEM01946,2022-09-02 11:29:00,2022-09-08 11:29:00,cancelled,,0,18,sealed
AUC00573,ITEM01415,2022-03-12 18:07:00,2022-03-17 18:07:00,active,,0,34,standard
AUC00574,ITEM00261,2024-04-20 12:45:00,2024-04-26 12:45:00,closed,USER01698,31259,47,standard
AUC00575,ITEM01300,2022-11-25 09:01:00,2022-11-28 09:01:00,closed,USER00138,86788,18,reverse
AUC00576,ITEM00903,2022-10-02 18:36:00,2022-10-04 18:36:00,closed,USER02530,59558,11,standard
AUC00577,ITEM00854,2025-02-26 11:22:00,2025-02-27 11:22:00,active,,0,41,reverse
AUC00578,ITEM01615,2022-02-01 21:48:00,2022-02-08 21:48:00,closed,USER02074,97732,21,reverse
AUC00579,ITEM00424,2022-02-23 09:30:00,2022-02-27 09:30:00,active,,0,17,sealed
AUC00580,ITEM01212,2023-06-06 23:07:00,2023-06-08 23:07:00,active,,0,12,sealed
AUC00581,ITEM01679,2022-11-23 04:26:00,2022-11-30 04:26:00,active,,0,38,reverse
AUC00582,ITEM00253,2024-10-26 15:17:00,2024-11-03 15:17:00,closed,USER01048,83265,24,standard
AUC00583,ITEM00539,2023-09-16 18:13:00,2023-09-24 18:13:00,active,,0,44,standard
AUC00584,ITEM01640,2025-10-20 11:34:00,2025-10-24 11:34:00,closed,USER00615,15577,4,standard
AUC00585,ITEM01509,2025-12-28 16:59:00,2026-01-06 16:59:00,active,,0,29,reverse
AUC00586,ITEM01955,2024-12-15 14:18:00,2024-12-18 14:18:00,closed,USER02699,32635,6,sealed
AUC00587,ITEM01205,2024-06-28 04:11:00,2024-06-30 04:11:00,active,,0,15,sealed
AUC00588,ITEM01714,2025-02-10 16:58:00,2025-02-12 16:58:00,closed,USER02812,35174,12,reverse
AUC00589,ITEM01595,2024-09-17 18:21:00,2024-09-20 18:21:00,closed,USER01730,46734,47,reverse
AUC00590,ITEM00495,2022-04-25 15:32:00,2022-05-02 15:32:00,closed,USER00983,49385,26,standard
AUC00591,ITEM00216,2025-11-10 07:19:00,2025-11-14 07:19:00,closed,USER02210,55613,35,reverse
AUC00592,ITEM01517,2024-03-20 22:28:00,2024-03-22 22:28:00,active,,0,25,standard
AUC00593,ITEM01562,2024-12-21 14:12:00,2024-12-27 14:12:00,active,,0,18,sealed
AUC00594,ITEM00783,2025-04-01 02:41:00,2025-04-08 02:41:00,closed,USER02086,49160,7,sealed
AUC00595,ITEM01684,2022-08-01 16:49:00,2022-08-03 16:49:00,closed,,0,0,sealed
AUC00596,ITEM01055,2022-12-05 20:53:00,2022-12-13 20:53:00,closed,USER01307,20437,5,standard
AUC00597,ITEM01099,2025-12-16 19:38:00,2025-12-18 19:38:00,closed,USER01961,6318,14,reverse
AUC00598,ITEM01149,2022-07-25 09:54:00,2022-08-01 09:54:00,closed,,0,0,sealed
AUC00599,ITEM01932,2023-05-10 06:13:00,2023-05-16 06:13:00,active,,0,32,reverse
AUC00600,ITEM00698,2025-07-03 11:45:00,2025-07-04 11:45:00,closed,USER00373,76242,29,sealed
AUC00601,ITEM01346,2025-03-18 06:43:00,2025-03-21 06:43:00,closed,USER00456,50395,39,reverse
AUC00602,ITEM00799,2023-01-31 06:43:00,2023-02-01 06:43:00,closed,USER02359,95481,28,standard
AUC00603,ITEM01638,2023-12-28 15:01:00,2024-01-07 15:01:00,closed,USER00882,10005,49,standard
AUC00604,ITEM01710,2023-09-02 02:10:00,2023-09-04 02:10:00,active,,0,28,standard
AUC00605,ITEM01597,2025-05-07 07:50:00,2025-05-08 07:50:00,closed,USER00847,96554,48,standard
AUC00606,ITEM01965,2022-05-03 21:51:00,2022-05-11 21:51:00,closed,USER02244,36699,35,reverse
AUC00607,ITEM00877,2025-04-01 18:55:00,2025-04-03 18:55:00,closed,USER01752,32860,42,sealed
AUC00608,ITEM01246,2025-04-27 05:57:00,2025-05-04 05:57:00,active,,0,10,standard
AUC00609,ITEM01490,2025-08-08 16:52:00,2025-08-17 16:52:00,closed,USER01358,49650,20,reverse
AUC00610,ITEM00532,2023-07-15 05:21:00,2023-07-22 05:21:00,cancelled,,0,31,standard
AUC00611,ITEM01903,2022-10-27 09:45:00,2022-11-04 09:45:00,active,,0,30,sealed
AUC00612,ITEM00670,2022-10-27 19:12:00,2022-10-28 19:12:00,closed,USER00162,88651,26,sealed
AUC00613,ITEM01084,2024-07-12 05:39:00,2024-07-13 05:39:00,cancelled,,0,32,reverse
AUC00614,ITEM01143,2022-01-06 16:29:00,2022-01-15 16:29:00,closed,USER00224,77308,46,sealed
AUC00615,ITEM00067,2024-07-12 20:57:00,2024-07-18 20:57:00,closed,USER00371,67836,48,sealed
AUC00616,ITEM01096,2023-05-07 05:00:00,2023-05-17 05:00:00,closed,USER00233,44705,7,sealed
AUC00617,ITEM00096,2023-11-22 06:33:00,2023-11-29 06:33:00,closed,USER00271,47801,11,reverse
AUC00618,ITEM00789,2023-01-29 13:16:00,2023-02-05 13:16:00,closed,USER00453,33105,31,sealed
AUC00619,ITEM00948,2025-12-31 07:23:00,2026-01-02 07:23:00,closed,USER00589,71985,30,standard
AUC00620,ITEM01194,2022-02-18 14:20:00,2022-02-22 14:20:00,closed,USER00058,49820,19,reverse
AUC00621,ITEM00851,2023-09-14 04:06:00,2023-09-23 04:06:00,closed,USER00896,1298,18,reverse
AUC00622,ITEM00638,2022-01-22 15:06:00,2022-01-26 15:06:00,active,,0,12,reverse
AUC00623,ITEM00685,2025-02-05 04:40:00,2025-02-11 04:40:00,cancelled,,0,6,sealed
AUC00624,ITEM00205,2025-09-03 15:39:00,2025-09-11 15:39:00,active,,0,39,standard
AUC00625,ITEM01561,2022-01-27 03:57:00,2022-02-02 03:57:00,active,,0,5,sealed
AUC00626,ITEM00213,2022-02-24 23:38:00,2022-02-26 23:38:00,active,,0,31,standard
AUC00627,ITEM01342,2023-01-14 01:57:00,2023-01-24 01:57:00,cancelled,,0,23,sealed
AUC00628,ITEM00900,2023-11-27 08:25:00,2023-12-02 08:25:00,closed,,0,0,reverse
AUC00629,ITEM00338,2025-04-11 20:21:00,2025-04-14 20:21:00,active,,0,16,reverse
AUC00630,ITEM01564,2023-02-21 12:02:00,2023-02-23 12:02:00,cancelled,,0,1,reverse
AUC00631,ITEM00316,2022-08-19 03:08:00,2022-08-21 03:08:00,active,,0,23,reverse
AUC00632,ITEM00768,2024-05-14 02:06:00,2024-05-15 02:06:00,closed,USER01699,29135,12,standard
AUC00633,ITEM00432,2022-12-23 22:40:00,2022-12-30 22:40:00,closed,USER00588,46593,38,standard
AUC00634,ITEM00083,2023-12-10 16:47:00,2023-12-13 16:47:00,closed,USER00057,19738,24,sealed
AUC00635,ITEM01777,2024-11-07 16:56:00,2024-11-08 16:56:00,closed,USER00992,62976,12,sealed
AUC00636,ITEM00670,2022-04-04 05:47:00,2022-04-09 05:47:00,active,,0,50,reverse
AUC00637,ITEM00640,2025-09-20 02:56:00,2025-09-26 02:56:00,closed,USER02818,76360,32,reverse
AUC00638,ITEM01397,2022-04-10 01:29:00,2022-04-11 01:29:00,closed,USER02804,76817,44,standard
AUC00639,ITEM01502,2024-01-22 20:42:00,2024-01-26 20:42:00,closed,USER00143,47003,9,standard
AUC00640,ITEM01312,2022-09-10 15:38:00,2022-09-14 15:38:00,closed,USER00668,71705,16,reverse
AUC00641,ITEM01971,2024-05-12 08:20:00,2024-05-22 08:20:00,closed,USER00770,52645,28,reverse
AUC00642,ITEM01112,2025-11-03 04:03:00,2025-11-09 04:03:00,active,,0,22,standard
AUC00643,ITEM00695,2025-07-07 05:49:00,2025-07-17 05:49:00,cancelled,,0,38,reverse
AUC00644,ITEM01448,2022-03-20 11:15:00,2022-03-22 11:15:00,active,,0,14,reverse
AUC00645,ITEM01516,2024-03-07 08:39:00,2024-03-08 08:39:00,cancelled,,0,42,sealed
AUC00646,ITEM01235,2024-09-06 15:24:00,2024-09-07 15:24:00,closed,USER01335,75453,40,standard
AUC00647,ITEM01278,2024-06-17 18:14:00,2024-06-26 18:14:00,closed,USER00308,87305,5,reverse
AUC00648,ITEM01064,2025-01-12 08:44:00,2025-01-19 08:44:00,closed,USER00326,53121,34,sealed
AUC00649,ITEM01169,2022-09-09 02:12:00,2022-09-15 02:12:00,closed,USER01774,77215,30,reverse
AUC00650,ITEM01189,2022-06-04 18:09:00,2022-06-10 18:09:00,closed,,0,0,reverse
AUC00651,ITEM00049,2022-05-28 08:36:00,2022-06-03 08:36:00,closed,USER02011,36242,32,standard
AUC00652,ITEM00265,2023-08-27 17:00:00,2023-09-02 17:00:00,closed,USER01367,52004,10,standard
AUC00653,ITEM00509,2022-11-01 22:50:00,2022-11-07 22:50:00,closed,USER02716,46091,46,reverse
AUC00654,ITEM00045,2023-03-05 02:00:00,2023-03-11 02:00:00,closed,USER00966,52024,22,standard
AUC00655,ITEM00483,2024-02-29 01:55:00,2024-03-10 01:55:00,active,,0,15,reverse
AUC00656,ITEM00031,2023-04-18 05:00:00,2023-04-23 05:00:00,active,,0,12,sealed
AUC00657,ITEM01907,2023-07-30 02:33:00,2023-08-09 02:33:00,closed,USER00355,47717,24,reverse
AUC00658,ITEM01631,2024-12-02 20:49:00,2024-12-03 20:49:00,active,,0,48,reverse
AUC00659,ITEM00024,2022-09-24 10:58:00,2022-09-30 10:58:00,active,,0,26,reverse
AUC00660,ITEM01463,2023-01-21 22:19:00,2023-01-26 22:19:00,closed,USER01422,12329,41,standard
AUC00661,ITEM00285,2022-05-21 07:31:00,2022-05-22 07:31:00,active,,0,32,standard
AUC00662,ITEM01987,2022-11-11 17:42:00,2022-11-19 17:42:00,active,,0,3,sealed
AUC00663,ITEM01269,2022-06-22 18:06:00,2022-07-01 18:06:00,closed,USER01933,98369,36,reverse
AUC00664,ITEM00169,2025-06-03 00:57:00,2025-06-05 00:57:00,closed,USER00717,36780,7,sealed
AUC00665,ITEM00373,2025-02-04 21:50:00,2025-02-07 21:50:00,closed,USER02123,64431,14,reverse
AUC00666,ITEM01921,2025-04-23 11:20:00,2025-04-27 11:20:00,closed,USER02086,31909,39,standard
AUC00667,ITEM01154,2023-11-13 07:17:00,2023-11-20 07:17:00,closed,USER02408,77536,8,standard
AUC00668,ITEM01460,2024-07-03 10:48:00,2024-07-13 10:48:00,active,,0,12,standard
AUC00669,ITEM01452,2024-07-29 04:46:00,2024-08-01 04:46:00,active,,0,26,standard
AUC00670,ITEM00596,2023-01-06 17:34:00,2023-01-14 17:34:00,closed,USER02189,32738,48,sealed
AUC00671,ITEM01864,2025-12-29 01:58:00,2025-12-30 01:58:00,active,,0,49,sealed
AUC00672,ITEM00827,2024-05-21 19:39:00,2024-05-30 19:39:00,closed,USER01532,8694,5,sealed
AUC00673,ITEM00658,2022-12-24 10:24:00,2022-12-25 10:24:00,closed,USER01917,79504,6,standard
AUC00674,ITEM00982,2025-04-12 00:13:00,2025-04-21 00:13:00,closed,USER01964,30223,40,reverse
AUC00675,ITEM01619,2025-01-21 19:51:00,2025-01-26 19:51:00,closed,USER01229,87085,48,sealed
AUC00676,ITEM01371,2022-08-07 09:26:00,2022-08-08 09:26:00,closed,USER01686,44327,14,standard
AUC00677,ITEM00860,2025-09-18 16:14:00,2025-09-23 16:14:00,closed,USER01079,83778,43,standard
AUC00678,ITEM01827,2022-04-27 05:39:00,2022-05-01 05:39:00,active,,0,21,standard
AUC00679,ITEM00400,2024-01-02 12:15:00,2024-01-12 12:15:00,closed,USER01132,26484,10,sealed
AUC00680,ITEM00417,2022-09-09 20:07:00,2022-09-12 20:07:00,closed,USER01602,46496,29,sealed
AUC00681,ITEM00011,2024-05-12 22:45:00,2024-05-18 22:45:00,closed,USER01703,10003,16,sealed
AUC00682,ITEM01831,2023-06-24 17:22:00,2023-07-04 17:22:00,cancelled,,0,9,reverse
AUC00683,ITEM00993,2023-10-23 02:09:00,2023-10-27 02:09:00,closed,USER00203,20887,9,standard
AUC00684,ITEM00268,2022-10-25 10:34:00,2022-11-04 10:34:00,closed,USER00203,44809,11,sealed
AUC00685,ITEM01245,2025-07-09 23:12:00,2025-07-17 23:12:00,closed,USER01112,93972,9,sealed
AUC00686,ITEM00197,2023-09-02 09:24:00,2023-09-06 09:24:00,closed,USER01559,36761,34,sealed
AUC00687,ITEM01101,2023-06-12 15:13:00,2023-06-18 15:13:00,active,,0,11,standard
AUC00688,ITEM00578,2022-06-19 01:19:00,2022-06-28 01:19:00,active,,0,23,sealed
AUC00689,ITEM01722,2024-01-20 01:34:00,2024-01-24 01:34:00,closed,USER02676,6188,5,sealed
AUC00690,ITEM01070,2024-07-09 14:55:00,2024-07-10 14:55:00,closed,USER01614,20708,34,sealed
AUC00691,ITEM00514,2023-11-01 05:56:00,2023-11-04 05:56:00,active,,0,10,standard
AUC00692,ITEM00994,2022-02-17 19:42:00,2022-02-21 19:42:00,closed,USER00430,7508,26,reverse
AUC00693,ITEM01495,2024-12-19 21:40:00,2024-12-28 21:40:00,closed,,0,0,standard
AUC00694,ITEM00430,2023-01-06 21:57:00,2023-01-13 21:57:00,active,,0,21,sealed
AUC00695,ITEM00439,2022-10-04 03:22:00,2022-10-08 03:22:00,cancelled,,0,32,sealed
AUC00696,ITEM01458,2023-08-26 19:03:00,2023-09-04 19:03:00,closed,USER00630,65900,14,sealed
AUC00697,ITEM00506,2023-06-16 08:50:00,2023-06-20 08:50:00,closed,USER00782,89477,8,reverse
AUC00698,ITEM00052,2025-08-05 03:43:00,2025-08-12 03:43:00,closed,USER02471,28454,13,standard
AUC00699,ITEM00153,2025-10-30 17:46:00,2025-11-03 17:46:00,cancelled,,0,46,sealed
AUC00700,ITEM01216,2023-06-21 11:22:00,2023-07-01 11:22:00,active,,0,48,standard
AUC00701,ITEM00412,2025-04-30 13:38:00,2025-05-10 13:38:00,cancelled,,0,21,standard
AUC00702,ITEM00289,2023-09-29 17:08:00,2023-10-06 17:08:00,closed,USER02285,64000,3,standard
AUC00703,ITEM00106,2023-09-28 18:23:00,2023-10-04 18:23:00,closed,USER00535,23604,5,reverse
AUC00704,ITEM01284,2023-12-06 06:48:00,2023-12-15 06:48:00,closed,USER01380,98617,14,reverse
AUC00705,ITEM00196,2022-10-12 05:13:00,2022-10-19 05:13:00,active,,0,50,standard
AUC00706,ITEM00537,2022-08-05 04:25:00,2022-08-15 04:25:00,closed,USER01196,28811,2,sealed
AUC00707,ITEM01221,2025-10-14 05:55:00,2025-10-19 05:55:00,closed,USER00240,42298,16,reverse
AUC00708,ITEM01846,2024-06-20 03:21:00,2024-06-21 03:21:00,closed,USER00366,18061,43,standard
AUC00709,ITEM01974,2024-11-18 05:55:00,2024-11-20 05:55:00,active,,0,21,standard
AUC00710,ITEM01133,2025-03-18 15:22:00,2025-03-25 15:22:00,closed,USER02165,48495,34,standard
AUC00711,ITEM00788,2025-08-21 10:41:00,2025-08-30 10:41:00,active,,0,42,sealed
AUC00712,ITEM00158,2023-06-04 14:24:00,2023-06-09 14:24:00,active,,0,32,sealed
AUC00713,ITEM00573,2023-08-27 01:31:00,2023-08-29 01:31:00,cancelled,,0,27,standard
AUC00714,ITEM01012,2024-06-29 07:26:00,2024-07-04 07:26:00,active,,0,9,standard
AUC00715,ITEM00410,2023-09-02 03:01:00,2023-09-06 03:01:00,closed,USER02570,83541,1,sealed
AUC00716,ITEM01763,2025-12-17 05:50:00,2025-12-25 05:50:00,closed,USER00953,8000,9,standard
AUC00717,ITEM01593,2022-04-26 20:43:00,2022-05-06 20:43:00,active,,0,35,standard
AUC00718,ITEM01954,2022-06-01 23:24:00,2022-06-05 23:24:00,active,,0,35,standard
AUC00719,ITEM01573,2024-10-27 16:04:00,2024-11-01 16:04:00,closed,USER00577,74131,35,reverse
AUC00720,ITEM01002,2022-04-10 19:22:00,2022-04-14 19:22:00,closed,USER00953,28495,20,standard
AUC00721,ITEM01408,2022-03-02 03:21:00,2022-03-11 03:21:00,closed,USER00619,26190,29,standard
AUC00722,ITEM01418,2022-07-23 02:57:00,2022-07-26 02:57:00,closed,USER02048,5701,2,standard
AUC00723,ITEM01359,2023-03-22 04:41:00,2023-03-25 04:41:00,active,,0,47,reverse
AUC00724,ITEM01387,2023-11-26 20:00:00,2023-12-05 20:00:00,closed,USER00484,32004,46,reverse
AUC00725,ITEM01094,2023-04-23 08:43:00,2023-04-25 08:43:00,closed,USER00450,10570,38,standard
AUC00726,ITEM00984,2025-03-06 19:51:00,2025-03-11 19:51:00,closed,USER00467,25411,25,standard
AUC00727,ITEM00175,2024-02-11 10:43:00,2024-02-18 10:43:00,closed,USER00979,8517,47,standard
AUC00728,ITEM00809,2023-10-16 05:34:00,2023-10-19 05:34:00,closed,USER01032,55393,45,standard
AUC00729,ITEM01190,2025-12-14 14:43:00,2025-12-20 14:43:00,closed,USER00434,38965,10,sealed
AUC00730,ITEM01293,2023-05-09 08:38:00,2023-05-10 08:38:00,active,,0,42,reverse
AUC00731,ITEM00616,2024-01-09 20:21:00,2024-01-14 20:21:00,closed,USER01354,17873,3,standard
AUC00732,ITEM01103,2023-11-20 19:25:00,2023-11-24 19:25:00,active,,0,9,sealed
AUC00733,ITEM00815,2023-07-16 11:57:00,2023-07-22 11:57:00,closed,USER01991,85601,6,sealed
AUC00734,ITEM00556,2023-10-05 06:17:00,2023-10-14 06:17:00,cancelled,,0,5,standard
AUC00735,ITEM00511,2025-12-24 21:59:00,2025-12-29 21:59:00,closed,,0,0,reverse
AUC00736,ITEM01201,2022-10-29 16:14:00,2022-10-30 16:14:00,closed,USER00276,78232,31,standard
AUC00737,ITEM01784,2023-12-29 03:34:00,2024-01-02 03:34:00,closed,USER01041,42458,33,sealed
AUC00738,ITEM00048,2024-09-04 09:08:00,2024-09-11 09:08:00,closed,USER00527,71249,7,reverse
AUC00739,ITEM00320,2022-06-12 18:23:00,2022-06-20 18:23:00,closed,USER00982,35845,5,standard
AUC00740,ITEM00444,2024-01-15 04:59:00,2024-01-22 04:59:00,cancelled,,0,22,sealed
AUC00741,ITEM00059,2024-03-17 09:31:00,2024-03-24 09:31:00,active,,0,27,standard
AUC00742,ITEM00549,2025-07-31 01:09:00,2025-08-06 01:09:00,closed,USER00640,77491,7,reverse
AUC00743,ITEM00322,2024-02-02 00:59:00,2024-02-11 00:59:00,closed,USER00615,95252,7,sealed
AUC00744,ITEM00661,2023-01-14 12:00:00,2023-01-15 12:00:00,closed,USER02425,78046,11,reverse
AUC00745,ITEM01947,2025-05-14 23:39:00,2025-05-19 23:39:00,closed,USER00077,16923,22,standard
AUC00746,ITEM01360,2022-04-20 18:28:00,2022-04-28 18:28:00,cancelled,,0,15,standard
AUC00747,ITEM01734,2024-07-19 10:11:00,2024-07-26 10:11:00,closed,USER02680,88787,30,sealed
AUC00748,ITEM00200,2022-07-17 01:08:00,2022-07-21 01:08:00,closed,USER01318,88333,32,reverse
AUC00749,ITEM01904,2025-03-13 12:17:00,2025-03-19 12:17:00,cancelled,,0,12,standard
AUC00750,ITEM01233,2023-04-17 13:12:00,2023-04-27 13:12:00,closed,USER01144,61246,14,reverse
AUC00751,ITEM00718,2022-08-03 15:11:00,2022-08-10 15:11:00,active,,0,16,sealed
AUC00752,ITEM01198,2023-04-22 04:48:00,2023-04-23 04:48:00,active,,0,34,reverse
AUC00753,ITEM00225,2023-12-27 18:41:00,2024-01-03 18:41:00,cancelled,,0,27,sealed
AUC00754,ITEM00304,2024-08-14 12:05:00,2024-08-17 12:05:00,cancelled,,0,35,standard
AUC00755,ITEM01659,2025-09-27 17:33:00,2025-10-03 17:33:00,closed,USER02942,35864,8,sealed
AUC00756,ITEM00920,2023-07-16 14:16:00,2023-07-25 14:16:00,active,,0,45,reverse
AUC00757,ITEM01685,2025-07-04 20:18:00,2025-07-07 20:18:00,active,,0,6,standard
AUC00758,ITEM00254,2025-03-16 17:40:00,2025-03-17 17:40:00,cancelled,,0,7,reverse
AUC00759,ITEM01370,2023-07-19 08:49:00,2023-07-25 08:49:00,active,,0,41,sealed
AUC00760,ITEM00422,2022-06-25 10:03:00,2022-07-02 10:03:00,closed,USER02507,53066,27,reverse
AUC00761,ITEM00774,2024-04-29 08:19:00,2024-05-08 08:19:00,active,,0,29,reverse
AUC00762,ITEM01217,2024-01-10 02:31:00,2024-01-11 02:31:00,closed,USER02894,13898,2,sealed
AUC00763,ITEM00529,2022-01-22 20:04:00,2022-01-28 20:04:00,closed,USER00516,24453,4,sealed
AUC00764,ITEM01830,2024-12-01 00:51:00,2024-12-02 00:51:00,active,,0,37,reverse
AUC00765,ITEM00020,2022-04-11 20:28:00,2022-04-14 20:28:00,closed,USER01121,2055,21,reverse
AUC00766,ITEM01955,2024-12-22 21:01:00,2024-12-28 21:01:00,active,,0,10,reverse
AUC00767,ITEM00362,2025-04-24 21:04:00,2025-04-29 21:04:00,active,,0,13,reverse
AUC00768,ITEM00123,2022-06-01 20:40:00,2022-06-07 20:40:00,active,,0,0,sealed
AUC00769,ITEM01825,2024-03-13 22:50:00,2024-03-16 22:50:00,closed,USER00891,66642,12,reverse
AUC00770,ITEM01908,2025-03-06 15:15:00,2025-03-08 15:15:00,active,,0,3,sealed
AUC00771,ITEM01786,2025-08-20 10:02:00,2025-08-24 10:02:00,active,,0,5,sealed
AUC00772,ITEM00185,2023-02-07 03:41:00,2023-02-12 03:41:00,closed,USER00958,33698,3,standard
AUC00773,ITEM01035,2023-04-21 07:26:00,2023-04-29 07:26:00,closed,USER01874,72176,11,sealed
AUC00774,ITEM00780,2023-08-26 06:35:00,2023-09-02 06:35:00,closed,USER01394,59912,21,sealed
AUC00775,ITEM00923,2025-03-05 16:55:00,2025-03-11 16:55:00,active,,0,30,reverse
AUC00776,ITEM01623,2023-10-04 00:24:00,2023-10-05 00:24:00,active,,0,35,sealed
AUC00777,ITEM00143,2023-02-28 10:57:00,2023-03-02 10:57:00,cancelled,,0,36,standard
AUC00778,ITEM00767,2022-07-24 11:28:00,2022-07-27 11:28:00,closed,USER01592,56133,19,reverse
AUC00779,ITEM01590,2023-09-29 01:35:00,2023-10-09 01:35:00,closed,USER00873,28177,41,sealed
AUC00780,ITEM01272,2022-02-04 11:00:00,2022-02-14 11:00:00,closed,USER02292,85917,49,sealed
AUC00781,ITEM01931,2022-03-14 23:00:00,2022-03-18 23:00:00,closed,USER02636,67486,23,standard
