Payment_ID,Ride_ID,Customer_ID,Payment_Method,Fare_Amount,Surge_Amount,Discount_Amount,Tax_Amount,Total_Amount,Payment_Status,Payment_Time
2908,3995,1019,Cash,416.96,0.0,88.81,16.41,344.56,Paid,2025-11-24 09:19:33.275366
2909,457,780,UPI,467.62,0.0,0.0,23.38,491.0,Paid,2025-10-15 10:35:27.416683
2910,499,2794,Wallet,117.89,0.0,0.0,5.89,123.78,Paid,2025-11-29 17:34:58.696436
2911,3368,1912,UPI,403.92,0.0,40.1,18.19,382.01,Paid,2026-01-07 15:37:11.596185
2912,3350,320,Wallet,499.65,0.0,63.22,21.82,458.25,Paid,2025-11-05 08:24:16.930854
2913,4932,2,Cash,318.04,134.67,0.0,22.64,0.0,Failed,2026-02-23 23:59:17.496164
2914,760,1591,Cash,259.58,0.0,0.0,12.98,272.56,Paid,2026-02-08 11:09:35.834903
2915,728,470,Cash,233.41,0.0,0.0,11.67,245.08,Paid,2025-10-28 13:19:33.918477
2916,402,2553,UPI,76.8,0.0,0.0,3.84,80.64,Paid,2025-10-28 01:00:15.908018
2917,3187,683,Cash,480.29,0.0,0.0,24.01,504.3,Paid,2026-02-23 01:51:18.657049
2918,3835,1337,Cash,229.8,0.0,0.0,11.49,241.29,Paid,2026-02-16 13:29:32.272429
2919,4898,3619,UPI,141.81,0.0,0.0,7.09,148.9,Paid,2025-11-15 05:07:49.576657
2920,3324,3418,Cash,302.21,0.0,0.0,15.11,317.32,Paid,2026-01-14 05:05:36.602643
2921,1101,4360,UPI,465.15,0.0,72.97,19.61,411.79,Paid,2026-03-02 09:37:14.721299
2922,4496,661,Card,332.74,0.0,82.4,12.52,262.86,Paid,2025-12-25 01:47:35.700534
2923,756,3334,Cash,206.56,0.0,21.19,9.27,0.0,Failed,2025-12-29 03:08:15.147938
2924,1737,3375,UPI,105.09,0.0,0.0,5.25,110.34,Paid,2025-12-25 12:17:11.791122
2925,1121,2164,Card,456.0,0.0,0.0,22.8,478.8,Paid,2026-03-15 08:54:44.223053
2926,954,316,Card,373.41,0.0,0.0,18.67,392.08,Paid,2026-03-03 23:51:15.327302
2927,2190,3460,UPI,75.74,0.0,0.0,3.79,79.53,Paid,2025-10-19 14:43:19.704841
2928,4145,652,UPI,388.33,0.0,72.67,15.78,331.44,Refunded,2026-03-13 23:14:29.789361
2929,779,4911,UPI,144.59,0.0,0.0,7.23,151.82,Paid,2026-01-24 07:17:51.156383
2930,4940,2669,Cash,380.23,0.0,85.06,14.76,309.93,Paid,2025-11-12 00:12:05.679103
2931,4108,3315,UPI,134.47,0.0,7.66,6.34,0.0,Failed,2026-02-18 17:53:20.045776
2932,4085,234,UPI,256.56,0.0,0.0,12.83,269.39,Refunded,2026-03-16 10:51:10.946271
2933,4992,2880,UPI,130.5,0.0,0.0,6.53,137.03,Paid,2025-12-29 10:38:09.718664
2934,3510,3432,Cash,220.84,0.0,0.0,11.04,231.88,Paid,2026-02-28 00:40:27.655448
2935,1219,1065,UPI,228.61,0.0,0.0,11.43,240.04,Paid,2025-11-30 19:44:07.805652
2936,1547,3867,UPI,201.47,0.0,37.83,8.18,171.82,Paid,2026-04-03 00:17:02.055640
2937,549,3008,UPI,198.5,0.0,0.0,9.93,208.43,Paid,2026-03-25 02:10:32.736081
2938,25,2413,UPI,160.12,0.0,23.24,6.84,143.72,Paid,2025-10-15 11:51:39.291834
2939,1658,1923,UPI,180.7,0.0,0.0,9.04,189.74,Paid,2026-04-03 00:09:39.101985
2940,314,2886,UPI,293.45,0.0,49.06,12.22,256.61,Paid,2026-03-12 21:41:11.614134
2941,2441,835,Card,451.18,0.0,0.0,22.56,473.74,Paid,2026-03-21 08:14:21.865562
2942,1567,1689,Card,88.09,21.76,0.0,5.49,115.34,Paid,2025-11-16 14:16:52.677063
2943,3460,2863,Cash,98.76,42.62,28.59,5.64,118.43,Paid,2026-02-18 22:13:24.738825
2944,3305,647,Wallet,359.34,0.0,68.19,14.56,305.71,Paid,2025-12-26 12:55:55.488300
2945,1572,858,UPI,317.91,61.76,0.0,18.98,398.65,Paid,2025-10-07 02:36:02.374254
2946,87,3641,UPI,80.51,0.0,0.0,4.03,84.54,Paid,2026-01-06 02:24:44.939020
2947,1082,2402,UPI,188.43,0.0,48.93,6.98,146.48,Paid,2025-11-29 23:26:43.739063
2948,3684,2905,Cash,386.95,143.78,41.1,24.48,514.11,Paid,2026-02-02 07:04:51.993615
2949,183,4851,Cash,175.65,0.0,0.0,8.78,184.43,Paid,2026-02-25 03:24:40.036908
2950,331,3828,UPI,438.62,0.0,103.28,16.77,352.11,Paid,2025-10-18 02:31:18.566134
2951,497,4208,UPI,77.78,0.0,0.0,3.89,81.67,Paid,2026-03-08 23:25:28.165665
2952,2244,3993,UPI,234.63,0.0,36.89,9.89,207.63,Paid,2026-03-09 15:24:44.906010
2953,2287,1944,UPI,92.48,0.0,0.0,4.62,97.1,Paid,2025-12-15 15:31:05.469757
2954,542,718,Wallet,436.11,0.0,0.0,21.81,457.92,Paid,2026-01-27 19:32:39.754261
2955,2156,3183,UPI,203.83,0.0,51.88,7.6,159.55,Paid,2026-01-24 02:30:50.426958
2956,4898,369,Card,495.65,132.63,0.0,31.41,659.69,Paid,2025-11-07 04:13:22.048942
2957,2757,3603,Cash,494.22,177.51,0.0,33.59,705.32,Paid,2025-10-18 19:59:53.848932
2958,2984,3659,UPI,52.7,0.0,0.0,2.64,55.34,Paid,2025-12-29 02:28:54.619170
2959,4604,134,Wallet,105.12,0.0,16.57,4.43,92.98,Paid,2026-01-16 04:13:24.652159
2960,1819,371,UPI,276.8,76.47,0.0,17.66,370.93,Paid,2025-12-14 05:15:24.091456
2961,1218,3895,UPI,138.85,0.0,0.0,6.94,145.79,Paid,2026-01-30 17:23:48.062340
2962,3160,697,UPI,91.94,0.0,0.0,4.6,96.54,Paid,2026-03-12 09:28:59.459582
2963,3723,3556,UPI,166.44,0.0,0.0,8.32,174.76,Paid,2026-01-21 05:39:57.035536
2964,561,3503,UPI,144.33,0.0,0.0,7.22,151.55,Paid,2025-12-11 00:53:22.802483
2965,3866,4811,Card,331.09,0.0,0.0,16.55,347.64,Paid,2025-10-24 10:00:12.015398
2966,192,3608,Card,444.46,0.0,0.0,22.22,466.68,Paid,2026-01-11 02:59:45.830129
2967,4212,1884,UPI,491.83,0.0,0.0,24.59,516.42,Paid,2025-12-28 20:40:35.432970
2968,4349,2322,UPI,377.27,165.49,0.0,27.14,569.9,Paid,2025-11-11 20:13:22.972302
2969,2138,1894,Wallet,328.69,0.0,0.0,16.43,345.12,Paid,2026-01-13 02:41:04.848208
2970,4978,591,UPI,126.18,35.67,0.0,8.09,169.94,Paid,2025-12-31 10:28:23.533349
2971,2027,2449,Card,224.09,0.0,0.0,11.2,235.29,Paid,2026-02-28 03:53:50.250284
2972,262,1368,UPI,287.7,45.12,0.0,16.64,349.46,Paid,2025-11-28 01:27:38.439279
2973,4507,2466,UPI,408.66,0.0,120.87,14.39,302.18,Paid,2025-10-14 21:30:40.066677
2974,3911,859,Card,222.64,47.14,0.0,13.49,283.27,Paid,2025-11-03 00:12:55.461147
2975,4511,948,UPI,401.4,0.0,0.0,20.07,0.0,Failed,2026-02-21 18:06:55.825998
2976,1810,34,UPI,173.38,0.0,0.0,8.67,182.05,Paid,2025-12-06 19:46:25.500709
2977,1312,1974,Cash,111.98,0.0,0.0,5.6,117.58,Paid,2025-10-30 17:36:59.817245
2978,1056,382,Card,186.99,38.71,52.5,8.66,0.0,Failed,2025-11-23 10:01:39.932481
2979,1987,1401,UPI,162.35,0.0,42.2,6.01,126.16,Paid,2025-12-17 07:11:55.334582
2980,4674,123,Card,449.84,0.0,0.0,22.49,472.33,Paid,2026-03-29 21:16:21.897396
2981,4177,967,UPI,197.38,0.0,0.0,9.87,207.25,Paid,2025-12-19 15:34:10.154404
2982,2469,2340,UPI,162.96,48.28,41.38,8.49,178.35,Paid,2025-12-11 01:32:29.196702
2983,1534,2261,Cash,375.24,67.66,0.0,22.14,465.04,Paid,2026-01-13 22:45:57.571481
2984,1171,3304,UPI,393.91,0.0,85.55,15.42,323.78,Paid,2025-12-09 08:48:54.911568
2985,2319,801,UPI,335.85,0.0,0.0,16.79,352.64,Paid,2025-11-07 23:53:18.724485
2986,3292,7,Cash,330.2,0.0,0.0,16.51,346.71,Paid,2025-12-13 09:04:26.240509
2987,475,4974,Card,385.75,0.0,0.0,19.29,405.04,Paid,2026-02-02 14:21:40.426918
2988,608,452,UPI,144.44,0.0,31.75,5.63,118.32,Paid,2026-02-24 02:02:43.562362
2989,1287,4177,Cash,229.91,0.0,0.0,11.5,241.41,Paid,2026-02-12 04:51:06.277403
2990,3326,912,Card,232.18,0.0,0.0,11.61,243.79,Paid,2025-10-29 20:53:33.866934
2991,4367,3734,UPI,276.53,67.04,15.58,16.4,344.39,Paid,2025-10-15 09:00:49.084838
2992,3723,2699,UPI,246.49,0.0,55.17,9.57,200.89,Refunded,2025-10-22 12:00:04.754994
2993,4596,2637,UPI,484.8,61.52,0.0,27.32,573.64,Refunded,2026-01-01 16:01:42.380593
2994,797,294,UPI,211.5,68.38,0.0,13.99,0.0,Failed,2026-03-21 19:24:38.283536
2995,3340,3954,Cash,391.65,0.0,65.1,16.33,342.88,Paid,2026-02-23 17:07:57.058888
2996,981,944,Wallet,377.4,141.84,0.0,25.96,545.2,Paid,2026-01-03 10:06:41.561401
2997,875,1729,Wallet,441.91,0.0,0.0,22.1,464.01,Paid,2025-10-27 14:19:50.024404
2998,4763,2573,UPI,300.32,42.72,0.0,17.15,360.19,Paid,2025-11-04 18:26:56.992487
2999,3396,1974,Wallet,427.04,0.0,0.0,21.35,448.39,Paid,2026-02-16 19:13:35.125047
3000,4071,2148,Wallet,158.95,0.0,0.0,7.95,166.9,Paid,2025-10-22 17:12:19.110404
3001,2666,1127,UPI,74.68,0.0,0.0,3.73,78.41,Paid,2026-02-19 03:12:59.069658
3002,3293,699,Cash,454.32,0.0,0.0,22.72,477.04,Paid,2025-12-27 03:53:27.543769
3003,469,1407,UPI,258.75,81.72,0.0,17.02,357.49,Paid,2025-11-22 18:58:45.432806
3004,1084,4027,Wallet,282.92,0.0,0.0,14.15,297.07,Paid,2026-01-10 09:22:06.740986
3005,4567,1105,Wallet,273.95,0.0,27.42,12.33,258.86,Paid,2025-10-11 02:08:39.604575
3006,3725,1542,Card,211.71,0.0,0.0,10.59,222.3,Paid,2025-12-24 14:42:10.006790
3007,1229,4162,UPI,405.92,0.0,0.0,20.3,426.22,Paid,2026-01-11 20:54:18.728683
3008,1710,4659,Wallet,362.37,0.0,0.0,18.12,380.49,Paid,2025-11-28 11:08:29.795613
3009,4719,4505,UPI,400.48,0.0,0.0,20.02,420.5,Paid,2025-10-14 04:35:02.204288
3010,166,1250,Cash,404.82,0.0,56.77,17.4,365.45,Paid,2025-11-03 21:22:04.336426
3011,1568,1055,Card,402.51,0.0,89.47,15.65,0.0,Failed,2026-01-12 18:56:34.607254
3012,3904,1440,UPI,110.07,0.0,0.0,5.5,115.57,Paid,2026-01-31 03:28:52.378181
3013,808,4014,Cash,431.14,98.23,0.0,26.47,555.84,Paid,2026-03-09 16:42:39.278614
3014,519,4003,UPI,122.02,13.06,0.0,6.75,141.83,Paid,2025-11-12 00:23:03.537414
3015,4346,1394,Cash,390.07,0.0,0.0,19.5,409.57,Paid,2026-01-20 11:50:05.262038
3016,3960,4614,Card,128.2,0.0,0.0,6.41,0.0,Failed,2025-10-30 05:53:27.186355
3017,2248,3128,UPI,244.79,0.0,0.0,12.24,257.03,Paid,2025-10-27 21:37:51.181744
3018,2225,1788,Cash,197.61,0.0,0.0,9.88,0.0,Failed,2025-11-17 10:51:16.321646
3019,3322,2196,Cash,185.84,0.0,24.17,8.08,169.75,Paid,2025-10-06 20:38:15.997915
3020,1219,4586,Wallet,206.4,66.7,0.0,13.66,286.76,Refunded,2025-12-07 18:36:52.068135
3021,752,2204,Cash,435.67,0.0,0.0,21.78,457.45,Paid,2025-10-08 11:56:40.661976
3022,3358,4569,UPI,346.82,0.0,56.3,14.53,305.05,Paid,2026-02-11 16:27:19.941980
3023,3929,648,Cash,410.86,0.0,0.0,20.54,431.4,Paid,2026-01-26 20:22:27.540296
3024,3903,3662,Card,341.79,0.0,0.0,17.09,0.0,Failed,2025-10-09 11:19:22.315570
3025,215,4415,Cash,81.12,33.66,0.0,5.74,0.0,Failed,2026-03-07 13:49:45.720997
3026,4988,2488,UPI,250.24,0.0,37.22,10.65,223.67,Paid,2026-03-24 07:52:24.060279
3027,1007,4291,Card,264.9,75.54,0.0,17.02,0.0,Failed,2025-10-15 21:24:03.306931
3028,3001,623,UPI,260.57,111.61,0.0,18.61,390.79,Paid,2025-11-30 00:31:55.899778
3029,634,107,Card,477.61,0.0,0.0,23.88,501.49,Paid,2026-02-16 07:10:31.497676
3030,3745,515,UPI,94.57,0.0,0.0,4.73,99.3,Paid,2025-12-14 01:53:14.027598
3031,4668,363,Card,446.9,0.0,0.0,22.34,0.0,Failed,2026-02-03 15:31:05.697013
3032,2587,3601,Cash,222.23,0.0,0.0,11.11,233.34,Paid,2026-02-19 09:35:43.220687
3033,3302,3308,UPI,288.94,121.54,0.0,20.52,431.0,Paid,2025-12-22 02:54:31.554126
3034,2700,3819,Cash,388.79,0.0,0.0,19.44,0.0,Failed,2026-03-03 17:53:42.865105
3035,3444,4549,Card,153.65,76.07,0.0,11.49,0.0,Failed,2025-10-07 07:18:20.564372
3036,1733,1433,UPI,397.44,154.17,0.0,27.58,579.19,Paid,2026-02-13 18:34:54.110197
3037,3546,3905,Card,168.09,0.0,0.0,8.4,176.49,Paid,2026-03-31 03:58:21.892950
3038,3952,3895,UPI,361.92,0.0,0.0,18.1,380.02,Paid,2026-01-14 18:05:13.181998
3039,4210,2078,Wallet,175.18,0.0,36.47,6.94,145.65,Paid,2026-03-10 10:57:25.460773
3040,3308,2759,Card,297.68,0.0,0.0,14.88,312.56,Paid,2026-03-20 05:30:05.509977
3041,767,1943,UPI,82.06,0.0,0.0,4.1,86.16,Paid,2026-03-07 05:43:56.534139
3042,4439,2850,UPI,147.41,0.0,0.0,7.37,0.0,Failed,2025-11-10 22:48:11.097474
3043,3451,1977,UPI,74.74,0.0,0.0,3.74,78.48,Paid,2026-02-24 07:25:46.681665
3044,4838,3494,Card,451.82,0.0,0.0,22.59,474.41,Paid,2026-01-04 00:35:47.912429
3045,1226,4803,Wallet,192.26,0.0,55.3,6.85,143.81,Paid,2026-03-05 08:05:33.668284
3046,1798,428,Card,374.16,0.0,98.48,13.78,289.46,Paid,2025-10-31 21:55:24.902229
3047,1371,3794,Wallet,217.15,35.38,0.0,12.63,265.16,Refunded,2026-02-18 06:12:42.495001
3048,1828,866,UPI,103.39,50.61,0.0,7.7,161.7,Paid,2026-02-26 07:03:55.119499
3049,1979,3206,Wallet,316.82,0.0,0.0,15.84,332.66,Paid,2026-01-17 09:04:39.593459
3050,2683,1700,UPI,170.04,71.59,46.37,9.76,205.02,Paid,2026-02-16 10:57:09.687044
3051,3467,4513,UPI,234.27,0.0,0.0,11.71,245.98,Refunded,2026-01-28 19:43:03.762187
3052,555,2827,UPI,312.03,154.42,0.0,23.32,489.77,Refunded,2026-03-18 09:11:11.745165
3053,2344,3116,UPI,455.73,106.06,0.0,28.09,589.88,Paid,2026-03-18 11:53:07.324892
3054,1002,2511,Card,362.02,0.0,0.0,18.1,380.12,Paid,2026-02-19 16:51:36.512074
3055,2463,2264,Wallet,232.78,82.54,0.0,15.77,331.09,Paid,2025-10-27 16:56:48.653535
3056,670,4628,Cash,145.99,0.0,36.54,5.47,114.92,Refunded,2025-12-02 12:58:34.723497
3057,1622,1102,Cash,54.03,0.0,0.0,2.7,56.73,Paid,2026-03-02 03:48:16.630469
3058,3405,2879,Wallet,210.45,93.95,31.97,13.62,286.05,Paid,2025-10-28 02:17:15.376630
3059,3059,926,Card,154.49,0.0,20.91,6.68,140.26,Paid,2026-02-21 06:35:42.537727
3060,3799,3621,UPI,203.61,0.0,19.62,9.2,193.19,Paid,2025-11-01 10:17:03.517829
3061,3343,3657,UPI,410.88,0.0,0.0,20.54,431.42,Paid,2025-11-02 05:06:21.572592
3062,4762,4765,UPI,379.32,108.88,0.0,24.41,512.61,Paid,2025-10-13 17:02:50.754925
3063,1211,3220,UPI,456.64,0.0,0.0,22.83,479.47,Paid,2026-02-23 06:06:08.967130
3064,4087,3686,UPI,166.97,0.0,29.26,6.89,144.6,Paid,2026-03-29 15:21:15.138453
3065,405,4577,UPI,169.78,0.0,0.0,8.49,178.27,Paid,2026-01-07 15:57:38.900430
3066,4512,1910,Wallet,289.14,0.0,57.94,11.56,242.76,Paid,2026-01-02 00:43:24.859764
3067,2371,671,Wallet,164.68,43.77,0.0,10.42,218.87,Paid,2026-03-11 01:56:54.319274
3068,4179,458,Card,454.74,0.0,0.0,22.74,477.48,Paid,2025-10-14 21:11:37.744730
3069,3375,4374,Cash,470.49,0.0,82.69,19.39,407.19,Paid,2025-12-27 06:59:21.089872
3070,150,4985,Wallet,321.68,0.0,0.0,16.08,337.76,Paid,2025-12-13 02:32:26.694750
3071,1794,4130,Card,56.32,0.0,0.0,2.82,59.14,Paid,2026-03-10 17:22:35.873350
3072,2440,4793,UPI,79.24,16.85,0.0,4.8,0.0,Failed,2025-11-09 21:04:56.966446
3073,4998,844,UPI,431.52,0.0,0.0,21.58,453.1,Paid,2026-03-25 01:29:58.747298
3074,3905,2924,UPI,93.39,33.75,9.15,5.9,123.89,Paid,2026-01-21 11:55:25.657408
3075,611,3538,UPI,212.67,0.0,0.0,10.63,223.3,Paid,2025-11-30 19:07:28.319647
3076,317,1334,Card,56.39,0.0,0.0,2.82,59.21,Paid,2026-01-12 00:53:47.150023
3077,4210,376,Wallet,401.48,0.0,0.0,20.07,421.55,Paid,2026-03-11 11:02:27.454196
3078,4744,3138,Cash,333.43,145.15,51.47,21.36,448.47,Refunded,2026-01-15 10:05:33.123238
3079,1619,2929,Card,494.77,0.0,0.0,24.74,519.51,Paid,2026-02-13 11:27:51.980880
3080,2802,2942,UPI,60.81,21.87,0.0,4.13,86.81,Paid,2026-01-21 19:46:27.738208
3081,2773,4216,UPI,351.47,102.84,17.7,21.83,0.0,Failed,2026-02-07 20:00:11.567837
3082,2357,2798,UPI,166.75,52.95,0.0,10.98,230.68,Paid,2026-01-07 00:20:12.218873
3083,3660,3419,UPI,464.5,0.0,0.0,23.23,487.73,Paid,2026-02-17 10:09:34.046305
3084,212,2205,Wallet,417.72,0.0,0.0,20.89,438.61,Paid,2026-02-22 19:48:51.812726
3085,4289,1091,Cash,158.44,0.0,9.22,7.46,156.68,Paid,2025-11-24 07:26:09.856773
3086,3582,2810,UPI,152.84,0.0,27.58,6.26,131.52,Paid,2026-01-03 02:05:02.297716
3087,843,2570,Cash,165.39,49.59,26.0,9.45,198.43,Paid,2025-10-17 02:38:13.329279
3088,1222,3719,UPI,392.9,0.0,0.0,19.64,0.0,Failed,2025-11-24 19:40:07.703399
3089,3926,608,Cash,206.84,0.0,18.96,9.39,197.27,Paid,2025-10-17 16:46:59.399801
3090,2690,740,Card,178.95,33.36,0.0,10.62,222.93,Paid,2026-03-22 18:03:39.402012
3091,63,3418,Wallet,449.21,0.0,0.0,22.46,471.67,Paid,2026-01-18 13:57:20.210660
3092,621,3082,Cash,70.41,0.0,0.0,3.52,73.93,Paid,2025-11-21 03:32:24.431844
3093,1414,337,UPI,125.08,0.0,0.0,6.25,131.33,Paid,2025-11-13 05:14:14.626395
3094,3204,3380,UPI,496.07,0.0,145.17,17.54,368.44,Paid,2025-12-22 15:13:01.761421
3095,3059,479,UPI,123.96,0.0,0.0,6.2,0.0,Failed,2026-02-07 15:38:46.188589
3096,4697,868,UPI,178.99,0.0,48.47,6.53,0.0,Failed,2025-12-10 08:34:08.222587
3097,2167,1274,UPI,229.09,0.0,0.0,11.45,240.54,Paid,2025-12-16 05:21:56.336469
3098,980,523,UPI,172.37,0.0,0.0,8.62,180.99,Paid,2025-10-08 06:23:04.340888
3099,62,4832,UPI,203.51,0.0,0.0,10.18,213.69,Paid,2026-03-14 23:00:45.400209
3100,1557,4073,UPI,399.89,0.0,0.0,19.99,419.88,Paid,2025-12-24 23:13:05.163918
3101,931,4152,UPI,105.28,0.0,29.28,3.8,79.8,Paid,2026-03-23 19:08:24.772076
3102,4455,3524,Card,204.34,32.33,0.0,11.83,248.5,Paid,2026-02-01 23:49:52.429978
3103,2825,2092,UPI,348.9,165.33,0.0,25.71,539.94,Paid,2025-10-18 00:40:06.562984
3104,2304,2392,Wallet,197.07,0.0,0.0,9.85,206.92,Paid,2026-02-04 02:31:29.173923
3105,2626,3445,UPI,419.79,81.31,54.43,22.33,469.0,Paid,2025-10-18 13:12:33.370593
3106,1904,4839,UPI,169.49,0.0,0.0,8.47,177.96,Paid,2026-03-05 00:33:52.841989
3107,1978,2889,UPI,383.54,0.0,0.0,19.18,402.72,Paid,2026-02-26 13:11:25.350375
3108,2524,3722,Cash,465.57,0.0,0.0,23.28,488.85,Paid,2026-03-10 07:14:43.061727
3109,1134,725,Wallet,301.51,0.0,35.96,13.28,278.83,Paid,2025-12-14 13:07:25.128968
3110,2221,4629,Card,357.48,0.0,0.0,17.87,375.35,Paid,2026-02-16 11:43:19.452131
3111,1618,3645,UPI,101.0,0.0,0.0,5.05,106.05,Paid,2025-12-20 09:30:37.844652
3112,2899,3083,Cash,304.43,81.82,18.77,18.37,385.85,Paid,2025-12-21 19:55:37.524244
3113,2636,4599,UPI,188.77,0.0,0.0,9.44,198.21,Paid,2026-03-08 14:42:39.095912
3114,3022,3694,Card,228.43,0.0,59.46,8.45,177.42,Paid,2025-10-05 23:32:56.868947
3115,3308,2633,UPI,359.05,0.0,0.0,17.95,377.0,Paid,2026-03-03 23:41:49.280951
3116,3850,1019,Cash,355.54,0.0,0.0,17.78,373.32,Paid,2026-03-07 06:38:28.067633
3117,254,3088,Cash,425.95,148.51,0.0,28.72,603.18,Paid,2026-03-05 12:18:59.165673
3118,4367,230,UPI,126.65,50.93,0.0,8.88,0.0,Failed,2025-12-23 16:06:59.987437
3119,346,526,Wallet,343.92,0.0,44.44,14.97,314.45,Paid,2025-10-30 16:54:52.574946
3120,3186,2443,Cash,416.55,0.0,114.0,15.13,317.68,Paid,2025-12-03 19:06:24.278752
3121,1149,4783,UPI,153.27,58.64,18.13,9.69,203.47,Paid,2025-11-30 04:25:37.031503
3122,3230,463,Card,144.15,0.0,0.0,7.21,151.36,Paid,2026-01-07 03:35:19.592029
3123,4204,3857,Card,154.32,24.92,0.0,8.96,188.2,Paid,2025-11-27 18:38:03.790241
3124,1460,2008,Wallet,172.56,0.0,21.45,7.56,158.67,Paid,2025-11-24 22:39:48.349511
3125,796,1106,UPI,493.84,0.0,0.0,24.69,518.53,Paid,2026-02-25 07:15:44.036316
3126,2601,2537,Card,357.97,0.0,0.0,17.9,375.87,Paid,2026-03-02 09:07:32.738879
3127,4802,787,UPI,224.79,26.08,37.82,10.65,223.7,Paid,2025-10-17 07:28:55.090583
3128,3016,542,UPI,392.84,0.0,0.0,19.64,412.48,Paid,2026-02-27 17:14:03.956066
3129,2846,3775,Cash,101.91,0.0,15.85,4.3,90.36,Paid,2025-10-12 22:20:05.662470
3130,1508,3700,Card,134.8,26.04,0.0,8.04,168.88,Paid,2026-03-02 02:53:29.407401
3131,1707,3752,UPI,408.82,0.0,0.0,20.44,429.26,Paid,2026-04-05 03:56:02.476411
3132,2942,1692,UPI,96.13,42.14,8.31,6.5,136.46,Paid,2026-03-17 00:57:42.741705
3133,933,1207,UPI,126.28,0.0,31.17,4.76,99.87,Paid,2025-11-30 12:22:55.702735
3134,813,2099,Cash,119.29,0.0,0.0,5.96,125.25,Paid,2025-11-13 12:11:50.965379
3135,17,4035,UPI,57.98,0.0,0.0,2.9,60.88,Paid,2026-03-17 09:15:43.127264
3136,18,367,UPI,357.5,0.0,0.0,17.88,375.38,Paid,2026-03-27 12:32:16.599906
3137,4319,3249,Card,262.26,0.0,0.0,13.11,275.37,Paid,2026-03-08 13:04:02.496681
3138,3757,1664,UPI,237.99,0.0,0.0,11.9,0.0,Failed,2025-10-30 05:56:08.183439
3139,1452,981,Card,292.8,0.0,0.0,14.64,0.0,Failed,2025-11-19 07:34:06.872487
3140,371,481,Wallet,290.9,0.0,0.0,14.54,305.44,Paid,2026-01-28 20:54:36.705843
3141,3932,2760,Card,421.87,0.0,53.42,18.42,386.87,Paid,2026-04-05 20:35:56.844607
3142,2422,4624,Card,166.29,0.0,0.0,8.31,174.6,Paid,2026-01-25 21:38:08.378565
3143,2627,4011,UPI,109.45,0.0,0.0,5.47,114.92,Paid,2026-03-19 16:14:32.707993
3144,1323,2967,UPI,483.85,0.0,116.67,18.36,385.54,Paid,2025-12-21 08:51:38.862179
3145,474,1357,UPI,53.27,0.0,7.24,2.3,0.0,Failed,2026-01-26 22:26:33.089150
3146,865,4232,UPI,130.38,0.0,0.0,6.52,136.9,Paid,2025-10-14 20:59:28.908458
3147,2408,3354,Card,388.09,0.0,45.14,17.15,360.1,Paid,2026-02-01 18:09:46.013482
3148,2906,3351,UPI,271.15,0.0,0.0,13.56,284.71,Paid,2025-12-19 13:54:00.840029
3149,2858,4374,UPI,435.23,115.67,0.0,27.55,578.45,Paid,2025-10-14 19:43:07.447493
3150,4908,1450,Card,232.94,0.0,0.0,11.65,244.59,Paid,2025-10-25 07:33:29.432758
3151,230,86,Card,376.07,0.0,40.05,16.8,352.82,Paid,2026-02-04 11:33:54.519457
3152,3873,4644,UPI,233.79,0.0,0.0,11.69,245.48,Paid,2025-12-02 06:25:16.849737
3153,4902,426,Cash,236.27,0.0,51.68,9.23,0.0,Failed,2025-11-16 06:10:55.592172
3154,4655,142,Wallet,334.44,0.0,0.0,16.72,351.16,Paid,2026-01-29 03:15:25.301384
3155,4108,3037,UPI,156.75,0.0,0.0,7.84,164.59,Paid,2026-02-27 04:37:08.334972
3156,3433,4572,UPI,208.17,0.0,0.0,10.41,218.58,Paid,2025-10-28 16:53:08.289020
3157,627,4157,UPI,498.22,0.0,80.25,20.9,438.87,Paid,2026-01-24 18:42:25.021485
3158,4688,3080,Cash,342.59,0.0,0.0,17.13,359.72,Paid,2025-10-09 01:10:58.845906
3159,2261,3266,Card,212.19,0.0,0.0,10.61,222.8,Paid,2026-03-22 18:48:40.780458
3160,965,653,UPI,61.05,0.0,16.51,2.23,46.77,Paid,2026-01-16 09:40:47.573156
3161,2824,812,UPI,164.83,0.0,0.0,8.24,173.07,Paid,2026-02-10 23:20:16.945298
3162,2517,3432,Cash,138.52,52.09,0.0,9.53,0.0,Failed,2025-11-07 17:24:35.300107
3163,3967,4184,UPI,427.4,0.0,0.0,21.37,448.77,Paid,2026-03-08 14:04:27.293086
3164,3833,482,UPI,364.13,110.62,33.88,22.04,462.91,Paid,2025-12-28 04:46:55.438772
3165,2955,2975,Cash,90.64,0.0,0.0,4.53,95.17,Paid,2025-11-11 11:47:09.526801
3166,4514,2997,UPI,271.05,38.56,0.0,15.48,325.09,Paid,2026-02-12 19:32:15.801343
3167,4702,4194,Cash,461.6,0.0,0.0,23.08,484.68,Paid,2026-03-26 07:13:13.769916
3168,4936,4876,Wallet,229.86,0.0,30.14,9.99,209.71,Paid,2025-12-25 03:49:06.771908
3169,4119,1148,UPI,58.47,0.0,0.0,2.92,61.39,Paid,2026-03-01 13:10:56.640689
3170,521,1205,Card,371.05,0.0,0.0,18.55,389.6,Paid,2026-03-31 20:35:50.241919
3171,3627,2085,Card,95.13,0.0,0.0,4.76,99.89,Paid,2025-11-03 22:13:26.522260
3172,1311,4946,Wallet,301.67,0.0,0.0,15.08,0.0,Failed,2026-03-10 22:53:10.710317
