Payment_ID,Order_ID,Payment_Date,Payment_Method,Payment_Status,Amount_Paid
1305,1305,2025-07-13,UPI,Paid,1020
1306,1306,2026-03-19,UPI,Paid,1099
1307,1307,2025-09-15,UPI,Paid,484
1308,1308,2025-07-23,Card,Paid,642
1309,1309,2025-11-22,UPI,Paid,256
1310,1310,2026-02-12,UPI,Paid,167
1311,1311,2025-04-11,Cash,Paid,888
1312,1312,2025-10-17,UPI,Paid,303
1313,1313,2026-02-20,Card,Paid,1099
1314,1314,2025-06-14,Card,Paid,246
1315,1315,2025-12-23,Card,Paid,311
1316,1316,2025-11-10,UPI,Failed,0
1317,1317,2025-06-25,UPI,Paid,1180
1318,1318,2025-09-21,Cash,Paid,279
1319,1319,2026-01-29,Cash,Paid,469
1320,1320,2025-08-28,UPI,Paid,1154
1321,1321,2025-11-14,UPI,Paid,228
1322,1322,2025-04-10,UPI,Paid,218
1323,1323,2025-05-09,UPI,Paid,1005
1324,1324,2025-12-29,UPI,Paid,597
1325,1325,2026-02-20,UPI,Pending,458
1326,1326,2025-08-20,Card,Paid,1106
1327,1327,2025-07-31,Card,Paid,880
1328,1328,2025-06-03,Cash,Paid,1123
1329,1329,2025-07-20,UPI,Pending,366
1330,1330,2025-07-24,Card,Paid,1168
1331,1331,2025-11-23,UPI,Paid,368
1332,1332,2025-06-05,Card,Paid,471
1333,1333,2025-04-06,UPI,Paid,191
1334,1334,2025-10-05,UPI,Paid,192
1335,1335,2025-08-24,UPI,Paid,261
1336,1336,2025-05-11,Card,Paid,1077
1337,1337,2026-01-02,UPI,Paid,1021
1338,1338,2025-09-12,UPI,Pending,74
1339,1339,2025-04-28,Card,Paid,678
1340,1340,2025-07-18,UPI,Paid,963
1341,1341,2025-08-23,UPI,Paid,897
1342,1342,2025-10-01,UPI,Paid,873
1343,1343,2025-11-30,Card,Paid,938
1344,1344,2025-10-28,Card,Paid,151
1345,1345,2025-10-19,UPI,Paid,1093
1346,1346,2025-09-15,Cash,Paid,878
1347,1347,2025-06-16,Cash,Paid,575
1348,1348,2026-02-27,UPI,Paid,1011
1349,1349,2026-01-02,Card,Paid,1078
1350,1350,2025-07-07,UPI,Paid,801
1351,1351,2025-11-02,UPI,Paid,372
1352,1352,2025-05-12,UPI,Paid,820
1353,1353,2025-07-27,Card,Paid,494
1354,1354,2025-04-09,UPI,Pending,385
1355,1355,2025-05-20,UPI,Paid,990
1356,1356,2026-01-03,UPI,Paid,789
1357,1357,2025-11-15,Card,Paid,206
1358,1358,2026-01-15,Cash,Paid,677
1359,1359,2025-06-22,UPI,Paid,166
1360,1360,2025-11-29,UPI,Failed,0
1361,1361,2025-12-24,UPI,Paid,1108
1362,1362,2025-09-26,UPI,Pending,88
1363,1363,2025-07-13,UPI,Paid,325
1364,1364,2026-02-08,Cash,Paid,120
1365,1365,2025-10-07,UPI,Pending,440
1366,1366,2025-12-08,UPI,Paid,783
1367,1367,2025-08-20,Cash,Pending,271
1368,1368,2026-03-20,UPI,Paid,1105
1369,1369,2025-05-14,UPI,Paid,965
1370,1370,2025-12-20,Card,Paid,417
1371,1371,2025-04-27,Card,Paid,595
1372,1372,2025-06-29,UPI,Paid,437
1373,1373,2025-04-30,Cash,Paid,1142
1374,1374,2025-05-04,UPI,Paid,678
1375,1375,2025-11-11,UPI,Paid,805
1376,1376,2025-07-26,Cash,Paid,936
1377,1377,2025-08-03,UPI,Paid,104
1378,1378,2025-07-08,UPI,Pending,411
1379,1379,2025-11-10,UPI,Pending,135
1380,1380,2025-10-19,UPI,Paid,404
1381,1381,2025-05-29,Cash,Paid,812
1382,1382,2025-11-27,UPI,Paid,1103
1383,1383,2025-05-27,Cash,Paid,205
1384,1384,2025-08-30,UPI,Paid,351
1385,1385,2025-06-01,UPI,Paid,403
1386,1386,2025-05-08,UPI,Paid,180
1387,1387,2026-01-02,Card,Paid,159
1388,1388,2026-01-19,UPI,Paid,574
1389,1389,2025-11-11,UPI,Paid,699
1390,1390,2025-12-01,UPI,Paid,973
1391,1391,2025-12-10,Card,Paid,201
1392,1392,2025-11-22,UPI,Pending,357
1393,1393,2025-09-22,Card,Paid,1184
1394,1394,2025-05-29,Card,Pending,249
1395,1395,2025-09-01,Card,Paid,1076
1396,1396,2026-01-09,Cash,Paid,233
1397,1397,2025-10-21,Cash,Paid,500
1398,1398,2025-07-20,UPI,Paid,129
1399,1399,2025-10-13,UPI,Paid,924
1400,1400,2025-07-16,Card,Paid,1069
1401,1401,2026-03-26,Card,Paid,846
1402,1402,2025-06-14,Cash,Paid,1031
1403,1403,2026-01-13,UPI,Paid,327
1404,1404,2025-10-24,Card,Paid,1001
1405,1405,2025-06-16,Cash,Paid,618
1406,1406,2025-05-30,Cash,Paid,301
1407,1407,2025-07-18,UPI,Paid,1133
1408,1408,2025-10-02,UPI,Paid,687
1409,1409,2025-08-15,UPI,Paid,906
1410,1410,2025-04-30,Card,Paid,859
1411,1411,2025-05-22,Cash,Paid,422
1412,1412,2026-02-06,UPI,Paid,638
1413,1413,2025-05-03,Card,Pending,341
1414,1414,2025-06-03,Card,Paid,673
1415,1415,2025-12-27,Cash,Paid,181
1416,1416,2025-04-07,Card,Paid,317
1417,1417,2026-03-08,Card,Paid,817
1418,1418,2025-04-24,Cash,Paid,516
1419,1419,2025-04-09,UPI,Paid,703
1420,1420,2025-10-06,Card,Paid,479
1421,1421,2025-05-20,UPI,Failed,0
1422,1422,2025-10-18,UPI,Paid,642
1423,1423,2025-05-04,UPI,Paid,577
1424,1424,2025-05-23,Cash,Paid,426
1425,1425,2025-04-11,Cash,Paid,487
1426,1426,2025-05-11,Card,Paid,254
1427,1427,2026-03-18,Card,Paid,218
1428,1428,2025-10-28,UPI,Paid,750
1429,1429,2025-08-15,UPI,Pending,178
1430,1430,2026-02-01,UPI,Paid,887
1431,1431,2025-12-08,UPI,Pending,432
1432,1432,2025-11-04,Card,Paid,907
1433,1433,2025-11-18,Cash,Pending,275
1434,1434,2026-02-24,UPI,Paid,742
1435,1435,2025-11-16,UPI,Paid,816
1436,1436,2026-02-20,Cash,Paid,190
1437,1437,2025-09-03,UPI,Paid,967
1438,1438,2025-12-25,UPI,Paid,145
1439,1439,2025-07-06,Cash,Pending,268
1440,1440,2025-11-08,Cash,Paid,138
1441,1441,2025-06-13,UPI,Paid,924
1442,1442,2025-04-16,Cash,Failed,0
1443,1443,2026-03-03,UPI,Paid,537
1444,1444,2026-02-20,Cash,Paid,330
1445,1445,2026-03-28,UPI,Pending,116
1446,1446,2025-06-08,UPI,Paid,1073
1447,1447,2025-11-17,Cash,Paid,1087
1448,1448,2025-04-11,UPI,Paid,323
1449,1449,2025-05-24,UPI,Paid,938
1450,1450,2025-10-09,Cash,Paid,1045
1451,1451,2025-08-15,Card,Paid,461
1452,1452,2025-12-21,Card,Pending,97
1453,1453,2025-08-12,UPI,Paid,431
1454,1454,2025-05-08,UPI,Paid,853
1455,1455,2025-06-27,Cash,Paid,868
1456,1456,2025-07-10,Cash,Paid,1118
1457,1457,2025-05-27,Card,Paid,611
1458,1458,2025-05-02,Card,Paid,808
1459,1459,2025-09-27,Card,Paid,971
1460,1460,2025-07-08,Cash,Paid,549
1461,1461,2025-10-03,Cash,Paid,893
1462,1462,2026-01-18,UPI,Paid,738
1463,1463,2026-01-29,Cash,Paid,919
1464,1464,2026-01-15,UPI,Failed,0
1465,1465,2025-06-27,UPI,Paid,857
1466,1466,2025-12-19,Card,Paid,457
1467,1467,2025-07-09,Cash,Paid,284
1468,1468,2026-03-27,Cash,Pending,269
1469,1469,2025-08-16,Cash,Paid,381
1470,1470,2025-09-09,Card,Paid,1052
1471,1471,2025-10-05,UPI,Paid,914
1472,1472,2026-03-25,UPI,Paid,769
1473,1473,2025-05-26,Card,Paid,673
1474,1474,2025-08-20,UPI,Paid,1115
1475,1475,2025-10-16,Card,Paid,168
1476,1476,2025-04-24,Cash,Paid,368
1477,1477,2025-10-18,UPI,Paid,1189
1478,1478,2025-11-16,UPI,Paid,1027
1479,1479,2025-04-12,Cash,Paid,986
1480,1480,2026-03-15,Cash,Paid,478
1481,1481,2025-07-29,Card,Paid,247
1482,1482,2025-08-01,UPI,Paid,444
1483,1483,2025-10-09,Card,Paid,1039
1484,1484,2025-08-05,Card,Pending,162
1485,1485,2025-10-11,UPI,Paid,1111
1486,1486,2025-06-12,Card,Paid,811
1487,1487,2025-08-14,UPI,Pending,301
1488,1488,2025-10-02,UPI,Paid,911
1489,1489,2025-08-01,UPI,Paid,1131
1490,1490,2025-10-25,UPI,Failed,0
1491,1491,2026-03-18,UPI,Paid,565
1492,1492,2026-03-20,UPI,Paid,966
1493,1493,2025-06-30,UPI,Paid,903
1494,1494,2026-01-04,Cash,Paid,1173
1495,1495,2026-03-12,Card,Paid,1145
1496,1496,2025-05-24,UPI,Paid,911
1497,1497,2025-11-09,Cash,Pending,207
1498,1498,2026-03-06,Cash,Paid,226
1499,1499,2025-07-21,Card,Paid,262
1500,1500,2025-04-28,UPI,Paid,1038
1501,1501,2025-12-17,Cash,Paid,474
1502,1502,2025-07-13,UPI,Paid,534
1503,1503,2026-01-12,UPI,Paid,401
1504,1504,2026-02-26,Card,Pending,102
1505,1505,2026-03-16,Card,Paid,441
1506,1506,2025-08-20,UPI,Paid,850
1507,1507,2026-03-14,Cash,Paid,808
1508,1508,2025-09-12,UPI,Paid,748
1509,1509,2025-09-06,UPI,Paid,944
1510,1510,2026-02-28,Cash,Paid,231
1511,1511,2025-12-16,Cash,Paid,295
1512,1512,2025-11-03,UPI,Paid,962
1513,1513,2025-06-17,Card,Paid,610
1514,1514,2026-01-29,Cash,Paid,503
1515,1515,2025-07-02,UPI,Paid,1134
1516,1516,2025-10-13,UPI,Pending,180
1517,1517,2025-07-10,Card,Paid,286
1518,1518,2025-08-31,UPI,Paid,538
1519,1519,2025-08-13,UPI,Paid,1138
1520,1520,2025-12-19,Cash,Paid,132
1521,1521,2025-08-08,UPI,Paid,250
1522,1522,2025-12-07,UPI,Failed,0
1523,1523,2026-01-21,Card,Paid,154
1524,1524,2025-10-16,UPI,Paid,176
1525,1525,2025-11-20,Cash,Paid,321
1526,1526,2025-09-25,Card,Paid,1108
1527,1527,2025-10-10,Cash,Paid,980
1528,1528,2025-07-26,Cash,Paid,251
1529,1529,2025-08-01,UPI,Paid,971
1530,1530,2026-01-28,Cash,Paid,365
1531,1531,2025-05-01,UPI,Paid,231
1532,1532,2025-11-12,Card,Paid,654
1533,1533,2025-07-18,UPI,Paid,280
1534,1534,2025-08-05,Cash,Pending,119
1535,1535,2025-09-08,UPI,Paid,602
1536,1536,2025-07-18,Cash,Paid,337
1537,1537,2025-09-27,UPI,Paid,207
1538,1538,2026-03-01,UPI,Paid,702
1539,1539,2026-02-10,UPI,Paid,892
1540,1540,2025-09-01,Cash,Paid,304
1541,1541,2025-08-24,Cash,Paid,266
1542,1542,2025-06-06,Cash,Paid,1136
1543,1543,2026-02-28,UPI,Pending,173
1544,1544,2025-11-04,Cash,Paid,1114
1545,1545,2025-04-07,UPI,Paid,200
1546,1546,2025-10-14,Card,Paid,726
1547,1547,2025-11-01,UPI,Paid,1198
1548,1548,2025-12-03,UPI,Paid,831
1549,1549,2025-05-18,Card,Paid,1018
1550,1550,2025-04-11,UPI,Paid,371
1551,1551,2025-07-17,UPI,Paid,1010
1552,1552,2025-07-10,UPI,Paid,1121
1553,1553,2025-04-22,Card,Paid,648
1554,1554,2025-05-01,Cash,Paid,1060
1555,1555,2025-05-14,Cash,Paid,418
1556,1556,2026-02-03,UPI,Paid,346
1557,1557,2026-03-21,Cash,Paid,737
1558,1558,2025-05-10,UPI,Paid,328
1559,1559,2025-05-04,Cash,Paid,1017
1560,1560,2025-04-11,UPI,Paid,964
1561,1561,2026-01-15,Cash,Paid,746
1562,1562,2025-04-16,UPI,Paid,288
1563,1563,2025-09-09,UPI,Paid,282
1564,1564,2026-01-21,UPI,Paid,656
1565,1565,2025-11-08,UPI,Paid,324
1566,1566,2026-01-22,Card,Paid,861
1567,1567,2025-06-14,Cash,Paid,395
1568,1568,2025-05-16,UPI,Pending,69
1569,1569,2025-04-28,Card,Paid,848
1570,1570,2025-07-19,UPI,Paid,210
1571,1571,2026-01-20,UPI,Paid,706
1572,1572,2026-03-14,UPI,Pending,391
1573,1573,2026-01-17,Card,Paid,968
1574,1574,2025-11-30,Cash,Paid,266
1575,1575,2025-11-25,Card,Paid,1140
1576,1576,2025-11-25,UPI,Paid,1106
1577,1577,2025-07-04,Cash,Paid,966
1578,1578,2025-09-03,UPI,Paid,620
1579,1579,2025-07-20,Cash,Paid,968
1580,1580,2025-10-09,UPI,Paid,1006
1581,1581,2025-09-27,UPI,Paid,563
1582,1582,2026-01-12,UPI,Paid,631
1583,1583,2026-01-22,Cash,Paid,711
1584,1584,2025-12-20,Card,Paid,252
1585,1585,2025-05-09,UPI,Paid,527
1586,1586,2025-08-25,UPI,Paid,1064
1587,1587,2025-08-19,Cash,Paid,932
1588,1588,2026-03-18,Card,Failed,0
1589,1589,2025-08-27,UPI,Paid,790
1590,1590,2025-12-27,Cash,Paid,874
1591,1591,2025-06-19,Card,Paid,353
1592,1592,2025-12-15,Cash,Paid,734
1593,1593,2025-04-09,UPI,Paid,234
1594,1594,2026-03-30,Card,Paid,265
1595,1595,2026-01-09,Card,Paid,776
1596,1596,2025-04-28,Card,Paid,924
1597,1597,2025-07-01,Cash,Paid,144
1598,1598,2026-03-23,Cash,Pending,342
1599,1599,2026-02-23,UPI,Paid,821
1600,1600,2025-04-30,Card,Paid,606
1601,1601,2025-05-25,Card,Paid,212
1602,1602,2025-11-16,Cash,Paid,738
1603,1603,2025-08-08,UPI,Paid,523
1604,1604,2025-12-23,Cash,Paid,530
1605,1605,2025-08-06,Cash,Failed,0
1606,1606,2025-12-29,UPI,Paid,227
1607,1607,2026-02-05,UPI,Pending,358
1608,1608,2025-10-08,UPI,Paid,1036
1609,1609,2025-12-17,Cash,Paid,988
1610,1610,2025-07-05,UPI,Paid,198
1611,1611,2026-03-12,UPI,Paid,925
1612,1612,2025-09-06,Card,Paid,902
1613,1613,2025-08-08,UPI,Paid,110
1614,1614,2025-07-31,UPI,Paid,497
1615,1615,2025-05-04,Cash,Paid,797
1616,1616,2026-03-30,UPI,Paid,210
1617,1617,2025-04-12,Cash,Paid,934
1618,1618,2026-03-01,UPI,Pending,470
1619,1619,2025-09-13,Card,Paid,1043
1620,1620,2025-08-14,Card,Pending,233
1621,1621,2025-09-05,Cash,Paid,521
1622,1622,2025-07-01,Cash,Paid,408
1623,1623,2025-12-23,Cash,Paid,571
1624,1624,2025-11-13,UPI,Pending,54
1625,1625,2026-01-13,Cash,Paid,491
1626,1626,2025-04-04,Card,Paid,576
1627,1627,2025-12-15,Cash,Paid,852
1628,1628,2025-09-18,Card,Paid,382
1629,1629,2025-12-22,Card,Paid,237
1630,1630,2026-01-03,Cash,Paid,277
1631,1631,2025-05-14,Cash,Pending,261
1632,1632,2025-12-08,Card,Paid,256
1633,1633,2025-09-22,Cash,Paid,504
1634,1634,2025-12-29,Cash,Paid,952
1635,1635,2025-09-27,Card,Paid,1136
1636,1636,2026-02-18,UPI,Paid,765
1637,1637,2026-02-12,Card,Paid,1119
1638,1638,2025-05-19,Cash,Failed,0
1639,1639,2025-04-21,UPI,Paid,842
1640,1640,2025-12-25,Card,Paid,649
1641,1641,2025-04-15,Card,Paid,256
1642,1642,2026-04-01,UPI,Paid,104
1643,1643,2025-09-18,UPI,Paid,985
1644,1644,2025-05-06,UPI,Paid,333
1645,1645,2026-03-31,Cash,Paid,897
1646,1646,2025-06-10,UPI,Paid,1042
1647,1647,2025-07-12,Cash,Paid,686
1648,1648,2026-01-01,Cash,Paid,177
1649,1649,2025-08-05,Cash,Paid,1096
1650,1650,2025-08-03,Cash,Paid,671
1651,1651,2025-12-22,Cash,Paid,931
1652,1652,2025-11-05,Card,Paid,1098
1653,1653,2025-08-18,Card,Paid,794
1654,1654,2025-06-18,UPI,Paid,104
1655,1655,2025-12-29,Card,Paid,1132
1656,1656,2026-03-17,UPI,Paid,686
1657,1657,2025-04-30,Card,Failed,0
1658,1658,2025-08-11,UPI,Paid,425
1659,1659,2026-01-06,UPI,Paid,259
1660,1660,2025-07-07,Cash,Paid,813
1661,1661,2025-12-13,Cash,Paid,726
1662,1662,2025-12-28,Cash,Paid,938
1663,1663,2025-12-27,Card,Paid,1107
1664,1664,2025-10-27,Cash,Paid,1022
1665,1665,2025-06-14,UPI,Paid,1053
1666,1666,2025-11-17,Cash,Paid,363
1667,1667,2025-10-02,UPI,Paid,1045
1668,1668,2025-05-15,Card,Paid,999
1669,1669,2026-01-17,UPI,Paid,219
1670,1670,2025-10-04,UPI,Paid,823
1671,1671,2025-12-08,Cash,Paid,818
1672,1672,2025-04-30,Card,Paid,527
1673,1673,2026-03-28,Cash,Paid,101
1674,1674,2025-08-16,UPI,Paid,1094
1675,1675,2025-04-09,Card,Failed,0
1676,1676,2025-04-30,Cash,Paid,194
1677,1677,2025-12-21,UPI,Paid,1046
1678,1678,2025-07-10,UPI,Paid,580
1679,1679,2025-04-18,UPI,Paid,248
1680,1680,2025-06-08,UPI,Failed,0
1681,1681,2025-10-11,Card,Paid,615
1682,1682,2026-01-18,Cash,Paid,271
1683,1683,2025-09-05,Card,Paid,193
1684,1684,2026-03-08,UPI,Paid,946
1685,1685,2025-10-16,UPI,Paid,547
1686,1686,2025-05-20,Cash,Pending,216
1687,1687,2025-11-09,Cash,Paid,258
1688,1688,2026-03-01,UPI,Paid,430
1689,1689,2025-10-20,Cash,Paid,132
1690,1690,2025-09-19,Cash,Paid,1096
1691,1691,2026-03-02,Cash,Paid,405
1692,1692,2025-05-22,Card,Paid,832
1693,1693,2025-09-13,Cash,Paid,999
1694,1694,2026-03-31,UPI,Paid,161
1695,1695,2025-12-22,UPI,Paid,998
1696,1696,2025-05-25,Cash,Paid,814
1697,1697,2025-12-23,Cash,Paid,137
1698,1698,2025-11-08,Card,Pending,270
1699,1699,2025-04-19,Card,Paid,712
1700,1700,2026-02-15,Card,Paid,294
1701,1701,2025-04-25,UPI,Paid,412
1702,1702,2026-03-16,Card,Paid,517
1703,1703,2025-08-08,Cash,Paid,418
1704,1704,2025-06-22,UPI,Paid,186
1705,1705,2026-01-22,UPI,Paid,755
1706,1706,2025-09-03,UPI,Paid,777
1707,1707,2025-11-22,Card,Pending,206
1708,1708,2025-04-20,Card,Pending,447
1709,1709,2026-01-07,UPI,Paid,937
1710,1710,2025-08-15,Card,Paid,1084
1711,1711,2025-10-02,UPI,Paid,1155
1712,1712,2025-09-29,UPI,Paid,954
1713,1713,2025-07-28,Cash,Paid,970
1714,1714,2025-09-07,UPI,Paid,693
1715,1715,2026-01-27,UPI,Paid,345
1716,1716,2026-01-02,UPI,Paid,702
1717,1717,2025-08-04,UPI,Paid,388
1718,1718,2025-12-23,Card,Paid,586
1719,1719,2026-01-26,Card,Paid,515
1720,1720,2025-12-01,Cash,Paid,717
1721,1721,2025-04-19,UPI,Paid,151
1722,1722,2026-01-10,Cash,Paid,350
1723,1723,2025-04-28,UPI,Paid,1183
1724,1724,2025-04-08,Cash,Paid,972
1725,1725,2025-09-25,Cash,Paid,1115
1726,1726,2025-10-27,UPI,Paid,628
1727,1727,2026-01-14,UPI,Pending,261
1728,1728,2026-02-13,UPI,Paid,965
1729,1729,2025-09-30,Card,Paid,1174
1730,1730,2025-11-06,UPI,Pending,345
1731,1731,2025-09-29,Card,Pending,186
1732,1732,2025-08-16,UPI,Paid,873
1733,1733,2025-11-03,UPI,Paid,371
1734,1734,2026-01-30,Cash,Paid,1137
1735,1735,2025-12-25,UPI,Paid,442
1736,1736,2025-04-28,UPI,Pending,394
1737,1737,2025-05-01,Cash,Paid,664
1738,1738,2025-06-30,Card,Paid,354
1739,1739,2026-03-08,Cash,Paid,1062
1740,1740,2025-07-21,Cash,Paid,1100
1741,1741,2025-07-02,Card,Paid,1118
1742,1742,2026-02-10,Cash,Paid,1155
1743,1743,2025-12-05,UPI,Pending,342
1744,1744,2026-01-30,UPI,Paid,955
1745,1745,2025-10-10,Card,Paid,593
1746,1746,2026-03-01,UPI,Paid,242
1747,1747,2025-11-02,UPI,Paid,351
1748,1748,2025-05-14,UPI,Paid,168
1749,1749,2025-04-23,Cash,Paid,771
1750,1750,2025-11-30,UPI,Paid,988
1751,1751,2025-04-26,Card,Paid,449
1752,1752,2025-04-08,UPI,Paid,255
1753,1753,2025-07-23,Card,Paid,1133
1754,1754,2025-06-30,UPI,Paid,821
1755,1755,2026-03-20,Card,Pending,249
1756,1756,2026-01-07,Card,Pending,342
1757,1757,2026-01-10,Card,Failed,0
1758,1758,2025-12-02,Cash,Pending,395
1759,1759,2026-03-08,Cash,Pending,211
1760,1760,2025-05-07,UPI,Paid,776
1761,1761,2025-04-07,UPI,Paid,715
1762,1762,2025-04-18,UPI,Paid,289
1763,1763,2025-05-22,Cash,Paid,1103
1764,1764,2025-12-04,UPI,Paid,1170
1765,1765,2026-01-24,UPI,Paid,506
1766,1766,2025-11-28,UPI,Paid,188
1767,1767,2025-04-20,Card,Paid,1157
1768,1768,2025-04-10,Card,Paid,501
1769,1769,2025-04-08,UPI,Paid,720
1770,1770,2025-09-20,Card,Pending,387
1771,1771,2025-09-02,Card,Paid,593
1772,1772,2026-03-01,Card,Paid,139
1773,1773,2025-06-27,UPI,Paid,643
1774,1774,2025-11-01,Cash,Paid,801
1775,1775,2026-03-16,UPI,Paid,701
1776,1776,2025-06-16,UPI,Paid,908
1777,1777,2025-08-14,Cash,Paid,425
1778,1778,2025-07-07,UPI,Paid,333
1779,1779,2025-07-24,Card,Paid,148
1780,1780,2025-10-16,Cash,Paid,821
1781,1781,2025-11-13,Cash,Paid,1042
1782,1782,2026-02-27,Card,Paid,1132
1783,1783,2026-01-10,UPI,Paid,393
1784,1784,2025-06-15,UPI,Paid,943
1785,1785,2025-06-09,UPI,Paid,1073
1786,1786,2026-02-28,Cash,Paid,499
1787,1787,2025-05-24,UPI,Paid,713
1788,1788,2026-03-26,Card,Paid,782
1789,1789,2026-03-14,Cash,Paid,718
1790,1790,2026-03-09,UPI,Paid,596
1791,1791,2025-09-19,Cash,Paid,1012
1792,1792,2025-12-14,Card,Paid,692
1793,1793,2025-08-23,Cash,Paid,157
1794,1794,2025-05-07,Cash,Paid,1178
1795,1795,2025-08-09,UPI,Paid,982
1796,1796,2025-11-19,UPI,Paid,1119
1797,1797,2026-03-10,UPI,Paid,1102
1798,1798,2025-08-23,Cash,Paid,191
1799,1799,2026-04-01,UPI,Paid,291
1800,1800,2025-04-12,UPI,Paid,736
1801,1801,2025-04-05,Cash,Pending,491
1802,1802,2025-12-03,UPI,Failed,0
1803,1803,2025-12-23,Card,Paid,180
1804,1804,2025-07-04,Card,Pending,99
1805,1805,2025-05-14,UPI,Paid,989
1806,1806,2025-06-25,UPI,Paid,910
1807,1807,2025-07-15,UPI,Paid,753
1808,1808,2026-01-29,UPI,Paid,920
1809,1809,2025-11-06,UPI,Failed,0
1810,1810,2025-05-13,Cash,Pending,221
1811,1811,2025-10-11,UPI,Paid,123
1812,1812,2025-11-04,Card,Paid,544
1813,1813,2025-04-22,UPI,Paid,768
1814,1814,2025-12-29,UPI,Paid,766
1815,1815,2025-09-14,UPI,Paid,365
1816,1816,2025-11-05,Card,Pending,60
1817,1817,2025-04-18,UPI,Paid,848
1818,1818,2025-09-10,Card,Paid,523
1819,1819,2026-03-14,UPI,Failed,0
1820,1820,2025-07-24,UPI,Paid,309
1821,1821,2025-04-05,UPI,Paid,186
1822,1822,2025-04-22,UPI,Paid,646
1823,1823,2026-02-04,UPI,Paid,409
1824,1824,2025-05-17,Cash,Paid,428
1825,1825,2026-01-08,UPI,Pending,78
1826,1826,2025-06-18,Card,Pending,136
1827,1827,2025-07-05,Card,Paid,859
1828,1828,2025-07-29,Card,Paid,185
1829,1829,2025-12-16,Cash,Paid,125
1830,1830,2025-08-14,Cash,Paid,610
1831,1831,2025-08-12,Card,Paid,1077
1832,1832,2025-04-10,UPI,Paid,293
1833,1833,2025-06-20,Cash,Paid,198
1834,1834,2025-05-05,Card,Paid,358
1835,1835,2025-10-12,UPI,Pending,314
1836,1836,2025-04-07,Card,Paid,1042
1837,1837,2025-12-21,Card,Paid,357
1838,1838,2025-06-06,Card,Paid,797
1839,1839,2025-10-21,UPI,Paid,1066
1840,1840,2025-11-26,UPI,Failed,0
1841,1841,2025-11-08,Card,Paid,1180
1842,1842,2026-01-08,Card,Paid,628
1843,1843,2025-12-23,Cash,Paid,408
1844,1844,2025-05-17,Card,Paid,593
1845,1845,2025-08-13,UPI,Paid,421
1846,1846,2025-09-05,Card,Paid,1159
1847,1847,2025-10-11,Card,Paid,673
1848,1848,2026-03-05,UPI,Paid,102
1849,1849,2025-11-28,Card,Paid,823
1850,1850,2025-10-08,Cash,Paid,155
1851,1851,2025-08-26,UPI,Paid,675
1852,1852,2025-09-03,Card,Pending,288
1853,1853,2025-05-10,UPI,Paid,343
1854,1854,2025-07-25,UPI,Paid,337
1855,1855,2025-07-03,Card,Paid,811
1856,1856,2025-07-27,UPI,Paid,1008
1857,1857,2025-12-09,UPI,Paid,588
1858,1858,2025-07-01,UPI,Paid,536
1859,1859,2025-06-16,Card,Paid,538
1860,1860,2025-08-30,Cash,Paid,1064
1861,1861,2026-01-11,UPI,Paid,809
1862,1862,2025-04-07,Card,Paid,530
1863,1863,2025-07-22,Cash,Pending,422
1864,1864,2026-01-10,UPI,Paid,1091
1865,1865,2025-11-25,Cash,Paid,191
1866,1866,2026-01-06,Cash,Paid,603
1867,1867,2025-11-12,UPI,Paid,313
1868,1868,2025-05-27,UPI,Pending,71
1869,1869,2026-03-05,Cash,Paid,166
1870,1870,2026-01-02,Card,Paid,1079
1871,1871,2026-01-02,UPI,Paid,526
1872,1872,2026-03-11,UPI,Paid,624
1873,1873,2025-04-17,Card,Paid,797
1874,1874,2025-05-25,Cash,Paid,571
1875,1875,2025-12-13,UPI,Paid,506
1876,1876,2025-12-12,UPI,Paid,955
1877,1877,2025-07-28,Cash,Paid,415
1878,1878,2025-11-02,UPI,Paid,126
1879,1879,2025-06-22,UPI,Paid,884
1880,1880,2025-10-09,UPI,Pending,118
1881,1881,2025-04-10,Cash,Failed,0
1882,1882,2025-07-01,UPI,Failed,0
1883,1883,2025-12-06,UPI,Paid,1001
1884,1884,2025-12-19,UPI,Paid,1028
1885,1885,2025-09-20,UPI,Failed,0
1886,1886,2026-02-05,Cash,Paid,653
1887,1887,2026-01-21,UPI,Paid,786
1888,1888,2025-04-04,Card,Paid,557
1889,1889,2026-02-25,Card,Paid,250
1890,1890,2025-10-04,Cash,Paid,151
1891,1891,2026-01-12,Card,Paid,298
1892,1892,2025-09-26,Card,Paid,675
1893,1893,2026-03-22,UPI,Paid,577
1894,1894,2025-08-12,UPI,Paid,309
1895,1895,2025-11-22,Cash,Paid,341
1896,1896,2026-01-29,Cash,Paid,680
1897,1897,2025-05-16,UPI,Paid,349
1898,1898,2025-12-19,UPI,Paid,521
1899,1899,2026-02-10,Card,Paid,575
1900,1900,2026-01-07,UPI,Paid,598
1901,1901,2025-05-23,Cash,Paid,516
1902,1902,2026-03-12,Cash,Pending,172
1903,1903,2025-12-25,Cash,Paid,470
1904,1904,2026-02-25,UPI,Pending,455
1905,1905,2025-11-23,Cash,Paid,568
1906,1906,2025-05-17,Card,Paid,760
1907,1907,2025-11-13,UPI,Paid,995
1908,1908,2025-04-13,UPI,Pending,275
1909,1909,2025-12-08,Cash,Paid,1141
1910,1910,2026-03-12,UPI,Paid,394
1911,1911,2025-07-12,Cash,Pending,376
1912,1912,2025-05-23,Cash,Paid,398
1913,1913,2026-01-19,UPI,Paid,1126
