Order_ID,Customer_ID,Booking_ID,Order_Date,Order_Time,Order_Type,Table_Number,Order_Status,Total_Amount,Discount,Final_Amount
2921,2606,,2026-02-05,19:00:00.621436,Takeaway,,Pending,178,0.0,178.0
2922,3508,4604.0,2025-09-23,16:45:00.317746,Takeaway,,Completed,201,0.0,201.0
2923,3441,,2025-07-02,22:00:00.443224,Takeaway,,Completed,1016,0.0,1016.0
2924,3917,,2025-05-20,10:15:00.465616,Takeaway,,Completed,812,99.91,712.09
2925,2289,4873.0,2026-03-31,16:00:00.289023,Takeaway,,Completed,1032,0.0,1032.0
2926,1402,4345.0,2025-05-15,18:00:00.498608,Dine-in,5.0,Completed,298,0.0,298.0
2927,659,,2026-03-12,12:00:00.140286,Dine-in,16.0,Cancelled,362,28.12,333.88
2928,3996,,2025-04-27,19:00:00.388182,Takeaway,,Completed,736,87.58,648.42
2929,1097,,2026-01-28,19:00:00.661637,Dine-in,5.0,Pending,1179,0.0,1179.0
2930,3844,,2025-06-02,09:30:00.188632,Dine-in,3.0,Pending,553,0.0,553.0
2931,3677,4989.0,2026-01-21,19:30:00.184818,Takeaway,,Pending,481,32.58,448.42
2932,4385,3110.0,2025-06-07,10:00:00.038418,Dine-in,8.0,Pending,949,0.0,949.0
2933,842,3688.0,2025-12-13,18:00:00.212262,Dine-in,3.0,Pending,625,52.81,572.19
2934,4116,,2025-12-02,23:45:00.867751,Dine-in,3.0,Completed,1117,91.1,1025.9
2935,3119,,2025-05-20,12:30:00.947533,Dine-in,19.0,Completed,808,0.0,808.0
2936,4034,2481.0,2025-11-28,22:30:00.526872,Takeaway,,Completed,853,0.0,853.0
2937,3728,4786.0,2025-09-25,11:30:00.388672,Dine-in,10.0,Completed,563,60.61,502.39
2938,2597,,2025-04-18,19:00:00.901601,Dine-in,13.0,Completed,282,0.0,282.0
2939,1545,2168.0,2025-07-27,20:30:00.035077,Dine-in,4.0,Completed,680,0.0,680.0
2940,2633,1330.0,2025-11-13,10:30:00.133635,Dine-in,3.0,Completed,555,0.0,555.0
2941,950,,2025-04-21,23:15:00.068935,Dine-in,2.0,Completed,792,0.0,792.0
2942,3648,307.0,2025-11-28,10:00:00.680074,Takeaway,,Pending,731,0.0,731.0
2943,596,,2026-03-23,17:15:00.422500,Takeaway,,Completed,769,0.0,769.0
2944,3164,,2025-08-19,17:00:00.140683,Dine-in,2.0,Completed,694,40.35,653.65
2945,4537,,2026-01-16,17:00:00.750975,Dine-in,9.0,Completed,1176,201.03,974.97
2946,3885,4212.0,2026-02-10,09:00:00.725780,Dine-in,10.0,Completed,664,97.63,566.37
2947,1198,4513.0,2025-08-15,19:45:00.381628,Takeaway,,Completed,879,0.0,879.0
2948,1750,4664.0,2025-05-16,13:30:00.984574,Takeaway,,Pending,859,0.0,859.0
2949,2745,2099.0,2026-02-24,12:45:00.167310,Takeaway,,Cancelled,632,0.0,632.0
2950,1781,,2025-08-27,19:45:00.383217,Dine-in,17.0,Completed,954,51.51,902.49
2951,4295,2373.0,2025-09-01,12:45:00.017506,Dine-in,19.0,Completed,397,0.0,397.0
2952,3910,,2025-07-30,21:00:00.800316,Takeaway,,Completed,427,0.0,427.0
2953,203,738.0,2026-03-29,21:45:00.807508,Dine-in,14.0,Completed,864,0.0,864.0
2954,1262,,2025-08-09,16:45:00.372980,Dine-in,7.0,Cancelled,947,171.76,775.24
2955,2835,,2026-02-05,13:45:00.472386,Dine-in,20.0,Completed,1092,0.0,1092.0
2956,1077,1120.0,2025-05-09,21:00:00.984750,Dine-in,9.0,Completed,650,0.0,650.0
2957,742,,2026-02-09,22:15:00.014807,Dine-in,4.0,Completed,115,0.0,115.0
2958,3201,1384.0,2026-03-14,10:45:00.401204,Takeaway,,Cancelled,253,0.0,253.0
2959,361,4103.0,2026-03-26,09:00:00.339499,Takeaway,,Completed,852,0.0,852.0
2960,1301,,2025-10-16,23:30:00.517162,Dine-in,3.0,Cancelled,397,0.0,397.0
2961,754,4740.0,2025-08-30,19:45:00.577869,Dine-in,16.0,Completed,1084,148.84,935.16
2962,1517,860.0,2025-10-17,22:00:00.996863,Takeaway,,Pending,625,120.25,504.75
2963,334,,2025-04-30,20:30:00.458291,Dine-in,2.0,Completed,1007,0.0,1007.0
2964,1404,,2025-12-13,21:15:00.596687,Takeaway,,Completed,1038,0.0,1038.0
2965,4475,954.0,2025-04-11,19:15:00.311579,Takeaway,,Completed,873,0.0,873.0
2966,1642,4739.0,2025-12-18,12:15:00.564925,Takeaway,,Completed,129,0.0,129.0
2967,2756,,2026-02-09,12:30:00.391585,Dine-in,10.0,Completed,252,0.0,252.0
2968,3831,2339.0,2025-10-26,18:00:00.667313,Dine-in,9.0,Completed,1109,0.0,1109.0
2969,3766,4993.0,2025-05-22,11:00:00.468286,Dine-in,18.0,Completed,223,0.0,223.0
2970,2978,,2026-01-28,14:15:00.338910,Dine-in,7.0,Completed,991,0.0,991.0
2971,403,,2025-11-30,11:30:00.811920,Dine-in,20.0,Completed,242,0.0,242.0
2972,2263,4768.0,2026-01-31,15:30:00.449258,Takeaway,,Completed,438,0.0,438.0
2973,3732,4098.0,2025-05-22,15:00:00.913648,Dine-in,6.0,Completed,607,99.13,507.87
2974,1689,,2025-08-14,21:30:00.741050,Takeaway,,Completed,510,69.1,440.9
2975,2178,3459.0,2026-02-13,14:00:00.356637,Takeaway,,Completed,561,0.0,561.0
2976,914,2870.0,2025-08-12,23:00:00.825127,Takeaway,,Completed,214,0.0,214.0
2977,3757,,2025-05-06,13:30:00.114318,Dine-in,8.0,Completed,466,38.9,427.1
2978,2993,4711.0,2025-11-12,10:45:00.608012,Dine-in,6.0,Completed,846,0.0,846.0
2979,4039,4009.0,2025-11-22,14:45:00.971709,Takeaway,,Completed,272,0.0,272.0
2980,3443,4425.0,2026-02-09,10:30:00.379527,Dine-in,12.0,Completed,794,84.8,709.2
2981,2324,2992.0,2025-09-21,14:30:00.864872,Dine-in,10.0,Completed,221,18.3,202.7
2982,4141,525.0,2025-07-13,12:45:00.590951,Dine-in,12.0,Completed,581,98.56,482.44
2983,1084,,2025-08-17,14:30:00.877275,Dine-in,2.0,Completed,800,101.06,698.94
2984,528,3262.0,2025-10-31,22:15:00.428548,Takeaway,,Pending,267,0.0,267.0
2985,919,,2025-07-05,14:30:00.518506,Takeaway,,Pending,202,0.0,202.0
2986,739,602.0,2025-07-17,21:30:00.696455,Takeaway,,Completed,358,19.84,338.16
2987,3324,769.0,2026-02-07,12:15:00.491474,Dine-in,1.0,Pending,983,0.0,983.0
2988,4048,,2026-01-07,13:00:00.115499,Takeaway,,Completed,747,46.81,700.19
2989,303,605.0,2025-06-01,21:45:00.749470,Takeaway,,Completed,1167,0.0,1167.0
2990,1600,4876.0,2025-12-12,15:00:00.665019,Takeaway,,Completed,184,0.0,184.0
2991,4817,,2025-11-17,20:30:00.339025,Takeaway,,Completed,671,67.75,603.25
2992,172,4660.0,2025-08-14,21:00:00.587874,Takeaway,,Cancelled,660,105.36,554.64
2993,4502,,2025-12-05,18:00:00.248831,Dine-in,3.0,Completed,915,0.0,915.0
2994,2533,975.0,2025-04-04,12:00:00.440309,Dine-in,14.0,Completed,852,118.84,733.16
2995,1336,1432.0,2026-02-07,22:45:00.384981,Takeaway,,Completed,796,0.0,796.0
2996,1012,4216.0,2025-09-03,12:45:00.043971,Takeaway,,Completed,786,0.0,786.0
2997,2616,,2025-09-28,23:45:00.068480,Takeaway,,Completed,900,143.9,756.1
2998,1860,2409.0,2026-03-14,14:15:00.566175,Takeaway,,Completed,660,0.0,660.0
2999,2522,4197.0,2026-01-10,23:00:00.454214,Dine-in,2.0,Completed,1127,99.75,1027.25
3000,4137,3995.0,2026-03-17,12:15:00.215676,Dine-in,5.0,Completed,740,96.09,643.91
3001,1580,3091.0,2025-08-08,20:15:00.355825,Takeaway,,Cancelled,647,0.0,647.0
3002,985,,2025-11-11,12:15:00.267689,Takeaway,,Completed,663,0.0,663.0
3003,1921,2618.0,2025-05-28,22:15:00.817078,Dine-in,2.0,Completed,809,0.0,809.0
3004,3233,4360.0,2025-09-26,18:00:00.756609,Takeaway,,Completed,1062,0.0,1062.0
3005,44,4447.0,2025-10-13,22:15:00.620867,Dine-in,20.0,Completed,182,0.0,182.0
3006,1576,,2026-03-27,10:45:00.242292,Dine-in,6.0,Completed,172,21.34,150.66
3007,280,3968.0,2025-08-10,18:45:00.274541,Dine-in,1.0,Completed,718,55.65,662.35
3008,4296,,2025-10-06,12:00:00.826599,Takeaway,,Cancelled,693,0.0,693.0
3009,1332,3602.0,2025-06-19,14:15:00.995395,Dine-in,5.0,Completed,110,0.0,110.0
3010,1649,,2025-07-20,11:30:00.099682,Takeaway,,Pending,334,0.0,334.0
3011,764,,2025-09-18,22:15:00.121404,Dine-in,1.0,Completed,442,0.0,442.0
3012,3262,1927.0,2025-11-16,17:00:00.633797,Takeaway,,Completed,685,65.49,619.51
3013,734,1.0,2025-11-27,14:45:00.448342,Dine-in,7.0,Cancelled,862,0.0,862.0
3014,2984,,2025-09-17,11:15:00.876961,Dine-in,20.0,Completed,647,0.0,647.0
3015,887,757.0,2025-08-06,18:15:00.412853,Takeaway,,Completed,1158,0.0,1158.0
3016,587,3468.0,2026-02-01,11:30:00.372777,Takeaway,,Completed,179,0.0,179.0
3017,2413,2161.0,2025-11-29,15:45:00.732411,Dine-in,4.0,Pending,743,83.4,659.6
3018,3913,4153.0,2026-01-02,10:00:00.377089,Dine-in,9.0,Completed,251,0.0,251.0
3019,2803,1183.0,2026-01-26,14:45:00.403663,Dine-in,16.0,Pending,495,39.51,455.49
3020,1378,3435.0,2025-11-03,18:30:00.939342,Dine-in,9.0,Completed,1103,188.64,914.36
3021,2108,,2025-09-11,13:45:00.184016,Dine-in,1.0,Completed,987,145.8,841.2
3022,3173,,2025-11-14,16:15:00.288975,Takeaway,,Completed,1135,0.0,1135.0
3023,2569,3869.0,2025-10-19,22:00:00.292637,Takeaway,,Cancelled,578,0.0,578.0
3024,652,,2025-05-30,15:30:00.987663,Dine-in,20.0,Completed,489,95.89,393.11
3025,3296,1771.0,2025-04-04,12:45:00.339228,Takeaway,,Completed,1087,0.0,1087.0
3026,3067,,2025-06-27,22:15:00.152286,Takeaway,,Completed,1109,0.0,1109.0
3027,1381,,2025-05-10,22:00:00.207095,Dine-in,9.0,Completed,785,0.0,785.0
3028,2349,3079.0,2025-06-09,12:00:00.367781,Takeaway,,Completed,745,0.0,745.0
3029,3075,1072.0,2025-10-12,10:30:00.015164,Dine-in,7.0,Completed,330,0.0,330.0
3030,574,447.0,2025-04-17,11:15:00.232528,Dine-in,11.0,Completed,485,81.41,403.59
3031,827,1643.0,2025-06-04,15:30:00.341244,Dine-in,7.0,Completed,280,36.86,243.14
3032,1489,,2025-07-25,23:00:00.387901,Takeaway,,Completed,1083,105.85,977.15
3033,8,2906.0,2026-02-01,20:00:00.069527,Takeaway,,Completed,745,0.0,745.0
3034,3495,1854.0,2025-12-18,09:45:00.571712,Takeaway,,Completed,893,0.0,893.0
3035,715,392.0,2025-11-03,12:45:00.287265,Dine-in,9.0,Completed,460,84.35,375.65
3036,2522,4509.0,2025-05-31,17:30:00.601899,Takeaway,,Completed,566,0.0,566.0
3037,964,2737.0,2025-07-03,18:45:00.765340,Takeaway,,Completed,187,0.0,187.0
3038,391,,2025-11-23,10:30:00.349188,Dine-in,5.0,Pending,543,0.0,543.0
3039,3731,,2026-03-31,09:00:00.877759,Dine-in,8.0,Completed,282,0.0,282.0
3040,1271,,2025-07-15,16:00:00.621047,Dine-in,14.0,Completed,842,0.0,842.0
3041,533,,2026-03-18,16:45:00.047992,Takeaway,,Completed,1093,136.61,956.39
3042,4066,416.0,2025-12-25,23:45:00.967663,Dine-in,10.0,Completed,357,0.0,357.0
3043,1016,905.0,2026-02-05,20:15:00.012031,Takeaway,,Completed,278,0.0,278.0
3044,676,3066.0,2025-08-16,14:00:00.098516,Takeaway,,Completed,134,0.0,134.0
3045,1237,1726.0,2025-12-27,21:15:00.493610,Dine-in,6.0,Completed,1166,0.0,1166.0
3046,4723,,2025-10-12,14:15:00.176504,Takeaway,,Completed,935,0.0,935.0
3047,791,1883.0,2026-01-19,15:30:00.370542,Takeaway,,Completed,555,93.85,461.15
3048,4349,2557.0,2025-04-26,10:15:00.944782,Takeaway,,Completed,154,20.55,133.45
3049,2078,1968.0,2025-04-20,16:30:00.171108,Dine-in,12.0,Completed,612,0.0,612.0
3050,2080,667.0,2025-11-08,15:30:00.816032,Takeaway,,Completed,1111,0.0,1111.0
3051,4865,1616.0,2026-01-07,22:45:00.524330,Dine-in,2.0,Completed,142,0.0,142.0
3052,3119,3251.0,2026-02-05,20:30:00.438271,Takeaway,,Completed,700,0.0,700.0
3053,2891,4646.0,2025-06-04,20:30:00.248732,Takeaway,,Completed,556,0.0,556.0
3054,1299,4452.0,2025-08-15,18:15:00.685041,Takeaway,,Completed,895,0.0,895.0
3055,1634,695.0,2026-03-31,15:45:00.276351,Takeaway,,Completed,630,0.0,630.0
3056,152,2146.0,2026-03-23,22:45:00.725653,Takeaway,,Completed,630,0.0,630.0
3057,3759,,2026-03-13,09:45:00.923097,Dine-in,5.0,Pending,202,13.31,188.69
3058,3672,4570.0,2025-06-15,21:00:00.818198,Dine-in,16.0,Completed,367,0.0,367.0
3059,2215,,2025-06-24,12:30:00.099682,Takeaway,,Completed,999,145.37,853.63
3060,1015,,2026-01-01,23:30:00.481916,Takeaway,,Completed,546,0.0,546.0
3061,3624,,2026-03-15,16:00:00.893067,Dine-in,6.0,Completed,807,110.45,696.55
3062,2735,4625.0,2025-11-13,19:00:00.253417,Takeaway,,Completed,761,79.03,681.97
3063,3106,930.0,2025-11-01,21:30:00.405110,Dine-in,8.0,Completed,488,0.0,488.0
3064,4640,,2025-05-07,16:30:00.215818,Takeaway,,Completed,705,0.0,705.0
3065,2879,2122.0,2025-08-24,13:45:00.682087,Dine-in,2.0,Completed,893,148.67,744.33
3066,3873,,2025-05-26,21:00:00.319683,Dine-in,14.0,Completed,1153,0.0,1153.0
3067,583,,2025-12-30,20:15:00.942508,Takeaway,,Completed,114,0.0,114.0
3068,2921,,2025-12-30,21:00:00.760569,Takeaway,,Pending,329,0.0,329.0
3069,3827,3698.0,2025-05-27,11:45:00.851030,Dine-in,8.0,Completed,800,0.0,800.0
3070,4838,3719.0,2025-04-29,09:00:00.652813,Takeaway,,Completed,482,0.0,482.0
3071,3163,2616.0,2025-09-19,23:30:00.869012,Takeaway,,Pending,137,0.0,137.0
3072,3263,,2025-08-27,12:15:00.023456,Dine-in,11.0,Completed,1128,0.0,1128.0
3073,1447,2664.0,2026-02-04,16:00:00.536077,Dine-in,7.0,Cancelled,1052,0.0,1052.0
3074,3631,3622.0,2026-03-30,15:00:00.313619,Takeaway,,Completed,307,0.0,307.0
3075,86,664.0,2025-09-21,19:30:00.650949,Dine-in,9.0,Completed,1196,0.0,1196.0
3076,1830,4575.0,2025-05-17,16:45:00.779524,Dine-in,14.0,Completed,619,0.0,619.0
3077,1606,,2026-01-10,09:30:00.186318,Dine-in,7.0,Completed,626,0.0,626.0
3078,4254,16.0,2026-02-11,12:30:00.849773,Takeaway,,Completed,853,51.83,801.17
3079,2467,1364.0,2025-08-27,11:00:00.355940,Dine-in,1.0,Completed,963,0.0,963.0
3080,2603,3505.0,2026-02-07,09:15:00.268280,Dine-in,8.0,Pending,584,0.0,584.0
3081,2147,103.0,2025-07-19,09:30:00.809051,Dine-in,8.0,Completed,672,0.0,672.0
3082,4133,,2026-02-05,17:15:00.316440,Dine-in,16.0,Completed,408,0.0,408.0
3083,1725,,2025-11-06,12:30:00.792576,Dine-in,7.0,Completed,206,0.0,206.0
3084,2175,,2025-08-14,12:30:00.756251,Takeaway,,Completed,135,0.0,135.0
3085,80,4026.0,2025-10-10,22:30:00.504655,Dine-in,7.0,Completed,451,0.0,451.0
3086,4608,1132.0,2026-03-25,09:30:00.703115,Dine-in,17.0,Completed,599,0.0,599.0
3087,1691,,2025-09-22,22:45:00.903927,Dine-in,5.0,Completed,1184,0.0,1184.0
3088,1521,3494.0,2026-03-02,17:45:00.458152,Dine-in,7.0,Completed,260,23.34,236.66
3089,4052,,2025-11-10,13:45:00.039243,Dine-in,6.0,Completed,1001,111.64,889.36
3090,4204,3640.0,2025-05-20,17:30:00.401750,Takeaway,,Completed,112,0.0,112.0
3091,3872,,2025-08-22,19:00:00.399357,Dine-in,1.0,Pending,356,0.0,356.0
3092,2982,4642.0,2025-04-15,13:45:00.000589,Takeaway,,Cancelled,258,0.0,258.0
3093,3165,,2026-01-20,10:15:00.021968,Takeaway,,Cancelled,296,0.0,296.0
3094,3567,1008.0,2025-06-12,11:30:00.526859,Takeaway,,Completed,509,87.22,421.78
3095,4354,,2026-02-11,10:45:00.528821,Dine-in,15.0,Completed,1039,112.56,926.44
3096,4685,2962.0,2026-03-16,10:00:00.658027,Takeaway,,Completed,663,0.0,663.0
3097,3177,,2025-12-22,14:00:00.899695,Dine-in,9.0,Cancelled,266,0.0,266.0
3098,2946,4092.0,2026-03-28,12:30:00.648352,Takeaway,,Completed,928,0.0,928.0
3099,4417,3668.0,2026-01-09,16:30:00.233607,Takeaway,,Completed,711,0.0,711.0
3100,753,,2025-11-01,18:30:00.534742,Takeaway,,Completed,394,0.0,394.0
3101,4693,,2026-04-04,17:15:00.966894,Takeaway,,Completed,573,0.0,573.0
3102,1646,238.0,2026-02-10,20:30:00.561474,Dine-in,15.0,Completed,520,73.23,446.77
3103,1144,,2025-05-12,20:45:00.377827,Takeaway,,Pending,992,0.0,992.0
3104,203,2644.0,2025-09-17,21:45:00.050737,Takeaway,,Pending,125,0.0,125.0
3105,4111,3298.0,2025-12-07,23:30:00.290305,Takeaway,,Completed,581,0.0,581.0
3106,3454,,2025-10-24,12:30:00.470778,Dine-in,15.0,Completed,265,51.17,213.83
3107,1915,79.0,2026-01-29,13:00:00.523845,Takeaway,,Cancelled,228,41.78,186.22
3108,3366,,2025-12-09,13:45:00.401637,Takeaway,,Completed,413,0.0,413.0
3109,2288,,2025-04-08,17:15:00.419958,Takeaway,,Completed,849,0.0,849.0
3110,4684,3490.0,2025-12-14,13:15:00.286500,Takeaway,,Completed,146,0.0,146.0
3111,1087,,2025-10-23,09:00:00.068340,Dine-in,2.0,Completed,523,0.0,523.0
3112,3727,2190.0,2025-05-30,14:15:00.770182,Takeaway,,Cancelled,189,0.0,189.0
3113,2902,2379.0,2025-07-12,16:45:00.088899,Dine-in,10.0,Cancelled,127,0.0,127.0
3114,2798,,2025-08-07,12:15:00.693733,Dine-in,18.0,Completed,416,58.88,357.12
3115,1906,,2025-07-19,12:15:00.229565,Takeaway,,Completed,845,0.0,845.0
3116,4488,4862.0,2025-05-19,12:45:00.029999,Takeaway,,Pending,828,0.0,828.0
3117,3749,4187.0,2026-02-11,12:15:00.378744,Dine-in,17.0,Completed,917,0.0,917.0
3118,1153,982.0,2025-04-15,23:15:00.368677,Dine-in,6.0,Completed,1181,0.0,1181.0
3119,1172,,2025-08-10,09:00:00.648180,Takeaway,,Completed,1193,0.0,1193.0
3120,1777,,2025-07-31,09:45:00.721663,Dine-in,20.0,Completed,880,44.9,835.1
3121,2495,,2025-09-03,15:45:00.691954,Dine-in,4.0,Completed,412,81.34,330.66
3122,3461,889.0,2025-10-20,14:30:00.787878,Dine-in,8.0,Completed,818,56.65,761.35
3123,876,,2026-03-20,20:45:00.281956,Takeaway,,Pending,1121,158.52,962.48
3124,780,,2025-07-11,20:30:00.057214,Takeaway,,Pending,487,0.0,487.0
3125,4478,4364.0,2025-11-25,10:15:00.356844,Dine-in,16.0,Completed,481,0.0,481.0
3126,1581,,2025-07-18,15:15:00.198155,Takeaway,,Completed,831,0.0,831.0
3127,4757,2443.0,2025-11-10,10:45:00.880614,Dine-in,14.0,Completed,831,0.0,831.0
3128,1681,4162.0,2025-05-31,22:15:00.064688,Dine-in,14.0,Cancelled,896,0.0,896.0
3129,1768,1627.0,2025-12-11,12:00:00.083485,Dine-in,20.0,Completed,124,0.0,124.0
3130,328,1348.0,2026-01-13,10:30:00.014686,Takeaway,,Completed,351,0.0,351.0
3131,2549,,2025-04-23,18:15:00.999996,Takeaway,,Pending,734,73.45,660.55
3132,3289,,2025-10-16,22:45:00.250261,Takeaway,,Completed,1164,0.0,1164.0
3133,1460,335.0,2025-06-26,20:00:00.200039,Takeaway,,Pending,994,0.0,994.0
3134,3483,,2025-12-21,15:00:00.483654,Dine-in,12.0,Completed,1103,0.0,1103.0
3135,1629,4671.0,2026-01-17,15:30:00.022818,Takeaway,,Completed,194,27.86,166.14
3136,1765,1322.0,2025-09-29,17:30:00.543189,Dine-in,1.0,Completed,186,18.47,167.53
3137,1961,,2025-08-09,21:15:00.649862,Dine-in,11.0,Cancelled,389,0.0,389.0
3138,2597,,2026-02-12,17:00:00.476103,Dine-in,3.0,Pending,139,0.0,139.0
3139,4490,,2025-06-12,23:45:00.693235,Takeaway,,Cancelled,329,0.0,329.0
3140,862,,2026-02-28,12:15:00.200982,Takeaway,,Completed,484,0.0,484.0
3141,2016,1682.0,2026-03-14,22:15:00.739110,Dine-in,12.0,Completed,1012,142.34,869.66
3142,3433,,2026-03-05,12:15:00.517789,Dine-in,12.0,Completed,1024,189.36,834.64
3143,4208,4502.0,2026-04-01,09:15:00.616137,Takeaway,,Completed,486,81.12,404.88
3144,2918,2.0,2025-09-06,23:30:00.346028,Dine-in,15.0,Completed,1046,0.0,1046.0
3145,4702,4094.0,2025-05-31,18:30:00.504295,Takeaway,,Completed,501,57.69,443.31
3146,3447,,2026-01-31,12:45:00.542554,Takeaway,,Completed,646,98.3,547.7
3147,4326,555.0,2025-05-22,16:30:00.436914,Takeaway,,Cancelled,459,37.43,421.57
3148,2831,,2025-10-03,12:00:00.315848,Dine-in,6.0,Completed,1170,126.53,1043.47
3149,616,3149.0,2025-12-15,20:00:00.461777,Takeaway,,Completed,333,0.0,333.0
3150,3406,2182.0,2025-08-03,16:45:00.825541,Dine-in,4.0,Completed,574,0.0,574.0
3151,4577,2722.0,2026-03-23,22:30:00.248348,Takeaway,,Completed,555,73.27,481.73
3152,24,1134.0,2026-01-26,18:15:00.241843,Takeaway,,Completed,126,0.0,126.0
3153,3760,4014.0,2025-11-20,12:45:00.454492,Takeaway,,Completed,113,0.0,113.0
3154,4859,,2026-02-18,22:00:00.157459,Takeaway,,Completed,303,31.63,271.37
3155,2254,3977.0,2026-02-24,10:45:00.955709,Takeaway,,Completed,376,0.0,376.0
3156,4677,3083.0,2026-01-21,22:45:00.427145,Dine-in,4.0,Completed,1118,0.0,1118.0
3157,4990,3494.0,2025-12-01,19:15:00.145970,Takeaway,,Pending,547,35.04,511.96
3158,792,1852.0,2025-07-14,10:15:00.255831,Dine-in,2.0,Completed,509,0.0,509.0
3159,2028,,2025-12-18,10:00:00.346476,Takeaway,,Completed,209,0.0,209.0
3160,1814,,2025-05-02,13:45:00.100809,Takeaway,,Completed,771,0.0,771.0
3161,3784,2491.0,2026-02-11,14:45:00.093927,Takeaway,,Completed,1005,154.11,850.89
3162,926,3724.0,2025-05-31,22:15:00.508383,Dine-in,12.0,Completed,946,0.0,946.0
3163,780,447.0,2025-12-15,19:00:00.136373,Takeaway,,Pending,145,0.0,145.0
3164,3929,,2025-06-03,20:45:00.209391,Takeaway,,Completed,751,0.0,751.0
3165,590,1947.0,2025-06-30,15:00:00.464560,Dine-in,1.0,Pending,810,0.0,810.0
3166,4942,2635.0,2025-07-21,23:00:00.616071,Takeaway,,Completed,270,0.0,270.0
3167,4490,2145.0,2026-01-10,22:45:00.987627,Takeaway,,Completed,270,37.91,232.09
3168,3946,,2025-06-23,23:00:00.049661,Dine-in,2.0,Pending,392,0.0,392.0
3169,4525,4498.0,2025-12-10,10:45:00.083783,Takeaway,,Cancelled,353,0.0,353.0
3170,1504,795.0,2026-03-21,23:45:00.189272,Takeaway,,Pending,169,0.0,169.0
3171,2616,417.0,2025-11-15,20:45:00.531584,Dine-in,20.0,Pending,350,63.07,286.93
3172,4018,4879.0,2025-06-21,21:45:00.724931,Takeaway,,Completed,295,44.33,250.67
3173,146,1108.0,2025-09-17,16:00:00.416467,Dine-in,18.0,Cancelled,895,63.39,831.61
3174,2287,3282.0,2026-03-17,14:45:00.966963,Dine-in,4.0,Completed,1109,97.31,1011.69
3175,37,3397.0,2025-11-27,12:00:00.984151,Dine-in,4.0,Completed,505,0.0,505.0
3176,4804,2217.0,2025-08-08,20:00:00.180049,Takeaway,,Completed,663,0.0,663.0
3177,2974,2921.0,2025-08-02,09:00:00.285759,Dine-in,14.0,Completed,1095,107.83,987.17
3178,3588,3605.0,2026-03-04,23:30:00.581963,Dine-in,11.0,Cancelled,642,85.08,556.92
3179,17,2872.0,2025-05-09,15:00:00.347737,Takeaway,,Completed,151,0.0,151.0
3180,939,,2025-07-19,16:45:00.859261,Takeaway,,Pending,379,0.0,379.0
3181,2239,508.0,2025-06-28,21:45:00.239161,Takeaway,,Completed,384,0.0,384.0
3182,3422,309.0,2025-11-29,17:45:00.024575,Takeaway,,Completed,1159,163.61,995.39
3183,1305,3810.0,2025-07-24,19:45:00.534048,Dine-in,17.0,Completed,974,103.44,870.56
3184,945,840.0,2025-09-17,16:45:00.103253,Takeaway,,Completed,528,100.46,427.54
3185,96,4651.0,2025-12-08,19:30:00.031350,Dine-in,18.0,Completed,143,8.03,134.97
3186,713,,2025-12-30,22:30:00.791665,Takeaway,,Completed,403,0.0,403.0
3187,1190,1994.0,2025-08-03,17:30:00.533772,Takeaway,,Completed,510,0.0,510.0
3188,692,,2026-03-27,23:00:00.359653,Takeaway,,Completed,210,0.0,210.0
3189,508,1730.0,2025-08-13,19:00:00.979447,Dine-in,8.0,Completed,612,0.0,612.0
3190,2493,,2025-10-01,19:00:00.552947,Dine-in,12.0,Completed,156,0.0,156.0
3191,2660,1349.0,2025-07-08,16:45:00.364592,Dine-in,16.0,Completed,416,70.38,345.62
3192,3310,2623.0,2025-06-01,13:00:00.514995,Takeaway,,Completed,917,0.0,917.0
3193,2351,2917.0,2025-09-22,17:45:00.479325,Dine-in,16.0,Completed,732,0.0,732.0
3194,2909,,2026-03-19,23:45:00.167110,Dine-in,15.0,Completed,864,140.63,723.37
3195,2174,2206.0,2025-08-01,20:45:00.158159,Dine-in,20.0,Pending,327,0.0,327.0
3196,1114,2796.0,2025-04-10,10:30:00.668139,Dine-in,1.0,Pending,326,0.0,326.0
3197,4212,,2025-06-27,17:30:00.227144,Dine-in,20.0,Completed,628,0.0,628.0
3198,2551,,2026-03-03,12:15:00.547646,Takeaway,,Completed,1179,0.0,1179.0
3199,534,,2025-09-02,21:30:00.819176,Takeaway,,Completed,647,0.0,647.0
3200,962,,2026-03-11,15:00:00.937640,Dine-in,11.0,Cancelled,334,0.0,334.0
3201,665,733.0,2026-01-04,17:15:00.147465,Dine-in,1.0,Completed,134,0.0,134.0
3202,1087,1213.0,2026-01-16,16:30:00.073829,Dine-in,5.0,Completed,247,0.0,247.0
3203,1001,,2026-01-22,23:30:00.786193,Takeaway,,Completed,322,57.68,264.32
3204,1905,4007.0,2026-01-26,22:00:00.890577,Takeaway,,Completed,261,32.74,228.26
3205,2981,3348.0,2025-11-15,22:45:00.849323,Takeaway,,Completed,835,0.0,835.0
3206,984,713.0,2025-04-29,22:45:00.934457,Takeaway,,Completed,423,0.0,423.0
3207,2612,,2026-02-27,09:45:00.932986,Takeaway,,Completed,1030,0.0,1030.0
3208,4737,,2026-02-18,10:30:00.930060,Dine-in,10.0,Completed,153,0.0,153.0
3209,4160,3420.0,2025-07-26,16:45:00.253505,Takeaway,,Cancelled,451,0.0,451.0
3210,1455,,2025-08-06,22:00:00.158301,Dine-in,14.0,Pending,474,0.0,474.0
