Ride_ID,Booking_ID,Customer_ID,Driver_ID,Vehicle_ID,Pickup_Location,Drop_Location,Pickup_Latitude,Pickup_Longitude,Drop_Latitude,Drop_Longitude,Ride_Distance_km,Estimated_Duration_min,Actual_Duration_min,Ride_Status,Cancellation_Reason,Booking_Time,Pickup_Time,Drop_Time
2224,1283,874,783,99,"Saket, Delhi","BTM Layout, Bangalore",21.189684,72.839116,21.187128,72.820389,19.91,74,73,Completed,,2025-12-01 20:07:23.216041,2025-12-01 20:14:23.216041,2025-12-01 21:27:23.216041
2225,3645,1422,100,657,"Whitefield, Bangalore","Whitefield, Bangalore",21.234706,72.840305,21.209387,72.894321,16.39,37,46,Cancelled,Driver cancelled,2026-02-11 07:03:15.320311,2026-02-11 07:15:15.320311,
2226,1811,3724,211,640,"Maninagar, Ahmedabad","Whitefield, Bangalore",21.233206,72.835256,21.185363,72.779279,10.56,34,33,Completed,,2026-04-01 08:56:17.953928,2026-04-01 09:03:17.953928,2026-04-01 09:36:17.953928
2227,4508,174,91,139,"Maninagar, Ahmedabad","Borivali, Mumbai",21.17886,72.758355,21.215152,72.897751,18.26,65,64,Completed,,2026-02-13 09:35:10.277943,2026-02-13 09:39:10.277943,2026-02-13 10:43:10.277943
2228,2627,3766,300,791,"Navrangpura, Ahmedabad","Adajan, Surat",21.122597,72.876978,21.140215,72.782749,14.9,57,65,Completed,,2025-12-21 23:14:14.521256,2025-12-21 23:27:14.521256,2025-12-22 00:32:14.521256
2229,2313,822,483,510,"Andheri, Mumbai","Bandra, Mumbai",21.189032,72.777786,21.176712,72.789174,2.46,8,9,Completed,,2025-11-07 05:27:13.820579,2025-11-07 05:34:13.820579,2025-11-07 05:43:13.820579
2230,109,3645,316,788,"Whitefield, Bangalore","Viman Nagar, Pune",21.168725,72.860055,21.136424,72.758184,14.12,38,38,Cancelled,Payment issue,2025-11-29 17:44:19.347531,2025-11-29 17:47:19.347531,
2231,105,2624,444,644,"Connaught Place, Delhi","Bopal, Ahmedabad",21.215828,72.83079,21.103929,72.894952,18.05,61,58,Completed,,2025-10-31 21:16:18.043437,2025-10-31 21:22:18.043437,2025-10-31 22:20:18.043437
2232,3512,1538,278,63,"Borivali, Mumbai","Maninagar, Ahmedabad",21.222362,72.770851,21.218539,72.877561,6.65,14,23,Completed,,2026-01-14 12:37:59.787180,2026-01-14 12:45:59.787180,2026-01-14 13:08:59.787180
2233,3726,4988,767,310,"Whitefield, Bangalore","Bandra, Mumbai",21.168689,72.888176,21.161176,72.754232,1.52,3,7,Completed,,2026-01-19 14:33:10.047075,2026-01-19 14:45:10.047075,2026-01-19 14:52:10.047075
2234,2604,3167,1,327,"Satellite, Ahmedabad","Katargam, Surat",21.235435,72.845216,21.240793,72.886107,16.22,35,44,Completed,,2025-12-14 14:55:35.127206,2025-12-14 15:01:35.127206,2025-12-14 15:45:35.127206
2235,2835,2705,18,538,"Kothrud, Pune","Borivali, Mumbai",21.24544,72.759899,21.114907,72.807718,17.87,50,53,Completed,,2026-04-01 03:37:39.764950,2026-04-01 03:44:39.764950,2026-04-01 04:37:39.764950
2236,2549,451,598,529,"Andheri, Mumbai","BTM Layout, Bangalore",21.100251,72.874061,21.168068,72.894459,12.75,29,34,Completed,,2025-11-04 20:34:48.624294,2025-11-04 20:47:48.624294,2025-11-04 21:21:48.624294
2237,225,1134,405,97,"Satellite, Ahmedabad","Indiranagar, Bangalore",21.143762,72.770204,21.107897,72.842602,6.6,25,26,Completed,,2026-01-30 03:26:32.478631,2026-01-30 03:31:32.478631,2026-01-30 03:57:32.478631
2238,4582,1550,295,459,"Rohini, Delhi","Maninagar, Ahmedabad",21.159632,72.826238,21.179628,72.887136,9.69,23,21,Cancelled,Driver not available,2025-12-20 03:09:12.952921,2025-12-20 03:24:12.952921,
2239,422,1271,87,95,"Indiranagar, Bangalore","Whitefield, Bangalore",21.14535,72.817821,21.234617,72.847139,11.86,34,34,Completed,,2026-03-01 03:03:41.927808,2026-03-01 03:16:41.927808,2026-03-01 03:50:41.927808
2240,4165,3173,15,637,"BTM Layout, Bangalore","Dwarka, Delhi",21.194608,72.885704,21.126567,72.853575,3.74,9,11,Completed,,2025-10-24 09:15:58.270327,2025-10-24 09:21:58.270327,2025-10-24 09:32:58.270327
2241,2806,1873,14,22,"Whitefield, Bangalore","Viman Nagar, Pune",21.223568,72.866905,21.179947,72.821799,4.2,15,24,Completed,,2025-10-20 09:48:39.635581,2025-10-20 09:50:39.635581,2025-10-20 10:14:39.635581
2242,2451,4461,857,688,"Katargam, Surat","Udhna, Surat",21.126222,72.885723,21.184801,72.786958,1.85,4,8,Completed,,2026-02-16 12:17:04.484144,2026-02-16 12:31:04.484144,2026-02-16 12:39:04.484144
2243,4936,482,842,570,"Rohini, Delhi","Bandra, Mumbai",21.164644,72.872424,21.116079,72.829408,2.39,8,10,Completed,,2026-03-21 13:06:42.928432,2026-03-21 13:18:42.928432,2026-03-21 13:28:42.928432
2244,4338,2353,70,109,"Bopal, Ahmedabad","Maninagar, Ahmedabad",21.14507,72.833471,21.161315,72.77948,11.57,33,38,Cancelled,Payment issue,2025-10-14 10:16:53.631853,2025-10-14 10:28:53.631853,
2245,1305,337,745,198,"Viman Nagar, Pune","Kothrud, Pune",21.10784,72.864556,21.244905,72.813124,7.97,23,30,No-Show,Long waiting time,2026-02-10 22:43:38.119506,2026-02-10 22:47:38.119506,
2246,1469,3197,44,641,"Dadar, Mumbai","Maninagar, Ahmedabad",21.118509,72.758012,21.170105,72.822548,7.28,22,18,Completed,,2025-12-21 04:40:26.246702,2025-12-21 04:52:26.246702,2025-12-21 05:10:26.246702
2247,4761,4216,364,467,"Adajan, Surat","Bandra, Mumbai",21.16395,72.866228,21.139707,72.864502,15.79,55,62,Cancelled,Driver cancelled,2026-02-09 02:10:12.118140,2026-02-09 02:12:12.118140,
2248,4236,1536,195,173,"Wakad, Pune","Satellite, Ahmedabad",21.167565,72.897959,21.176704,72.848723,13.82,44,46,Completed,,2025-10-06 04:40:31.232550,2025-10-06 04:49:31.232550,2025-10-06 05:35:31.232550
2249,3749,526,438,230,"Karol Bagh, Delhi","Saket, Delhi",21.247097,72.755593,21.228082,72.761827,18.16,36,38,Completed,,2025-12-05 17:25:50.158507,2025-12-05 17:39:50.158507,2025-12-05 18:17:50.158507
2250,2384,946,77,512,"Rohini, Delhi","Bandra, Mumbai",21.249281,72.789946,21.235909,72.773823,19.99,64,69,Completed,,2026-02-18 18:34:00.229629,2026-02-18 18:47:00.229629,2026-02-18 19:56:00.229629
2251,1730,1806,91,143,"Navrangpura, Ahmedabad","Saket, Delhi",21.117763,72.822741,21.186336,72.810584,9.88,37,36,Completed,,2025-12-07 08:14:13.677446,2025-12-07 08:17:13.677446,2025-12-07 08:53:13.677446
2252,1407,2379,272,717,"Udhna, Surat","Rohini, Delhi",21.220643,72.759543,21.115976,72.81337,17.39,54,59,Completed,,2025-10-07 02:29:02.997246,2025-10-07 02:39:02.997246,2025-10-07 03:38:02.997246
2253,2496,2334,172,257,"Dadar, Mumbai","Udhna, Surat",21.126319,72.823997,21.143368,72.807508,15.98,55,61,Completed,,2026-03-21 13:03:04.317699,2026-03-21 13:14:04.317699,2026-03-21 14:15:04.317699
2254,3968,2369,930,373,"Indiranagar, Bangalore","Adajan, Surat",21.175757,72.800438,21.136364,72.800998,9.76,33,31,Completed,,2026-01-15 22:38:28.812389,2026-01-15 22:46:28.812389,2026-01-15 23:17:28.812389
2255,1441,1345,558,410,"Viman Nagar, Pune","Saket, Delhi",21.112885,72.836928,21.238411,72.784899,6.68,21,29,Completed,,2026-01-01 08:01:44.343987,2026-01-01 08:14:44.343987,2026-01-01 08:43:44.343987
2256,2495,1859,916,441,"Bandra, Mumbai","Viman Nagar, Pune",21.134643,72.806322,21.107801,72.856973,18.46,61,67,Completed,,2026-01-28 07:42:58.507450,2026-01-28 07:51:58.507450,2026-01-28 08:58:58.507450
2257,4598,4307,819,666,"Bopal, Ahmedabad","Saket, Delhi",21.142766,72.80144,21.149038,72.87972,7.88,19,28,Completed,,2025-11-21 04:29:14.800405,2025-11-21 04:31:14.800405,2025-11-21 04:59:14.800405
2258,3900,1820,711,96,"Navrangpura, Ahmedabad","Bopal, Ahmedabad",21.249769,72.761828,21.21866,72.768919,7.37,20,27,Completed,,2025-11-26 12:01:53.551825,2025-11-26 12:09:53.551825,2025-11-26 12:36:53.551825
2259,3601,2533,971,418,"BTM Layout, Bangalore","Bopal, Ahmedabad",21.230015,72.844318,21.116206,72.813891,3.82,10,7,Cancelled,Driver not available,2025-11-17 18:35:44.715331,2025-11-17 18:37:44.715331,
2260,2099,547,808,699,"Wakad, Pune","Vesu, Surat",21.117629,72.893186,21.118215,72.814919,5.24,15,11,Completed,,2025-11-03 04:13:06.936278,2025-11-03 04:23:06.936278,2025-11-03 04:34:06.936278
2261,1125,2336,334,397,"Saket, Delhi","Rohini, Delhi",21.168267,72.784617,21.246971,72.773661,18.16,55,56,Completed,,2025-12-22 13:43:33.601073,2025-12-22 13:51:33.601073,2025-12-22 14:47:33.601073
2262,3119,49,503,762,"Hinjewadi, Pune","Electronic City, Bangalore",21.109643,72.889765,21.103328,72.773362,10.59,22,27,Completed,,2026-01-02 12:50:48.893192,2026-01-02 12:59:48.893192,2026-01-02 13:26:48.893192
2263,4610,4853,388,261,"Rohini, Delhi","Karol Bagh, Delhi",21.245751,72.831643,21.239186,72.861464,8.64,29,28,Completed,,2026-01-05 07:43:55.867362,2026-01-05 07:48:55.867362,2026-01-05 08:16:55.867362
2264,3446,1685,874,800,"Rohini, Delhi","Vesu, Surat",21.178215,72.788658,21.179433,72.892277,10.3,32,35,No-Show,Long waiting time,2026-02-28 01:30:42.193290,2026-02-28 01:40:42.193290,
2265,1122,1364,289,305,"Dwarka, Delhi","Electronic City, Bangalore",21.139746,72.881021,21.143241,72.859929,15.48,43,44,Completed,,2025-10-16 19:19:11.829605,2025-10-16 19:30:11.829605,2025-10-16 20:14:11.829605
2266,3218,3287,705,617,"Adajan, Surat","Navrangpura, Ahmedabad",21.203914,72.847401,21.158148,72.812146,6.1,19,18,Cancelled,Customer cancelled,2026-02-23 23:43:15.073739,2026-02-23 23:46:15.073739,
2267,1219,864,813,228,"Vesu, Surat","Maninagar, Ahmedabad",21.172399,72.884027,21.142889,72.815758,3.67,7,13,Completed,,2026-03-13 00:21:56.006592,2026-03-13 00:31:56.006592,2026-03-13 00:44:56.006592
2268,4538,199,820,103,"Satellite, Ahmedabad","Indiranagar, Bangalore",21.209823,72.827741,21.227149,72.757477,6.15,19,23,Completed,,2026-02-10 07:30:24.213896,2026-02-10 07:38:24.213896,2026-02-10 08:01:24.213896
2269,4263,2123,570,93,"Satellite, Ahmedabad","Bandra, Mumbai",21.139654,72.821042,21.230109,72.898174,17.79,48,47,Completed,,2025-11-19 08:00:14.536543,2025-11-19 08:05:14.536543,2025-11-19 08:52:14.536543
2270,4070,1600,635,212,"Dwarka, Delhi","Maninagar, Ahmedabad",21.159795,72.835613,21.157718,72.805984,2.42,4,13,Completed,,2025-10-05 14:29:01.846498,2025-10-05 14:44:01.846498,2025-10-05 14:57:01.846498
2271,715,2928,200,11,"Wakad, Pune","Borivali, Mumbai",21.166233,72.829307,21.160899,72.89304,5.01,15,22,Cancelled,Driver cancelled,2026-02-18 06:03:00.329851,2026-02-18 06:16:00.329851,
2272,4916,838,618,545,"Adajan, Surat","Adajan, Surat",21.109631,72.891332,21.241676,72.818692,19.46,76,80,Completed,,2025-10-20 14:16:10.408381,2025-10-20 14:23:10.408381,2025-10-20 15:43:10.408381
2273,3037,3557,356,214,"Electronic City, Bangalore","Bandra, Mumbai",21.231752,72.852272,21.236597,72.889709,19.4,45,40,Completed,,2025-11-21 04:54:25.905008,2025-11-21 05:03:25.905008,2025-11-21 05:43:25.905008
2274,4619,4450,530,555,"Powai, Mumbai","Whitefield, Bangalore",21.195834,72.756456,21.180469,72.787562,12.75,42,37,Completed,,2026-03-27 11:50:54.589583,2026-03-27 11:52:54.589583,2026-03-27 12:29:54.589583
2275,3319,4425,290,309,"Connaught Place, Delhi","Rohini, Delhi",21.132241,72.783218,21.244584,72.803965,4.11,16,13,No-Show,Long waiting time,2025-12-14 04:43:52.905680,2025-12-14 04:55:52.905680,
2276,2339,1177,701,737,"Borivali, Mumbai","Wakad, Pune",21.110367,72.882486,21.184357,72.833202,6.0,15,11,Completed,,2026-01-12 20:37:36.491354,2026-01-12 20:40:36.491354,2026-01-12 20:51:36.491354
2277,2393,1143,619,116,"Hinjewadi, Pune","Dadar, Mumbai",21.148235,72.856562,21.180507,72.811268,16.58,53,50,Cancelled,Driver cancelled,2025-10-05 14:57:55.533488,2025-10-05 14:59:55.533488,
2278,3282,1667,733,788,"Connaught Place, Delhi","Rohini, Delhi",21.187739,72.849033,21.154687,72.884461,6.86,23,22,Completed,,2026-02-25 23:27:53.303817,2026-02-25 23:40:53.303817,2026-02-26 00:02:53.303817
2279,64,1897,955,30,"Saket, Delhi","Whitefield, Bangalore",21.117084,72.789922,21.10013,72.872528,18.38,47,47,Completed,,2026-03-21 17:06:55.694792,2026-03-21 17:12:55.694792,2026-03-21 17:59:55.694792
2280,1022,4713,695,554,"Hinjewadi, Pune","Powai, Mumbai",21.248693,72.764074,21.122568,72.761473,4.0,12,8,Cancelled,Customer cancelled,2025-11-30 02:50:47.414616,2025-11-30 02:54:47.414616,
2281,622,4321,206,305,"BTM Layout, Bangalore","Navrangpura, Ahmedabad",21.121968,72.890996,21.119658,72.839497,8.16,31,30,Completed,,2026-03-31 20:56:50.795805,2026-03-31 21:05:50.795805,2026-03-31 21:35:50.795805
2282,3510,3182,980,436,"Navrangpura, Ahmedabad","Satellite, Ahmedabad",21.181132,72.892784,21.227341,72.841896,7.46,18,16,Cancelled,Payment issue,2025-10-27 09:51:28.943558,2025-10-27 10:03:28.943558,
2283,3296,1464,910,381,"Vesu, Surat","Rohini, Delhi",21.233185,72.758068,21.181949,72.780961,2.55,8,10,Completed,,2025-12-26 21:01:42.481533,2025-12-26 21:07:42.481533,2025-12-26 21:17:42.481533
2284,3932,3188,315,414,"Navrangpura, Ahmedabad","Andheri, Mumbai",21.166889,72.849285,21.16581,72.870641,18.4,56,65,Completed,,2026-02-09 08:28:59.154022,2026-02-09 08:35:59.154022,2026-02-09 09:40:59.154022
2285,3137,767,957,31,"Whitefield, Bangalore","Dadar, Mumbai",21.118683,72.870799,21.108283,72.811135,13.33,34,32,Completed,,2026-01-20 08:45:42.089578,2026-01-20 08:48:42.089578,2026-01-20 09:20:42.089578
2286,1290,3052,456,225,"Bandra, Mumbai","Dwarka, Delhi",21.10363,72.778859,21.149887,72.781139,1.81,7,12,Completed,,2026-03-12 05:52:29.751527,2026-03-12 05:58:29.751527,2026-03-12 06:10:29.751527
2287,4681,2201,355,308,"Powai, Mumbai","Dadar, Mumbai",21.229776,72.803324,21.186193,72.870459,19.71,43,43,Completed,,2026-02-13 17:48:45.051477,2026-02-13 17:58:45.051477,2026-02-13 18:41:45.051477
2288,3336,1507,441,225,"Dwarka, Delhi","Andheri, Mumbai",21.193174,72.795735,21.219591,72.851691,9.06,18,26,Completed,,2026-02-09 03:00:06.358098,2026-02-09 03:04:06.358098,2026-02-09 03:30:06.358098
2289,1413,4689,353,478,"Kothrud, Pune","Rohini, Delhi",21.207885,72.813767,21.118694,72.813165,18.45,65,69,Completed,,2025-10-19 21:16:01.159668,2025-10-19 21:22:01.159668,2025-10-19 22:31:01.159668
2290,2325,447,326,594,"Viman Nagar, Pune","Adajan, Surat",21.248092,72.771931,21.135038,72.844373,10.27,38,37,Completed,,2025-12-23 05:02:24.728059,2025-12-23 05:14:24.728059,2025-12-23 05:51:24.728059
2291,720,2151,741,301,"Wakad, Pune","Udhna, Surat",21.162289,72.88146,21.120456,72.767383,14.99,53,54,Completed,,2025-10-21 22:12:23.227818,2025-10-21 22:24:23.227818,2025-10-21 23:18:23.227818
2292,629,3671,969,641,"Powai, Mumbai","Kothrud, Pune",21.122596,72.807207,21.209637,72.878044,13.95,32,31,Completed,,2025-10-20 17:21:41.321264,2025-10-20 17:28:41.321264,2025-10-20 17:59:41.321264
2293,4781,4030,555,725,"BTM Layout, Bangalore","Karol Bagh, Delhi",21.115632,72.858578,21.19338,72.87534,6.19,15,14,Completed,,2026-02-24 04:52:44.571151,2026-02-24 05:00:44.571151,2026-02-24 05:14:44.571151
2294,4522,3093,27,640,"Indiranagar, Bangalore","Navrangpura, Ahmedabad",21.129281,72.851063,21.24563,72.871206,13.27,46,42,Completed,,2025-12-09 11:37:03.181537,2025-12-09 11:43:03.181537,2025-12-09 12:25:03.181537
2295,4540,1816,212,676,"Rohini, Delhi","Udhna, Surat",21.249998,72.766917,21.240672,72.832033,2.56,5,7,Cancelled,Payment issue,2026-03-19 22:34:32.052740,2026-03-19 22:45:32.052740,
2296,2008,579,788,325,"Indiranagar, Bangalore","Karol Bagh, Delhi",21.106078,72.862955,21.19962,72.82011,2.78,8,17,Completed,,2025-12-13 04:56:20.630913,2025-12-13 05:02:20.630913,2025-12-13 05:19:20.630913
2297,2498,4076,23,719,"Andheri, Mumbai","Bandra, Mumbai",21.183644,72.752828,21.245107,72.811372,19.84,52,52,Completed,,2025-11-21 02:45:03.628559,2025-11-21 02:55:03.628559,2025-11-21 03:47:03.628559
2298,1497,326,152,635,"Rohini, Delhi","Electronic City, Bangalore",21.132313,72.776518,21.241504,72.865429,19.09,44,42,Completed,,2025-11-22 12:42:25.788300,2025-11-22 12:45:25.788300,2025-11-22 13:27:25.788300
2299,4014,940,891,662,"Dwarka, Delhi","Navrangpura, Ahmedabad",21.17902,72.781051,21.238209,72.756697,13.25,30,30,Completed,,2025-10-23 02:49:43.199869,2025-10-23 02:58:43.199869,2025-10-23 03:28:43.199869
2300,1629,422,971,356,"Bandra, Mumbai","Vesu, Surat",21.238831,72.827042,21.157542,72.801799,17.43,45,41,Completed,,2025-11-10 19:06:01.034285,2025-11-10 19:12:01.034285,2025-11-10 19:53:01.034285
2301,2847,170,81,71,"Adajan, Surat","Borivali, Mumbai",21.204423,72.792686,21.219329,72.790554,19.49,68,72,Cancelled,Customer cancelled,2025-11-04 15:19:49.111646,2025-11-04 15:26:49.111646,
2302,3827,2551,627,168,"Saket, Delhi","Bandra, Mumbai",21.217158,72.830822,21.186609,72.887341,17.11,45,51,Cancelled,Driver cancelled,2026-03-08 20:21:14.748657,2026-03-08 20:35:14.748657,
2303,3166,2380,447,198,"Dadar, Mumbai","Viman Nagar, Pune",21.118128,72.756741,21.167128,72.898389,15.74,43,40,Completed,,2026-02-08 19:35:48.392307,2026-02-08 19:47:48.392307,2026-02-08 20:27:48.392307
2304,1889,4046,273,695,"Indiranagar, Bangalore","Hinjewadi, Pune",21.227234,72.838353,21.157015,72.86362,19.56,65,72,Completed,,2026-02-21 14:33:02.220962,2026-02-21 14:46:02.220962,2026-02-21 15:58:02.220962
2305,3251,888,828,360,"Adajan, Surat","Borivali, Mumbai",21.125147,72.873462,21.163579,72.78136,4.95,14,18,Completed,,2025-10-27 06:10:28.694297,2025-10-27 06:20:28.694297,2025-10-27 06:38:28.694297
2306,3064,4843,452,519,"Whitefield, Bangalore","Whitefield, Bangalore",21.236568,72.889413,21.157504,72.838079,19.75,45,50,Completed,,2026-02-10 12:25:22.480328,2026-02-10 12:35:22.480328,2026-02-10 13:25:22.480328
2307,3064,2616,590,609,"Satellite, Ahmedabad","Indiranagar, Bangalore",21.151746,72.79526,21.223414,72.759869,10.18,40,35,Cancelled,Customer cancelled,2026-01-18 19:15:52.790792,2026-01-18 19:18:52.790792,
2308,965,4142,42,592,"Satellite, Ahmedabad","Adajan, Surat",21.128186,72.855863,21.115412,72.781282,4.03,10,19,Completed,,2026-02-13 20:55:26.009806,2026-02-13 21:04:26.009806,2026-02-13 21:23:26.009806
2309,426,1271,764,35,"Adajan, Surat","Indiranagar, Bangalore",21.222348,72.814288,21.181566,72.892075,17.08,38,34,Completed,,2026-02-07 10:13:39.848894,2026-02-07 10:28:39.848894,2026-02-07 11:02:39.848894
2310,102,1374,378,634,"Viman Nagar, Pune","Andheri, Mumbai",21.211945,72.800852,21.146555,72.862214,5.28,18,14,Completed,,2026-02-21 01:41:58.888758,2026-02-21 01:46:58.888758,2026-02-21 02:00:58.888758
2311,123,4227,127,307,"Dwarka, Delhi","Wakad, Pune",21.174116,72.75127,21.126466,72.821701,4.38,8,3,Completed,,2025-11-14 09:58:29.987846,2025-11-14 10:13:29.987846,2025-11-14 10:16:29.987846
2312,788,4774,174,400,"Wakad, Pune","Powai, Mumbai",21.223577,72.785621,21.155054,72.850663,9.3,28,28,Completed,,2025-12-21 21:09:57.365177,2025-12-21 21:15:57.365177,2025-12-21 21:43:57.365177
2313,1828,980,480,743,"Dadar, Mumbai","Rohini, Delhi",21.18291,72.89141,21.116538,72.766544,2.71,9,16,No-Show,Driver cancelled,2025-11-15 01:46:33.789037,2025-11-15 01:50:33.789037,
2314,1322,1056,157,620,"Andheri, Mumbai","Maninagar, Ahmedabad",21.142716,72.885729,21.140915,72.793584,17.9,45,47,Completed,,2025-10-05 12:31:14.274129,2025-10-05 12:34:14.274129,2025-10-05 13:21:14.274129
2315,1299,1181,798,94,"Karol Bagh, Delhi","Udhna, Surat",21.230103,72.775489,21.221205,72.778508,7.55,19,25,Completed,,2026-01-23 15:39:31.353211,2026-01-23 15:53:31.353211,2026-01-23 16:18:31.353211
2316,375,2450,384,576,"Satellite, Ahmedabad","Whitefield, Bangalore",21.125952,72.750006,21.200714,72.891223,18.28,68,67,Completed,,2026-03-21 12:06:07.107852,2026-03-21 12:21:07.107852,2026-03-21 13:28:07.107852
2317,568,2769,820,534,"Powai, Mumbai","BTM Layout, Bangalore",21.200576,72.868069,21.190682,72.877199,5.99,19,24,Completed,,2025-11-14 03:41:24.613172,2025-11-14 03:44:24.613172,2025-11-14 04:08:24.613172
2318,310,4521,670,376,"Vesu, Surat","Indiranagar, Bangalore",21.234748,72.823695,21.108421,72.761986,7.88,29,37,Completed,,2026-03-06 12:08:57.751311,2026-03-06 12:17:57.751311,2026-03-06 12:54:57.751311
2319,3720,2474,781,701,"Hinjewadi, Pune","Kothrud, Pune",21.142524,72.819815,21.224096,72.804758,7.93,22,23,Cancelled,Payment issue,2026-01-01 20:18:59.607991,2026-01-01 20:33:59.607991,
2320,1200,362,201,131,"Satellite, Ahmedabad","BTM Layout, Bangalore",21.218856,72.838343,21.129643,72.784083,15.61,50,60,Completed,,2026-02-11 03:43:57.539392,2026-02-11 03:45:57.539392,2026-02-11 04:45:57.539392
2321,563,3270,239,134,"Electronic City, Bangalore","Borivali, Mumbai",21.15123,72.866507,21.183821,72.821079,3.43,9,13,Cancelled,Driver cancelled,2026-01-14 05:08:02.507712,2026-01-14 05:20:02.507712,
2322,1483,2315,968,288,"Wakad, Pune","Dadar, Mumbai",21.18912,72.804108,21.160214,72.769935,16.23,38,39,Completed,,2025-10-25 07:17:19.939758,2025-10-25 07:27:19.939758,2025-10-25 08:06:19.939758
2323,2280,2678,622,477,"Katargam, Surat","Hinjewadi, Pune",21.156186,72.809994,21.185482,72.872456,19.54,59,64,Completed,,2025-10-19 13:55:07.700464,2025-10-19 14:06:07.700464,2025-10-19 15:10:07.700464
2324,4291,3684,540,588,"Karol Bagh, Delhi","Maninagar, Ahmedabad",21.191317,72.829813,21.1636,72.895116,19.32,39,38,Completed,,2026-04-01 14:19:18.093749,2026-04-01 14:31:18.093749,2026-04-01 15:09:18.093749
2325,2546,4830,683,435,"Navrangpura, Ahmedabad","Electronic City, Bangalore",21.137784,72.771956,21.225366,72.877225,6.47,21,21,Completed,,2026-03-11 18:17:49.961958,2026-03-11 18:29:49.961958,2026-03-11 18:50:49.961958
2326,825,3064,881,24,"Satellite, Ahmedabad","Hinjewadi, Pune",21.197704,72.772966,21.156259,72.756925,10.45,24,23,Completed,,2025-10-17 06:14:35.267047,2025-10-17 06:22:35.267047,2025-10-17 06:45:35.267047
2327,600,3418,564,563,"Electronic City, Bangalore","Dwarka, Delhi",21.173461,72.768217,21.158153,72.874419,3.59,11,13,Cancelled,Driver not available,2025-11-15 19:35:39.184762,2025-11-15 19:45:39.184762,
2328,4103,2742,344,605,"Adajan, Surat","Maninagar, Ahmedabad",21.234983,72.806244,21.138401,72.754266,15.99,45,52,Cancelled,Driver cancelled,2026-02-09 15:26:08.867077,2026-02-09 15:30:08.867077,
2329,2279,2881,552,553,"Karol Bagh, Delhi","Maninagar, Ahmedabad",21.108219,72.801732,21.130682,72.775401,18.89,49,56,No-Show,Driver not available,2025-10-13 19:55:46.906342,2025-10-13 19:59:46.906342,
2330,56,4711,814,505,"Electronic City, Bangalore","Dwarka, Delhi",21.216347,72.859625,21.195721,72.84182,8.22,19,19,Cancelled,Payment issue,2026-01-08 04:14:53.021652,2026-01-08 04:22:53.021652,
2331,1953,1789,48,47,"Indiranagar, Bangalore","Indiranagar, Bangalore",21.138197,72.856059,21.125757,72.870105,5.46,13,21,Completed,,2026-02-02 00:12:55.833874,2026-02-02 00:26:55.833874,2026-02-02 00:47:55.833874
2332,4201,82,802,494,"Powai, Mumbai","Navrangpura, Ahmedabad",21.143951,72.788419,21.107992,72.840688,5.32,17,14,Cancelled,Driver cancelled,2025-11-27 02:40:27.307204,2025-11-27 02:45:27.307204,
2333,4585,2906,649,605,"Dwarka, Delhi","Andheri, Mumbai",21.132578,72.884795,21.206025,72.801019,2.58,5,14,Cancelled,Payment issue,2026-01-28 05:27:53.735126,2026-01-28 05:37:53.735126,
2334,3244,48,318,607,"Satellite, Ahmedabad","Karol Bagh, Delhi",21.249185,72.867722,21.114978,72.785017,3.25,10,17,Completed,,2026-01-24 01:42:28.602056,2026-01-24 01:51:28.602056,2026-01-24 02:08:28.602056
2335,1448,1753,884,464,"Electronic City, Bangalore","Katargam, Surat",21.190385,72.897774,21.210725,72.75411,17.06,36,40,Completed,,2025-11-18 17:26:12.741506,2025-11-18 17:41:12.741506,2025-11-18 18:21:12.741506
2336,1847,2435,802,112,"Connaught Place, Delhi","Whitefield, Bangalore",21.238986,72.762851,21.193426,72.863768,4.19,13,19,Completed,,2025-10-19 16:25:35.078603,2025-10-19 16:37:35.078603,2025-10-19 16:56:35.078603
2337,3313,2327,946,336,"Connaught Place, Delhi","Whitefield, Bangalore",21.173468,72.872889,21.18478,72.844961,13.25,30,32,No-Show,Customer cancelled,2026-02-23 23:10:02.016569,2026-02-23 23:15:02.016569,
2338,1229,575,323,244,"Saket, Delhi","Karol Bagh, Delhi",21.117685,72.80019,21.234856,72.800697,19.54,78,83,Completed,,2025-11-05 00:34:07.971266,2025-11-05 00:47:07.971266,2025-11-05 02:10:07.971266
2339,45,445,953,689,"Dwarka, Delhi","Bopal, Ahmedabad",21.119358,72.776277,21.183177,72.846406,11.53,23,26,Completed,,2026-01-04 23:36:02.462490,2026-01-04 23:45:02.462490,2026-01-05 00:11:02.462490
2340,1083,794,971,498,"Electronic City, Bangalore","Whitefield, Bangalore",21.144528,72.774351,21.20912,72.7789,16.11,64,60,Cancelled,Payment issue,2025-10-25 09:21:56.864809,2025-10-25 09:32:56.864809,
2341,1242,4872,878,714,"Indiranagar, Bangalore","Andheri, Mumbai",21.154039,72.894217,21.214598,72.860859,14.45,55,51,Completed,,2025-12-06 08:34:06.816581,2025-12-06 08:41:06.816581,2025-12-06 09:32:06.816581
2342,2670,625,76,643,"Powai, Mumbai","Navrangpura, Ahmedabad",21.244736,72.783101,21.206506,72.865445,19.45,58,59,Completed,,2025-12-12 08:01:03.940782,2025-12-12 08:04:03.940782,2025-12-12 09:03:03.940782
