Booking_ID,Customer_ID,Booking_Time,Ride_Type,Pickup_Location,Drop_Location,Estimated_Fare,Estimated_Distance_km,Estimated_Time_min,Booking_Status,Cancellation_Time,Cancellation_By
2130,1499,2026-02-07 01:40:06.783160,Instant,"Whitefield, Bangalore","Bandra, Mumbai",85.4,6.17,16,Completed,,
2131,241,2026-03-08 04:13:09.791276,Scheduled,"Udhna, Surat","Dwarka, Delhi",270.43,16.73,64,Completed,,
2132,2802,2026-03-15 14:32:38.862749,Instant,"Adajan, Surat","Bandra, Mumbai",333.15,22.53,50,Confirmed,,
2133,2329,2025-12-03 05:00:22.055103,Instant,"Indiranagar, Bangalore","Adajan, Surat",221.39,15.82,59,Completed,,
2134,105,2026-03-11 02:55:53.873499,Instant,"Navrangpura, Ahmedabad","Vesu, Surat",256.06,20.59,50,Completed,,
2135,3202,2026-03-08 00:45:59.799676,Scheduled,"Satellite, Ahmedabad","Satellite, Ahmedabad",252.21,23.11,66,Cancelled,2026-03-08 00:46:59.799676,Customer
2136,302,2026-01-28 02:12:38.575374,Instant,"Whitefield, Bangalore","Hinjewadi, Pune",348.16,21.41,59,Cancelled,2026-01-28 02:17:38.575374,Driver
2137,4970,2026-03-22 20:06:06.267483,Instant,"Adajan, Surat","Kothrud, Pune",215.92,14.67,56,Completed,,
2138,1569,2026-03-06 18:29:23.149543,Scheduled,"Dadar, Mumbai","Bandra, Mumbai",164.88,13.43,43,Completed,,
2139,3184,2026-03-07 08:07:11.408269,Instant,"Kothrud, Pune","Bandra, Mumbai",100.23,8.41,19,Completed,,
2140,4222,2025-11-17 14:50:58.628596,Instant,"Indiranagar, Bangalore","Satellite, Ahmedabad",290.13,22.57,71,Completed,,
2141,1531,2026-03-13 12:54:25.956049,Instant,"Andheri, Mumbai","Dwarka, Delhi",366.5,21.1,57,Completed,,
2142,2118,2026-02-05 23:08:02.923061,Instant,"Andheri, Mumbai","Katargam, Surat",301.68,23.0,56,Completed,,
2143,938,2026-03-29 22:30:23.434569,Instant,"Andheri, Mumbai","Connaught Place, Delhi",221.14,12.29,34,Completed,,
2144,1801,2025-10-14 13:14:34.934306,Instant,"Katargam, Surat","Andheri, Mumbai",412.27,22.57,64,Completed,,
2145,1361,2026-01-27 13:43:49.176468,Instant,"Udhna, Surat","Dwarka, Delhi",275.44,14.99,43,Completed,,
2146,3110,2026-02-13 00:39:26.807816,Instant,"Udhna, Surat","Adajan, Surat",28.74,1.78,3,Completed,,
2147,2032,2026-01-21 08:50:44.389027,Scheduled,"Satellite, Ahmedabad","Satellite, Ahmedabad",183.6,16.27,34,Confirmed,,
2148,720,2025-10-23 03:27:52.186933,Instant,"Satellite, Ahmedabad","Vesu, Surat",73.33,6.1,23,Completed,,
2149,1910,2026-02-15 13:43:34.032468,Scheduled,"Indiranagar, Bangalore","Connaught Place, Delhi",298.68,16.21,33,Cancelled,2026-02-15 13:49:34.032468,System
2150,3822,2026-02-04 12:32:25.315140,Scheduled,"Andheri, Mumbai","Kothrud, Pune",55.17,4.21,14,Completed,,
2151,3209,2026-03-28 03:22:45.480913,Scheduled,"Andheri, Mumbai","Adajan, Surat",259.32,23.45,85,Cancelled,2026-03-28 03:26:45.480913,Driver
2152,2171,2026-03-03 23:02:35.011611,Instant,"Adajan, Surat","Udhna, Surat",145.78,9.7,33,Confirmed,,
2153,2399,2026-01-23 19:00:08.118903,Instant,"Bandra, Mumbai","Dadar, Mumbai",139.07,9.7,36,Confirmed,,
2154,1940,2025-10-17 15:47:09.743614,Instant,"Connaught Place, Delhi","Katargam, Surat",63.22,4.08,16,Completed,,
2155,3446,2025-11-17 14:24:38.725336,Instant,"Satellite, Ahmedabad","Adajan, Surat",194.27,14.1,36,Confirmed,,
2156,1164,2026-02-20 14:16:56.064544,Instant,"Andheri, Mumbai","Vesu, Surat",182.33,15.02,49,Completed,,
2157,2389,2026-02-15 03:27:16.661185,Instant,"Navrangpura, Ahmedabad","Bandra, Mumbai",24.38,2.43,6,Completed,,
2158,2430,2025-12-23 02:33:07.509588,Scheduled,"Bandra, Mumbai","Andheri, Mumbai",135.34,9.7,32,Confirmed,,
2159,4697,2025-11-10 00:20:55.641329,Instant,"Andheri, Mumbai","Whitefield, Bangalore",112.17,8.14,29,Completed,,
2160,3378,2025-12-26 19:51:56.876694,Instant,"Dwarka, Delhi","Vesu, Surat",96.04,4.85,9,Completed,,
2161,620,2025-12-10 22:21:03.082032,Instant,"Andheri, Mumbai","Whitefield, Bangalore",145.47,13.82,30,Completed,,
2162,2187,2026-02-10 02:02:15.485751,Instant,"Andheri, Mumbai","Hinjewadi, Pune",35.36,3.09,9,Completed,,
2163,2597,2026-02-15 17:51:20.506745,Instant,"Vesu, Surat","Kothrud, Pune",307.26,15.61,40,Cancelled,2026-02-15 17:58:20.506745,Customer
2164,2114,2026-03-17 21:00:21.299515,Scheduled,"Whitefield, Bangalore","Indiranagar, Bangalore",16.57,1.56,5,Cancelled,2026-03-17 21:04:21.299515,System
2165,125,2026-01-01 13:30:13.969748,Instant,"Vesu, Surat","Dadar, Mumbai",212.11,14.6,55,Completed,,
2166,21,2026-04-04 13:04:14.502129,Instant,"Vesu, Surat","Bandra, Mumbai",298.39,17.0,53,Completed,,
2167,4687,2026-03-05 23:40:56.226919,Instant,"Dwarka, Delhi","Connaught Place, Delhi",199.87,13.5,33,Confirmed,,
2168,1876,2026-01-19 07:55:04.062542,Scheduled,"Vesu, Surat","Kothrud, Pune",120.86,8.33,20,Completed,,
2169,2237,2026-02-14 20:29:44.392857,Scheduled,"Adajan, Surat","Udhna, Surat",211.48,13.89,50,Cancelled,2026-02-14 20:33:44.392857,System
2170,3904,2025-12-10 23:14:29.534036,Instant,"Kothrud, Pune","Satellite, Ahmedabad",61.58,3.36,10,Cancelled,2025-12-10 23:24:29.534036,Customer
2171,3515,2025-11-14 03:01:04.113321,Scheduled,"Satellite, Ahmedabad","Adajan, Surat",245.92,23.58,74,Cancelled,2025-11-14 03:08:04.113321,Customer
2172,2805,2026-02-08 09:35:28.265815,Instant,"Adajan, Surat","Whitefield, Bangalore",212.71,20.54,76,Cancelled,2026-02-08 09:45:28.265815,Driver
2173,685,2026-03-06 06:24:18.543584,Instant,"Bandra, Mumbai","Andheri, Mumbai",178.89,15.92,55,Completed,,
2174,610,2025-10-19 20:36:42.165864,Instant,"Udhna, Surat","Indiranagar, Bangalore",137.89,7.78,19,Cancelled,2025-10-19 20:44:42.165864,Driver
2175,494,2025-12-06 22:58:42.785093,Instant,"Navrangpura, Ahmedabad","Bandra, Mumbai",339.03,21.38,79,Confirmed,,
2176,1051,2026-02-08 01:33:48.375400,Instant,"Kothrud, Pune","Dadar, Mumbai",393.85,23.82,50,Confirmed,,
2177,4560,2026-03-20 07:45:58.399001,Instant,"Andheri, Mumbai","Bandra, Mumbai",38.18,3.11,8,Completed,,
2178,3588,2025-10-22 16:01:38.140143,Scheduled,"Dadar, Mumbai","Kothrud, Pune",72.44,3.74,9,Completed,,
2179,1268,2026-02-01 00:08:24.230926,Instant,"Indiranagar, Bangalore","Vesu, Surat",135.07,11.46,30,Cancelled,2026-02-01 00:13:24.230926,Driver
2180,878,2026-01-20 09:41:56.964943,Scheduled,"Satellite, Ahmedabad","Whitefield, Bangalore",204.87,17.77,52,Confirmed,,
2181,4339,2026-01-25 11:13:27.564687,Instant,"Hinjewadi, Pune","Bandra, Mumbai",419.37,23.78,58,Completed,,
2182,711,2025-11-25 16:05:16.235930,Scheduled,"Katargam, Surat","Dwarka, Delhi",228.83,21.13,46,Completed,,
2183,2976,2025-10-06 10:38:24.291116,Scheduled,"Udhna, Surat","Katargam, Surat",342.3,21.9,48,Cancelled,2025-10-06 10:42:24.291116,System
2184,541,2026-01-31 10:58:13.608818,Instant,"Vesu, Surat","Hinjewadi, Pune",345.58,21.39,55,Completed,,
2185,4183,2026-02-06 08:10:13.202655,Instant,"Hinjewadi, Pune","Satellite, Ahmedabad",121.25,10.8,23,Completed,,
2186,60,2025-12-02 20:42:03.439002,Instant,"Andheri, Mumbai","Adajan, Surat",114.11,7.78,21,Completed,,
2187,663,2025-11-11 06:55:46.337431,Scheduled,"Bandra, Mumbai","Andheri, Mumbai",353.44,18.88,49,Completed,,
2188,1600,2025-10-20 07:29:42.636890,Instant,"Dwarka, Delhi","Indiranagar, Bangalore",312.8,23.7,61,Confirmed,,
2189,1226,2025-10-29 08:01:15.148888,Instant,"Adajan, Surat","Udhna, Surat",53.24,3.41,10,Completed,,
2190,3908,2026-03-02 09:34:12.616484,Scheduled,"Connaught Place, Delhi","Vesu, Surat",71.96,6.34,13,Cancelled,2026-03-02 09:44:12.616484,System
2191,302,2026-01-10 10:20:32.196438,Instant,"Whitefield, Bangalore","Kothrud, Pune",130.1,7.04,17,Completed,,
2192,2743,2026-03-22 04:16:09.648376,Scheduled,"Katargam, Surat","Bandra, Mumbai",181.41,12.54,26,Cancelled,2026-03-22 04:17:09.648376,System
2193,1103,2026-03-21 19:32:00.260571,Instant,"Indiranagar, Bangalore","Whitefield, Bangalore",376.81,20.03,77,Completed,,
2194,4482,2026-02-28 12:02:10.607888,Instant,"Navrangpura, Ahmedabad","Dwarka, Delhi",73.22,3.74,11,Completed,,
2195,4399,2026-03-17 22:14:26.175720,Scheduled,"Adajan, Surat","Connaught Place, Delhi",193.06,17.38,50,Cancelled,2026-03-17 22:19:26.175720,Driver
2196,1193,2026-01-07 04:16:00.611578,Instant,"Indiranagar, Bangalore","Whitefield, Bangalore",205.38,13.35,49,Completed,,
2197,1235,2026-03-30 06:59:09.142270,Instant,"Adajan, Surat","Dadar, Mumbai",283.17,17.46,68,Completed,,
2198,4248,2025-11-06 01:26:42.059970,Instant,"Satellite, Ahmedabad","Navrangpura, Ahmedabad",305.42,19.18,72,Cancelled,2025-11-06 01:33:42.059970,Customer
2199,3985,2025-10-12 15:11:10.322951,Instant,"Kothrud, Pune","Katargam, Surat",261.61,17.46,55,Completed,,
2200,3577,2025-11-01 13:39:14.029674,Instant,"Adajan, Surat","Hinjewadi, Pune",428.65,24.12,80,Completed,,
2201,706,2025-12-30 17:36:15.908444,Instant,"Indiranagar, Bangalore","Vesu, Surat",260.84,21.21,62,Completed,,
2202,2301,2025-10-06 11:16:13.100373,Instant,"Bandra, Mumbai","Indiranagar, Bangalore",60.61,5.2,19,Completed,,
2203,1547,2026-02-14 20:24:21.016133,Scheduled,"Whitefield, Bangalore","Hinjewadi, Pune",80.21,4.55,12,Completed,,
2204,511,2026-01-01 06:50:30.926490,Instant,"Navrangpura, Ahmedabad","Dwarka, Delhi",48.75,3.71,14,Completed,,
2205,2056,2025-12-03 05:59:31.945529,Instant,"Indiranagar, Bangalore","Navrangpura, Ahmedabad",318.96,17.09,54,Completed,,
2206,1803,2026-02-23 04:39:32.394860,Scheduled,"Bandra, Mumbai","Bandra, Mumbai",203.07,10.66,22,Confirmed,,
2207,449,2026-02-15 18:26:26.962346,Instant,"Vesu, Surat","Whitefield, Bangalore",205.0,12.29,31,Completed,,
2208,1202,2025-11-10 03:58:15.299051,Scheduled,"Hinjewadi, Pune","Adajan, Surat",111.59,5.97,23,Completed,,
2209,4870,2025-12-30 08:55:03.256668,Scheduled,"Vesu, Surat","Navrangpura, Ahmedabad",413.48,20.89,42,Completed,,
2210,696,2026-03-30 05:29:34.545767,Instant,"Vesu, Surat","Andheri, Mumbai",69.82,6.32,23,Completed,,
2211,3975,2026-03-01 16:38:26.993157,Instant,"Indiranagar, Bangalore","Navrangpura, Ahmedabad",159.46,13.31,43,Completed,,
2212,508,2025-10-26 16:49:07.427573,Scheduled,"Kothrud, Pune","Adajan, Surat",280.44,17.84,50,Completed,,
2213,467,2026-03-11 13:17:45.627533,Instant,"Adajan, Surat","Whitefield, Bangalore",112.14,9.82,29,Cancelled,2026-03-11 13:18:45.627533,Driver
2214,4151,2026-01-25 01:54:51.199713,Instant,"Vesu, Surat","Dadar, Mumbai",82.74,4.93,10,Cancelled,2026-01-25 01:59:51.199713,Driver
2215,484,2025-12-22 12:15:34.160706,Instant,"Satellite, Ahmedabad","Satellite, Ahmedabad",24.5,1.8,7,Completed,,
2216,946,2026-01-19 01:43:49.762597,Instant,"Dwarka, Delhi","Whitefield, Bangalore",84.17,5.22,15,Completed,,
2217,536,2026-03-02 01:19:58.978239,Scheduled,"Hinjewadi, Pune","Udhna, Surat",292.95,17.51,40,Completed,,
2218,2292,2026-02-23 01:19:09.336427,Instant,"Bandra, Mumbai","Adajan, Surat",396.47,23.18,82,Completed,,
2219,2551,2026-03-30 20:27:30.152099,Instant,"Katargam, Surat","Katargam, Surat",169.44,14.14,53,Completed,,
2220,77,2026-02-12 21:19:08.561690,Instant,"Adajan, Surat","Udhna, Surat",421.16,23.68,87,Completed,,
2221,4721,2025-12-03 12:47:40.344249,Instant,"Satellite, Ahmedabad","Hinjewadi, Pune",378.31,20.82,53,Completed,,
2222,1372,2026-04-02 05:25:04.456924,Instant,"Indiranagar, Bangalore","Katargam, Surat",24.33,1.82,4,Completed,,
2223,1054,2025-10-27 00:53:28.677657,Instant,"Hinjewadi, Pune","Katargam, Surat",366.46,19.8,56,Cancelled,2025-10-27 00:54:28.677657,Driver
2224,1771,2025-12-10 08:02:09.092891,Instant,"Indiranagar, Bangalore","Indiranagar, Bangalore",80.96,7.31,22,Completed,,
2225,4743,2025-12-10 12:34:31.463548,Instant,"Vesu, Surat","Indiranagar, Bangalore",67.9,4.91,17,Completed,,
2226,4661,2026-01-31 20:19:29.888811,Instant,"Hinjewadi, Pune","Katargam, Surat",21.93,2.08,7,Completed,,
2227,1644,2026-02-23 08:00:12.707297,Instant,"Navrangpura, Ahmedabad","Connaught Place, Delhi",90.86,8.37,18,Completed,,
2228,943,2025-10-06 17:34:59.343457,Scheduled,"Bandra, Mumbai","Bandra, Mumbai",427.28,22.28,49,Completed,,
2229,3418,2026-02-10 21:33:18.654217,Scheduled,"Hinjewadi, Pune","Andheri, Mumbai",329.58,20.75,79,Completed,,
2230,2630,2026-03-14 19:03:41.606061,Instant,"Connaught Place, Delhi","Navrangpura, Ahmedabad",299.52,23.43,85,Completed,,
2231,3045,2025-11-05 21:19:30.975837,Instant,"Udhna, Surat","Hinjewadi, Pune",158.97,10.6,38,Completed,,
2232,2445,2025-11-13 19:38:19.961342,Instant,"Navrangpura, Ahmedabad","Andheri, Mumbai",153.75,11.21,25,Completed,,
2233,1381,2025-10-09 03:43:40.108343,Instant,"Vesu, Surat","Udhna, Surat",75.15,3.89,12,Confirmed,,
2234,4563,2026-02-26 22:50:13.420829,Instant,"Bandra, Mumbai","Andheri, Mumbai",225.63,15.83,33,Cancelled,2026-02-26 23:00:13.420829,Driver
2235,2150,2026-01-22 14:09:53.540825,Scheduled,"Andheri, Mumbai","Indiranagar, Bangalore",166.38,13.02,30,Cancelled,2026-01-22 14:12:53.540825,System
2236,4313,2025-11-04 07:12:49.966470,Instant,"Indiranagar, Bangalore","Udhna, Surat",158.77,12.72,38,Completed,,
2237,2861,2025-12-14 20:12:39.882727,Scheduled,"Hinjewadi, Pune","Dadar, Mumbai",393.36,23.4,67,Completed,,
2238,4399,2026-02-08 18:34:27.585961,Instant,"Navrangpura, Ahmedabad","Bandra, Mumbai",192.55,11.31,24,Completed,,
2239,2893,2025-12-08 20:39:29.681812,Instant,"Satellite, Ahmedabad","Kothrud, Pune",91.91,5.15,17,Confirmed,,
2240,4612,2025-11-02 16:48:35.351160,Instant,"Whitefield, Bangalore","Udhna, Surat",180.95,10.96,30,Completed,,
2241,2208,2026-03-22 13:22:48.528916,Instant,"Hinjewadi, Pune","Connaught Place, Delhi",78.52,7.77,24,Completed,,
2242,924,2025-10-21 03:07:02.105272,Instant,"Dadar, Mumbai","Dadar, Mumbai",28.94,2.4,4,Completed,,
2243,4574,2026-02-11 21:12:08.299400,Instant,"Connaught Place, Delhi","Bandra, Mumbai",240.37,12.97,26,Completed,,
2244,1853,2026-02-04 06:52:54.643978,Instant,"Connaught Place, Delhi","Indiranagar, Bangalore",127.72,7.9,25,Completed,,
2245,2005,2026-02-16 23:41:20.998024,Instant,"Navrangpura, Ahmedabad","Connaught Place, Delhi",43.46,2.66,9,Cancelled,2026-02-16 23:42:20.998024,Customer
2246,2115,2026-03-05 20:10:33.367602,Instant,"Navrangpura, Ahmedabad","Bandra, Mumbai",292.15,21.06,76,Completed,,
2247,1083,2026-01-10 11:29:03.131488,Instant,"Whitefield, Bangalore","Udhna, Surat",210.36,16.57,61,Completed,,
2248,101,2025-11-22 00:13:27.225054,Instant,"Andheri, Mumbai","Kothrud, Pune",270.11,18.31,47,Completed,,
2249,1369,2026-03-06 21:37:17.013594,Scheduled,"Dadar, Mumbai","Indiranagar, Bangalore",72.22,4.92,15,Cancelled,2026-03-06 21:39:17.013594,Driver
2250,1001,2026-01-01 14:56:03.741975,Instant,"Connaught Place, Delhi","Vesu, Surat",134.02,7.69,17,Completed,,
2251,2829,2026-02-26 21:30:29.409665,Instant,"Whitefield, Bangalore","Satellite, Ahmedabad",326.75,24.46,65,Cancelled,2026-02-26 21:34:29.409665,System
2252,966,2025-11-08 11:01:41.811584,Instant,"Bandra, Mumbai","Kothrud, Pune",371.24,22.13,79,Completed,,
2253,4546,2026-01-10 03:50:38.042928,Instant,"Connaught Place, Delhi","Indiranagar, Bangalore",370.41,21.75,76,Confirmed,,
2254,3368,2026-03-26 05:34:42.685394,Instant,"Bandra, Mumbai","Satellite, Ahmedabad",278.15,22.36,89,Completed,,
2255,2151,2025-10-23 05:11:39.434568,Instant,"Kothrud, Pune","Katargam, Surat",289.26,15.19,38,Completed,,
2256,2453,2025-10-19 23:13:23.440867,Instant,"Vesu, Surat","Navrangpura, Ahmedabad",34.82,3.1,6,Completed,,
2257,4601,2025-12-20 13:53:26.276726,Instant,"Katargam, Surat","Dwarka, Delhi",79.1,6.9,14,Cancelled,2025-12-20 14:01:26.276726,Driver
2258,3313,2025-10-31 19:26:51.037721,Scheduled,"Bandra, Mumbai","Indiranagar, Bangalore",37.78,2.01,4,Completed,,
2259,1321,2025-11-23 16:59:10.696012,Scheduled,"Bandra, Mumbai","Kothrud, Pune",260.89,19.38,75,Completed,,
2260,4962,2025-12-27 03:30:16.546301,Instant,"Udhna, Surat","Hinjewadi, Pune",262.76,16.74,49,Completed,,
2261,2315,2026-02-27 01:23:26.923936,Instant,"Katargam, Surat","Dwarka, Delhi",65.53,6.5,23,Completed,,
2262,2689,2026-02-21 03:10:53.390254,Instant,"Whitefield, Bangalore","Whitefield, Bangalore",250.8,13.55,48,Completed,,
2263,1372,2025-10-28 21:20:23.800879,Instant,"Connaught Place, Delhi","Katargam, Surat",139.12,12.9,30,Completed,,
2264,4435,2026-01-04 00:37:48.084793,Instant,"Navrangpura, Ahmedabad","Navrangpura, Ahmedabad",258.61,18.57,63,Completed,,
2265,325,2026-01-25 00:58:07.627877,Scheduled,"Hinjewadi, Pune","Vesu, Surat",198.02,10.3,20,Cancelled,2026-01-25 01:06:07.627877,System
2266,4705,2025-12-30 18:03:24.007121,Scheduled,"Vesu, Surat","Vesu, Surat",186.53,17.59,53,Cancelled,2025-12-30 18:08:24.007121,System
2267,3940,2026-03-12 05:50:35.513161,Instant,"Indiranagar, Bangalore","Dwarka, Delhi",390.56,20.44,44,Completed,,
2268,2544,2026-03-19 15:32:26.310914,Instant,"Udhna, Surat","Satellite, Ahmedabad",361.93,18.25,38,Completed,,
2269,1366,2025-12-07 12:06:31.783020,Scheduled,"Satellite, Ahmedabad","Udhna, Surat",262.36,14.33,38,Completed,,
2270,4093,2026-02-27 10:25:27.059739,Instant,"Whitefield, Bangalore","Dwarka, Delhi",160.32,14.67,30,Completed,,
2271,3995,2026-03-30 03:13:44.532245,Instant,"Dadar, Mumbai","Kothrud, Pune",112.69,7.97,21,Completed,,
2272,1851,2026-02-06 05:16:31.162735,Instant,"Adajan, Surat","Satellite, Ahmedabad",144.37,11.17,33,Completed,,
2273,2431,2025-10-29 15:56:06.494663,Instant,"Navrangpura, Ahmedabad","Connaught Place, Delhi",183.72,12.13,36,Completed,,
2274,1560,2026-02-01 22:22:25.682737,Scheduled,"Whitefield, Bangalore","Hinjewadi, Pune",394.79,23.37,65,Completed,,
2275,4818,2025-12-20 23:21:05.816067,Scheduled,"Bandra, Mumbai","Bandra, Mumbai",126.51,8.74,25,Completed,,
2276,756,2026-01-04 16:54:33.401647,Scheduled,"Vesu, Surat","Hinjewadi, Pune",215.25,17.39,62,Completed,,
2277,3654,2026-04-05 21:38:45.494898,Scheduled,"Udhna, Surat","Bandra, Mumbai",382.82,22.03,86,Completed,,
2278,1726,2025-12-26 09:27:35.854707,Instant,"Dadar, Mumbai","Connaught Place, Delhi",46.69,2.73,7,Cancelled,2025-12-26 09:31:35.854707,Customer
2279,3668,2025-10-26 16:29:28.048187,Instant,"Kothrud, Pune","Katargam, Surat",382.53,24.44,62,Completed,,
2280,4380,2025-10-08 17:34:06.168111,Instant,"Whitefield, Bangalore","Katargam, Surat",22.05,2.05,7,Confirmed,,
2281,4211,2025-12-13 19:33:41.511909,Instant,"Navrangpura, Ahmedabad","Dadar, Mumbai",253.68,22.07,51,Confirmed,,
2282,2137,2025-12-01 22:58:47.501284,Instant,"Hinjewadi, Pune","Hinjewadi, Pune",176.55,11.72,34,Completed,,
2283,43,2026-01-23 21:10:14.550831,Instant,"Adajan, Surat","Whitefield, Bangalore",71.65,6.66,25,Completed,,
2284,1230,2025-10-22 19:56:51.299686,Instant,"Udhna, Surat","Bandra, Mumbai",198.8,14.55,29,Completed,,
2285,2942,2026-02-05 01:54:18.681789,Scheduled,"Whitefield, Bangalore","Katargam, Surat",185.71,12.33,41,Cancelled,2026-02-05 01:58:18.681789,Customer
2286,126,2026-03-25 16:20:13.105496,Instant,"Whitefield, Bangalore","Dwarka, Delhi",136.87,11.21,29,Cancelled,2026-03-25 16:21:13.105496,Driver
2287,2655,2026-01-18 15:59:57.075601,Instant,"Udhna, Surat","Whitefield, Bangalore",107.56,7.57,25,Completed,,
2288,3003,2026-03-10 11:16:45.049416,Instant,"Katargam, Surat","Hinjewadi, Pune",37.79,2.84,9,Cancelled,2026-03-10 11:25:45.049416,System
2289,418,2025-12-09 10:30:15.071097,Scheduled,"Connaught Place, Delhi","Connaught Place, Delhi",165.77,9.2,21,Completed,,
2290,298,2026-02-19 23:40:14.566446,Instant,"Katargam, Surat","Adajan, Surat",253.42,20.26,55,Completed,,
2291,3539,2026-02-14 17:13:15.433420,Instant,"Connaught Place, Delhi","Adajan, Surat",77.21,5.91,15,Cancelled,2026-02-14 17:22:15.433420,Customer
2292,907,2026-03-02 09:02:38.049767,Instant,"Connaught Place, Delhi","Indiranagar, Bangalore",417.39,22.55,86,Completed,,
2293,2565,2026-03-22 09:47:11.820326,Scheduled,"Satellite, Ahmedabad","Katargam, Surat",106.46,6.14,17,Completed,,
2294,681,2025-10-22 21:13:22.710724,Scheduled,"Whitefield, Bangalore","Satellite, Ahmedabad",208.27,14.4,47,Completed,,
2295,3742,2026-01-28 12:34:56.651052,Instant,"Bandra, Mumbai","Hinjewadi, Pune",241.57,23.56,87,Completed,,
2296,5000,2025-12-04 19:18:24.764124,Scheduled,"Udhna, Surat","Satellite, Ahmedabad",186.28,12.05,43,Cancelled,2025-12-04 19:22:24.764124,System
2297,3104,2025-10-07 01:53:52.241004,Instant,"Andheri, Mumbai","Navrangpura, Ahmedabad",409.62,21.79,72,Completed,,
2298,4544,2025-11-08 05:48:11.076196,Scheduled,"Dadar, Mumbai","Connaught Place, Delhi",215.11,18.42,60,Completed,,
2299,64,2025-12-27 22:00:15.164652,Instant,"Andheri, Mumbai","Dadar, Mumbai",192.97,14.17,28,Completed,,
2300,2296,2026-03-24 07:42:07.934765,Instant,"Kothrud, Pune","Connaught Place, Delhi",49.06,4.59,15,Cancelled,2026-03-24 07:49:07.934765,Driver
2301,346,2026-02-11 05:09:39.381367,Instant,"Andheri, Mumbai","Vesu, Surat",85.48,7.42,16,Completed,,
2302,2588,2026-01-05 17:43:06.614402,Scheduled,"Dadar, Mumbai","Katargam, Surat",270.31,19.2,47,Confirmed,,
2303,188,2025-10-16 21:56:27.622700,Instant,"Andheri, Mumbai","Hinjewadi, Pune",416.98,22.63,67,Completed,,
2304,470,2025-12-04 18:25:29.061745,Instant,"Dwarka, Delhi","Indiranagar, Bangalore",90.55,8.62,27,Completed,,
2305,4635,2026-02-25 18:27:52.707914,Instant,"Katargam, Surat","Indiranagar, Bangalore",102.18,8.88,27,Completed,,
2306,2724,2026-02-18 08:01:57.346466,Instant,"Kothrud, Pune","Dadar, Mumbai",326.07,16.96,67,Completed,,
2307,4748,2025-10-27 06:10:33.330984,Instant,"Navrangpura, Ahmedabad","Udhna, Surat",183.96,11.27,36,Completed,,
2308,1170,2025-12-28 10:52:56.928260,Instant,"Indiranagar, Bangalore","Udhna, Surat",215.21,20.61,56,Completed,,
2309,3095,2026-03-26 04:55:19.982195,Scheduled,"Hinjewadi, Pune","Indiranagar, Bangalore",108.96,9.99,24,Confirmed,,
2310,1530,2026-01-20 06:02:36.369959,Scheduled,"Adajan, Surat","Navrangpura, Ahmedabad",227.4,18.0,67,Completed,,
2311,195,2026-02-22 13:21:35.189606,Instant,"Hinjewadi, Pune","Katargam, Surat",235.77,21.95,69,Completed,,
2312,3405,2025-10-26 11:29:25.620885,Instant,"Bandra, Mumbai","Indiranagar, Bangalore",73.74,4.23,9,Completed,,
2313,4258,2025-12-08 21:08:54.737842,Instant,"Adajan, Surat","Vesu, Surat",120.5,6.65,16,Completed,,
2314,1700,2025-11-10 22:51:46.780831,Scheduled,"Hinjewadi, Pune","Whitefield, Bangalore",174.77,14.18,38,Completed,,
2315,646,2025-12-28 04:33:21.431658,Instant,"Satellite, Ahmedabad","Andheri, Mumbai",242.4,14.98,37,Completed,,
2316,3582,2025-12-05 11:02:14.319471,Scheduled,"Katargam, Surat","Vesu, Surat",250.82,22.83,73,Completed,,
2317,857,2026-03-02 10:25:10.764278,Instant,"Indiranagar, Bangalore","Andheri, Mumbai",307.06,22.1,64,Cancelled,2026-03-02 10:34:10.764278,Driver
2318,4243,2025-12-23 07:54:10.822548,Instant,"Navrangpura, Ahmedabad","Indiranagar, Bangalore",112.06,10.38,36,Cancelled,2025-12-23 07:57:10.822548,Customer
2319,4044,2025-11-10 07:00:45.660389,Scheduled,"Katargam, Surat","Katargam, Surat",191.07,11.22,34,Completed,,
2320,4683,2026-01-26 08:57:45.528210,Instant,"Udhna, Surat","Udhna, Surat",464.14,24.61,74,Completed,,
2321,4011,2026-01-26 07:47:20.638076,Instant,"Kothrud, Pune","Adajan, Surat",20.8,1.52,4,Completed,,
2322,1170,2026-01-09 10:21:41.946933,Instant,"Whitefield, Bangalore","Kothrud, Pune",310.2,21.94,73,Confirmed,,
2323,3874,2025-11-09 11:14:34.117099,Instant,"Udhna, Surat","Hinjewadi, Pune",60.23,5.54,11,Completed,,
2324,1032,2026-02-09 09:14:13.047492,Instant,"Kothrud, Pune","Hinjewadi, Pune",171.5,14.1,53,Completed,,
2325,74,2025-10-26 05:19:37.767019,Instant,"Adajan, Surat","Satellite, Ahmedabad",67.99,5.85,22,Completed,,
2326,745,2026-03-31 23:42:19.798460,Instant,"Udhna, Surat","Whitefield, Bangalore",138.01,8.01,29,Cancelled,2026-03-31 23:46:19.798460,Driver
2327,2390,2025-12-27 18:03:06.054020,Scheduled,"Vesu, Surat","Hinjewadi, Pune",23.28,1.57,4,Completed,,
2328,1901,2026-03-26 09:10:03.721427,Instant,"Vesu, Surat","Indiranagar, Bangalore",175.47,10.72,28,Completed,,
2329,3643,2025-11-29 02:15:26.283242,Instant,"Satellite, Ahmedabad","Udhna, Surat",29.11,1.74,4,Completed,,
