order_id,customer_id,order_date,order_status,payment_mode,total_amount
ORD07828,CUST02267,2022-11-12,Placed,COD,1996
ORD07829,CUST02267,2021-04-02,Delivered,Card,1358
ORD07830,CUST02267,2025-10-14,Delivered,Card,1389
ORD07831,CUST02267,2021-01-06,Placed,UPI,3048
ORD07832,CUST02267,2022-08-01,Placed,COD,3788
ORD07833,CUST02268,2025-11-05,Delivered,UPI,4976
ORD07834,CUST02268,2025-05-28,Cancelled,Card,4925
ORD07835,CUST02268,2021-06-12,Delivered,COD,3525
ORD07836,CUST02269,2021-01-05,Shipped,UPI,1351
ORD07837,CUST02269,2022-12-24,Delivered,Card,4426
ORD07838,CUST02269,2021-09-03,Shipped,Card,2692
ORD07839,CUST02269,2021-10-28,Delivered,UPI,4886
ORD07840,CUST02269,2021-08-05,Cancelled,Card,2930
ORD07841,CUST02270,2021-11-26,Delivered,Card,1569
ORD07842,CUST02270,2025-06-19,Delivered,UPI,1248
ORD07843,CUST02271,2024-11-28,Shipped,COD,3235
ORD07844,CUST02271,2025-06-28,Cancelled,COD,4958
ORD07845,CUST02271,2025-03-23,Delivered,UPI,3625
ORD07846,CUST02271,2024-08-18,Cancelled,UPI,3958
ORD07847,CUST02272,2022-11-06,Delivered,COD,3997
ORD07848,CUST02272,2021-11-25,Delivered,COD,2700
ORD07849,CUST02272,2022-01-05,Shipped,UPI,1507
ORD07850,CUST02272,2023-03-18,Shipped,UPI,4827
ORD07851,CUST02272,2021-05-07,Shipped,COD,2460
ORD07852,CUST02273,2021-02-11,Placed,Card,1797
ORD07853,CUST02273,2023-02-26,Shipped,Card,3006
ORD07854,CUST02273,2023-04-02,Delivered,COD,4296
ORD07855,CUST02273,2025-08-31,Delivered,COD,3699
ORD07856,CUST02274,2024-03-30,Delivered,UPI,2426
ORD07857,CUST02274,2021-08-17,Delivered,COD,3096
ORD07858,CUST02274,2025-01-23,Returned,COD,2302
ORD07859,CUST02274,2024-01-28,Shipped,COD,1435
ORD07860,CUST02274,2022-08-16,Shipped,UPI,4973
ORD07861,CUST02275,2021-06-01,Shipped,Card,3476
ORD07862,CUST02275,2021-09-23,Shipped,COD,1745
ORD07863,CUST02276,2022-09-25,Delivered,Card,4183
ORD07864,CUST02276,2021-05-23,Placed,UPI,4096
ORD07865,CUST02276,2023-08-06,Delivered,Card,1915
ORD07866,CUST02277,2024-07-22,Delivered,UPI,2613
ORD07867,CUST02277,2021-10-01,Delivered,UPI,3678
ORD07868,CUST02277,2023-04-24,Placed,COD,2940
ORD07869,CUST02277,2022-04-10,Shipped,UPI,4334
ORD07870,CUST02278,2021-11-29,Delivered,Card,4098
ORD07871,CUST02278,2024-08-16,Delivered,Card,2261
ORD07872,CUST02278,2023-11-08,Shipped,UPI,2448
ORD07873,CUST02278,2024-08-04,Delivered,UPI,2771
ORD07874,CUST02278,2022-01-06,Delivered,COD,4277
ORD07875,CUST02279,2024-02-14,Delivered,UPI,1396
ORD07876,CUST02279,2024-09-11,Delivered,Card,2054
ORD07877,CUST02279,2021-01-10,Shipped,Card,2333
ORD07878,CUST02280,2021-11-08,Delivered,UPI,2386
ORD07879,CUST02280,2025-04-29,Shipped,COD,3554
ORD07880,CUST02281,2024-08-30,Delivered,Card,2164
ORD07881,CUST02281,2024-09-15,Delivered,Card,3155
ORD07882,CUST02281,2023-06-01,Cancelled,UPI,3161
ORD07883,CUST02282,2024-01-22,Delivered,UPI,2763
ORD07884,CUST02282,2022-08-05,Placed,Card,4202
ORD07885,CUST02283,2024-11-10,Delivered,COD,4148
ORD07886,CUST02283,2025-02-16,Delivered,Card,2515
ORD07887,CUST02284,2021-03-05,Delivered,COD,4801
ORD07888,CUST02284,2024-10-06,Delivered,UPI,2846
ORD07889,CUST02284,2021-12-25,Cancelled,COD,850
ORD07890,CUST02284,2023-09-02,Delivered,Card,1591
ORD07891,CUST02285,2022-04-11,Placed,Card,3140
ORD07892,CUST02285,2023-02-27,Cancelled,UPI,1033
ORD07893,CUST02285,2024-07-29,Delivered,Card,2638
ORD07894,CUST02285,2021-05-10,Delivered,COD,3488
ORD07895,CUST02286,2024-06-27,Delivered,UPI,3941
ORD07896,CUST02286,2021-05-07,Cancelled,Card,3270
ORD07897,CUST02286,2023-02-20,Shipped,UPI,4199
ORD07898,CUST02287,2024-06-02,Placed,UPI,4855
ORD07899,CUST02287,2022-05-29,Delivered,UPI,3410
ORD07900,CUST02288,2021-06-11,Delivered,COD,2308
ORD07901,CUST02288,2021-07-15,Shipped,Card,4219
ORD07902,CUST02289,2024-12-05,Delivered,UPI,1796
ORD07903,CUST02289,2025-08-22,Shipped,UPI,2919
ORD07904,CUST02290,2025-11-30,Placed,Card,4356
ORD07905,CUST02290,2022-11-01,Returned,UPI,4719
ORD07906,CUST02291,2021-11-23,Shipped,Card,1123
ORD07907,CUST02291,2021-10-28,Delivered,Card,3384
ORD07908,CUST02291,2021-08-05,Delivered,UPI,3160
ORD07909,CUST02291,2024-08-18,Delivered,UPI,4827
ORD07910,CUST02291,2021-03-25,Delivered,UPI,519
ORD07911,CUST02292,2023-06-01,Placed,Card,2259
ORD07912,CUST02292,2022-10-12,Delivered,UPI,3641
ORD07913,CUST02292,2024-07-23,Placed,UPI,3723
ORD07914,CUST02292,2025-03-21,Placed,Card,2716
ORD07915,CUST02293,2022-12-15,Delivered,UPI,4103
ORD07916,CUST02293,2024-06-12,Returned,UPI,1534
ORD07917,CUST02293,2022-08-16,Shipped,UPI,4957
ORD07918,CUST02293,2021-05-10,Shipped,UPI,4121
ORD07919,CUST02293,2021-12-12,Placed,Card,2891
ORD07920,CUST02294,2022-01-11,Cancelled,UPI,1839
ORD07921,CUST02294,2023-03-02,Placed,COD,3142
ORD07922,CUST02294,2023-01-02,Delivered,Card,2405
ORD07923,CUST02294,2025-05-02,Returned,UPI,2810
ORD07924,CUST02294,2021-12-09,Delivered,Card,1963
ORD07925,CUST02295,2022-03-16,Delivered,UPI,591
ORD07926,CUST02295,2021-10-04,Shipped,COD,1888
ORD07927,CUST02295,2022-06-11,Returned,Card,763
ORD07928,CUST02296,2022-04-04,Returned,UPI,1079
ORD07929,CUST02296,2023-12-10,Delivered,UPI,4814
ORD07930,CUST02296,2025-12-27,Placed,Card,4390
ORD07931,CUST02296,2021-09-18,Shipped,UPI,3960
ORD07932,CUST02296,2025-11-30,Delivered,UPI,1325
ORD07933,CUST02297,2022-05-26,Shipped,UPI,3873
ORD07934,CUST02297,2024-06-04,Delivered,UPI,2331
ORD07935,CUST02297,2023-11-18,Delivered,Card,1817
ORD07936,CUST02298,2022-07-31,Shipped,UPI,3070
ORD07937,CUST02298,2022-01-31,Delivered,COD,1282
ORD07938,CUST02298,2023-12-04,Shipped,UPI,761
ORD07939,CUST02299,2021-03-13,Shipped,UPI,3824
ORD07940,CUST02299,2025-09-07,Shipped,UPI,1553
ORD07941,CUST02299,2023-09-03,Shipped,Card,3106
ORD07942,CUST02300,2025-09-09,Shipped,UPI,1021
ORD07943,CUST02300,2022-12-16,Shipped,COD,2524
ORD07944,CUST02300,2025-09-01,Delivered,Card,807
ORD07945,CUST02300,2024-06-02,Shipped,Card,3396
ORD07946,CUST02300,2024-02-15,Cancelled,UPI,2438
ORD07947,CUST02301,2024-07-02,Delivered,COD,1348
ORD07948,CUST02301,2022-04-02,Placed,UPI,3032
ORD07949,CUST02301,2022-11-28,Returned,UPI,4593
ORD07950,CUST02302,2021-01-03,Cancelled,UPI,3823
ORD07951,CUST02302,2023-01-25,Delivered,Card,4136
ORD07952,CUST02302,2021-07-28,Delivered,UPI,3425
ORD07953,CUST02302,2021-01-27,Delivered,Card,2970
ORD07954,CUST02302,2024-06-17,Cancelled,Card,3566
ORD07955,CUST02303,2021-02-11,Shipped,COD,1697
ORD07956,CUST02303,2022-12-11,Shipped,COD,963
ORD07957,CUST02303,2023-11-16,Cancelled,Card,3505
ORD07958,CUST02304,2022-09-28,Returned,UPI,2655
ORD07959,CUST02304,2023-02-27,Delivered,Card,3210
ORD07960,CUST02304,2022-12-25,Shipped,Card,4716
ORD07961,CUST02305,2022-06-05,Returned,UPI,2333
ORD07962,CUST02305,2023-03-11,Delivered,UPI,4542
ORD07963,CUST02305,2021-04-25,Delivered,COD,4572
ORD07964,CUST02305,2023-01-14,Shipped,Card,4158
ORD07965,CUST02306,2024-01-03,Delivered,UPI,3333
ORD07966,CUST02306,2023-06-03,Shipped,COD,2755
ORD07967,CUST02306,2022-07-07,Delivered,COD,3392
ORD07968,CUST02306,2025-08-13,Cancelled,UPI,3553
ORD07969,CUST02307,2025-12-11,Delivered,COD,2132
ORD07970,CUST02307,2022-04-05,Delivered,UPI,4399
ORD07971,CUST02307,2021-10-23,Cancelled,Card,2525
ORD07972,CUST02308,2023-05-13,Shipped,COD,658
ORD07973,CUST02308,2025-11-22,Delivered,Card,2461
ORD07974,CUST02308,2023-08-13,Placed,COD,2205
ORD07975,CUST02308,2025-04-10,Delivered,UPI,2915
ORD07976,CUST02308,2023-10-09,Placed,UPI,1537
ORD07977,CUST02309,2023-10-14,Delivered,UPI,2021
ORD07978,CUST02309,2025-09-15,Placed,UPI,4244
ORD07979,CUST02309,2024-03-16,Delivered,COD,2354
ORD07980,CUST02309,2023-03-31,Shipped,COD,4042
ORD07981,CUST02309,2023-01-04,Shipped,UPI,514
ORD07982,CUST02310,2024-07-25,Delivered,Card,1544
ORD07983,CUST02310,2021-01-11,Delivered,UPI,506
ORD07984,CUST02310,2023-07-17,Returned,UPI,1652
ORD07985,CUST02311,2024-09-01,Delivered,COD,1250
ORD07986,CUST02311,2021-06-15,Delivered,COD,1479
ORD07987,CUST02311,2023-08-05,Delivered,Card,3894
ORD07988,CUST02311,2025-08-10,Delivered,Card,2917
ORD07989,CUST02311,2021-07-07,Delivered,COD,4054
ORD07990,CUST02312,2022-08-28,Returned,UPI,1071
ORD07991,CUST02312,2025-03-21,Delivered,UPI,1902
ORD07992,CUST02312,2022-07-25,Delivered,Card,2903
ORD07993,CUST02312,2025-04-21,Shipped,Card,2080
ORD07994,CUST02313,2021-09-24,Shipped,UPI,4807
ORD07995,CUST02313,2021-10-28,Delivered,COD,845
ORD07996,CUST02313,2025-10-25,Shipped,Card,1552
ORD07997,CUST02313,2021-08-30,Delivered,UPI,4038
ORD07998,CUST02314,2025-01-10,Delivered,UPI,4855
ORD07999,CUST02314,2024-06-04,Delivered,Card,518
ORD08000,CUST02314,2022-07-01,Returned,Card,1185
ORD08001,CUST02314,2021-07-02,Delivered,Card,3789
ORD08002,CUST02315,2025-08-27,Shipped,UPI,1230
ORD08003,CUST02315,2021-04-23,Delivered,UPI,600
ORD08004,CUST02315,2022-04-01,Shipped,UPI,4287
ORD08005,CUST02315,2025-01-03,Delivered,UPI,4287
ORD08006,CUST02316,2022-05-24,Delivered,Card,913
ORD08007,CUST02316,2022-10-31,Delivered,COD,4270
ORD08008,CUST02317,2021-04-28,Cancelled,UPI,2527
ORD08009,CUST02317,2021-01-22,Returned,UPI,3074
ORD08010,CUST02317,2021-09-09,Cancelled,UPI,4511
ORD08011,CUST02317,2025-07-08,Delivered,UPI,1956
ORD08012,CUST02318,2022-05-15,Delivered,Card,1372
ORD08013,CUST02318,2025-09-13,Delivered,COD,2781
ORD08014,CUST02318,2024-07-16,Delivered,COD,1726
ORD08015,CUST02319,2023-10-09,Placed,Card,1373
ORD08016,CUST02319,2024-03-26,Cancelled,UPI,4477
ORD08017,CUST02319,2024-06-17,Shipped,UPI,4509
ORD08018,CUST02319,2022-11-28,Placed,UPI,4332
ORD08019,CUST02320,2025-02-11,Shipped,UPI,1018
ORD08020,CUST02320,2025-03-21,Placed,UPI,2186
ORD08021,CUST02320,2023-04-14,Delivered,UPI,1127
ORD08022,CUST02320,2023-10-22,Placed,Card,1582
ORD08023,CUST02320,2023-04-28,Cancelled,UPI,3915
ORD08024,CUST02321,2025-10-19,Cancelled,UPI,2946
ORD08025,CUST02321,2024-05-30,Delivered,UPI,1476
ORD08026,CUST02321,2024-06-20,Delivered,COD,1820
ORD08027,CUST02321,2023-08-17,Delivered,COD,1715
ORD08028,CUST02322,2022-01-28,Cancelled,Card,3046
ORD08029,CUST02322,2024-12-07,Placed,UPI,1298
ORD08030,CUST02322,2023-12-02,Delivered,Card,4505
ORD08031,CUST02322,2021-04-13,Shipped,COD,918
ORD08032,CUST02322,2021-04-05,Shipped,COD,1870
ORD08033,CUST02323,2023-05-10,Placed,Card,3004
ORD08034,CUST02323,2023-11-21,Delivered,UPI,3597
ORD08035,CUST02324,2021-10-28,Delivered,Card,4900
ORD08036,CUST02324,2025-04-05,Delivered,UPI,2668
ORD08037,CUST02324,2024-11-12,Delivered,UPI,4091
ORD08038,CUST02325,2025-05-14,Delivered,UPI,1608
ORD08039,CUST02325,2024-05-09,Returned,Card,3386
ORD08040,CUST02325,2021-05-23,Returned,UPI,2287
ORD08041,CUST02326,2021-06-04,Delivered,Card,1148
ORD08042,CUST02326,2025-11-28,Delivered,UPI,2978
ORD08043,CUST02326,2023-04-30,Cancelled,UPI,1539
ORD08044,CUST02326,2023-05-03,Shipped,UPI,2167
ORD08045,CUST02327,2025-01-29,Delivered,UPI,1469
ORD08046,CUST02327,2022-03-07,Returned,UPI,818
ORD08047,CUST02327,2025-09-17,Returned,COD,3111
ORD08048,CUST02327,2022-10-16,Returned,UPI,1225
ORD08049,CUST02328,2023-12-12,Shipped,UPI,2923
ORD08050,CUST02328,2021-03-29,Placed,Card,2226
ORD08051,CUST02328,2024-09-29,Delivered,UPI,3181
ORD08052,CUST02328,2021-10-28,Shipped,UPI,3919
ORD08053,CUST02328,2022-01-08,Delivered,UPI,1325
ORD08054,CUST02329,2022-10-08,Returned,UPI,1614
ORD08055,CUST02329,2022-02-09,Delivered,UPI,2698
ORD08056,CUST02330,2024-04-19,Delivered,Card,1024
ORD08057,CUST02330,2023-05-31,Shipped,UPI,1593
ORD08058,CUST02330,2023-07-21,Shipped,COD,1751
ORD08059,CUST02331,2021-09-09,Delivered,UPI,4682
ORD08060,CUST02331,2024-11-11,Shipped,Card,766
ORD08061,CUST02331,2025-09-21,Placed,COD,2657
ORD08062,CUST02332,2022-03-09,Delivered,UPI,3039
ORD08063,CUST02332,2021-07-29,Delivered,Card,3413
ORD08064,CUST02332,2024-02-29,Shipped,COD,928
ORD08065,CUST02332,2024-10-06,Returned,Card,3593
ORD08066,CUST02332,2022-11-14,Delivered,COD,4366
ORD08067,CUST02333,2022-04-21,Returned,UPI,590
ORD08068,CUST02333,2022-06-07,Shipped,COD,3745
ORD08069,CUST02334,2021-03-01,Delivered,UPI,4071
ORD08070,CUST02334,2024-04-24,Delivered,UPI,4473
ORD08071,CUST02334,2025-05-20,Cancelled,UPI,1317
ORD08072,CUST02335,2021-03-16,Delivered,COD,1013
ORD08073,CUST02335,2021-09-15,Delivered,Card,823
ORD08074,CUST02335,2024-02-26,Returned,Card,4631
ORD08075,CUST02335,2024-09-07,Delivered,Card,2761
ORD08076,CUST02336,2021-11-29,Cancelled,Card,1772
ORD08077,CUST02336,2023-02-10,Cancelled,Card,4480
ORD08078,CUST02336,2025-11-14,Shipped,COD,3341
ORD08079,CUST02336,2025-04-21,Placed,Card,4406
ORD08080,CUST02337,2023-12-23,Delivered,COD,2646
ORD08081,CUST02337,2025-10-04,Shipped,COD,1545
ORD08082,CUST02337,2021-07-02,Delivered,UPI,2560
ORD08083,CUST02337,2022-06-12,Delivered,UPI,2483
ORD08084,CUST02337,2023-12-27,Placed,COD,4188
ORD08085,CUST02338,2023-01-18,Delivered,UPI,1930
ORD08086,CUST02338,2022-06-16,Shipped,Card,884
ORD08087,CUST02338,2025-05-17,Shipped,UPI,2661
ORD08088,CUST02338,2024-01-05,Delivered,Card,4024
ORD08089,CUST02338,2025-05-10,Shipped,COD,3530
ORD08090,CUST02339,2023-11-02,Shipped,UPI,2172
ORD08091,CUST02339,2022-08-24,Returned,COD,4473
ORD08092,CUST02340,2025-07-29,Delivered,Card,3987
ORD08093,CUST02340,2024-10-07,Delivered,UPI,2675
ORD08094,CUST02340,2023-12-27,Delivered,UPI,3813
ORD08095,CUST02341,2022-12-24,Delivered,UPI,3562
ORD08096,CUST02341,2024-08-22,Delivered,UPI,3001
ORD08097,CUST02341,2022-07-13,Delivered,Card,3790
ORD08098,CUST02341,2024-05-31,Shipped,UPI,4113
ORD08099,CUST02341,2021-03-23,Delivered,COD,2718
ORD08100,CUST02342,2021-05-10,Delivered,Card,2769
ORD08101,CUST02342,2023-11-05,Returned,Card,1552
ORD08102,CUST02342,2022-08-25,Returned,Card,4154
ORD08103,CUST02342,2021-08-25,Delivered,COD,4733
ORD08104,CUST02342,2023-01-04,Returned,UPI,2150
ORD08105,CUST02343,2025-05-11,Cancelled,COD,2719
ORD08106,CUST02343,2021-01-06,Delivered,Card,3151
ORD08107,CUST02343,2022-12-06,Shipped,Card,3549
ORD08108,CUST02344,2021-12-02,Delivered,Card,4650
ORD08109,CUST02344,2021-02-15,Placed,Card,1086
ORD08110,CUST02345,2023-07-01,Delivered,COD,2939
ORD08111,CUST02345,2024-05-11,Shipped,UPI,3896
ORD08112,CUST02345,2024-01-06,Returned,Card,3004
ORD08113,CUST02345,2023-10-02,Shipped,UPI,3742
ORD08114,CUST02345,2025-12-24,Shipped,COD,3610
ORD08115,CUST02346,2022-06-21,Delivered,UPI,1344
ORD08116,CUST02346,2022-01-29,Delivered,UPI,2281
ORD08117,CUST02346,2024-09-24,Delivered,UPI,4789
ORD08118,CUST02347,2022-12-11,Shipped,Card,989
ORD08119,CUST02347,2023-07-13,Shipped,Card,587
ORD08120,CUST02347,2022-09-08,Delivered,Card,538
ORD08121,CUST02348,2024-06-20,Cancelled,COD,4010
ORD08122,CUST02348,2023-05-25,Delivered,Card,4643
ORD08123,CUST02349,2022-04-30,Shipped,Card,3469
ORD08124,CUST02349,2021-03-14,Shipped,UPI,2533
ORD08125,CUST02349,2021-11-23,Delivered,Card,1205
ORD08126,CUST02349,2023-06-08,Shipped,UPI,3214
ORD08127,CUST02349,2025-12-02,Delivered,UPI,4461
ORD08128,CUST02350,2022-09-07,Cancelled,COD,2065
ORD08129,CUST02350,2023-09-18,Delivered,Card,3685
ORD08130,CUST02350,2023-09-16,Delivered,Card,4411
ORD08131,CUST02350,2022-10-13,Delivered,UPI,3262
ORD08132,CUST02350,2022-09-16,Placed,COD,2330
ORD08133,CUST02351,2024-11-07,Returned,Card,2105
ORD08134,CUST02351,2022-12-28,Delivered,UPI,3938
ORD08135,CUST02351,2021-11-25,Returned,UPI,4343
ORD08136,CUST02351,2025-01-15,Delivered,UPI,4572
ORD08137,CUST02352,2022-01-27,Returned,UPI,4745
ORD08138,CUST02352,2025-10-13,Delivered,UPI,2657
ORD08139,CUST02352,2025-05-08,Cancelled,COD,2933
ORD08140,CUST02352,2021-03-04,Placed,UPI,4526
ORD08141,CUST02353,2021-05-23,Shipped,UPI,4937
ORD08142,CUST02353,2022-02-08,Shipped,UPI,1233
ORD08143,CUST02354,2024-12-02,Delivered,UPI,2738
ORD08144,CUST02354,2023-11-01,Delivered,UPI,3732
ORD08145,CUST02354,2021-08-25,Delivered,COD,2815
ORD08146,CUST02355,2023-09-01,Returned,Card,2033
ORD08147,CUST02355,2025-07-15,Delivered,UPI,3019
ORD08148,CUST02355,2025-06-29,Delivered,UPI,1612
ORD08149,CUST02356,2021-08-10,Delivered,COD,1897
ORD08150,CUST02356,2025-02-02,Delivered,UPI,734
ORD08151,CUST02356,2021-09-25,Returned,Card,4197
ORD08152,CUST02357,2021-07-03,Cancelled,UPI,1885
ORD08153,CUST02357,2025-05-16,Delivered,UPI,3307
ORD08154,CUST02357,2025-09-11,Delivered,UPI,1424
ORD08155,CUST02357,2025-03-20,Delivered,UPI,1679
ORD08156,CUST02357,2021-11-09,Delivered,COD,2668
ORD08157,CUST02358,2025-04-25,Cancelled,UPI,2093
ORD08158,CUST02358,2021-05-25,Delivered,Card,4683
ORD08159,CUST02358,2024-04-12,Delivered,COD,840
ORD08160,CUST02358,2025-02-07,Delivered,COD,2286
ORD08161,CUST02359,2024-01-15,Returned,UPI,1502
ORD08162,CUST02359,2021-08-13,Returned,COD,1161
ORD08163,CUST02360,2023-07-06,Delivered,COD,1213
ORD08164,CUST02360,2024-12-23,Delivered,UPI,3455
ORD08165,CUST02360,2021-08-30,Returned,Card,2154
ORD08166,CUST02361,2022-02-01,Cancelled,UPI,1532
ORD08167,CUST02361,2023-05-30,Shipped,UPI,3342
ORD08168,CUST02361,2022-06-22,Shipped,Card,3000
ORD08169,CUST02361,2024-09-24,Delivered,COD,1909
ORD08170,CUST02362,2025-04-11,Placed,UPI,2863
ORD08171,CUST02362,2024-12-30,Placed,UPI,3977
ORD08172,CUST02362,2023-02-20,Placed,COD,1754
ORD08173,CUST02362,2022-08-14,Delivered,COD,4221
ORD08174,CUST02363,2025-02-11,Placed,Card,1540
ORD08175,CUST02363,2022-05-21,Shipped,COD,2368
ORD08176,CUST02363,2024-10-28,Delivered,Card,536
ORD08177,CUST02363,2023-06-17,Placed,Card,5000
ORD08178,CUST02363,2025-07-26,Returned,Card,4116
ORD08179,CUST02364,2022-10-25,Delivered,UPI,4661
ORD08180,CUST02364,2024-10-24,Delivered,UPI,2660
ORD08181,CUST02365,2025-02-11,Placed,UPI,3180
ORD08182,CUST02365,2025-12-27,Delivered,UPI,4711
ORD08183,CUST02365,2023-12-02,Shipped,UPI,2952
ORD08184,CUST02365,2024-06-19,Cancelled,COD,4194
ORD08185,CUST02366,2025-02-17,Delivered,COD,2760
ORD08186,CUST02366,2023-12-31,Returned,Card,2618
ORD08187,CUST02366,2022-03-05,Delivered,Card,1586
ORD08188,CUST02366,2023-04-17,Delivered,Card,2145
ORD08189,CUST02366,2021-03-10,Placed,COD,2274
ORD08190,CUST02367,2021-01-23,Delivered,UPI,702
ORD08191,CUST02367,2023-12-30,Delivered,UPI,2513
ORD08192,CUST02367,2025-05-14,Delivered,UPI,1008
ORD08193,CUST02368,2024-10-16,Shipped,Card,3223
ORD08194,CUST02368,2022-06-29,Delivered,UPI,2230
ORD08195,CUST02368,2025-04-26,Placed,UPI,1360
ORD08196,CUST02369,2021-04-17,Placed,UPI,828
ORD08197,CUST02369,2021-05-29,Returned,UPI,1148
ORD08198,CUST02369,2024-11-20,Placed,COD,2938
ORD08199,CUST02369,2025-11-08,Delivered,UPI,3863
ORD08200,CUST02369,2021-01-22,Delivered,COD,3625
ORD08201,CUST02370,2023-03-11,Placed,Card,3498
ORD08202,CUST02370,2022-05-18,Shipped,UPI,4394
ORD08203,CUST02371,2025-12-28,Delivered,Card,539
ORD08204,CUST02371,2025-03-05,Placed,COD,975
ORD08205,CUST02371,2024-01-12,Delivered,UPI,3204
ORD08206,CUST02371,2021-04-19,Returned,COD,3582
ORD08207,CUST02371,2022-10-23,Delivered,Card,2369
ORD08208,CUST02372,2022-01-01,Placed,COD,2054
ORD08209,CUST02372,2024-09-14,Returned,COD,4920
ORD08210,CUST02373,2021-08-15,Delivered,COD,554
ORD08211,CUST02373,2025-06-17,Returned,UPI,1053
ORD08212,CUST02373,2025-12-05,Delivered,UPI,1052
ORD08213,CUST02373,2023-06-27,Delivered,Card,1280
ORD08214,CUST02374,2021-12-03,Delivered,UPI,3780
ORD08215,CUST02374,2023-09-20,Delivered,Card,614
ORD08216,CUST02374,2024-04-01,Shipped,COD,615
ORD08217,CUST02374,2024-10-10,Shipped,UPI,4245
ORD08218,CUST02374,2022-08-01,Returned,UPI,1014
ORD08219,CUST02375,2021-08-07,Cancelled,Card,552
ORD08220,CUST02375,2024-01-24,Delivered,Card,2028
ORD08221,CUST02375,2021-03-11,Delivered,COD,2280
ORD08222,CUST02375,2024-05-04,Delivered,UPI,2890
ORD08223,CUST02376,2022-05-13,Returned,UPI,910
ORD08224,CUST02376,2025-01-08,Returned,UPI,3135
ORD08225,CUST02376,2022-10-20,Shipped,UPI,4353
ORD08226,CUST02377,2025-09-20,Shipped,COD,4849
ORD08227,CUST02377,2023-05-21,Delivered,UPI,2801
ORD08228,CUST02378,2022-06-13,Delivered,COD,3067
ORD08229,CUST02378,2025-09-02,Delivered,COD,550
ORD08230,CUST02378,2025-01-14,Delivered,Card,4987
ORD08231,CUST02378,2023-04-10,Delivered,Card,1473
ORD08232,CUST02378,2022-06-07,Shipped,UPI,919
ORD08233,CUST02379,2023-06-13,Placed,COD,2204
ORD08234,CUST02379,2021-10-05,Cancelled,UPI,3102
ORD08235,CUST02379,2025-02-15,Placed,UPI,4723
ORD08236,CUST02380,2022-01-28,Shipped,COD,2613
ORD08237,CUST02380,2024-08-19,Shipped,UPI,4393
ORD08238,CUST02380,2024-11-02,Delivered,UPI,2212
ORD08239,CUST02381,2025-02-10,Delivered,UPI,4392
ORD08240,CUST02381,2025-01-21,Delivered,UPI,1167
ORD08241,CUST02382,2022-12-27,Delivered,Card,700
ORD08242,CUST02382,2023-01-03,Delivered,Card,2300
ORD08243,CUST02382,2022-09-17,Delivered,COD,1883
ORD08244,CUST02382,2024-10-03,Shipped,UPI,931
ORD08245,CUST02383,2023-08-10,Delivered,UPI,2304
ORD08246,CUST02383,2023-07-29,Delivered,UPI,4427
ORD08247,CUST02384,2022-04-24,Delivered,UPI,2792
ORD08248,CUST02384,2023-11-16,Placed,COD,854
ORD08249,CUST02384,2025-10-09,Delivered,UPI,3733
ORD08250,CUST02384,2023-05-14,Cancelled,UPI,3753
ORD08251,CUST02384,2023-12-14,Delivered,Card,3049
ORD08252,CUST02385,2025-05-08,Cancelled,Card,618
ORD08253,CUST02385,2023-11-08,Delivered,Card,4281
ORD08254,CUST02385,2025-10-06,Shipped,Card,3519
ORD08255,CUST02385,2021-05-26,Shipped,UPI,536
ORD08256,CUST02386,2023-04-25,Delivered,COD,4333
ORD08257,CUST02386,2024-05-30,Delivered,COD,3637
ORD08258,CUST02386,2021-05-22,Delivered,UPI,4055
ORD08259,CUST02386,2022-01-09,Placed,UPI,2344
ORD08260,CUST02387,2025-09-14,Delivered,UPI,3031
ORD08261,CUST02387,2021-03-18,Cancelled,Card,1509
ORD08262,CUST02387,2021-05-12,Delivered,Card,2590
ORD08263,CUST02387,2024-12-21,Delivered,Card,1074
ORD08264,CUST02388,2025-09-21,Delivered,COD,1369
ORD08265,CUST02388,2022-07-05,Placed,UPI,2308
ORD08266,CUST02388,2022-05-11,Shipped,Card,2164
ORD08267,CUST02388,2025-11-06,Delivered,UPI,2607
ORD08268,CUST02389,2021-12-03,Delivered,Card,3766
ORD08269,CUST02389,2021-11-29,Delivered,UPI,2646
ORD08270,CUST02389,2024-01-12,Delivered,Card,2280
ORD08271,CUST02389,2021-08-18,Delivered,UPI,3877
ORD08272,CUST02390,2023-01-23,Returned,UPI,3411
ORD08273,CUST02390,2023-09-30,Cancelled,Card,1026
ORD08274,CUST02391,2021-12-14,Cancelled,COD,1204
ORD08275,CUST02391,2025-01-19,Delivered,COD,3706
ORD08276,CUST02391,2023-01-18,Delivered,UPI,4212
ORD08277,CUST02391,2023-09-17,Delivered,COD,3070
ORD08278,CUST02392,2022-08-22,Delivered,Card,4735
ORD08279,CUST02392,2023-04-22,Cancelled,UPI,3744
ORD08280,CUST02392,2022-04-09,Delivered,UPI,2597
ORD08281,CUST02393,2024-07-23,Shipped,COD,3713
ORD08282,CUST02393,2023-02-25,Returned,UPI,3337
ORD08283,CUST02393,2024-06-06,Returned,UPI,4360
ORD08284,CUST02394,2022-04-21,Delivered,UPI,2439
ORD08285,CUST02394,2022-09-11,Delivered,UPI,695
ORD08286,CUST02394,2021-06-04,Delivered,Card,929
ORD08287,CUST02394,2024-01-03,Shipped,COD,1401
ORD08288,CUST02395,2025-06-08,Delivered,Card,2494
