return_id,order_id,product_id,return_date,return_reason,refund_amount
RET002733,ORD07281,PROD00267,2024-12-12,Size Issue,2838
RET002734,ORD07284,PROD03059,2025-11-07,Changed Mind,927
RET002735,ORD07289,PROD00089,2023-05-01,Defective Product,2708
RET002736,ORD07290,PROD04602,2025-06-03,Size Issue,4633
RET002737,ORD07293,PROD03675,2023-12-02,Changed Mind,1387
RET002738,ORD07297,PROD00899,2025-02-02,Size Issue,1931
RET002739,ORD07297,PROD03312,2025-01-14,Late Delivery,2858
RET002740,ORD07298,PROD01389,2025-02-05,Defective Product,7866
RET002741,ORD07298,PROD03633,2022-11-03,Changed Mind,1197
RET002742,ORD07301,PROD03249,2024-06-06,Wrong Item Delivered,3796
RET002743,ORD07304,PROD02516,2024-01-31,Size Issue,1049
RET002744,ORD07305,PROD04478,2024-04-03,Quality Not Good,3966
RET002745,ORD07306,PROD04369,2023-12-04,Wrong Item Delivered,2919
RET002746,ORD07306,PROD04017,2025-07-08,Quality Not Good,1985
RET002747,ORD07310,PROD01523,2025-03-30,Quality Not Good,4833
RET002748,ORD07310,PROD00043,2024-03-04,Defective Product,2252
RET002749,ORD07313,PROD04689,2023-11-21,Defective Product,3918
RET002750,ORD07321,PROD00204,2025-11-14,Late Delivery,1642
RET002751,ORD07326,PROD03906,2025-02-28,Defective Product,676
RET002752,ORD07331,PROD03601,2023-10-20,Wrong Item Delivered,438
RET002753,ORD07333,PROD04022,2024-09-27,Quality Not Good,601
RET002754,ORD07334,PROD00308,2023-03-26,Changed Mind,3701
RET002755,ORD07336,PROD04679,2022-06-30,Defective Product,4726
RET002756,ORD07339,PROD04944,2025-03-23,Late Delivery,977
RET002757,ORD07343,PROD03077,2024-01-15,Wrong Item Delivered,3450
RET002758,ORD07344,PROD03845,2025-03-02,Defective Product,5496
RET002759,ORD07344,PROD01655,2022-04-26,Size Issue,433
RET002760,ORD07350,PROD00774,2022-05-13,Size Issue,417
RET002761,ORD07358,PROD03175,2023-06-20,Size Issue,939
RET002762,ORD07360,PROD01740,2025-02-15,Size Issue,977
RET002763,ORD07366,PROD03648,2025-02-09,Defective Product,1918
RET002764,ORD07366,PROD04832,2023-09-02,Defective Product,530
RET002765,ORD07368,PROD00469,2024-03-25,Late Delivery,812
RET002766,ORD07374,PROD01818,2022-10-15,Defective Product,6798
RET002767,ORD07376,PROD04899,2024-06-06,Changed Mind,3779
RET002768,ORD07376,PROD04454,2025-03-24,Quality Not Good,519
RET002769,ORD07382,PROD02748,2023-08-17,Changed Mind,6842
RET002770,ORD07383,PROD03264,2025-05-09,Late Delivery,2025
RET002771,ORD07383,PROD01784,2022-09-07,Size Issue,3623
RET002772,ORD07385,PROD00530,2025-06-25,Size Issue,2502
RET002773,ORD07388,PROD00713,2024-04-12,Wrong Item Delivered,1973
RET002774,ORD07391,PROD03044,2025-12-30,Quality Not Good,1686
RET002775,ORD07394,PROD00942,2022-04-12,Defective Product,1210
RET002776,ORD07398,PROD04177,2024-11-05,Changed Mind,978
RET002777,ORD07399,PROD02039,2025-03-04,Quality Not Good,2626
RET002778,ORD07401,PROD02423,2025-08-06,Changed Mind,1968
RET002779,ORD07404,PROD00452,2024-03-10,Size Issue,4287
RET002780,ORD07404,PROD01985,2024-05-02,Defective Product,1825
RET002781,ORD07405,PROD03676,2025-10-18,Quality Not Good,1316
RET002782,ORD07408,PROD03913,2022-04-19,Size Issue,3306
RET002783,ORD07408,PROD00364,2023-02-06,Quality Not Good,4308
RET002784,ORD07412,PROD03028,2022-03-28,Size Issue,3864
RET002785,ORD07412,PROD03055,2022-03-25,Wrong Item Delivered,1127
RET002786,ORD07413,PROD02354,2024-07-28,Defective Product,1556
RET002787,ORD07416,PROD04296,2024-08-08,Quality Not Good,1959
RET002788,ORD07421,PROD02186,2025-01-04,Changed Mind,2161
RET002789,ORD07423,PROD03550,2022-03-10,Wrong Item Delivered,1878
RET002790,ORD07424,PROD04172,2024-01-09,Wrong Item Delivered,1875
RET002791,ORD07427,PROD00805,2024-11-27,Quality Not Good,2935
RET002792,ORD07435,PROD01537,2023-10-19,Wrong Item Delivered,4222
RET002793,ORD07436,PROD03716,2023-06-28,Size Issue,838
RET002794,ORD07442,PROD00348,2023-08-25,Defective Product,2943
RET002795,ORD07442,PROD03477,2023-05-23,Size Issue,1438
RET002796,ORD07443,PROD00466,2022-10-31,Defective Product,6798
RET002797,ORD07444,PROD04478,2024-03-23,Late Delivery,4826
RET002798,ORD07444,PROD04222,2025-06-15,Wrong Item Delivered,4578
RET002799,ORD07444,PROD03806,2025-11-07,Changed Mind,2457
RET002800,ORD07446,PROD00860,2024-10-06,Defective Product,914
RET002801,ORD07447,PROD02021,2025-02-05,Late Delivery,1072
RET002802,ORD07451,PROD04231,2022-01-27,Wrong Item Delivered,5726
RET002803,ORD07453,PROD01430,2022-10-02,Size Issue,8118
RET002804,ORD07458,PROD00926,2022-05-17,Size Issue,1308
RET002805,ORD07459,PROD01853,2024-11-11,Quality Not Good,6095
RET002806,ORD07461,PROD00527,2024-06-15,Size Issue,5869
RET002807,ORD07466,PROD03810,2025-08-24,Defective Product,2895
RET002808,ORD07469,PROD02487,2025-05-16,Late Delivery,1833
RET002809,ORD07471,PROD04134,2023-07-11,Size Issue,1249
RET002810,ORD07473,PROD00823,2024-12-23,Wrong Item Delivered,2314
RET002811,ORD07473,PROD02251,2025-08-05,Defective Product,6729
RET002812,ORD07475,PROD03448,2022-01-07,Size Issue,1654
RET002813,ORD07479,PROD01845,2024-01-29,Quality Not Good,2400
RET002814,ORD07479,PROD04372,2022-01-07,Defective Product,643
RET002815,ORD07493,PROD04501,2022-05-04,Quality Not Good,379
RET002816,ORD07493,PROD01724,2025-08-31,Quality Not Good,3308
RET002817,ORD07494,PROD04596,2024-05-24,Late Delivery,2339
RET002818,ORD07494,PROD04721,2024-12-13,Changed Mind,2994
RET002819,ORD07494,PROD04443,2024-01-05,Defective Product,539
RET002820,ORD07496,PROD04752,2023-11-07,Size Issue,4076
RET002821,ORD07499,PROD00361,2024-05-10,Size Issue,3163
RET002822,ORD07502,PROD03598,2025-07-05,Changed Mind,2943
RET002823,ORD07507,PROD04844,2022-02-20,Changed Mind,1035
RET002824,ORD07508,PROD04278,2024-07-22,Size Issue,3687
RET002825,ORD07508,PROD04560,2025-06-20,Size Issue,3281
RET002826,ORD07510,PROD04938,2025-07-05,Wrong Item Delivered,2712
RET002827,ORD07510,PROD02866,2022-09-21,Size Issue,6346
RET002828,ORD07523,PROD04708,2025-10-22,Size Issue,3429
RET002829,ORD07529,PROD04368,2022-09-10,Changed Mind,6761
RET002830,ORD07532,PROD01742,2022-05-04,Defective Product,842
RET002831,ORD07540,PROD04473,2023-10-29,Defective Product,6813
RET002832,ORD07547,PROD01103,2022-04-22,Size Issue,2754
RET002833,ORD07551,PROD01902,2024-02-02,Late Delivery,1305
RET002834,ORD07552,PROD02400,2022-08-29,Size Issue,611
RET002835,ORD07552,PROD01659,2022-03-06,Defective Product,1575
RET002836,ORD07555,PROD00646,2023-10-28,Changed Mind,2279
RET002837,ORD07556,PROD04276,2022-12-30,Quality Not Good,1406
RET002838,ORD07556,PROD01113,2024-11-06,Wrong Item Delivered,874
RET002839,ORD07558,PROD02474,2024-06-11,Size Issue,5273
RET002840,ORD07559,PROD03278,2023-09-22,Defective Product,5952
RET002841,ORD07564,PROD01944,2023-12-27,Changed Mind,7716
RET002842,ORD07565,PROD00940,2025-12-18,Size Issue,4866
RET002843,ORD07568,PROD01819,2022-06-28,Defective Product,1940
RET002844,ORD07569,PROD04857,2022-09-22,Changed Mind,3964
RET002845,ORD07569,PROD00382,2022-11-20,Size Issue,945
RET002846,ORD07571,PROD00858,2023-05-04,Wrong Item Delivered,1922
RET002847,ORD07572,PROD03307,2024-03-31,Wrong Item Delivered,3510
RET002848,ORD07575,PROD02850,2025-07-26,Late Delivery,770
RET002849,ORD07577,PROD00037,2022-09-10,Size Issue,2746
RET002850,ORD07580,PROD02956,2022-04-12,Changed Mind,1889
RET002851,ORD07583,PROD02961,2024-03-09,Wrong Item Delivered,885
RET002852,ORD07588,PROD01742,2022-03-02,Size Issue,688
RET002853,ORD07591,PROD01911,2024-12-23,Defective Product,1457
RET002854,ORD07592,PROD04739,2022-01-06,Size Issue,6813
RET002855,ORD07593,PROD00419,2023-12-08,Changed Mind,4737
RET002856,ORD07594,PROD04716,2022-03-31,Defective Product,1972
RET002857,ORD07601,PROD01195,2024-01-14,Late Delivery,3983
RET002858,ORD07618,PROD02127,2023-07-23,Wrong Item Delivered,1782
RET002859,ORD07621,PROD02186,2024-04-10,Late Delivery,3238
RET002860,ORD07622,PROD02191,2022-04-22,Defective Product,4914
RET002861,ORD07625,PROD01258,2022-12-03,Size Issue,696
RET002862,ORD07626,PROD00943,2024-09-05,Late Delivery,726
RET002863,ORD07629,PROD02750,2022-12-01,Quality Not Good,1424
RET002864,ORD07635,PROD03542,2024-10-09,Size Issue,1056
RET002865,ORD07635,PROD01057,2024-10-20,Wrong Item Delivered,3294
RET002866,ORD07636,PROD01488,2025-02-20,Quality Not Good,3857
RET002867,ORD07638,PROD03078,2025-05-17,Changed Mind,2443
RET002868,ORD07638,PROD01629,2025-07-09,Defective Product,3531
RET002869,ORD07640,PROD01516,2023-04-20,Size Issue,2437
RET002870,ORD07641,PROD01796,2024-05-17,Size Issue,1999
RET002871,ORD07645,PROD01600,2024-10-04,Late Delivery,3091
RET002872,ORD07654,PROD01090,2023-10-14,Size Issue,4452
RET002873,ORD07656,PROD01348,2023-04-07,Quality Not Good,1149
RET002874,ORD07658,PROD04850,2024-01-23,Size Issue,1423
RET002875,ORD07662,PROD03886,2024-02-29,Size Issue,569
RET002876,ORD07667,PROD04619,2022-03-03,Wrong Item Delivered,941
RET002877,ORD07669,PROD03124,2023-04-24,Quality Not Good,1466
RET002878,ORD07670,PROD03847,2022-09-10,Changed Mind,1790
RET002879,ORD07678,PROD02928,2025-04-03,Defective Product,388
RET002880,ORD07678,PROD01511,2024-05-21,Defective Product,2082
RET002881,ORD07684,PROD00274,2023-08-23,Size Issue,390
RET002882,ORD07685,PROD02611,2023-03-11,Size Issue,2714
RET002883,ORD07687,PROD04343,2023-10-26,Defective Product,798
RET002884,ORD07688,PROD04555,2023-04-25,Size Issue,3154
RET002885,ORD07690,PROD00679,2024-01-07,Size Issue,5052
RET002886,ORD07691,PROD00644,2023-03-26,Changed Mind,789
RET002887,ORD07694,PROD01657,2023-08-07,Defective Product,3170
RET002888,ORD07699,PROD00150,2023-09-30,Defective Product,3690
RET002889,ORD07702,PROD02047,2022-03-02,Late Delivery,1492
RET002890,ORD07704,PROD02482,2023-09-17,Changed Mind,6571
RET002891,ORD07708,PROD03241,2023-11-10,Defective Product,1176
RET002892,ORD07710,PROD01346,2023-11-02,Defective Product,992
RET002893,ORD07711,PROD03150,2023-08-04,Late Delivery,596
RET002894,ORD07712,PROD03134,2023-03-29,Wrong Item Delivered,2876
RET002895,ORD07714,PROD03245,2025-02-27,Wrong Item Delivered,1168
RET002896,ORD07718,PROD00241,2025-03-25,Changed Mind,3816
RET002897,ORD07720,PROD02659,2024-12-05,Late Delivery,4120
RET002898,ORD07725,PROD00426,2022-10-27,Defective Product,1045
RET002899,ORD07725,PROD03566,2024-08-26,Size Issue,675
RET002900,ORD07727,PROD04691,2022-05-23,Defective Product,2294
RET002901,ORD07728,PROD01810,2025-06-17,Changed Mind,3057
RET002902,ORD07735,PROD00127,2022-01-28,Wrong Item Delivered,5334
RET002903,ORD07738,PROD03745,2023-11-02,Late Delivery,1292
RET002904,ORD07739,PROD01466,2024-10-04,Changed Mind,1316
RET002905,ORD07740,PROD02512,2023-04-09,Wrong Item Delivered,4926
RET002906,ORD07741,PROD04416,2023-05-31,Defective Product,750
RET002907,ORD07744,PROD00644,2024-07-10,Wrong Item Delivered,1536
RET002908,ORD07744,PROD02779,2024-03-05,Defective Product,3017
RET002909,ORD07748,PROD02937,2025-01-13,Changed Mind,1264
RET002910,ORD07750,PROD00085,2022-01-30,Defective Product,2056
RET002911,ORD07756,PROD00037,2025-03-26,Defective Product,1838
RET002912,ORD07757,PROD00076,2022-09-15,Size Issue,6768
RET002913,ORD07757,PROD01617,2024-11-11,Changed Mind,1849
RET002914,ORD07759,PROD01064,2024-03-14,Changed Mind,2095
RET002915,ORD07759,PROD03379,2022-10-24,Changed Mind,725
RET002916,ORD07759,PROD00923,2024-11-28,Changed Mind,2817
RET002917,ORD07760,PROD03874,2023-01-28,Defective Product,5406
RET002918,ORD07763,PROD03389,2024-07-02,Late Delivery,1523
RET002919,ORD07765,PROD04762,2023-01-31,Quality Not Good,1717
RET002920,ORD07768,PROD03887,2024-04-12,Wrong Item Delivered,1580
RET002921,ORD07769,PROD00383,2023-07-18,Late Delivery,1010
RET002922,ORD07774,PROD00062,2024-02-02,Wrong Item Delivered,1570
RET002923,ORD07775,PROD00194,2024-11-22,Wrong Item Delivered,1705
RET002924,ORD07778,PROD01946,2023-12-10,Quality Not Good,461
RET002925,ORD07781,PROD03687,2022-02-01,Size Issue,1684
RET002926,ORD07787,PROD03342,2023-02-20,Wrong Item Delivered,2196
RET002927,ORD07804,PROD04737,2022-11-18,Defective Product,4743
RET002928,ORD07804,PROD00762,2023-04-08,Size Issue,1481
RET002929,ORD07808,PROD00153,2025-02-10,Defective Product,2694
RET002930,ORD07811,PROD02869,2023-04-04,Wrong Item Delivered,1798
RET002931,ORD07813,PROD04818,2023-09-08,Quality Not Good,1076
RET002932,ORD07815,PROD01516,2024-07-24,Size Issue,4910
RET002933,ORD07819,PROD03317,2022-10-04,Late Delivery,2016
RET002934,ORD07829,PROD02118,2023-02-02,Defective Product,1182
RET002935,ORD07837,PROD01416,2025-09-07,Defective Product,3477
RET002936,ORD07837,PROD04818,2022-02-11,Defective Product,1117
RET002937,ORD07838,PROD03167,2024-10-29,Size Issue,1432
RET002938,ORD07839,PROD04950,2024-11-11,Size Issue,7013
RET002939,ORD07844,PROD03407,2024-08-02,Size Issue,7062
RET002940,ORD07845,PROD02063,2025-05-28,Quality Not Good,8745
RET002941,ORD07846,PROD02534,2025-12-02,Wrong Item Delivered,1349
RET002942,ORD07846,PROD01959,2023-06-02,Size Issue,484
RET002943,ORD07846,PROD00191,2022-05-20,Changed Mind,5624
RET002944,ORD07852,PROD02420,2022-08-17,Quality Not Good,1504
RET002945,ORD07855,PROD04025,2024-12-08,Size Issue,3091
RET002946,ORD07857,PROD03117,2022-11-14,Quality Not Good,5948
RET002947,ORD07858,PROD01950,2022-10-04,Size Issue,3799
RET002948,ORD07859,PROD01213,2023-05-06,Size Issue,2335
RET002949,ORD07864,PROD04896,2023-04-30,Changed Mind,867
RET002950,ORD07868,PROD02028,2024-09-20,Quality Not Good,1270
RET002951,ORD07872,PROD03227,2025-10-18,Changed Mind,909
RET002952,ORD07872,PROD01023,2025-07-15,Defective Product,3764
RET002953,ORD07878,PROD04701,2023-11-28,Defective Product,7809
RET002954,ORD07878,PROD03449,2024-07-22,Defective Product,3366
RET002955,ORD07880,PROD02395,2022-05-08,Changed Mind,7398
RET002956,ORD07881,PROD01342,2022-01-08,Defective Product,1143
RET002957,ORD07887,PROD04975,2024-10-17,Late Delivery,1896
RET002958,ORD07888,PROD00308,2025-08-31,Changed Mind,959
RET002959,ORD07889,PROD01779,2022-11-19,Quality Not Good,5377
RET002960,ORD07899,PROD02626,2024-05-02,Size Issue,295
RET002961,ORD07899,PROD03052,2022-05-04,Size Issue,1887
RET002962,ORD07900,PROD00264,2023-01-12,Quality Not Good,1880
RET002963,ORD07902,PROD02053,2025-02-21,Defective Product,3153
RET002964,ORD07903,PROD03700,2024-12-26,Wrong Item Delivered,2889
RET002965,ORD07912,PROD04171,2023-08-15,Size Issue,1437
RET002966,ORD07915,PROD03415,2023-02-24,Defective Product,2303
RET002967,ORD07916,PROD04248,2024-12-01,Size Issue,3784
RET002968,ORD07916,PROD02346,2023-02-09,Quality Not Good,1484
RET002969,ORD07917,PROD02039,2025-09-15,Quality Not Good,3902
RET002970,ORD07921,PROD01615,2023-10-23,Late Delivery,4258
RET002971,ORD07922,PROD04391,2024-03-13,Wrong Item Delivered,6036
RET002972,ORD07923,PROD03354,2022-05-10,Quality Not Good,3195
RET002973,ORD07924,PROD01917,2025-02-02,Size Issue,2557
RET002974,ORD07931,PROD01784,2024-10-08,Changed Mind,2907
RET002975,ORD07935,PROD04103,2023-08-10,Quality Not Good,1025
RET002976,ORD07939,PROD00500,2024-08-10,Size Issue,1204
RET002977,ORD07945,PROD01132,2023-06-12,Late Delivery,1274
RET002978,ORD07952,PROD04527,2022-01-02,Defective Product,2974
RET002979,ORD07955,PROD01007,2024-06-17,Quality Not Good,606
RET002980,ORD07956,PROD02533,2022-11-22,Quality Not Good,2753
RET002981,ORD07960,PROD02667,2024-01-29,Quality Not Good,2481
RET002982,ORD07961,PROD03127,2024-12-06,Changed Mind,2082
RET002983,ORD07963,PROD03201,2022-03-20,Changed Mind,1584
RET002984,ORD07963,PROD04030,2022-07-01,Changed Mind,2980
RET002985,ORD07964,PROD00531,2023-12-17,Quality Not Good,2589
RET002986,ORD07969,PROD00652,2022-10-07,Size Issue,1807
RET002987,ORD07970,PROD01734,2023-09-20,Quality Not Good,453
RET002988,ORD07970,PROD03598,2022-02-26,Size Issue,1676
RET002989,ORD07973,PROD03859,2022-01-22,Size Issue,1217
RET002990,ORD07977,PROD04476,2023-10-16,Late Delivery,1239
RET002991,ORD07980,PROD00231,2023-09-07,Size Issue,1327
RET002992,ORD07986,PROD01800,2022-01-13,Changed Mind,2388
RET002993,ORD07988,PROD01816,2022-06-03,Defective Product,1058
RET002994,ORD07991,PROD02325,2024-03-15,Wrong Item Delivered,623
RET002995,ORD07995,PROD01787,2023-04-25,Size Issue,1327
RET002996,ORD08001,PROD02359,2022-08-23,Changed Mind,3021
RET002997,ORD08003,PROD03933,2024-01-19,Defective Product,8592
RET002998,ORD08004,PROD02439,2023-08-13,Late Delivery,2800
RET002999,ORD08007,PROD03784,2024-01-07,Changed Mind,2098
RET003000,ORD08008,PROD01388,2025-06-16,Defective Product,2464
RET003001,ORD08008,PROD01290,2025-11-11,Quality Not Good,6925
RET003002,ORD08009,PROD04620,2022-04-11,Size Issue,3416
RET003003,ORD08014,PROD03585,2024-01-16,Late Delivery,304
RET003004,ORD08024,PROD00738,2025-06-05,Defective Product,1523
RET003005,ORD08026,PROD01397,2023-05-20,Size Issue,1984
RET003006,ORD08031,PROD03726,2023-04-26,Changed Mind,1436
RET003007,ORD08031,PROD04539,2022-03-22,Changed Mind,6224
RET003008,ORD08034,PROD00705,2023-02-07,Size Issue,1538
RET003009,ORD08036,PROD00313,2023-10-20,Defective Product,7740
RET003010,ORD08037,PROD03690,2023-01-13,Wrong Item Delivered,2480
RET003011,ORD08038,PROD04510,2025-09-08,Changed Mind,2380
RET003012,ORD08040,PROD01865,2024-11-02,Late Delivery,400
RET003013,ORD08041,PROD01383,2024-04-05,Size Issue,533
RET003014,ORD08049,PROD02244,2025-07-16,Wrong Item Delivered,728
RET003015,ORD08050,PROD02574,2025-04-16,Wrong Item Delivered,1328
RET003016,ORD08052,PROD03136,2025-05-26,Size Issue,7546
RET003017,ORD08055,PROD00181,2024-11-10,Late Delivery,1532
RET003018,ORD08056,PROD03732,2025-01-20,Size Issue,1773
RET003019,ORD08060,PROD01260,2023-03-30,Size Issue,2244
RET003020,ORD08063,PROD01319,2022-02-22,Quality Not Good,5654
RET003021,ORD08065,PROD00897,2023-05-19,Quality Not Good,3424
RET003022,ORD08075,PROD02178,2025-03-12,Quality Not Good,3310
RET003023,ORD08085,PROD02504,2022-04-14,Size Issue,1286
RET003024,ORD08085,PROD02950,2024-07-25,Wrong Item Delivered,1865
RET003025,ORD08087,PROD02463,2025-04-21,Defective Product,3240
RET003026,ORD08088,PROD04111,2025-10-08,Late Delivery,6760
RET003027,ORD08091,PROD04289,2025-08-07,Size Issue,1736
RET003028,ORD08095,PROD04315,2024-02-18,Defective Product,3136
RET003029,ORD08098,PROD04499,2025-01-24,Size Issue,2301
RET003030,ORD08099,PROD02911,2025-06-16,Quality Not Good,4988
RET003031,ORD08104,PROD03007,2022-07-23,Size Issue,2055
RET003032,ORD08113,PROD00534,2022-10-06,Defective Product,1705
RET003033,ORD08113,PROD02912,2023-11-10,Wrong Item Delivered,1697
RET003034,ORD08115,PROD01101,2023-01-15,Wrong Item Delivered,4670
RET003035,ORD08115,PROD04122,2025-09-03,Late Delivery,2305
RET003036,ORD08115,PROD03295,2022-03-08,Changed Mind,684
RET003037,ORD08117,PROD01603,2023-01-03,Quality Not Good,1403
RET003038,ORD08119,PROD01948,2022-10-08,Late Delivery,1758
RET003039,ORD08124,PROD01941,2025-11-03,Wrong Item Delivered,2250
RET003040,ORD08124,PROD03018,2024-10-23,Size Issue,1469
RET003041,ORD08124,PROD03309,2023-04-01,Size Issue,486
RET003042,ORD08128,PROD03033,2022-04-20,Defective Product,3976
RET003043,ORD08133,PROD04118,2024-08-21,Defective Product,3798
RET003044,ORD08135,PROD02111,2023-09-08,Changed Mind,1489
RET003045,ORD08135,PROD02574,2022-01-11,Defective Product,1328
RET003046,ORD08148,PROD03828,2023-07-07,Size Issue,1201
RET003047,ORD08149,PROD00419,2025-12-07,Defective Product,8187
RET003048,ORD08153,PROD01508,2022-09-24,Changed Mind,2599
RET003049,ORD08156,PROD03357,2022-05-15,Size Issue,1245
RET003050,ORD08159,PROD04837,2022-12-31,Size Issue,564
RET003051,ORD08159,PROD02794,2025-10-10,Defective Product,1455
RET003052,ORD08159,PROD01831,2023-07-01,Late Delivery,5901
RET003053,ORD08164,PROD04023,2022-01-24,Quality Not Good,4745
RET003054,ORD08171,PROD01238,2023-12-18,Size Issue,6417
RET003055,ORD08172,PROD03087,2025-01-08,Wrong Item Delivered,2830
RET003056,ORD08173,PROD01505,2025-01-26,Defective Product,1140
RET003057,ORD08174,PROD03576,2022-07-28,Defective Product,8634
RET003058,ORD08176,PROD03803,2024-12-29,Defective Product,1158
RET003059,ORD08179,PROD01785,2024-05-08,Wrong Item Delivered,4520
RET003060,ORD08180,PROD01616,2022-03-27,Quality Not Good,2765
RET003061,ORD08180,PROD01951,2023-07-19,Size Issue,1624
RET003062,ORD08181,PROD04550,2023-01-15,Wrong Item Delivered,2607
RET003063,ORD08182,PROD03124,2022-05-31,Defective Product,1226
RET003064,ORD08188,PROD03459,2024-05-12,Changed Mind,3105
RET003065,ORD08189,PROD00632,2022-05-03,Size Issue,4644
RET003066,ORD08192,PROD00305,2022-10-27,Wrong Item Delivered,2790
RET003067,ORD08194,PROD00191,2025-03-16,Defective Product,6780
RET003068,ORD08198,PROD04695,2022-10-17,Quality Not Good,2993
RET003069,ORD08201,PROD02557,2024-05-24,Defective Product,4743
RET003070,ORD08202,PROD04461,2022-10-08,Defective Product,6366
RET003071,ORD08203,PROD02268,2023-03-08,Size Issue,707
RET003072,ORD08208,PROD01942,2025-06-19,Quality Not Good,1252
RET003073,ORD08211,PROD03036,2023-05-13,Quality Not Good,1614
RET003074,ORD08221,PROD03388,2023-11-24,Changed Mind,801
RET003075,ORD08224,PROD00956,2023-10-04,Changed Mind,1675
RET003076,ORD08225,PROD00113,2025-05-11,Changed Mind,712
RET003077,ORD08226,PROD00757,2025-10-10,Defective Product,5498
RET003078,ORD08228,PROD00440,2024-06-22,Changed Mind,1304
RET003079,ORD08229,PROD03523,2024-04-25,Quality Not Good,2652
RET003080,ORD08230,PROD03172,2023-04-06,Size Issue,926
RET003081,ORD08231,PROD03704,2023-08-10,Defective Product,1648
RET003082,ORD08233,PROD00611,2025-10-04,Quality Not Good,5233
RET003083,ORD08236,PROD02071,2023-08-01,Late Delivery,3632
RET003084,ORD08251,PROD01807,2025-10-15,Defective Product,5991
RET003085,ORD08253,PROD03736,2022-12-09,Quality Not Good,1997
RET003086,ORD08253,PROD00861,2025-09-18,Defective Product,5622
RET003087,ORD08258,PROD01388,2022-10-02,Quality Not Good,626
RET003088,ORD08261,PROD00007,2022-01-31,Wrong Item Delivered,1482
RET003089,ORD08263,PROD03401,2022-11-19,Wrong Item Delivered,1389
RET003090,ORD08264,PROD03743,2025-10-07,Size Issue,1224
RET003091,ORD08264,PROD00561,2022-05-07,Defective Product,6042
RET003092,ORD08265,PROD03669,2022-05-11,Wrong Item Delivered,4202
RET003093,ORD08267,PROD01072,2022-11-13,Size Issue,1276
RET003094,ORD08270,PROD03722,2023-11-24,Late Delivery,1835
RET003095,ORD08275,PROD00357,2022-01-26,Late Delivery,1146
RET003096,ORD08279,PROD00676,2024-04-02,Changed Mind,1577
RET003097,ORD08280,PROD01898,2024-09-10,Quality Not Good,1500
RET003098,ORD08282,PROD02293,2024-03-31,Changed Mind,1938
RET003099,ORD08288,PROD03170,2024-12-01,Late Delivery,3933
RET003100,ORD08291,PROD02056,2022-07-14,Defective Product,6360
RET003101,ORD08292,PROD00077,2023-07-10,Defective Product,2395
RET003102,ORD08301,PROD00653,2025-10-27,Changed Mind,2457
RET003103,ORD08302,PROD01773,2022-01-17,Late Delivery,2712
RET003104,ORD08304,PROD02061,2024-02-19,Changed Mind,2491
RET003105,ORD08319,PROD00598,2024-11-04,Wrong Item Delivered,4714
RET003106,ORD08323,PROD04762,2023-01-14,Wrong Item Delivered,1357
RET003107,ORD08326,PROD00726,2024-01-19,Late Delivery,1212
RET003108,ORD08329,PROD00044,2024-12-21,Wrong Item Delivered,819
RET003109,ORD08330,PROD02463,2022-10-27,Defective Product,4860
RET003110,ORD08333,PROD03753,2024-05-07,Changed Mind,3399
RET003111,ORD08334,PROD04212,2025-08-13,Quality Not Good,1600
RET003112,ORD08336,PROD02607,2022-05-12,Quality Not Good,1174
RET003113,ORD08337,PROD03370,2024-05-09,Wrong Item Delivered,4368
RET003114,ORD08339,PROD00159,2022-09-10,Size Issue,480
RET003115,ORD08341,PROD02923,2024-07-13,Late Delivery,3503
RET003116,ORD08342,PROD02795,2025-11-30,Late Delivery,344
RET003117,ORD08342,PROD02497,2022-04-18,Size Issue,1609
RET003118,ORD08344,PROD01771,2023-05-15,Quality Not Good,2798
RET003119,ORD08346,PROD03329,2023-11-08,Defective Product,7749
RET003120,ORD08353,PROD00187,2025-01-25,Changed Mind,2440
RET003121,ORD08353,PROD01242,2022-03-10,Quality Not Good,614
RET003122,ORD08354,PROD03630,2024-08-23,Late Delivery,1131
RET003123,ORD08364,PROD03123,2022-07-22,Wrong Item Delivered,4590
RET003124,ORD08365,PROD01592,2024-05-24,Defective Product,1972
RET003125,ORD08366,PROD00541,2023-07-14,Quality Not Good,1594
RET003126,ORD08372,PROD01081,2024-06-17,Size Issue,3467
RET003127,ORD08373,PROD01202,2025-04-28,Defective Product,1094
RET003128,ORD08378,PROD02204,2024-10-15,Defective Product,830
RET003129,ORD08384,PROD04213,2022-01-23,Late Delivery,1803
RET003130,ORD08388,PROD01467,2024-11-29,Quality Not Good,747
RET003131,ORD08388,PROD00882,2024-08-03,Defective Product,8949
RET003132,ORD08392,PROD01175,2023-12-23,Changed Mind,297
RET003133,ORD08394,PROD04778,2025-04-27,Quality Not Good,593
RET003134,ORD08398,PROD01142,2025-09-01,Quality Not Good,4917
RET003135,ORD08398,PROD04262,2024-12-01,Size Issue,2520
RET003136,ORD08400,PROD02924,2024-09-26,Size Issue,703
RET003137,ORD08401,PROD01657,2025-02-03,Wrong Item Delivered,9510
RET003138,ORD08402,PROD00911,2024-10-25,Defective Product,2290
RET003139,ORD08403,PROD01802,2024-03-21,Size Issue,1026
RET003140,ORD08404,PROD04926,2024-01-09,Changed Mind,456
RET003141,ORD08404,PROD01101,2023-02-25,Late Delivery,1966
RET003142,ORD08405,PROD03610,2022-05-31,Size Issue,2202
