payment_id,order_id,payment_date,payment_method,payment_status,amount
PAY015830,ORD10543,2023-02-11,UPI,Success,2825
PAY015831,ORD10544,2021-01-13,UPI,Success,3247
PAY015832,ORD10545,2023-03-15,UPI,Failed,4790
PAY015833,ORD10545,2023-03-17,UPI,Success,4790
PAY015834,ORD10546,2023-07-16,Card,Success,4233
PAY015835,ORD10546,2023-07-16,UPI,Success,4233
PAY015836,ORD10547,2021-05-31,UPI,Success,831
PAY015837,ORD10548,2022-09-29,Card,Success,2636
PAY015838,ORD10549,2022-05-05,UPI,Success,1084
PAY015839,ORD10549,2022-05-05,Card,Success,1084
PAY015840,ORD10550,2025-04-13,COD,Failed,3680
PAY015841,ORD10551,2021-08-17,Card,Pending,2592
PAY015842,ORD10552,2022-04-26,COD,Success,2597
PAY015843,ORD10553,2025-01-15,COD,Success,3685
PAY015844,ORD10553,2025-01-20,UPI,Success,3685
PAY015845,ORD10554,2023-06-10,UPI,Success,3539
PAY015846,ORD10554,2023-06-14,COD,Success,3539
PAY015847,ORD10555,2022-10-23,UPI,Success,1651
PAY015848,ORD10556,2025-09-30,UPI,Failed,4728
PAY015849,ORD10556,2025-09-30,UPI,Success,4728
PAY015850,ORD10557,2025-01-26,Card,Failed,1246
PAY015851,ORD10558,2024-08-26,UPI,Success,3502
PAY015852,ORD10559,2021-11-11,UPI,Success,4752
PAY015853,ORD10559,2021-11-11,Card,Success,4752
PAY015854,ORD10560,2025-12-14,Card,Success,3666
PAY015855,ORD10561,2023-06-16,UPI,Failed,1654
PAY015856,ORD10561,2023-06-16,Card,Success,1654
PAY015857,ORD10562,2022-11-20,Card,Success,4034
PAY015858,ORD10562,2022-11-19,UPI,Success,4034
PAY015859,ORD10563,2024-04-04,UPI,Success,4335
PAY015860,ORD10563,2024-04-05,UPI,Success,4335
PAY015861,ORD10564,2025-03-12,UPI,Success,3131
PAY015862,ORD10565,2023-08-21,COD,Success,3159
PAY015863,ORD10566,2022-07-15,COD,Success,4720
PAY015864,ORD10566,2022-07-10,UPI,Success,4720
PAY015865,ORD10567,2024-09-27,UPI,Success,1205
PAY015866,ORD10568,2024-01-05,UPI,Success,2913
PAY015867,ORD10569,2025-09-14,Card,Success,822
PAY015868,ORD10569,2025-09-17,UPI,Success,822
PAY015869,ORD10570,2022-09-05,UPI,Success,4496
PAY015870,ORD10571,2025-08-26,Card,Success,4342
PAY015871,ORD10571,2025-08-24,COD,Success,4342
PAY015872,ORD10572,2024-08-24,UPI,Success,618
PAY015873,ORD10572,2024-08-21,COD,Success,618
PAY015874,ORD10573,2021-10-19,UPI,Success,4630
PAY015875,ORD10573,2021-10-20,UPI,Failed,4630
PAY015876,ORD10574,2021-01-10,Card,Success,1431
PAY015877,ORD10574,2021-01-11,UPI,Success,1431
PAY015878,ORD10575,2022-05-08,COD,Success,3023
PAY015879,ORD10575,2022-05-09,UPI,Success,3023
PAY015880,ORD10576,2024-07-29,UPI,Failed,2631
PAY015881,ORD10577,2023-05-26,UPI,Success,1414
PAY015882,ORD10578,2021-02-13,UPI,Success,3195
PAY015883,ORD10579,2021-05-02,COD,Pending,516
PAY015884,ORD10579,2021-05-02,UPI,Success,516
PAY015885,ORD10580,2023-04-09,UPI,Success,1919
PAY015886,ORD10580,2023-04-11,UPI,Failed,1919
PAY015887,ORD10581,2022-06-17,Card,Success,3026
PAY015888,ORD10581,2022-06-22,COD,Failed,3026
PAY015889,ORD10582,2023-02-21,Card,Success,3479
PAY015890,ORD10582,2023-02-26,Card,Success,3479
PAY015891,ORD10583,2024-07-05,Card,Success,4962
PAY015892,ORD10584,2022-08-22,UPI,Success,3600
PAY015893,ORD10584,2022-08-26,UPI,Success,3600
PAY015894,ORD10585,2022-12-07,COD,Pending,4647
PAY015895,ORD10586,2021-06-18,Card,Success,4496
PAY015896,ORD10587,2023-12-17,UPI,Success,2472
PAY015897,ORD10588,2022-04-29,Card,Success,1002
PAY015898,ORD10589,2023-02-18,Card,Success,1050
PAY015899,ORD10590,2025-10-03,COD,Failed,4467
PAY015900,ORD10590,2025-10-01,UPI,Success,4467
PAY015901,ORD10591,2025-04-02,UPI,Success,3145
PAY015902,ORD10591,2025-03-29,UPI,Success,3145
PAY015903,ORD10592,2021-08-05,Card,Success,3083
PAY015904,ORD10592,2021-08-02,COD,Success,3083
PAY015905,ORD10593,2021-09-30,COD,Success,3937
PAY015906,ORD10593,2021-09-30,UPI,Success,3937
PAY015907,ORD10594,2025-01-22,Card,Success,1217
PAY015908,ORD10595,2025-12-17,UPI,Success,1380
PAY015909,ORD10595,2025-12-16,COD,Success,1380
PAY015910,ORD10596,2021-06-05,UPI,Failed,1603
PAY015911,ORD10597,2023-12-13,COD,Success,807
PAY015912,ORD10597,2023-12-10,UPI,Success,807
PAY015913,ORD10598,2022-05-24,COD,Pending,2730
PAY015914,ORD10599,2022-08-06,Card,Success,4387
PAY015915,ORD10600,2025-11-12,Card,Success,2442
PAY015916,ORD10601,2021-07-22,COD,Pending,2164
PAY015917,ORD10602,2023-06-02,Card,Success,3737
PAY015918,ORD10603,2022-12-23,UPI,Success,4588
PAY015919,ORD10603,2022-12-28,UPI,Success,4588
PAY015920,ORD10604,2023-09-26,UPI,Success,4713
PAY015921,ORD10604,2023-09-22,COD,Success,4713
PAY015922,ORD10605,2024-12-19,COD,Success,773
PAY015923,ORD10605,2024-12-17,UPI,Success,773
PAY015924,ORD10606,2024-07-05,UPI,Pending,1648
PAY015925,ORD10607,2022-07-01,COD,Success,1281
PAY015926,ORD10607,2022-07-01,UPI,Success,1281
PAY015927,ORD10608,2021-12-14,Card,Success,2111
PAY015928,ORD10609,2023-07-18,UPI,Success,2505
PAY015929,ORD10609,2023-07-14,UPI,Success,2505
PAY015930,ORD10610,2023-10-18,Card,Success,4478
PAY015931,ORD10610,2023-10-15,Card,Success,4478
PAY015932,ORD10611,2024-02-04,UPI,Success,749
PAY015933,ORD10612,2024-02-09,Card,Success,2476
PAY015934,ORD10613,2023-11-25,Card,Pending,584
PAY015935,ORD10614,2025-06-19,COD,Success,3334
PAY015936,ORD10615,2023-02-14,Card,Success,4197
PAY015937,ORD10615,2023-02-13,COD,Success,4197
PAY015938,ORD10616,2023-10-22,COD,Success,2212
PAY015939,ORD10616,2023-10-22,Card,Failed,2212
PAY015940,ORD10617,2023-05-07,COD,Success,678
PAY015941,ORD10618,2022-01-30,COD,Success,1486
PAY015942,ORD10618,2022-01-31,UPI,Failed,1486
PAY015943,ORD10619,2021-04-14,UPI,Success,1213
PAY015944,ORD10619,2021-04-11,Card,Success,1213
PAY015945,ORD10620,2023-03-29,COD,Success,1762
PAY015946,ORD10621,2021-01-18,COD,Success,4816
PAY015947,ORD10622,2022-02-02,UPI,Success,4859
PAY015948,ORD10623,2022-08-30,COD,Success,4629
PAY015949,ORD10624,2024-12-28,Card,Success,2955
PAY015950,ORD10625,2025-03-18,UPI,Success,939
PAY015951,ORD10626,2023-09-15,COD,Success,3478
PAY015952,ORD10627,2024-06-22,Card,Success,2864
PAY015953,ORD10627,2024-06-20,UPI,Success,2864
PAY015954,ORD10628,2021-12-13,UPI,Success,3917
PAY015955,ORD10628,2021-12-12,UPI,Success,3917
PAY015956,ORD10629,2022-03-23,UPI,Success,2334
PAY015957,ORD10630,2022-08-31,UPI,Success,4975
PAY015958,ORD10630,2022-08-29,Card,Success,4975
PAY015959,ORD10631,2025-06-27,Card,Success,1021
PAY015960,ORD10632,2024-02-01,UPI,Success,3899
PAY015961,ORD10632,2024-01-31,UPI,Success,3899
PAY015962,ORD10633,2025-06-30,Card,Success,3882
PAY015963,ORD10633,2025-07-01,UPI,Success,3882
PAY015964,ORD10634,2021-11-20,Card,Success,4115
PAY015965,ORD10635,2024-06-23,UPI,Failed,2579
PAY015966,ORD10636,2025-10-29,UPI,Failed,743
PAY015967,ORD10636,2025-10-27,Card,Success,743
PAY015968,ORD10637,2023-02-14,COD,Success,4645
PAY015969,ORD10637,2023-02-15,UPI,Success,4645
PAY015970,ORD10638,2022-03-05,UPI,Success,2269
PAY015971,ORD10638,2022-03-06,UPI,Success,2269
PAY015972,ORD10639,2024-07-17,UPI,Success,2175
PAY015973,ORD10639,2024-07-17,UPI,Success,2175
PAY015974,ORD10640,2021-06-16,Card,Success,3331
PAY015975,ORD10640,2021-06-17,Card,Success,3331
PAY015976,ORD10641,2023-10-20,UPI,Success,1541
PAY015977,ORD10641,2023-10-17,UPI,Success,1541
PAY015978,ORD10642,2025-08-25,UPI,Failed,1213
PAY015979,ORD10643,2024-09-30,Card,Success,3537
PAY015980,ORD10644,2025-10-08,COD,Success,1586
PAY015981,ORD10645,2022-04-02,Card,Pending,899
PAY015982,ORD10645,2022-04-03,UPI,Failed,899
PAY015983,ORD10646,2022-07-28,UPI,Success,740
PAY015984,ORD10647,2022-09-09,UPI,Pending,2881
PAY015985,ORD10648,2021-04-26,Card,Success,3144
PAY015986,ORD10648,2021-04-24,Card,Success,3144
PAY015987,ORD10649,2024-10-25,COD,Success,4604
PAY015988,ORD10650,2025-10-20,UPI,Success,2954
PAY015989,ORD10651,2025-08-17,Card,Success,1514
PAY015990,ORD10651,2025-08-18,Card,Success,1514
PAY015991,ORD10652,2024-02-17,UPI,Success,534
PAY015992,ORD10652,2024-02-15,Card,Success,534
PAY015993,ORD10653,2022-10-09,Card,Success,1049
PAY015994,ORD10654,2022-02-18,UPI,Success,2159
PAY015995,ORD10655,2023-11-24,UPI,Success,4627
PAY015996,ORD10655,2023-11-22,UPI,Success,4627
PAY015997,ORD10656,2022-08-07,Card,Success,3709
PAY015998,ORD10657,2023-01-07,Card,Success,2390
PAY015999,ORD10657,2023-01-12,UPI,Success,2390
PAY016000,ORD10658,2024-07-12,UPI,Success,2731
PAY016001,ORD10659,2023-03-16,Card,Success,2950
PAY016002,ORD10659,2023-03-17,UPI,Success,2950
PAY016003,ORD10660,2021-08-18,COD,Success,4041
PAY016004,ORD10660,2021-08-16,Card,Success,4041
PAY016005,ORD10661,2023-10-04,UPI,Success,3045
PAY016006,ORD10661,2023-10-06,UPI,Success,3045
PAY016007,ORD10662,2024-01-09,Card,Success,882
PAY016008,ORD10662,2024-01-07,UPI,Success,882
PAY016009,ORD10663,2024-04-24,UPI,Failed,2086
PAY016010,ORD10663,2024-04-25,COD,Success,2086
PAY016011,ORD10664,2023-06-02,Card,Success,813
PAY016012,ORD10665,2023-04-19,UPI,Success,2695
PAY016013,ORD10666,2025-03-10,UPI,Failed,4107
PAY016014,ORD10666,2025-03-10,Card,Success,4107
PAY016015,ORD10667,2025-06-15,UPI,Pending,4529
PAY016016,ORD10667,2025-06-19,UPI,Success,4529
PAY016017,ORD10668,2023-08-18,UPI,Success,2837
PAY016018,ORD10669,2022-10-21,COD,Success,3979
PAY016019,ORD10670,2022-10-04,Card,Success,2142
PAY016020,ORD10670,2022-10-03,Card,Failed,2142
PAY016021,ORD10671,2021-07-28,UPI,Success,4145
PAY016022,ORD10671,2021-07-31,UPI,Success,4145
PAY016023,ORD10672,2021-06-24,COD,Success,2947
PAY016024,ORD10672,2021-06-27,COD,Success,2947
PAY016025,ORD10673,2022-10-19,Card,Success,3389
PAY016026,ORD10673,2022-10-23,Card,Success,3389
PAY016027,ORD10674,2024-03-28,UPI,Success,4265
PAY016028,ORD10674,2024-03-25,COD,Success,4265
PAY016029,ORD10675,2022-10-12,UPI,Success,4927
PAY016030,ORD10675,2022-10-13,Card,Failed,4927
PAY016031,ORD10676,2023-10-07,UPI,Failed,3726
PAY016032,ORD10677,2025-01-12,UPI,Failed,2936
PAY016033,ORD10677,2025-01-16,COD,Success,2936
PAY016034,ORD10678,2022-12-03,COD,Failed,3654
PAY016035,ORD10678,2022-12-01,COD,Success,3654
PAY016036,ORD10679,2021-01-10,UPI,Success,4201
PAY016037,ORD10680,2024-08-08,COD,Success,1679
PAY016038,ORD10681,2024-10-02,UPI,Success,1172
PAY016039,ORD10682,2021-03-26,UPI,Success,3032
PAY016040,ORD10683,2025-12-09,Card,Failed,1016
PAY016041,ORD10683,2025-12-09,UPI,Failed,1016
PAY016042,ORD10684,2024-06-08,UPI,Failed,996
PAY016043,ORD10685,2023-10-05,COD,Failed,4907
PAY016044,ORD10686,2021-08-25,UPI,Failed,4608
PAY016045,ORD10687,2025-01-05,UPI,Success,1534
PAY016046,ORD10687,2025-01-06,UPI,Success,1534
PAY016047,ORD10688,2022-03-06,Card,Success,3924
PAY016048,ORD10688,2022-03-06,Card,Success,3924
PAY016049,ORD10689,2022-07-15,UPI,Success,2329
PAY016050,ORD10690,2022-01-15,COD,Success,4618
PAY016051,ORD10690,2022-01-13,UPI,Success,4618
PAY016052,ORD10691,2024-11-14,Card,Success,3752
PAY016053,ORD10692,2025-08-28,UPI,Success,1449
PAY016054,ORD10692,2025-08-26,UPI,Success,1449
PAY016055,ORD10693,2022-06-02,UPI,Success,3545
PAY016056,ORD10694,2022-07-02,UPI,Success,1067
PAY016057,ORD10695,2025-06-26,UPI,Success,3409
PAY016058,ORD10695,2025-06-23,COD,Success,3409
PAY016059,ORD10696,2025-06-01,UPI,Pending,3662
PAY016060,ORD10696,2025-06-02,UPI,Success,3662
PAY016061,ORD10697,2022-03-25,UPI,Success,1947
PAY016062,ORD10698,2021-09-05,Card,Success,4269
PAY016063,ORD10698,2021-09-07,Card,Success,4269
PAY016064,ORD10699,2024-03-27,UPI,Success,2936
PAY016065,ORD10700,2023-03-10,COD,Success,1828
PAY016066,ORD10701,2021-11-19,UPI,Success,2293
PAY016067,ORD10701,2021-11-17,COD,Success,2293
PAY016068,ORD10702,2022-10-20,UPI,Success,3342
PAY016069,ORD10702,2022-10-20,UPI,Success,3342
PAY016070,ORD10703,2025-11-29,COD,Pending,4156
PAY016071,ORD10703,2025-11-28,UPI,Failed,4156
PAY016072,ORD10704,2022-03-23,Card,Success,1840
PAY016073,ORD10704,2022-03-24,COD,Success,1840
PAY016074,ORD10705,2021-08-15,Card,Success,1871
PAY016075,ORD10705,2021-08-14,Card,Success,1871
PAY016076,ORD10706,2023-02-26,Card,Failed,3504
PAY016077,ORD10707,2022-06-16,UPI,Failed,4944
PAY016078,ORD10708,2024-07-20,UPI,Success,3098
PAY016079,ORD10709,2021-02-15,Card,Success,1804
PAY016080,ORD10709,2021-02-14,UPI,Success,1804
PAY016081,ORD10710,2021-08-31,UPI,Success,2900
PAY016082,ORD10711,2021-09-01,Card,Success,2392
PAY016083,ORD10711,2021-09-05,Card,Success,2392
PAY016084,ORD10712,2022-06-25,COD,Success,3328
PAY016085,ORD10712,2022-06-26,Card,Success,3328
PAY016086,ORD10713,2024-12-02,UPI,Failed,1060
PAY016087,ORD10713,2024-12-05,COD,Success,1060
PAY016088,ORD10714,2025-04-29,Card,Success,1815
PAY016089,ORD10714,2025-05-01,UPI,Success,1815
PAY016090,ORD10715,2023-11-10,UPI,Success,2388
PAY016091,ORD10716,2023-06-15,UPI,Success,4258
PAY016092,ORD10717,2022-06-09,Card,Success,3485
PAY016093,ORD10717,2022-06-10,UPI,Success,3485
PAY016094,ORD10718,2024-10-31,UPI,Success,4453
PAY016095,ORD10719,2023-09-09,UPI,Success,3573
PAY016096,ORD10720,2022-11-26,Card,Failed,2289
PAY016097,ORD10720,2022-11-24,COD,Success,2289
PAY016098,ORD10721,2025-04-05,Card,Success,2811
PAY016099,ORD10722,2022-06-25,Card,Success,2057
PAY016100,ORD10723,2025-05-31,UPI,Success,3744
PAY016101,ORD10724,2023-06-08,UPI,Success,1302
PAY016102,ORD10724,2023-06-09,Card,Success,1302
PAY016103,ORD10725,2022-03-13,Card,Success,4056
PAY016104,ORD10726,2023-03-15,COD,Success,2988
PAY016105,ORD10726,2023-03-17,COD,Success,2988
PAY016106,ORD10727,2023-06-16,COD,Success,3606
PAY016107,ORD10728,2025-08-28,UPI,Success,1454
PAY016108,ORD10728,2025-08-25,UPI,Failed,1454
PAY016109,ORD10729,2025-02-20,UPI,Success,951
PAY016110,ORD10729,2025-02-17,UPI,Success,951
PAY016111,ORD10730,2023-05-21,Card,Success,2106
PAY016112,ORD10730,2023-05-19,Card,Success,2106
PAY016113,ORD10731,2022-06-14,Card,Success,4251
PAY016114,ORD10731,2022-06-11,Card,Success,4251
PAY016115,ORD10732,2023-06-13,UPI,Failed,2320
PAY016116,ORD10733,2021-07-08,UPI,Success,2046
PAY016117,ORD10734,2025-03-29,UPI,Failed,2525
PAY016118,ORD10734,2025-03-25,Card,Failed,2525
PAY016119,ORD10735,2022-10-25,Card,Success,3500
PAY016120,ORD10735,2022-10-25,Card,Success,3500
PAY016121,ORD10736,2022-11-26,UPI,Success,3516
PAY016122,ORD10737,2025-10-18,COD,Success,1757
PAY016123,ORD10738,2023-04-22,UPI,Success,746
PAY016124,ORD10738,2023-04-20,COD,Success,746
PAY016125,ORD10739,2021-09-30,UPI,Success,4724
PAY016126,ORD10739,2021-09-29,COD,Success,4724
PAY016127,ORD10740,2024-09-10,Card,Success,4057
PAY016128,ORD10740,2024-09-13,UPI,Success,4057
PAY016129,ORD10741,2023-10-12,COD,Failed,3752
PAY016130,ORD10741,2023-10-10,Card,Success,3752
PAY016131,ORD10742,2021-08-28,COD,Pending,1989
PAY016132,ORD10742,2021-08-28,Card,Success,1989
PAY016133,ORD10743,2023-11-22,COD,Success,2144
PAY016134,ORD10744,2024-04-26,UPI,Success,1895
PAY016135,ORD10744,2024-04-26,COD,Success,1895
PAY016136,ORD10745,2021-08-16,Card,Success,1684
PAY016137,ORD10746,2024-09-04,UPI,Pending,4844
PAY016138,ORD10747,2025-02-15,UPI,Failed,2138
PAY016139,ORD10747,2025-02-12,UPI,Success,2138
PAY016140,ORD10748,2023-12-26,UPI,Success,4382
PAY016141,ORD10748,2023-12-26,UPI,Success,4382
PAY016142,ORD10749,2022-07-16,Card,Failed,2615
PAY016143,ORD10749,2022-07-18,UPI,Success,2615
PAY016144,ORD10750,2025-09-11,Card,Pending,3748
PAY016145,ORD10750,2025-09-11,Card,Failed,3748
PAY016146,ORD10751,2025-04-09,COD,Failed,4844
PAY016147,ORD10752,2023-09-28,UPI,Success,4008
PAY016148,ORD10753,2021-05-05,Card,Failed,2225
PAY016149,ORD10753,2021-05-10,UPI,Success,2225
PAY016150,ORD10754,2021-09-23,UPI,Success,3329
PAY016151,ORD10754,2021-09-26,UPI,Failed,3329
PAY016152,ORD10755,2025-10-06,Card,Pending,2605
PAY016153,ORD10755,2025-10-02,UPI,Success,2605
PAY016154,ORD10756,2021-08-19,UPI,Success,3960
PAY016155,ORD10756,2021-08-14,UPI,Success,3960
PAY016156,ORD10757,2021-11-11,UPI,Success,1054
PAY016157,ORD10758,2025-11-21,UPI,Pending,692
PAY016158,ORD10758,2025-11-25,Card,Failed,692
PAY016159,ORD10759,2021-09-29,UPI,Success,2848
PAY016160,ORD10759,2021-09-29,Card,Success,2848
PAY016161,ORD10760,2022-01-26,Card,Success,2190
PAY016162,ORD10761,2025-04-06,COD,Success,3971
PAY016163,ORD10761,2025-04-02,UPI,Success,3971
PAY016164,ORD10762,2025-11-10,COD,Failed,1586
PAY016165,ORD10762,2025-11-09,UPI,Success,1586
PAY016166,ORD10763,2023-02-28,UPI,Failed,3063
PAY016167,ORD10763,2023-02-26,COD,Success,3063
PAY016168,ORD10764,2024-03-19,UPI,Success,975
PAY016169,ORD10764,2024-03-19,UPI,Success,975
PAY016170,ORD10765,2022-12-24,Card,Success,4328
PAY016171,ORD10765,2022-12-25,Card,Success,4328
PAY016172,ORD10766,2024-06-03,Card,Success,3495
PAY016173,ORD10766,2024-06-02,UPI,Success,3495
PAY016174,ORD10767,2025-10-22,COD,Success,4396
PAY016175,ORD10767,2025-10-21,UPI,Success,4396
PAY016176,ORD10768,2023-07-03,Card,Success,840
PAY016177,ORD10768,2023-06-29,UPI,Success,840
PAY016178,ORD10769,2022-10-24,UPI,Pending,4305
PAY016179,ORD10769,2022-10-27,UPI,Failed,4305
PAY016180,ORD10770,2021-04-25,Card,Failed,3311
PAY016181,ORD10771,2021-12-23,UPI,Success,2671
PAY016182,ORD10771,2021-12-21,Card,Success,2671
PAY016183,ORD10772,2022-09-21,UPI,Success,852
PAY016184,ORD10773,2023-07-02,UPI,Success,2220
PAY016185,ORD10773,2023-06-30,UPI,Failed,2220
PAY016186,ORD10774,2024-12-21,Card,Success,2958
PAY016187,ORD10774,2024-12-20,UPI,Success,2958
PAY016188,ORD10775,2022-05-09,Card,Success,1187
PAY016189,ORD10775,2022-05-08,UPI,Success,1187
PAY016190,ORD10776,2022-11-13,COD,Success,3040
PAY016191,ORD10777,2022-02-13,UPI,Success,2785
PAY016192,ORD10777,2022-02-11,COD,Success,2785
PAY016193,ORD10778,2024-03-15,UPI,Success,1739
PAY016194,ORD10779,2024-05-23,COD,Success,860
PAY016195,ORD10780,2024-01-11,UPI,Success,3347
PAY016196,ORD10781,2021-07-16,COD,Success,2195
PAY016197,ORD10781,2021-07-13,COD,Failed,2195
PAY016198,ORD10782,2022-10-17,UPI,Failed,3172
PAY016199,ORD10782,2022-10-17,Card,Success,3172
PAY016200,ORD10783,2021-09-13,UPI,Success,634
PAY016201,ORD10784,2023-07-17,Card,Pending,2303
PAY016202,ORD10784,2023-07-17,COD,Success,2303
PAY016203,ORD10785,2021-01-03,Card,Success,761
PAY016204,ORD10786,2022-03-14,COD,Success,1367
PAY016205,ORD10786,2022-03-12,Card,Success,1367
PAY016206,ORD10787,2023-12-18,Card,Success,4966
PAY016207,ORD10788,2022-03-28,Card,Pending,4482
PAY016208,ORD10789,2021-06-20,UPI,Success,4453
PAY016209,ORD10790,2024-07-05,COD,Success,1074
PAY016210,ORD10791,2025-05-13,Card,Success,653
PAY016211,ORD10791,2025-05-13,COD,Success,653
PAY016212,ORD10792,2021-04-24,COD,Success,4004
PAY016213,ORD10793,2023-07-26,UPI,Success,4291
PAY016214,ORD10793,2023-07-21,COD,Success,4291
PAY016215,ORD10794,2025-01-07,COD,Success,3492
PAY016216,ORD10795,2025-06-07,COD,Pending,740
PAY016217,ORD10796,2022-10-17,COD,Success,4969
PAY016218,ORD10797,2022-12-11,UPI,Success,1848
PAY016219,ORD10797,2022-12-12,Card,Success,1848
PAY016220,ORD10798,2023-09-18,UPI,Success,4743
PAY016221,ORD10799,2024-03-06,UPI,Success,1248
PAY016222,ORD10800,2021-10-10,UPI,Success,4412
PAY016223,ORD10800,2021-10-07,Card,Success,4412
PAY016224,ORD10801,2024-09-08,Card,Success,1353
PAY016225,ORD10801,2024-09-09,UPI,Success,1353
PAY016226,ORD10802,2022-06-11,UPI,Success,3873
PAY016227,ORD10802,2022-06-11,UPI,Failed,3873
PAY016228,ORD10803,2021-05-28,UPI,Success,2340
PAY016229,ORD10804,2022-06-28,UPI,Success,2715
PAY016230,ORD10804,2022-06-26,Card,Success,2715
PAY016231,ORD10805,2024-02-17,UPI,Success,2194
PAY016232,ORD10805,2024-02-20,UPI,Success,2194
PAY016233,ORD10806,2024-11-28,UPI,Success,2569
PAY016234,ORD10807,2021-04-14,COD,Failed,1510
PAY016235,ORD10808,2022-08-25,UPI,Failed,3476
PAY016236,ORD10808,2022-08-28,COD,Success,3476
PAY016237,ORD10809,2021-10-29,UPI,Success,781
PAY016238,ORD10810,2022-09-22,COD,Failed,1080
PAY016239,ORD10810,2022-09-22,Card,Success,1080
PAY016240,ORD10811,2024-06-13,UPI,Success,2594
PAY016241,ORD10812,2022-04-30,COD,Success,1516
PAY016242,ORD10813,2024-12-08,COD,Success,4154
PAY016243,ORD10813,2024-12-07,Card,Failed,4154
PAY016244,ORD10814,2022-12-08,COD,Failed,4189
PAY016245,ORD10815,2021-06-28,Card,Pending,2385
PAY016246,ORD10815,2021-06-25,Card,Failed,2385
PAY016247,ORD10816,2021-04-21,UPI,Pending,1745
PAY016248,ORD10816,2021-04-17,Card,Success,1745
PAY016249,ORD10817,2022-07-27,Card,Success,2280
PAY016250,ORD10818,2023-05-19,UPI,Success,2948
PAY016251,ORD10818,2023-05-18,Card,Success,2948
PAY016252,ORD10819,2025-11-30,Card,Failed,577
PAY016253,ORD10819,2025-12-02,Card,Success,577
PAY016254,ORD10820,2023-06-22,Card,Success,4850
PAY016255,ORD10821,2022-02-22,UPI,Failed,2028
PAY016256,ORD10822,2025-08-06,UPI,Success,1929
PAY016257,ORD10822,2025-08-05,UPI,Success,1929
PAY016258,ORD10823,2023-09-02,COD,Pending,640
PAY016259,ORD10824,2023-10-19,COD,Pending,4206
PAY016260,ORD10824,2023-10-22,UPI,Success,4206
PAY016261,ORD10825,2023-10-15,UPI,Success,1012
PAY016262,ORD10826,2022-09-20,Card,Failed,1631
PAY016263,ORD10826,2022-09-22,COD,Success,1631
PAY016264,ORD10827,2021-11-22,COD,Success,3751
PAY016265,ORD10828,2023-04-06,Card,Success,1746
PAY016266,ORD10829,2022-08-09,UPI,Success,1669
PAY016267,ORD10829,2022-08-10,Card,Success,1669
PAY016268,ORD10830,2021-04-08,UPI,Success,2262
PAY016269,ORD10831,2022-07-17,UPI,Success,3526
PAY016270,ORD10832,2025-02-08,COD,Pending,3004
PAY016271,ORD10832,2025-02-06,UPI,Success,3004
PAY016272,ORD10833,2025-05-01,UPI,Success,1266
PAY016273,ORD10834,2023-02-26,Card,Success,1872
PAY016274,ORD10834,2023-02-22,Card,Success,1872
PAY016275,ORD10835,2024-07-06,COD,Success,783
PAY016276,ORD10835,2024-07-07,Card,Failed,783
PAY016277,ORD10836,2023-03-06,UPI,Success,1142
PAY016278,ORD10836,2023-03-05,Card,Success,1142
PAY016279,ORD10837,2022-05-02,UPI,Success,4856
PAY016280,ORD10837,2022-04-28,UPI,Success,4856
PAY016281,ORD10838,2025-01-17,UPI,Success,4938
PAY016282,ORD10838,2025-01-14,Card,Success,4938
PAY016283,ORD10839,2024-12-12,Card,Success,4477
PAY016284,ORD10840,2024-10-08,Card,Success,1975
PAY016285,ORD10840,2024-10-12,UPI,Success,1975
PAY016286,ORD10841,2022-05-03,Card,Success,4238
PAY016287,ORD10841,2022-04-30,UPI,Failed,4238
PAY016288,ORD10842,2024-02-28,Card,Success,770
PAY016289,ORD10843,2023-11-02,UPI,Success,2899
PAY016290,ORD10844,2024-09-14,Card,Success,2680
PAY016291,ORD10845,2024-03-04,UPI,Failed,1766
PAY016292,ORD10846,2021-11-25,UPI,Success,1233
PAY016293,ORD10847,2023-09-28,COD,Failed,4579
PAY016294,ORD10848,2022-05-05,UPI,Success,3361
PAY016295,ORD10848,2022-05-04,Card,Success,3361
PAY016296,ORD10849,2022-02-09,COD,Success,996
PAY016297,ORD10850,2024-02-25,UPI,Success,3962
PAY016298,ORD10850,2024-02-25,COD,Success,3962
PAY016299,ORD10851,2021-04-11,UPI,Success,4761
PAY016300,ORD10852,2023-07-02,UPI,Success,1047
PAY016301,ORD10853,2021-10-28,Card,Success,1209
PAY016302,ORD10853,2021-11-02,Card,Success,1209
PAY016303,ORD10854,2025-05-12,COD,Success,4482
PAY016304,ORD10854,2025-05-12,UPI,Success,4482
PAY016305,ORD10855,2024-02-20,COD,Success,2182
PAY016306,ORD10855,2024-02-22,UPI,Success,2182
PAY016307,ORD10856,2021-07-01,UPI,Success,3521
PAY016308,ORD10856,2021-06-29,Card,Failed,3521
PAY016309,ORD10857,2024-03-02,COD,Success,1735
PAY016310,ORD10858,2023-01-06,Card,Success,1588
PAY016311,ORD10859,2021-12-25,Card,Failed,1907
PAY016312,ORD10859,2021-12-24,UPI,Success,1907
PAY016313,ORD10860,2024-03-13,Card,Pending,4443
PAY016314,ORD10860,2024-03-16,UPI,Success,4443
PAY016315,ORD10861,2023-01-20,UPI,Failed,4206
PAY016316,ORD10862,2024-02-23,Card,Pending,2305
PAY016317,ORD10862,2024-02-21,Card,Success,2305
