status_id,application_id,status,updated_at
ST20135,APP05034,Embassy Review,2024-11-11
ST20136,APP05034,Rejected,2024-11-17
ST20137,APP05035,Submitted,2025-04-20
ST20138,APP05035,Under Review,2025-04-22
ST20139,APP05035,Embassy Review,2025-04-26
ST20140,APP05035,Rejected,2025-05-04
ST20141,APP05036,Submitted,2024-09-26
ST20142,APP05036,Under Review,2024-10-02
ST20143,APP05036,Embassy Review,2024-10-07
ST20144,APP05036,Rejected,2024-10-16
ST20145,APP05037,Submitted,2022-02-19
ST20146,APP05037,Under Review,2022-02-26
ST20147,APP05037,Embassy Review,2022-02-28
ST20148,APP05037,Rejected,2022-03-07
ST20149,APP05038,Submitted,2023-06-16
ST20150,APP05038,Under Review,2023-06-20
ST20151,APP05038,Embassy Review,2023-06-23
ST20152,APP05038,Rejected,2023-07-03
ST20153,APP05039,Submitted,2022-05-29
ST20154,APP05039,Under Review,2022-06-05
ST20155,APP05039,Embassy Review,2022-06-10
ST20156,APP05039,Approved,2022-06-15
ST20157,APP05040,Submitted,2024-12-09
ST20158,APP05040,Under Review,2024-12-15
ST20159,APP05040,Embassy Review,2024-12-21
ST20160,APP05040,Rejected,2024-12-25
ST20161,APP05041,Submitted,2024-06-27
ST20162,APP05041,Under Review,2024-06-30
ST20163,APP05041,Embassy Review,2024-07-04
ST20164,APP05041,Rejected,2024-07-08
ST20165,APP05042,Submitted,2022-07-30
ST20166,APP05042,Under Review,2022-08-01
ST20167,APP05042,Embassy Review,2022-08-06
ST20168,APP05042,Rejected,2022-08-09
ST20169,APP05043,Submitted,2024-07-05
ST20170,APP05043,Under Review,2024-07-10
ST20171,APP05043,Embassy Review,2024-07-16
ST20172,APP05043,Rejected,2024-07-21
ST20173,APP05044,Submitted,2023-03-31
ST20174,APP05044,Under Review,2023-04-04
ST20175,APP05044,Embassy Review,2023-04-09
ST20176,APP05044,Approved,2023-04-16
ST20177,APP05045,Submitted,2023-08-27
ST20178,APP05045,Under Review,2023-08-29
ST20179,APP05045,Embassy Review,2023-09-03
ST20180,APP05045,Rejected,2023-09-12
ST20181,APP05046,Submitted,2025-03-17
ST20182,APP05046,Under Review,2025-03-21
ST20183,APP05046,Embassy Review,2025-03-28
ST20184,APP05046,Approved,2025-04-03
ST20185,APP05047,Submitted,2022-07-02
ST20186,APP05047,Under Review,2022-07-08
ST20187,APP05047,Embassy Review,2022-07-14
ST20188,APP05047,Approved,2022-07-17
ST20189,APP05048,Submitted,2024-02-26
ST20190,APP05048,Under Review,2024-03-03
ST20191,APP05048,Embassy Review,2024-03-07
ST20192,APP05048,Rejected,2024-03-17
ST20193,APP05049,Submitted,2024-07-06
ST20194,APP05049,Under Review,2024-07-11
ST20195,APP05049,Embassy Review,2024-07-14
ST20196,APP05049,Approved,2024-07-19
ST20197,APP05050,Submitted,2024-09-26
ST20198,APP05050,Under Review,2024-10-03
ST20199,APP05050,Embassy Review,2024-10-07
ST20200,APP05050,Rejected,2024-10-15
ST20201,APP05051,Submitted,2025-09-03
ST20202,APP05051,Under Review,2025-09-08
ST20203,APP05051,Embassy Review,2025-09-15
ST20204,APP05051,Approved,2025-09-22
ST20205,APP05052,Submitted,2023-06-25
ST20206,APP05052,Under Review,2023-07-02
ST20207,APP05052,Embassy Review,2023-07-04
ST20208,APP05052,Rejected,2023-07-10
ST20209,APP05053,Submitted,2023-10-11
ST20210,APP05053,Under Review,2023-10-15
ST20211,APP05053,Embassy Review,2023-10-18
ST20212,APP05053,Rejected,2023-10-24
ST20213,APP05054,Submitted,2024-06-07
ST20214,APP05054,Under Review,2024-06-09
ST20215,APP05054,Embassy Review,2024-06-15
ST20216,APP05054,Rejected,2024-06-21
ST20217,APP05055,Submitted,2025-05-19
ST20218,APP05055,Under Review,2025-05-24
ST20219,APP05055,Embassy Review,2025-05-30
ST20220,APP05055,Rejected,2025-06-08
ST20221,APP05056,Submitted,2023-10-25
ST20222,APP05056,Under Review,2023-10-27
ST20223,APP05056,Embassy Review,2023-10-29
ST20224,APP05056,Rejected,2023-11-08
ST20225,APP05057,Submitted,2025-12-24
ST20226,APP05057,Under Review,2025-12-31
ST20227,APP05057,Embassy Review,2026-01-05
ST20228,APP05057,Rejected,2026-01-14
ST20229,APP05058,Submitted,2022-07-09
ST20230,APP05058,Under Review,2022-07-12
ST20231,APP05058,Embassy Review,2022-07-15
ST20232,APP05058,Rejected,2022-07-19
ST20233,APP05059,Submitted,2023-08-28
ST20234,APP05059,Under Review,2023-08-31
ST20235,APP05059,Embassy Review,2023-09-03
ST20236,APP05059,Rejected,2023-09-12
ST20237,APP05060,Submitted,2025-10-25
ST20238,APP05060,Under Review,2025-10-28
ST20239,APP05060,Embassy Review,2025-10-30
ST20240,APP05060,Approved,2025-11-09
ST20241,APP05061,Submitted,2022-07-11
ST20242,APP05061,Under Review,2022-07-17
ST20243,APP05061,Embassy Review,2022-07-23
ST20244,APP05061,Approved,2022-08-02
ST20245,APP05062,Submitted,2023-12-19
ST20246,APP05062,Under Review,2023-12-25
ST20247,APP05062,Embassy Review,2023-12-29
ST20248,APP05062,Rejected,2024-01-04
ST20249,APP05063,Submitted,2022-01-06
ST20250,APP05063,Under Review,2022-01-09
ST20251,APP05063,Embassy Review,2022-01-14
ST20252,APP05063,Rejected,2022-01-20
ST20253,APP05064,Submitted,2023-02-18
ST20254,APP05064,Under Review,2023-02-23
ST20255,APP05064,Embassy Review,2023-03-02
ST20256,APP05064,Rejected,2023-03-06
ST20257,APP05065,Submitted,2024-12-24
ST20258,APP05065,Under Review,2024-12-31
ST20259,APP05065,Embassy Review,2025-01-06
ST20260,APP05065,Approved,2025-01-12
ST20261,APP05066,Submitted,2022-06-02
ST20262,APP05066,Under Review,2022-06-08
ST20263,APP05066,Embassy Review,2022-06-15
ST20264,APP05066,Approved,2022-06-20
ST20265,APP05067,Submitted,2022-09-30
ST20266,APP05067,Under Review,2022-10-07
ST20267,APP05067,Embassy Review,2022-10-13
ST20268,APP05067,Approved,2022-10-17
ST20269,APP05068,Submitted,2023-11-20
ST20270,APP05068,Under Review,2023-11-23
ST20271,APP05068,Embassy Review,2023-11-26
ST20272,APP05068,Approved,2023-12-03
ST20273,APP05069,Submitted,2022-08-16
ST20274,APP05069,Under Review,2022-08-21
ST20275,APP05069,Embassy Review,2022-08-28
ST20276,APP05069,Approved,2022-08-31
ST20277,APP05070,Submitted,2024-01-07
ST20278,APP05070,Under Review,2024-01-11
ST20279,APP05070,Embassy Review,2024-01-18
ST20280,APP05070,Approved,2024-01-21
ST20281,APP05071,Submitted,2023-10-06
ST20282,APP05071,Under Review,2023-10-11
ST20283,APP05071,Embassy Review,2023-10-16
ST20284,APP05071,Rejected,2023-10-25
ST20285,APP05072,Submitted,2024-09-09
ST20286,APP05072,Under Review,2024-09-13
ST20287,APP05072,Embassy Review,2024-09-15
ST20288,APP05072,Approved,2024-09-20
ST20289,APP05073,Submitted,2022-08-07
ST20290,APP05073,Under Review,2022-08-11
ST20291,APP05073,Embassy Review,2022-08-14
ST20292,APP05073,Rejected,2022-08-23
ST20293,APP05074,Submitted,2023-03-01
ST20294,APP05074,Under Review,2023-03-05
ST20295,APP05074,Embassy Review,2023-03-10
ST20296,APP05074,Approved,2023-03-14
ST20297,APP05075,Submitted,2022-05-29
ST20298,APP05075,Under Review,2022-05-31
ST20299,APP05075,Embassy Review,2022-06-06
ST20300,APP05075,Rejected,2022-06-10
ST20301,APP05076,Submitted,2024-06-02
ST20302,APP05076,Under Review,2024-06-07
ST20303,APP05076,Embassy Review,2024-06-09
ST20304,APP05076,Rejected,2024-06-15
ST20305,APP05077,Submitted,2022-01-23
ST20306,APP05077,Under Review,2022-01-29
ST20307,APP05077,Embassy Review,2022-02-05
ST20308,APP05077,Rejected,2022-02-08
ST20309,APP05078,Submitted,2023-02-21
ST20310,APP05078,Under Review,2023-02-28
ST20311,APP05078,Embassy Review,2023-03-06
ST20312,APP05078,Rejected,2023-03-11
ST20313,APP05079,Submitted,2025-03-01
ST20314,APP05079,Under Review,2025-03-05
ST20315,APP05079,Embassy Review,2025-03-12
ST20316,APP05079,Rejected,2025-03-15
ST20317,APP05080,Submitted,2025-11-10
ST20318,APP05080,Under Review,2025-11-13
ST20319,APP05080,Embassy Review,2025-11-15
ST20320,APP05080,Approved,2025-11-19
ST20321,APP05081,Submitted,2024-10-16
ST20322,APP05081,Under Review,2024-10-21
ST20323,APP05081,Embassy Review,2024-10-27
ST20324,APP05081,Rejected,2024-10-30
ST20325,APP05082,Submitted,2024-07-25
ST20326,APP05082,Under Review,2024-07-31
ST20327,APP05082,Embassy Review,2024-08-03
ST20328,APP05082,Approved,2024-08-12
ST20329,APP05083,Submitted,2025-04-11
ST20330,APP05083,Under Review,2025-04-14
ST20331,APP05083,Embassy Review,2025-04-18
ST20332,APP05083,Approved,2025-04-21
ST20333,APP05084,Submitted,2025-07-06
ST20334,APP05084,Under Review,2025-07-13
ST20335,APP05084,Embassy Review,2025-07-18
ST20336,APP05084,Approved,2025-07-27
ST20337,APP05085,Submitted,2023-01-30
ST20338,APP05085,Under Review,2023-02-06
ST20339,APP05085,Embassy Review,2023-02-11
ST20340,APP05085,Approved,2023-02-19
ST20341,APP05086,Submitted,2024-04-11
ST20342,APP05086,Under Review,2024-04-16
ST20343,APP05086,Embassy Review,2024-04-20
ST20344,APP05086,Rejected,2024-04-27
ST20345,APP05087,Submitted,2025-08-31
ST20346,APP05087,Under Review,2025-09-03
ST20347,APP05087,Embassy Review,2025-09-06
ST20348,APP05087,Approved,2025-09-10
ST20349,APP05088,Submitted,2024-09-06
ST20350,APP05088,Under Review,2024-09-09
ST20351,APP05088,Embassy Review,2024-09-16
ST20352,APP05088,Rejected,2024-09-20
ST20353,APP05089,Submitted,2023-04-19
ST20354,APP05089,Under Review,2023-04-24
ST20355,APP05089,Embassy Review,2023-04-28
ST20356,APP05089,Approved,2023-05-03
ST20357,APP05090,Submitted,2023-08-04
ST20358,APP05090,Under Review,2023-08-11
ST20359,APP05090,Embassy Review,2023-08-18
ST20360,APP05090,Rejected,2023-08-23
ST20361,APP05091,Submitted,2023-12-22
ST20362,APP05091,Under Review,2023-12-28
ST20363,APP05091,Embassy Review,2024-01-02
ST20364,APP05091,Rejected,2024-01-11
ST20365,APP05092,Submitted,2024-09-07
ST20366,APP05092,Under Review,2024-09-10
ST20367,APP05092,Embassy Review,2024-09-13
ST20368,APP05092,Rejected,2024-09-23
ST20369,APP05093,Submitted,2023-10-05
ST20370,APP05093,Under Review,2023-10-07
ST20371,APP05093,Embassy Review,2023-10-12
ST20372,APP05093,Approved,2023-10-17
ST20373,APP05094,Submitted,2025-07-06
ST20374,APP05094,Under Review,2025-07-08
ST20375,APP05094,Embassy Review,2025-07-11
ST20376,APP05094,Rejected,2025-07-18
ST20377,APP05095,Submitted,2024-02-22
ST20378,APP05095,Under Review,2024-02-25
ST20379,APP05095,Embassy Review,2024-03-02
ST20380,APP05095,Approved,2024-03-10
ST20381,APP05096,Submitted,2023-05-19
ST20382,APP05096,Under Review,2023-05-21
ST20383,APP05096,Embassy Review,2023-05-24
ST20384,APP05096,Rejected,2023-05-31
ST20385,APP05097,Submitted,2022-11-19
ST20386,APP05097,Under Review,2022-11-25
ST20387,APP05097,Embassy Review,2022-11-27
ST20388,APP05097,Rejected,2022-12-05
ST20389,APP05098,Submitted,2023-03-29
ST20390,APP05098,Under Review,2023-04-03
ST20391,APP05098,Embassy Review,2023-04-06
ST20392,APP05098,Approved,2023-04-15
ST20393,APP05099,Submitted,2023-09-04
ST20394,APP05099,Under Review,2023-09-07
ST20395,APP05099,Embassy Review,2023-09-12
ST20396,APP05099,Rejected,2023-09-19
ST20397,APP05100,Submitted,2022-08-06
ST20398,APP05100,Under Review,2022-08-09
ST20399,APP05100,Embassy Review,2022-08-15
ST20400,APP05100,Approved,2022-08-23
ST20401,APP05101,Submitted,2025-04-08
ST20402,APP05101,Under Review,2025-04-10
ST20403,APP05101,Embassy Review,2025-04-16
ST20404,APP05101,Approved,2025-04-19
ST20405,APP05102,Submitted,2022-08-25
ST20406,APP05102,Under Review,2022-09-01
ST20407,APP05102,Embassy Review,2022-09-05
ST20408,APP05102,Approved,2022-09-13
ST20409,APP05103,Submitted,2023-09-10
ST20410,APP05103,Under Review,2023-09-13
ST20411,APP05103,Embassy Review,2023-09-18
ST20412,APP05103,Rejected,2023-09-28
ST20413,APP05104,Submitted,2022-08-29
ST20414,APP05104,Under Review,2022-09-04
ST20415,APP05104,Embassy Review,2022-09-08
ST20416,APP05104,Rejected,2022-09-16
ST20417,APP05105,Submitted,2022-07-25
ST20418,APP05105,Under Review,2022-07-30
ST20419,APP05105,Embassy Review,2022-08-04
ST20420,APP05105,Approved,2022-08-09
ST20421,APP05106,Submitted,2025-01-30
ST20422,APP05106,Under Review,2025-02-03
ST20423,APP05106,Embassy Review,2025-02-09
ST20424,APP05106,Approved,2025-02-16
ST20425,APP05107,Submitted,2025-08-30
ST20426,APP05107,Under Review,2025-09-01
ST20427,APP05107,Embassy Review,2025-09-07
ST20428,APP05107,Approved,2025-09-12
ST20429,APP05108,Submitted,2024-10-29
ST20430,APP05108,Under Review,2024-11-04
ST20431,APP05108,Embassy Review,2024-11-07
ST20432,APP05108,Rejected,2024-11-13
ST20433,APP05109,Submitted,2022-04-24
ST20434,APP05109,Under Review,2022-04-29
ST20435,APP05109,Embassy Review,2022-05-05
ST20436,APP05109,Approved,2022-05-14
ST20437,APP05110,Submitted,2024-04-10
ST20438,APP05110,Under Review,2024-04-15
ST20439,APP05110,Embassy Review,2024-04-17
ST20440,APP05110,Rejected,2024-04-22
ST20441,APP05111,Submitted,2024-08-21
ST20442,APP05111,Under Review,2024-08-24
ST20443,APP05111,Embassy Review,2024-08-28
ST20444,APP05111,Rejected,2024-09-07
ST20445,APP05112,Submitted,2025-11-22
ST20446,APP05112,Under Review,2025-11-25
ST20447,APP05112,Embassy Review,2025-11-30
ST20448,APP05112,Rejected,2025-12-06
ST20449,APP05113,Submitted,2022-10-01
ST20450,APP05113,Under Review,2022-10-04
ST20451,APP05113,Embassy Review,2022-10-06
ST20452,APP05113,Approved,2022-10-10
ST20453,APP05114,Submitted,2025-06-06
ST20454,APP05114,Under Review,2025-06-13
ST20455,APP05114,Embassy Review,2025-06-17
ST20456,APP05114,Rejected,2025-06-21
ST20457,APP05115,Submitted,2022-02-23
ST20458,APP05115,Under Review,2022-03-01
ST20459,APP05115,Embassy Review,2022-03-03
ST20460,APP05115,Rejected,2022-03-11
ST20461,APP05116,Submitted,2025-01-17
ST20462,APP05116,Under Review,2025-01-21
ST20463,APP05116,Embassy Review,2025-01-28
ST20464,APP05116,Approved,2025-02-02
ST20465,APP05117,Submitted,2023-06-20
ST20466,APP05117,Under Review,2023-06-25
ST20467,APP05117,Embassy Review,2023-06-29
ST20468,APP05117,Approved,2023-07-09
ST20469,APP05118,Submitted,2024-03-24
ST20470,APP05118,Under Review,2024-03-29
ST20471,APP05118,Embassy Review,2024-04-01
ST20472,APP05118,Rejected,2024-04-10
ST20473,APP05119,Submitted,2025-07-21
ST20474,APP05119,Under Review,2025-07-23
ST20475,APP05119,Embassy Review,2025-07-26
ST20476,APP05119,Rejected,2025-08-04
ST20477,APP05120,Submitted,2023-11-22
ST20478,APP05120,Under Review,2023-11-27
ST20479,APP05120,Embassy Review,2023-12-01
ST20480,APP05120,Rejected,2023-12-11
ST20481,APP05121,Submitted,2023-03-03
ST20482,APP05121,Under Review,2023-03-07
ST20483,APP05121,Embassy Review,2023-03-12
ST20484,APP05121,Rejected,2023-03-16
ST20485,APP05122,Submitted,2025-05-21
ST20486,APP05122,Under Review,2025-05-28
ST20487,APP05122,Embassy Review,2025-06-04
ST20488,APP05122,Approved,2025-06-08
ST20489,APP05123,Submitted,2025-10-17
ST20490,APP05123,Under Review,2025-10-23
ST20491,APP05123,Embassy Review,2025-10-27
ST20492,APP05123,Rejected,2025-10-30
ST20493,APP05124,Submitted,2022-12-28
ST20494,APP05124,Under Review,2022-12-30
ST20495,APP05124,Embassy Review,2023-01-03
ST20496,APP05124,Approved,2023-01-12
ST20497,APP05125,Submitted,2024-08-01
ST20498,APP05125,Under Review,2024-08-06
ST20499,APP05125,Embassy Review,2024-08-08
ST20500,APP05125,Rejected,2024-08-12
ST20501,APP05126,Submitted,2024-11-28
ST20502,APP05126,Under Review,2024-12-03
ST20503,APP05126,Embassy Review,2024-12-09
ST20504,APP05126,Rejected,2024-12-18
ST20505,APP05127,Submitted,2024-01-15
ST20506,APP05127,Under Review,2024-01-19
ST20507,APP05127,Embassy Review,2024-01-23
ST20508,APP05127,Rejected,2024-01-30
ST20509,APP05128,Submitted,2022-08-25
ST20510,APP05128,Under Review,2022-09-01
ST20511,APP05128,Embassy Review,2022-09-05
ST20512,APP05128,Rejected,2022-09-14
ST20513,APP05129,Submitted,2022-09-11
ST20514,APP05129,Under Review,2022-09-14
ST20515,APP05129,Embassy Review,2022-09-20
ST20516,APP05129,Approved,2022-09-26
ST20517,APP05130,Submitted,2024-05-07
ST20518,APP05130,Under Review,2024-05-10
ST20519,APP05130,Embassy Review,2024-05-14
ST20520,APP05130,Rejected,2024-05-18
ST20521,APP05131,Submitted,2023-03-01
ST20522,APP05131,Under Review,2023-03-07
ST20523,APP05131,Embassy Review,2023-03-10
ST20524,APP05131,Rejected,2023-03-17
ST20525,APP05132,Submitted,2025-04-03
ST20526,APP05132,Under Review,2025-04-06
ST20527,APP05132,Embassy Review,2025-04-09
ST20528,APP05132,Rejected,2025-04-16
ST20529,APP05133,Submitted,2024-08-18
ST20530,APP05133,Under Review,2024-08-25
ST20531,APP05133,Embassy Review,2024-08-29
ST20532,APP05133,Rejected,2024-09-08
ST20533,APP05134,Submitted,2024-09-01
ST20534,APP05134,Under Review,2024-09-05
ST20535,APP05134,Embassy Review,2024-09-09
ST20536,APP05134,Rejected,2024-09-17
ST20537,APP05135,Submitted,2025-04-03
ST20538,APP05135,Under Review,2025-04-08
ST20539,APP05135,Embassy Review,2025-04-10
ST20540,APP05135,Rejected,2025-04-19
ST20541,APP05136,Submitted,2025-07-13
ST20542,APP05136,Under Review,2025-07-18
ST20543,APP05136,Embassy Review,2025-07-25
ST20544,APP05136,Approved,2025-08-03
ST20545,APP05137,Submitted,2024-06-10
ST20546,APP05137,Under Review,2024-06-14
ST20547,APP05137,Embassy Review,2024-06-17
ST20548,APP05137,Approved,2024-06-27
ST20549,APP05138,Submitted,2024-06-17
ST20550,APP05138,Under Review,2024-06-23
ST20551,APP05138,Embassy Review,2024-06-25
ST20552,APP05138,Approved,2024-07-01
ST20553,APP05139,Submitted,2024-06-05
ST20554,APP05139,Under Review,2024-06-09
ST20555,APP05139,Embassy Review,2024-06-15
ST20556,APP05139,Rejected,2024-06-18
ST20557,APP05140,Submitted,2022-09-30
ST20558,APP05140,Under Review,2022-10-05
ST20559,APP05140,Embassy Review,2022-10-11
ST20560,APP05140,Rejected,2022-10-20
ST20561,APP05141,Submitted,2024-07-10
ST20562,APP05141,Under Review,2024-07-13
ST20563,APP05141,Embassy Review,2024-07-19
ST20564,APP05141,Rejected,2024-07-22
ST20565,APP05142,Submitted,2023-02-25
ST20566,APP05142,Under Review,2023-03-03
ST20567,APP05142,Embassy Review,2023-03-10
ST20568,APP05142,Approved,2023-03-17
ST20569,APP05143,Submitted,2022-04-11
ST20570,APP05143,Under Review,2022-04-17
ST20571,APP05143,Embassy Review,2022-04-24
ST20572,APP05143,Approved,2022-05-04
ST20573,APP05144,Submitted,2025-05-20
ST20574,APP05144,Under Review,2025-05-25
ST20575,APP05144,Embassy Review,2025-05-29
ST20576,APP05144,Rejected,2025-06-05
ST20577,APP05145,Submitted,2024-11-30
ST20578,APP05145,Under Review,2024-12-05
ST20579,APP05145,Embassy Review,2024-12-08
ST20580,APP05145,Approved,2024-12-18
ST20581,APP05146,Submitted,2025-12-08
ST20582,APP05146,Under Review,2025-12-10
ST20583,APP05146,Embassy Review,2025-12-15
ST20584,APP05146,Rejected,2025-12-24
ST20585,APP05147,Submitted,2024-02-09
ST20586,APP05147,Under Review,2024-02-13
ST20587,APP05147,Embassy Review,2024-02-15
ST20588,APP05147,Rejected,2024-02-22
ST20589,APP05148,Submitted,2023-07-29
ST20590,APP05148,Under Review,2023-08-05
ST20591,APP05148,Embassy Review,2023-08-12
ST20592,APP05148,Approved,2023-08-21
ST20593,APP05149,Submitted,2024-04-16
ST20594,APP05149,Under Review,2024-04-21
ST20595,APP05149,Embassy Review,2024-04-24
ST20596,APP05149,Rejected,2024-05-04
ST20597,APP05150,Submitted,2023-09-20
ST20598,APP05150,Under Review,2023-09-23
ST20599,APP05150,Embassy Review,2023-09-30
ST20600,APP05150,Approved,2023-10-06
ST20601,APP05151,Submitted,2022-06-06
ST20602,APP05151,Under Review,2022-06-12
ST20603,APP05151,Embassy Review,2022-06-19
ST20604,APP05151,Approved,2022-06-26
ST20605,APP05152,Submitted,2023-05-03
ST20606,APP05152,Under Review,2023-05-10
ST20607,APP05152,Embassy Review,2023-05-15
ST20608,APP05152,Approved,2023-05-25
ST20609,APP05153,Submitted,2024-06-18
ST20610,APP05153,Under Review,2024-06-24
ST20611,APP05153,Embassy Review,2024-06-29
ST20612,APP05153,Approved,2024-07-08
ST20613,APP05154,Submitted,2023-11-06
ST20614,APP05154,Under Review,2023-11-12
ST20615,APP05154,Embassy Review,2023-11-15
ST20616,APP05154,Approved,2023-11-21
ST20617,APP05155,Submitted,2024-04-11
ST20618,APP05155,Under Review,2024-04-15
ST20619,APP05155,Embassy Review,2024-04-22
ST20620,APP05155,Rejected,2024-04-28
ST20621,APP05156,Submitted,2023-05-31
ST20622,APP05156,Under Review,2023-06-07
ST20623,APP05156,Embassy Review,2023-06-09
ST20624,APP05156,Approved,2023-06-18
ST20625,APP05157,Submitted,2023-01-24
ST20626,APP05157,Under Review,2023-01-26
ST20627,APP05157,Embassy Review,2023-01-30
ST20628,APP05157,Approved,2023-02-04
ST20629,APP05158,Submitted,2025-07-10
ST20630,APP05158,Under Review,2025-07-15
ST20631,APP05158,Embassy Review,2025-07-18
ST20632,APP05158,Rejected,2025-07-28
ST20633,APP05159,Submitted,2025-02-02
ST20634,APP05159,Under Review,2025-02-05
ST20635,APP05159,Embassy Review,2025-02-07
ST20636,APP05159,Rejected,2025-02-12
ST20637,APP05160,Submitted,2023-03-26
ST20638,APP05160,Under Review,2023-04-02
ST20639,APP05160,Embassy Review,2023-04-06
ST20640,APP05160,Approved,2023-04-11
ST20641,APP05161,Submitted,2022-09-05
ST20642,APP05161,Under Review,2022-09-09
ST20643,APP05161,Embassy Review,2022-09-16
ST20644,APP05161,Rejected,2022-09-26
ST20645,APP05162,Submitted,2023-06-17
ST20646,APP05162,Under Review,2023-06-19
ST20647,APP05162,Embassy Review,2023-06-25
ST20648,APP05162,Approved,2023-07-03
ST20649,APP05163,Submitted,2022-10-18
ST20650,APP05163,Under Review,2022-10-23
ST20651,APP05163,Embassy Review,2022-10-25
ST20652,APP05163,Rejected,2022-11-03
ST20653,APP05164,Submitted,2025-02-23
ST20654,APP05164,Under Review,2025-02-25
ST20655,APP05164,Embassy Review,2025-02-27
ST20656,APP05164,Approved,2025-03-05
ST20657,APP05165,Submitted,2025-09-03
ST20658,APP05165,Under Review,2025-09-08
ST20659,APP05165,Embassy Review,2025-09-11
ST20660,APP05165,Rejected,2025-09-21
ST20661,APP05166,Submitted,2024-06-09
ST20662,APP05166,Under Review,2024-06-15
ST20663,APP05166,Embassy Review,2024-06-18
ST20664,APP05166,Approved,2024-06-24
ST20665,APP05167,Submitted,2023-01-11
ST20666,APP05167,Under Review,2023-01-13
ST20667,APP05167,Embassy Review,2023-01-18
ST20668,APP05167,Rejected,2023-01-28
ST20669,APP05168,Submitted,2025-07-18
ST20670,APP05168,Under Review,2025-07-22
ST20671,APP05168,Embassy Review,2025-07-24
ST20672,APP05168,Approved,2025-07-27
ST20673,APP05169,Submitted,2022-09-26
ST20674,APP05169,Under Review,2022-09-29
ST20675,APP05169,Embassy Review,2022-10-01
ST20676,APP05169,Approved,2022-10-04
ST20677,APP05170,Submitted,2022-02-15
ST20678,APP05170,Under Review,2022-02-17
ST20679,APP05170,Embassy Review,2022-02-19
ST20680,APP05170,Approved,2022-02-25
ST20681,APP05171,Submitted,2025-01-26
ST20682,APP05171,Under Review,2025-02-02
ST20683,APP05171,Embassy Review,2025-02-05
ST20684,APP05171,Approved,2025-02-12
ST20685,APP05172,Submitted,2023-11-26
ST20686,APP05172,Under Review,2023-12-03
ST20687,APP05172,Embassy Review,2023-12-08
ST20688,APP05172,Rejected,2023-12-13
ST20689,APP05173,Submitted,2024-07-23
ST20690,APP05173,Under Review,2024-07-30
ST20691,APP05173,Embassy Review,2024-08-04
ST20692,APP05173,Approved,2024-08-13
ST20693,APP05174,Submitted,2025-10-11
ST20694,APP05174,Under Review,2025-10-15
ST20695,APP05174,Embassy Review,2025-10-21
ST20696,APP05174,Rejected,2025-10-28
ST20697,APP05175,Submitted,2025-03-25
ST20698,APP05175,Under Review,2025-04-01
ST20699,APP05175,Embassy Review,2025-04-07
ST20700,APP05175,Rejected,2025-04-11
ST20701,APP05176,Submitted,2023-05-12
ST20702,APP05176,Under Review,2023-05-14
ST20703,APP05176,Embassy Review,2023-05-17
ST20704,APP05176,Rejected,2023-05-24
ST20705,APP05177,Submitted,2022-09-28
ST20706,APP05177,Under Review,2022-10-04
ST20707,APP05177,Embassy Review,2022-10-07
ST20708,APP05177,Approved,2022-10-17
ST20709,APP05178,Submitted,2025-08-19
ST20710,APP05178,Under Review,2025-08-22
ST20711,APP05178,Embassy Review,2025-08-28
ST20712,APP05178,Approved,2025-09-04
ST20713,APP05179,Submitted,2023-03-02
ST20714,APP05179,Under Review,2023-03-07
ST20715,APP05179,Embassy Review,2023-03-10
ST20716,APP05179,Rejected,2023-03-16
ST20717,APP05180,Submitted,2024-03-30
ST20718,APP05180,Under Review,2024-04-02
ST20719,APP05180,Embassy Review,2024-04-05
ST20720,APP05180,Rejected,2024-04-12
ST20721,APP05181,Submitted,2025-02-10
ST20722,APP05181,Under Review,2025-02-16
ST20723,APP05181,Embassy Review,2025-02-22
ST20724,APP05181,Rejected,2025-02-28
ST20725,APP05182,Submitted,2023-02-22
ST20726,APP05182,Under Review,2023-03-01
ST20727,APP05182,Embassy Review,2023-03-04
ST20728,APP05182,Rejected,2023-03-14
ST20729,APP05183,Submitted,2025-09-19
ST20730,APP05183,Under Review,2025-09-26
ST20731,APP05183,Embassy Review,2025-09-29
ST20732,APP05183,Approved,2025-10-07
ST20733,APP05184,Submitted,2023-10-04
ST20734,APP05184,Under Review,2023-10-07
ST20735,APP05184,Embassy Review,2023-10-10
ST20736,APP05184,Rejected,2023-10-15
ST20737,APP05185,Submitted,2023-08-04
ST20738,APP05185,Under Review,2023-08-10
ST20739,APP05185,Embassy Review,2023-08-12
ST20740,APP05185,Rejected,2023-08-19
ST20741,APP05186,Submitted,2023-12-08
ST20742,APP05186,Under Review,2023-12-10
ST20743,APP05186,Embassy Review,2023-12-12
ST20744,APP05186,Approved,2023-12-16
ST20745,APP05187,Submitted,2023-01-23
ST20746,APP05187,Under Review,2023-01-29
ST20747,APP05187,Embassy Review,2023-01-31
ST20748,APP05187,Rejected,2023-02-06
ST20749,APP05188,Submitted,2022-09-12
ST20750,APP05188,Under Review,2022-09-19
ST20751,APP05188,Embassy Review,2022-09-23
ST20752,APP05188,Rejected,2022-10-03
ST20753,APP05189,Submitted,2024-10-22
ST20754,APP05189,Under Review,2024-10-24
ST20755,APP05189,Embassy Review,2024-10-28
ST20756,APP05189,Approved,2024-11-01
ST20757,APP05190,Submitted,2023-01-29
ST20758,APP05190,Under Review,2023-02-05
