application_id,applicant_id,visa_type,destination_country,application_date,travel_date,duration_days,application_status
APP06735,A2710,Business,UAE,2023-05-12,2023-06-26,48,Pending
APP06736,A2710,Transit,New Zealand,2024-09-24,2024-11-23,2,Approved
APP06737,A2711,Transit,Switzerland,2022-12-20,2023-02-03,2,Rejected
APP06738,A2712,Transit,Norway,2023-06-09,2023-06-24,3,Pending
APP06739,A2713,Business,Netherlands,2022-02-04,2022-05-05,35,Approved
APP06740,A2713,Work,Belgium,2025-10-12,2025-10-27,291,Pending
APP06741,A2713,Tourist,South Korea,2025-10-08,2025-11-22,24,Pending
APP06742,A2714,Tourist,Italy,2023-11-16,2024-01-15,20,Pending
APP06743,A2714,Business,Austria,2024-01-04,2024-02-18,56,Rejected
APP06744,A2714,Transit,USA,2023-08-28,2023-09-27,5,Pending
APP06745,A2715,Student,Italy,2024-08-22,2024-10-21,300,Rejected
APP06746,A2716,Student,Belgium,2022-05-25,2022-06-09,329,Pending
APP06747,A2716,Student,Switzerland,2022-04-19,2022-05-19,625,Pending
APP06748,A2717,Tourist,South Korea,2024-07-12,2024-09-10,8,Approved
APP06749,A2717,Tourist,France,2024-06-30,2024-08-14,12,Approved
APP06750,A2717,Student,Italy,2023-12-08,2024-01-22,453,Approved
APP06751,A2717,Transit,Italy,2023-04-06,2023-04-21,5,Pending
APP06752,A2718,Tourist,South Korea,2024-10-06,2024-11-05,8,Approved
APP06753,A2719,Student,France,2025-12-13,2026-03-13,290,Approved
APP06754,A2720,Business,Netherlands,2024-09-29,2024-12-28,57,Approved
APP06755,A2720,Tourist,UAE,2022-08-02,2022-10-01,16,Approved
APP06756,A2720,Tourist,Germany,2023-09-12,2023-09-27,19,Approved
APP06757,A2721,Tourist,Austria,2024-10-22,2024-11-21,19,Approved
APP06758,A2721,Student,Singapore,2025-10-11,2025-11-25,666,Approved
APP06759,A2721,Transit,Netherlands,2022-03-02,2022-05-01,5,Pending
APP06760,A2722,Tourist,France,2024-04-28,2024-06-27,12,Approved
APP06761,A2722,Work,New Zealand,2025-08-03,2025-09-17,243,Pending
APP06762,A2722,Transit,New Zealand,2023-12-18,2024-01-02,2,Pending
APP06763,A2723,Transit,France,2023-11-07,2023-12-22,5,Pending
APP06764,A2723,Work,Italy,2024-08-07,2024-11-05,190,Pending
APP06765,A2723,Business,UAE,2024-07-21,2024-09-04,23,Rejected
APP06766,A2724,Transit,Canada,2022-03-25,2022-06-23,3,Pending
APP06767,A2724,Student,Sweden,2023-06-23,2023-08-07,304,Pending
APP06768,A2724,Work,Australia,2025-03-08,2025-04-07,327,Approved
APP06769,A2724,Transit,Belgium,2024-03-06,2024-05-05,3,Approved
APP06770,A2725,Business,South Korea,2022-10-28,2022-11-27,38,Rejected
APP06771,A2726,Tourist,Singapore,2023-08-28,2023-10-27,27,Approved
APP06772,A2727,Tourist,Switzerland,2024-07-24,2024-09-07,12,Approved
APP06773,A2727,Work,France,2022-06-18,2022-09-16,218,Pending
APP06774,A2727,Work,Switzerland,2022-01-14,2022-01-29,169,Rejected
APP06775,A2727,Work,Canada,2023-07-21,2023-09-19,175,Approved
APP06776,A2728,Tourist,Canada,2024-10-30,2025-01-28,21,Rejected
APP06777,A2728,Transit,UAE,2024-03-16,2024-04-30,3,Approved
APP06778,A2728,Transit,Denmark,2022-05-11,2022-06-10,3,Approved
APP06779,A2729,Tourist,Denmark,2025-04-01,2025-06-30,21,Pending
APP06780,A2730,Tourist,Belgium,2024-10-03,2024-10-18,16,Approved
APP06781,A2731,Transit,Netherlands,2022-04-04,2022-06-03,5,Pending
APP06782,A2732,Work,South Korea,2025-02-12,2025-05-13,284,Approved
APP06783,A2732,Student,Switzerland,2025-01-15,2025-04-15,263,Rejected
APP06784,A2732,Transit,UAE,2023-03-28,2023-04-12,1,Pending
APP06785,A2732,Business,Sweden,2023-01-18,2023-02-17,16,Rejected
APP06786,A2733,Tourist,Germany,2022-05-11,2022-06-10,27,Pending
APP06787,A2733,Transit,UK,2024-09-20,2024-10-05,2,Rejected
APP06788,A2733,Transit,Germany,2025-05-30,2025-07-29,2,Pending
APP06789,A2733,Business,Austria,2022-09-03,2022-10-18,49,Rejected
APP06790,A2734,Transit,Denmark,2024-09-21,2024-11-05,2,Pending
APP06791,A2734,Tourist,Japan,2024-05-07,2024-08-05,19,Approved
APP06792,A2735,Tourist,Spain,2025-07-05,2025-07-20,14,Approved
APP06793,A2735,Student,Canada,2025-07-30,2025-08-29,481,Rejected
APP06794,A2735,Work,Spain,2023-01-26,2023-02-10,331,Rejected
APP06795,A2735,Work,South Korea,2023-03-29,2023-05-28,91,Pending
APP06796,A2736,Business,Austria,2025-06-03,2025-07-18,55,Rejected
APP06797,A2737,Student,Sweden,2022-03-18,2022-05-17,596,Approved
APP06798,A2738,Tourist,Sweden,2025-11-02,2025-11-17,11,Approved
APP06799,A2738,Transit,Austria,2022-06-07,2022-09-05,5,Pending
APP06800,A2738,Transit,Japan,2023-06-22,2023-08-21,2,Approved
APP06801,A2738,Business,Australia,2025-08-26,2025-11-24,13,Pending
APP06802,A2739,Business,France,2022-01-24,2022-04-24,23,Rejected
APP06803,A2739,Tourist,Canada,2022-03-04,2022-04-18,12,Approved
APP06804,A2740,Transit,Spain,2025-07-30,2025-08-14,3,Rejected
APP06805,A2740,Tourist,Singapore,2022-08-22,2022-11-20,12,Approved
APP06806,A2740,Transit,New Zealand,2022-02-06,2022-05-07,3,Rejected
APP06807,A2740,Tourist,Singapore,2024-10-17,2024-12-01,10,Approved
APP06808,A2741,Student,Italy,2025-05-26,2025-06-10,717,Approved
APP06809,A2742,Transit,Sweden,2025-10-09,2025-11-23,2,Pending
APP06810,A2742,Student,Spain,2022-09-19,2022-12-18,611,Pending
APP06811,A2742,Tourist,Spain,2025-12-28,2026-02-26,16,Approved
APP06812,A2742,Transit,USA,2022-02-25,2022-04-26,1,Rejected
APP06813,A2743,Tourist,France,2022-01-01,2022-03-02,17,Rejected
APP06814,A2743,Tourist,Australia,2022-12-23,2023-02-06,30,Approved
APP06815,A2743,Business,UAE,2025-09-11,2025-09-26,57,Approved
APP06816,A2744,Tourist,Denmark,2022-06-19,2022-09-17,25,Approved
APP06817,A2745,Business,USA,2025-03-14,2025-04-28,13,Rejected
APP06818,A2745,Work,Canada,2022-01-12,2022-02-11,192,Rejected
APP06819,A2746,Student,Spain,2023-12-06,2024-01-20,647,Rejected
APP06820,A2747,Business,Japan,2025-01-06,2025-02-05,31,Pending
APP06821,A2747,Business,Singapore,2023-07-15,2023-08-14,35,Approved
APP06822,A2748,Tourist,Netherlands,2022-08-03,2022-10-02,19,Approved
APP06823,A2749,Student,UAE,2022-03-16,2022-05-15,610,Pending
APP06824,A2749,Tourist,Netherlands,2023-01-11,2023-02-25,26,Approved
APP06825,A2749,Business,Canada,2023-04-01,2023-05-31,29,Pending
APP06826,A2749,Business,Japan,2025-07-08,2025-10-06,20,Approved
APP06827,A2750,Transit,Sweden,2022-08-22,2022-10-06,4,Pending
APP06828,A2750,Student,Netherlands,2025-02-03,2025-04-04,210,Pending
APP06829,A2750,Student,UK,2022-09-12,2022-09-27,253,Rejected
APP06830,A2750,Business,France,2025-03-09,2025-03-24,29,Rejected
APP06831,A2751,Transit,Japan,2024-04-20,2024-06-04,3,Approved
APP06832,A2751,Work,Denmark,2023-05-19,2023-08-17,255,Approved
APP06833,A2751,Tourist,Japan,2024-06-13,2024-07-13,13,Approved
APP06834,A2752,Work,Italy,2024-10-24,2024-11-08,245,Rejected
APP06835,A2752,Tourist,Denmark,2023-12-09,2024-03-08,12,Rejected
APP06836,A2752,Tourist,Canada,2024-12-19,2025-03-19,26,Approved
APP06837,A2752,Student,UAE,2025-11-23,2026-02-21,675,Approved
APP06838,A2753,Transit,Japan,2024-02-11,2024-02-26,2,Pending
APP06839,A2753,Student,UK,2023-06-14,2023-07-14,511,Rejected
APP06840,A2754,Business,Singapore,2022-09-27,2022-10-27,45,Approved
APP06841,A2754,Transit,France,2022-01-01,2022-01-31,2,Rejected
APP06842,A2755,Business,USA,2022-07-09,2022-09-07,24,Pending
APP06843,A2755,Tourist,Austria,2023-08-22,2023-11-20,28,Rejected
APP06844,A2755,Work,South Korea,2024-05-20,2024-07-04,238,Rejected
APP06845,A2756,Work,Germany,2024-04-19,2024-06-18,254,Rejected
APP06846,A2756,Work,Netherlands,2025-03-13,2025-03-28,156,Pending
APP06847,A2756,Transit,Germany,2022-03-17,2022-04-01,3,Rejected
APP06848,A2756,Transit,Switzerland,2024-05-22,2024-07-06,4,Pending
APP06849,A2757,Tourist,Sweden,2022-04-18,2022-07-17,11,Approved
APP06850,A2757,Tourist,Singapore,2023-02-08,2023-02-23,29,Approved
APP06851,A2758,Student,France,2022-09-29,2022-10-29,491,Approved
APP06852,A2758,Tourist,Netherlands,2023-09-13,2023-11-12,26,Approved
APP06853,A2758,Transit,Belgium,2022-03-05,2022-03-20,3,Pending
APP06854,A2759,Tourist,New Zealand,2022-08-01,2022-10-30,29,Approved
APP06855,A2760,Business,New Zealand,2022-03-25,2022-05-24,43,Rejected
APP06856,A2760,Work,New Zealand,2025-11-23,2026-01-22,292,Pending
APP06857,A2761,Tourist,South Korea,2025-06-01,2025-07-16,7,Approved
APP06858,A2762,Tourist,UK,2024-05-15,2024-05-30,25,Approved
APP06859,A2762,Tourist,Canada,2023-10-08,2023-11-07,24,Pending
APP06860,A2762,Business,France,2025-03-21,2025-05-20,43,Approved
APP06861,A2762,Student,Singapore,2023-11-14,2024-01-13,248,Rejected
APP06862,A2763,Transit,Canada,2022-11-10,2023-01-09,2,Rejected
APP06863,A2763,Work,Belgium,2024-08-02,2024-10-31,263,Pending
APP06864,A2763,Business,UAE,2024-06-28,2024-08-12,27,Approved
APP06865,A2764,Student,USA,2024-03-05,2024-05-04,459,Pending
APP06866,A2764,Business,Switzerland,2022-08-31,2022-11-29,9,Rejected
APP06867,A2764,Student,South Korea,2022-05-28,2022-08-26,632,Approved
APP06868,A2764,Transit,Netherlands,2022-09-20,2022-11-19,5,Rejected
APP06869,A2765,Tourist,Canada,2022-11-21,2022-12-06,29,Pending
APP06870,A2766,Business,Spain,2022-08-09,2022-09-23,15,Rejected
APP06871,A2766,Business,UK,2025-11-03,2026-01-02,49,Rejected
APP06872,A2766,Transit,Switzerland,2023-03-27,2023-04-11,5,Pending
APP06873,A2766,Student,UAE,2024-03-27,2024-04-26,252,Rejected
APP06874,A2767,Student,New Zealand,2022-04-01,2022-06-30,411,Approved
APP06875,A2768,Tourist,Spain,2025-07-19,2025-08-03,7,Rejected
APP06876,A2768,Tourist,Norway,2022-09-14,2022-12-13,25,Approved
APP06877,A2769,Business,Sweden,2023-11-20,2024-01-19,32,Pending
APP06878,A2770,Business,South Korea,2023-02-15,2023-03-17,19,Pending
APP06879,A2770,Transit,Japan,2025-08-12,2025-10-11,2,Pending
APP06880,A2770,Tourist,Norway,2022-03-02,2022-05-01,17,Approved
APP06881,A2770,Student,South Korea,2024-02-12,2024-03-28,628,Approved
APP06882,A2771,Transit,Netherlands,2025-06-08,2025-07-08,4,Rejected
APP06883,A2771,Student,New Zealand,2023-04-28,2023-06-12,283,Approved
APP06884,A2772,Business,Netherlands,2022-09-19,2022-10-04,58,Approved
APP06885,A2772,Transit,Australia,2022-06-09,2022-06-24,3,Rejected
APP06886,A2772,Business,New Zealand,2022-10-06,2022-10-21,47,Pending
APP06887,A2773,Business,Canada,2022-03-05,2022-03-20,37,Pending
APP06888,A2773,Business,Germany,2025-08-31,2025-10-15,53,Approved
APP06889,A2774,Tourist,Australia,2024-11-20,2024-12-05,16,Rejected
APP06890,A2774,Tourist,Sweden,2024-07-12,2024-09-10,23,Rejected
APP06891,A2774,Tourist,France,2023-11-25,2023-12-25,19,Approved
APP06892,A2774,Business,Japan,2023-10-19,2023-11-18,48,Pending
APP06893,A2775,Business,Canada,2025-12-22,2026-02-20,24,Pending
APP06894,A2775,Tourist,UAE,2023-06-21,2023-07-06,5,Approved
APP06895,A2776,Student,Australia,2025-07-26,2025-08-10,252,Pending
APP06896,A2776,Student,Canada,2024-07-08,2024-10-06,439,Approved
APP06897,A2776,Student,Denmark,2022-08-02,2022-10-01,662,Approved
APP06898,A2777,Tourist,Denmark,2025-10-10,2025-12-09,16,Pending
APP06899,A2778,Student,Singapore,2023-03-08,2023-04-22,231,Approved
APP06900,A2778,Student,Spain,2022-02-06,2022-02-21,595,Approved
APP06901,A2778,Work,Netherlands,2024-12-09,2024-12-24,127,Rejected
APP06902,A2779,Business,New Zealand,2024-04-20,2024-06-19,38,Rejected
APP06903,A2779,Business,Japan,2023-03-28,2023-06-26,20,Pending
APP06904,A2779,Business,UAE,2023-09-20,2023-12-19,43,Rejected
APP06905,A2779,Student,Canada,2025-11-03,2025-11-18,366,Approved
APP06906,A2780,Student,Austria,2025-05-19,2025-08-17,468,Pending
APP06907,A2780,Student,UK,2025-05-10,2025-06-09,594,Rejected
APP06908,A2781,Work,Netherlands,2022-11-20,2023-01-04,187,Approved
APP06909,A2782,Tourist,New Zealand,2024-03-13,2024-03-28,11,Approved
APP06910,A2782,Work,Germany,2025-10-13,2025-12-12,306,Rejected
APP06911,A2783,Business,Switzerland,2023-12-10,2023-12-25,30,Pending
APP06912,A2783,Work,Austria,2024-02-02,2024-03-18,242,Approved
APP06913,A2783,Transit,Austria,2024-09-15,2024-09-30,5,Approved
APP06914,A2784,Transit,South Korea,2022-04-04,2022-04-19,1,Pending
APP06915,A2784,Work,Canada,2024-07-06,2024-08-05,106,Rejected
APP06916,A2784,Student,Denmark,2025-09-20,2025-11-19,567,Approved
APP06917,A2784,Transit,Norway,2025-05-19,2025-06-18,5,Approved
APP06918,A2785,Tourist,UK,2022-01-12,2022-01-27,30,Approved
APP06919,A2785,Work,South Korea,2022-05-15,2022-08-13,359,Approved
APP06920,A2785,Business,Spain,2024-05-19,2024-07-18,30,Rejected
APP06921,A2786,Student,USA,2023-01-11,2023-04-11,243,Approved
APP06922,A2786,Transit,Canada,2024-12-04,2025-02-02,4,Rejected
APP06923,A2786,Business,USA,2023-02-04,2023-02-19,53,Approved
APP06924,A2787,Transit,New Zealand,2023-07-28,2023-08-27,3,Rejected
APP06925,A2787,Business,Canada,2025-11-02,2026-01-31,36,Approved
APP06926,A2787,Tourist,France,2022-03-12,2022-03-27,18,Approved
APP06927,A2787,Business,Denmark,2023-07-19,2023-10-17,8,Approved
APP06928,A2788,Work,UAE,2022-12-24,2023-01-08,115,Pending
APP06929,A2789,Transit,Norway,2022-11-17,2023-01-01,2,Approved
APP06930,A2789,Business,Austria,2025-12-16,2026-02-14,45,Approved
APP06931,A2790,Tourist,Singapore,2022-01-28,2022-02-12,17,Pending
APP06932,A2790,Business,Belgium,2022-11-21,2023-01-05,35,Pending
APP06933,A2790,Business,France,2024-05-05,2024-08-03,40,Rejected
APP06934,A2791,Tourist,UAE,2022-01-02,2022-01-17,15,Rejected
APP06935,A2791,Transit,Switzerland,2023-12-05,2024-01-19,2,Approved
APP06936,A2791,Work,Italy,2023-06-08,2023-06-23,236,Pending
APP06937,A2791,Transit,Austria,2024-07-24,2024-09-07,2,Rejected
APP06938,A2792,Work,Netherlands,2023-12-03,2024-01-17,103,Approved
APP06939,A2792,Work,Canada,2022-12-03,2023-03-03,361,Approved
APP06940,A2792,Work,Germany,2023-11-04,2023-12-04,251,Rejected
APP06941,A2792,Work,Switzerland,2024-05-21,2024-06-05,344,Pending
APP06942,A2793,Tourist,Belgium,2022-11-02,2023-01-01,24,Approved
APP06943,A2793,Work,Austria,2022-04-11,2022-05-26,323,Pending
APP06944,A2793,Work,South Korea,2023-11-13,2023-11-28,296,Approved
APP06945,A2794,Tourist,South Korea,2025-09-07,2025-10-22,18,Pending
APP06946,A2794,Work,Spain,2024-07-11,2024-07-26,362,Approved
APP06947,A2794,Work,Belgium,2022-03-25,2022-05-24,131,Approved
APP06948,A2794,Business,Belgium,2022-08-19,2022-10-18,8,Pending
APP06949,A2795,Transit,Singapore,2023-07-18,2023-08-02,3,Approved
APP06950,A2795,Work,Singapore,2023-09-29,2023-12-28,138,Pending
APP06951,A2795,Work,Australia,2022-06-01,2022-06-16,283,Approved
APP06952,A2796,Student,Switzerland,2024-08-03,2024-10-02,637,Approved
APP06953,A2797,Work,Italy,2024-12-09,2025-01-08,244,Rejected
APP06954,A2798,Business,South Korea,2023-11-29,2024-01-28,15,Approved
APP06955,A2798,Student,Australia,2024-10-15,2024-11-14,543,Approved
APP06956,A2798,Student,France,2024-10-03,2024-11-02,621,Approved
APP06957,A2798,Business,Japan,2023-04-01,2023-05-16,48,Approved
APP06958,A2799,Tourist,Netherlands,2023-06-24,2023-08-23,18,Approved
APP06959,A2800,Work,Sweden,2023-04-03,2023-07-02,111,Rejected
APP06960,A2800,Transit,Netherlands,2025-03-26,2025-04-25,4,Approved
APP06961,A2801,Student,USA,2022-08-05,2022-08-20,295,Approved
APP06962,A2801,Transit,New Zealand,2025-06-04,2025-09-02,2,Rejected
APP06963,A2802,Student,New Zealand,2022-12-27,2023-01-26,456,Approved
APP06964,A2802,Student,UK,2025-12-21,2026-02-04,548,Rejected
APP06965,A2802,Work,Japan,2022-07-20,2022-09-03,319,Pending
APP06966,A2802,Transit,USA,2025-09-16,2025-11-15,5,Pending
APP06967,A2803,Student,Canada,2023-01-10,2023-04-10,461,Pending
APP06968,A2803,Student,Sweden,2025-11-19,2025-12-04,228,Approved
APP06969,A2803,Transit,Netherlands,2023-06-24,2023-08-08,5,Pending
APP06970,A2803,Transit,South Korea,2023-10-04,2024-01-02,4,Rejected
APP06971,A2804,Student,Japan,2023-04-07,2023-07-06,719,Approved
APP06972,A2804,Transit,Spain,2025-06-07,2025-07-22,2,Approved
APP06973,A2805,Tourist,Italy,2024-05-27,2024-07-11,22,Rejected
APP06974,A2805,Business,Japan,2025-12-31,2026-02-14,34,Pending
APP06975,A2805,Tourist,Singapore,2022-05-14,2022-06-13,17,Approved
APP06976,A2805,Business,Spain,2025-07-18,2025-10-16,57,Pending
APP06977,A2806,Business,Japan,2023-12-24,2024-01-23,47,Approved
APP06978,A2806,Tourist,Italy,2025-09-08,2025-10-23,15,Approved
APP06979,A2806,Business,Denmark,2024-11-01,2024-12-31,58,Rejected
APP06980,A2807,Business,Australia,2025-07-28,2025-08-12,55,Approved
APP06981,A2808,Student,South Korea,2025-06-01,2025-07-01,637,Rejected
APP06982,A2808,Work,Sweden,2025-03-23,2025-04-07,342,Pending
APP06983,A2809,Transit,Canada,2025-08-05,2025-09-04,4,Pending
APP06984,A2809,Tourist,UAE,2025-02-15,2025-04-16,26,Approved
APP06985,A2810,Transit,Italy,2022-03-19,2022-06-17,2,Approved
APP06986,A2810,Student,Belgium,2023-11-22,2024-01-21,279,Rejected
APP06987,A2810,Student,Austria,2025-02-22,2025-04-08,270,Approved
APP06988,A2810,Student,Sweden,2022-02-14,2022-03-16,424,Approved
APP06989,A2811,Tourist,USA,2024-08-23,2024-09-07,7,Rejected
APP06990,A2811,Student,Canada,2023-01-06,2023-03-07,474,Approved
APP06991,A2812,Work,Netherlands,2024-09-16,2024-10-01,167,Approved
APP06992,A2812,Student,Switzerland,2022-04-14,2022-07-13,228,Rejected
APP06993,A2812,Transit,USA,2025-04-14,2025-05-14,1,Rejected
APP06994,A2813,Tourist,Norway,2023-06-24,2023-09-22,11,Approved
APP06995,A2813,Tourist,Canada,2025-02-26,2025-04-27,28,Approved
APP06996,A2813,Business,Germany,2024-07-15,2024-10-13,9,Approved
APP06997,A2813,Work,Denmark,2024-06-29,2024-09-27,348,Rejected
APP06998,A2814,Student,Italy,2023-02-25,2023-03-27,513,Pending
APP06999,A2814,Transit,Norway,2023-12-11,2024-01-10,3,Approved
APP07000,A2814,Business,Netherlands,2022-01-14,2022-02-28,47,Approved
APP07001,A2815,Work,Australia,2022-06-30,2022-09-28,169,Approved
APP07002,A2815,Business,Italy,2025-08-12,2025-11-10,46,Pending
APP07003,A2816,Transit,Sweden,2025-04-01,2025-05-31,3,Approved
APP07004,A2816,Student,Germany,2025-02-08,2025-05-09,599,Pending
APP07005,A2817,Tourist,Japan,2023-03-13,2023-04-27,15,Approved
APP07006,A2818,Business,Switzerland,2025-07-23,2025-09-21,29,Approved
APP07007,A2818,Transit,Belgium,2022-07-09,2022-07-24,2,Approved
APP07008,A2818,Business,Germany,2022-04-14,2022-04-29,40,Approved
APP07009,A2818,Work,France,2023-10-27,2023-12-26,142,Rejected
APP07010,A2819,Student,France,2024-09-11,2024-09-26,699,Rejected
APP07011,A2819,Business,South Korea,2025-03-30,2025-06-28,14,Approved
APP07012,A2819,Work,Singapore,2023-12-05,2024-03-04,321,Approved
APP07013,A2819,Transit,Austria,2023-03-12,2023-06-10,1,Approved
APP07014,A2820,Student,Austria,2025-09-14,2025-09-29,632,Rejected
APP07015,A2821,Tourist,Netherlands,2025-01-21,2025-03-07,6,Approved
APP07016,A2821,Work,New Zealand,2022-09-20,2022-11-19,344,Pending
APP07017,A2821,Student,Denmark,2023-03-23,2023-04-07,464,Approved
APP07018,A2822,Business,Japan,2025-08-06,2025-09-05,33,Rejected
APP07019,A2822,Work,New Zealand,2022-09-21,2022-11-05,150,Approved
APP07020,A2822,Transit,Canada,2024-09-01,2024-09-16,4,Approved
APP07021,A2822,Transit,Sweden,2024-08-19,2024-10-18,5,Rejected
APP07022,A2823,Student,Norway,2025-08-03,2025-09-02,302,Pending
APP07023,A2823,Tourist,Denmark,2023-07-03,2023-07-18,28,Approved
APP07024,A2823,Business,Singapore,2024-12-30,2025-03-30,31,Pending
APP07025,A2824,Student,Italy,2023-09-21,2023-12-20,264,Approved
APP07026,A2824,Tourist,Austria,2024-12-24,2025-02-22,15,Approved
APP07027,A2824,Student,New Zealand,2023-10-20,2024-01-18,190,Rejected
APP07028,A2825,Student,Austria,2022-02-09,2022-02-24,380,Approved
APP07029,A2825,Work,Denmark,2025-08-26,2025-09-10,334,Approved
APP07030,A2825,Business,New Zealand,2022-10-04,2022-10-19,20,Rejected
APP07031,A2826,Work,UK,2022-06-08,2022-09-06,285,Approved
APP07032,A2826,Tourist,Belgium,2025-04-05,2025-07-04,18,Approved
APP07033,A2827,Student,USA,2022-12-27,2023-01-26,545,Rejected
APP07034,A2827,Tourist,South Korea,2022-09-18,2022-11-17,11,Rejected
APP07035,A2827,Work,Japan,2025-04-21,2025-06-20,182,Pending
APP07036,A2828,Transit,Switzerland,2025-01-02,2025-02-16,4,Rejected
APP07037,A2828,Work,Austria,2022-12-07,2023-03-07,203,Pending
APP07038,A2828,Student,France,2025-11-03,2025-12-03,676,Rejected
APP07039,A2829,Student,Denmark,2022-02-10,2022-03-12,420,Rejected
APP07040,A2829,Tourist,Netherlands,2023-03-18,2023-06-16,22,Approved
APP07041,A2830,Work,Switzerland,2022-06-23,2022-08-07,283,Pending
APP07042,A2830,Student,Austria,2022-02-10,2022-05-11,471,Approved
APP07043,A2830,Transit,South Korea,2023-03-17,2023-06-15,4,Pending
APP07044,A2831,Business,Japan,2023-12-04,2024-01-18,40,Rejected
APP07045,A2832,Tourist,Netherlands,2024-02-01,2024-02-16,26,Approved
APP07046,A2832,Business,Netherlands,2024-12-20,2025-02-03,47,Pending
APP07047,A2832,Work,Sweden,2022-03-17,2022-04-16,144,Rejected
APP07048,A2832,Work,Sweden,2024-02-24,2024-04-24,188,Pending
APP07049,A2833,Student,New Zealand,2024-07-15,2024-09-13,630,Approved
APP07050,A2834,Work,Denmark,2024-02-26,2024-04-11,159,Approved
APP07051,A2834,Tourist,USA,2024-11-11,2025-01-10,25,Pending
APP07052,A2834,Business,Japan,2022-02-06,2022-05-07,17,Pending
APP07053,A2834,Work,Norway,2025-03-10,2025-04-09,99,Rejected
APP07054,A2835,Business,South Korea,2025-04-29,2025-05-14,37,Approved
APP07055,A2835,Business,Germany,2022-08-03,2022-10-02,33,Approved
APP07056,A2835,Work,Germany,2024-11-09,2024-12-24,113,Approved
APP07057,A2836,Work,UAE,2024-12-30,2025-02-13,283,Pending
APP07058,A2836,Work,Belgium,2023-04-12,2023-06-11,323,Approved
APP07059,A2837,Transit,Norway,2023-06-24,2023-08-23,5,Rejected
APP07060,A2837,Student,Belgium,2022-01-20,2022-03-21,468,Approved
APP07061,A2837,Business,Austria,2024-03-09,2024-05-08,35,Rejected
APP07062,A2837,Work,Norway,2022-07-06,2022-07-21,138,Approved
APP07063,A2838,Tourist,Austria,2025-11-14,2026-02-12,6,Rejected
APP07064,A2838,Transit,Singapore,2025-12-17,2026-01-31,1,Rejected
APP07065,A2838,Transit,Spain,2025-04-11,2025-05-11,1,Pending
APP07066,A2839,Tourist,Norway,2025-01-02,2025-02-16,9,Approved
APP07067,A2839,Student,Japan,2025-10-01,2025-11-15,699,Pending
APP07068,A2840,Transit,Australia,2025-08-11,2025-09-25,1,Pending
APP07069,A2840,Work,Singapore,2023-02-28,2023-03-15,130,Pending
APP07070,A2840,Work,Australia,2024-08-24,2024-11-22,143,Approved
APP07071,A2841,Student,Germany,2023-04-01,2023-05-01,194,Pending
APP07072,A2842,Transit,Belgium,2023-04-07,2023-05-22,5,Rejected
APP07073,A2842,Student,UK,2023-10-07,2023-12-06,678,Rejected
APP07074,A2842,Work,Italy,2022-02-07,2022-03-24,341,Pending
APP07075,A2843,Business,Germany,2025-03-16,2025-06-14,50,Pending
APP07076,A2843,Transit,Japan,2022-03-19,2022-04-18,1,Pending
APP07077,A2843,Student,South Korea,2022-10-05,2022-11-19,536,Approved
APP07078,A2844,Tourist,Spain,2023-10-21,2023-11-20,14,Approved
APP07079,A2844,Business,UK,2022-07-01,2022-07-16,59,Approved
APP07080,A2844,Business,Germany,2023-03-16,2023-04-15,29,Pending
APP07081,A2844,Student,New Zealand,2022-03-07,2022-06-05,333,Approved
APP07082,A2845,Business,Austria,2025-04-29,2025-06-13,15,Pending
APP07083,A2845,Student,Spain,2024-06-01,2024-07-01,511,Rejected
APP07084,A2845,Tourist,Canada,2022-10-05,2023-01-03,21,Approved
APP07085,A2846,Tourist,Norway,2024-05-07,2024-06-06,30,Rejected
APP07086,A2846,Tourist,Switzerland,2023-05-27,2023-07-26,21,Approved
APP07087,A2846,Transit,Germany,2023-09-14,2023-11-13,5,Pending
APP07088,A2846,Tourist,Norway,2022-02-26,2022-03-28,26,Pending
APP07089,A2847,Transit,Sweden,2025-05-09,2025-06-08,2,Rejected
APP07090,A2847,Business,Belgium,2023-09-21,2023-10-06,48,Rejected
APP07091,A2847,Student,Japan,2025-07-21,2025-10-19,680,Rejected
APP07092,A2848,Tourist,Spain,2023-01-28,2023-02-27,22,Approved
APP07093,A2848,Student,Singapore,2025-01-18,2025-03-04,624,Approved
APP07094,A2848,Tourist,UAE,2023-07-01,2023-07-31,18,Approved
APP07095,A2848,Work,UAE,2025-09-03,2025-10-03,272,Approved
APP07096,A2849,Business,Australia,2024-08-09,2024-11-07,56,Approved
APP07097,A2849,Work,UAE,2022-09-10,2022-10-10,92,Pending
APP07098,A2850,Business,Netherlands,2024-11-19,2025-01-18,23,Pending
APP07099,A2850,Work,Canada,2024-01-25,2024-02-09,317,Pending
APP07100,A2850,Transit,New Zealand,2025-01-11,2025-04-11,3,Rejected
APP07101,A2851,Tourist,Norway,2023-11-30,2024-01-14,5,Approved
APP07102,A2851,Transit,UAE,2025-03-08,2025-04-22,5,Pending
APP07103,A2851,Student,Australia,2024-12-25,2025-03-25,508,Pending
APP07104,A2851,Student,Austria,2024-10-21,2025-01-19,566,Rejected
APP07105,A2852,Transit,Canada,2024-07-10,2024-10-08,4,Rejected
APP07106,A2853,Business,Belgium,2024-09-20,2024-10-05,40,Rejected
APP07107,A2853,Tourist,Australia,2024-08-17,2024-10-16,6,Approved
